"","Species","DOY","population","stage","group_color","group_shape","shape_stage"
"775","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"776","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"777","Salix arctica",200,"N. Source","yellowing","north","source","source yellowing"
"778","Salix arctica",217,"N. Source","yellowing","north","source","source yellowing"
"779","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"780","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"781","Salix arctica",216,"N. Source","yellowing","north","source","source yellowing"
"782","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"783","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"784","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"785","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"786","Salix arctica",231,"N. Source","yellowing","north","source","source yellowing"
"787","Salix arctica",216,"N. Source","yellowing","north","source","source yellowing"
"788","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"789","Salix arctica",225,"N. Source","yellowing","north","source","source yellowing"
"790","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"791","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"792","Salix arctica",231,"N. Source","yellowing","north","source","source yellowing"
"793","Salix arctica",216,"N. Source","yellowing","north","source","source yellowing"
"794","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"795","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"796","Salix arctica",227,"N. Source","yellowing","north","source","source yellowing"
"797","Salix arctica",231,"N. Source","yellowing","north","source","source yellowing"
"798","Salix arctica",183,"N. Source","yellowing","north","source","source yellowing"
"799","Salix arctica",222,"N. Source","yellowing","north","source","source yellowing"
"800","Salix arctica",206,"N. Source","yellowing","north","source","source yellowing"
"801","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"802","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"803","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"804","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"805","Salix arctica",211,"N. Source","yellowing","north","source","source yellowing"
"806","Salix arctica",221,"N. Source","yellowing","north","source","source yellowing"
"807","Salix arctica",221,"N. Source","yellowing","north","source","source yellowing"
"808","Salix arctica",211,"N. Source","yellowing","north","source","source yellowing"
"809","Salix arctica",211,"N. Source","yellowing","north","source","source yellowing"
"810","Salix arctica",211,"N. Source","yellowing","north","source","source yellowing"
"811","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"812","Salix arctica",207,"N. Source","yellowing","north","source","source yellowing"
"813","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"814","Salix arctica",216,"N. Source","yellowing","north","source","source yellowing"
"815","Salix arctica",208,"N. Source","yellowing","north","source","source yellowing"
"816","Salix arctica",216,"N. Source","yellowing","north","source","source yellowing"
"817","Salix arctica",209,"N. Source","yellowing","north","source","source yellowing"
"818","Salix arctica",207,"N. Source","yellowing","north","source","source yellowing"
"819","Salix arctica",208,"N. Source","yellowing","north","source","source yellowing"
"820","Salix arctica",209,"N. Source","yellowing","north","source","source yellowing"
"821","Salix arctica",211,"N. Source","yellowing","north","source","source yellowing"
"822","Salix arctica",207,"N. Source","yellowing","north","source","source yellowing"
"823","Salix arctica",211,"N. Source","yellowing","north","source","source yellowing"
"824","Salix arctica",214,"N. Source","yellowing","north","source","source yellowing"
"825","Salix arctica",205,"N. Source","yellowing","north","source","source yellowing"
"826","Salix arctica",202,"N. Source","yellowing","north","source","source yellowing"
