"SerialID","Index","Datetime_UTC","Button Down","Button Up","Host Connected","End of File","Variable","Value"
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","29",2022-07-19 16:11:39,NA,NA,NA,NA,"Lux",0
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","30",2022-07-19 17:11:39,NA,NA,NA,NA,"Temperature",23.29
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","30",2022-07-19 17:11:39,NA,NA,NA,NA,"Lux",0
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","31",2022-07-19 18:11:39,NA,NA,NA,NA,"Temperature",19.26
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","31",2022-07-19 18:11:39,NA,NA,NA,NA,"Lux",0.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","32",2022-07-19 19:11:39,NA,NA,NA,NA,"Temperature",12.61
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","32",2022-07-19 19:11:39,NA,NA,NA,NA,"Lux",11709.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","33",2022-07-19 20:11:39,NA,NA,NA,NA,"Temperature",10.55
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","33",2022-07-19 20:11:39,NA,NA,NA,NA,"Lux",11888.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","34",2022-07-19 21:11:39,NA,NA,NA,NA,"Temperature",9.35
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","34",2022-07-19 21:11:39,NA,NA,NA,NA,"Lux",9623.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","35",2022-07-19 22:11:39,NA,NA,NA,NA,"Temperature",11.45
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","35",2022-07-19 22:11:39,NA,NA,NA,NA,"Lux",7751.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","36",2022-07-19 23:11:39,NA,NA,NA,NA,"Temperature",8.06
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","36",2022-07-19 23:11:39,NA,NA,NA,NA,"Lux",3879.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","37",2022-07-20 00:11:39,NA,NA,NA,NA,"Temperature",6.86
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","37",2022-07-20 00:11:39,NA,NA,NA,NA,"Lux",2354.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","38",2022-07-20 01:11:39,NA,NA,NA,NA,"Temperature",6.48
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","38",2022-07-20 01:11:39,NA,NA,NA,NA,"Lux",739.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","39",2022-07-20 02:11:39,NA,NA,NA,NA,"Temperature",4.93
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","39",2022-07-20 02:11:39,NA,NA,NA,NA,"Lux",669.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","40",2022-07-20 03:11:39,NA,NA,NA,NA,"Temperature",3.43
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","40",2022-07-20 03:11:39,NA,NA,NA,NA,"Lux",494.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","41",2022-07-20 04:11:39,NA,NA,NA,NA,"Temperature",3.13
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","41",2022-07-20 04:11:39,NA,NA,NA,NA,"Lux",726.08
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","42",2022-07-20 05:11:39,NA,NA,NA,NA,"Temperature",2.57
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","42",2022-07-20 05:11:39,NA,NA,NA,NA,"Lux",1522.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","43",2022-07-20 06:11:39,NA,NA,NA,NA,"Temperature",5.15
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","43",2022-07-20 06:11:39,NA,NA,NA,NA,"Lux",1386.88
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","44",2022-07-20 07:11:39,NA,NA,NA,NA,"Temperature",5.79
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","44",2022-07-20 07:11:39,NA,NA,NA,NA,"Lux",2370.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","45",2022-07-20 08:11:39,NA,NA,NA,NA,"Temperature",5.15
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","45",2022-07-20 08:11:39,NA,NA,NA,NA,"Lux",6269.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","46",2022-07-20 09:11:39,NA,NA,NA,NA,"Temperature",8.66
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","46",2022-07-20 09:11:39,NA,NA,NA,NA,"Lux",10117.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","47",2022-07-20 10:11:39,NA,NA,NA,NA,"Temperature",16.73
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","47",2022-07-20 10:11:39,NA,NA,NA,NA,"Lux",22640.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","48",2022-07-20 11:11:39,NA,NA,NA,NA,"Temperature",17.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","48",2022-07-20 11:11:39,NA,NA,NA,NA,"Lux",22886.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","49",2022-07-20 12:11:39,NA,NA,NA,NA,"Temperature",30.37
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","49",2022-07-20 12:11:39,NA,NA,NA,NA,"Lux",55562.24
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","50",2022-07-20 13:11:39,NA,NA,NA,NA,"Temperature",35.82
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","50",2022-07-20 13:11:39,NA,NA,NA,NA,"Lux",53022.72
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","51",2022-07-20 14:11:39,NA,NA,NA,NA,"Temperature",25.35
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","51",2022-07-20 14:11:39,NA,NA,NA,NA,"Lux",41441.28
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","52",2022-07-20 15:11:39,NA,NA,NA,NA,"Temperature",22.86
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","52",2022-07-20 15:11:39,NA,NA,NA,NA,"Lux",36536.32
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","53",2022-07-20 16:11:39,NA,NA,NA,NA,"Temperature",33.63
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","53",2022-07-20 16:11:39,NA,NA,NA,NA,"Lux",60108.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","54",2022-07-20 17:11:39,NA,NA,NA,NA,"Temperature",34.23
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","54",2022-07-20 17:11:39,NA,NA,NA,NA,"Lux",50954.24
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","55",2022-07-20 18:11:39,NA,NA,NA,NA,"Temperature",28.23
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","55",2022-07-20 18:11:39,NA,NA,NA,NA,"Lux",41799.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","56",2022-07-20 19:11:39,NA,NA,NA,NA,"Temperature",20.93
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","56",2022-07-20 19:11:39,NA,NA,NA,NA,"Lux",13537.28
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","57",2022-07-20 20:11:39,NA,NA,NA,NA,"Temperature",20.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","57",2022-07-20 20:11:39,NA,NA,NA,NA,"Lux",33935.36
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","58",2022-07-20 21:11:39,NA,NA,NA,NA,"Temperature",16.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","58",2022-07-20 21:11:39,NA,NA,NA,NA,"Lux",15426.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","59",2022-07-20 22:11:39,NA,NA,NA,NA,"Temperature",12.01
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","59",2022-07-20 22:11:39,NA,NA,NA,NA,"Lux",10593.28
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","60",2022-07-20 23:11:39,NA,NA,NA,NA,"Temperature",6.99
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","60",2022-07-20 23:11:39,NA,NA,NA,NA,"Lux",5749.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","61",2022-07-21 00:11:39,NA,NA,NA,NA,"Temperature",4.97
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","61",2022-07-21 00:11:39,NA,NA,NA,NA,"Lux",3712
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","62",2022-07-21 01:11:39,NA,NA,NA,NA,"Temperature",4.03
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","62",2022-07-21 01:11:39,NA,NA,NA,NA,"Lux",2005.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","63",2022-07-21 02:11:39,NA,NA,NA,NA,"Temperature",3.99
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","63",2022-07-21 02:11:39,NA,NA,NA,NA,"Lux",803.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","64",2022-07-21 03:11:39,NA,NA,NA,NA,"Temperature",3.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","64",2022-07-21 03:11:39,NA,NA,NA,NA,"Lux",437.28
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","65",2022-07-21 04:11:39,NA,NA,NA,NA,"Temperature",3.9
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","65",2022-07-21 04:11:39,NA,NA,NA,NA,"Lux",522.24
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","66",2022-07-21 05:11:39,NA,NA,NA,NA,"Temperature",4.54
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","66",2022-07-21 05:11:39,NA,NA,NA,NA,"Lux",838.72
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","67",2022-07-21 06:11:39,NA,NA,NA,NA,"Temperature",5.45
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","67",2022-07-21 06:11:39,NA,NA,NA,NA,"Lux",2055.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","68",2022-07-21 07:11:39,NA,NA,NA,NA,"Temperature",6.69
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","68",2022-07-21 07:11:39,NA,NA,NA,NA,"Lux",3552
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","69",2022-07-21 08:11:39,NA,NA,NA,NA,"Temperature",7.85
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","69",2022-07-21 08:11:39,NA,NA,NA,NA,"Lux",5521.92
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","70",2022-07-21 09:11:39,NA,NA,NA,NA,"Temperature",9.26
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","70",2022-07-21 09:11:39,NA,NA,NA,NA,"Lux",6656
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","71",2022-07-21 10:11:39,NA,NA,NA,NA,"Temperature",10.25
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","71",2022-07-21 10:11:39,NA,NA,NA,NA,"Lux",6714.88
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","72",2022-07-21 11:11:39,NA,NA,NA,NA,"Temperature",13.17
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","72",2022-07-21 11:11:39,NA,NA,NA,NA,"Lux",14146.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","73",2022-07-21 12:11:39,NA,NA,NA,NA,"Temperature",18.53
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","73",2022-07-21 12:11:39,NA,NA,NA,NA,"Lux",30863.36
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","74",2022-07-21 13:11:39,NA,NA,NA,NA,"Temperature",20.93
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","74",2022-07-21 13:11:39,NA,NA,NA,NA,"Lux",30208
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","75",2022-07-21 14:11:39,NA,NA,NA,NA,"Temperature",26.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","75",2022-07-21 14:11:39,NA,NA,NA,NA,"Lux",53411.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","76",2022-07-21 15:11:39,NA,NA,NA,NA,"Temperature",23.29
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","76",2022-07-21 15:11:39,NA,NA,NA,NA,"Lux",33658.88
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","77",2022-07-21 16:11:39,NA,NA,NA,NA,"Temperature",28.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","77",2022-07-21 16:11:39,NA,NA,NA,NA,"Lux",54845.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","78",2022-07-21 17:11:39,NA,NA,NA,NA,"Temperature",26.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","78",2022-07-21 17:11:39,NA,NA,NA,NA,"Lux",45772.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","79",2022-07-21 18:11:39,NA,NA,NA,NA,"Temperature",22.82
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","79",2022-07-21 18:11:39,NA,NA,NA,NA,"Lux",38901.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","80",2022-07-21 19:11:39,NA,NA,NA,NA,"Temperature",23.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","80",2022-07-21 19:11:39,NA,NA,NA,NA,"Lux",13465.6
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","81",2022-07-21 20:11:39,NA,NA,NA,NA,"Temperature",22.26
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","81",2022-07-21 20:11:39,NA,NA,NA,NA,"Lux",21698.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","82",2022-07-21 21:11:39,NA,NA,NA,NA,"Temperature",17.16
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","82",2022-07-21 21:11:39,NA,NA,NA,NA,"Lux",15733.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","83",2022-07-21 22:11:39,NA,NA,NA,NA,"Temperature",15.01
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","83",2022-07-21 22:11:39,NA,NA,NA,NA,"Lux",10155.52
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","84",2022-07-21 23:11:39,NA,NA,NA,NA,"Temperature",12.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","84",2022-07-21 23:11:39,NA,NA,NA,NA,"Lux",5964.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","85",2022-07-22 00:11:39,NA,NA,NA,NA,"Temperature",12.1
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","85",2022-07-22 00:11:39,NA,NA,NA,NA,"Lux",2188.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","86",2022-07-22 01:11:39,NA,NA,NA,NA,"Temperature",11.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","86",2022-07-22 01:11:39,NA,NA,NA,NA,"Lux",960.96
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","87",2022-07-22 02:11:39,NA,NA,NA,NA,"Temperature",11.71
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","87",2022-07-22 02:11:39,NA,NA,NA,NA,"Lux",440.48
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","88",2022-07-22 03:11:39,NA,NA,NA,NA,"Temperature",10.85
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","88",2022-07-22 03:11:39,NA,NA,NA,NA,"Lux",401.6
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","89",2022-07-22 04:11:39,NA,NA,NA,NA,"Temperature",10.55
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","89",2022-07-22 04:11:39,NA,NA,NA,NA,"Lux",332.16
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","90",2022-07-22 05:11:39,NA,NA,NA,NA,"Temperature",9.52
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","90",2022-07-22 05:11:39,NA,NA,NA,NA,"Lux",775.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","91",2022-07-22 06:11:39,NA,NA,NA,NA,"Temperature",9.26
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","91",2022-07-22 06:11:39,NA,NA,NA,NA,"Lux",2995.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","92",2022-07-22 07:11:39,NA,NA,NA,NA,"Temperature",8.41
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","92",2022-07-22 07:11:39,NA,NA,NA,NA,"Lux",3069.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","93",2022-07-22 08:11:39,NA,NA,NA,NA,"Temperature",10.29
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","93",2022-07-22 08:11:39,NA,NA,NA,NA,"Lux",9269.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","94",2022-07-22 09:11:39,NA,NA,NA,NA,"Temperature",12.14
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","94",2022-07-22 09:11:39,NA,NA,NA,NA,"Lux",13747.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","95",2022-07-22 10:11:39,NA,NA,NA,NA,"Temperature",14.5
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","95",2022-07-22 10:11:39,NA,NA,NA,NA,"Lux",19799.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","96",2022-07-22 11:11:39,NA,NA,NA,NA,"Temperature",14.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","96",2022-07-22 11:11:39,NA,NA,NA,NA,"Lux",22446.08
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","97",2022-07-22 12:11:39,NA,NA,NA,NA,"Temperature",16.77
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","97",2022-07-22 12:11:39,NA,NA,NA,NA,"Lux",28887.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","98",2022-07-22 13:11:39,NA,NA,NA,NA,"Temperature",19.43
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","98",2022-07-22 13:11:39,NA,NA,NA,NA,"Lux",28497.92
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","99",2022-07-22 14:11:39,NA,NA,NA,NA,"Temperature",20.98
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","99",2022-07-22 14:11:39,NA,NA,NA,NA,"Lux",33157.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420262 2022-08-10 17_09_57 MDT (Data MDT)(1).csv","100",2022-07-22 15:11:39,NA,NA,NA,NA,"Temperature",22.61
