Sample_ID,Sample_Date,Year,Height,LL1,LL2,LL3,SE1,SE2,SE3,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes
HE-SR 17,19/08/2020,2020,,,,,,,,,,,,,NA
K15PSR10,19/08/2020,2020,,,,,,,,,,,,,Dead
K15PSR11,19/08/2020,2020,,,,,,,,,,,,,NA
K15PSR12,19/08/2020,2020,,,,,,,,,,,,,Dead
K15PSR6,19/08/2020,2020,,,,,,,,,,,,,Empty
K15PSR7,19/08/2020,2020,,,,,,,,,,,,,Empty
K15PSR9,19/08/2020,2020,,,,,,,,,,,,,Dead
KL-SRC 10,19/08/2020,2020,109.1,53,53,53,141,155,100.18,,,,,,84% green
KL-SRC 6,19/08/2020,2020,115,42,41,48,137,122,84,,,,,,77% green Female
KL-SRC 7,19/08/2020,2020,,,,,,,,,,,,,"Big, dead"
KL-SRE 11,19/08/2020,2020,100.4,52,57,59,79,96,98,,,,,,82% green
KL-SRE 13,19/08/2020,2020,96.5,46,43,51,183,114,154,,,,,,73 Female
KL-SRE 14,19/08/2020,2020,55.2,50,49,53,43,45,47,,,,,,55% green
KL-SRE 15,19/08/2020,2020,102.3,43,43,52,115,98,22,,,,,,84% green male
KP16SR26,19/08/2020,2020,30.4,31,38,33,62,45,68,,,,,,82% green
KP16SR27,19/08/2020,2020,30.8,50,48,51,6.4,8.5,6.3,,,,,,65% green
KP16SR28,19/08/2020,2020,,,,,,,,,,,,,NA
KP16SR29,19/08/2020,2020,,,,,,,,,,,,,NA
KP16SR30,19/08/2020,2020,,,,,,,,,,,,,Empty
KP16SR46,19/08/2020,2020,,,,,,,,,,,,,NA
PC16CESR10,19/08/2020,2020,,,,,,,,,,,,,NA
PC16CESR6,19/08/2020,2020,,,,,,,,,,,,,NA
PC16CESR8,19/08/2020,2020,,,,,,,,,,,,,NA
PC16CESR9,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR16,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR17,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR18,19/08/2020,2020,5.8,Na,,,26.67,24.78,21.68,,,,,,0% green
H17SR19,19/08/2020,2020,4.2,Na,,,26.86,22.2,14.94,,,,,,0% green
K17SR12,19/08/2020,2020,,,,,,,,,,,,,NA
K17SR13,19/08/2020,2020,,,,,,,,,,,,,Empty
K17SR14,19/08/2020,2020,,,,,,,,,,,,,NA
K17SR15,19/08/2020,2020,,,,,,,,,,,,,Empty
PC17SR11,19/08/2020,2020,,,,,,,,,,,,,Empty
PC17SR12,19/08/2020,2020,6.2,23.93,21.06,26.5,18.99,9.55,5.63,,,,,,40% green
PC17SR13,19/08/2020,2020,1.8,30.66,28.36,30.12,35.15,30.7,21.82,,,,,,78% green
H18SR19,19/08/2020,2020,,,,,,,,,,,,,NA
H18SR16,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SR17,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SR20,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SR18,19/08/2020,2020,,,,,,,,,,,,,Dead
HE16SA10,19/08/2020,2020,,,,,,,,,,,,,
HE16SA14,19/08/2020,2020,,,,,,,,,,,,,Alive 
HE16SA17,19/08/2020,2020,,,,,,,,,,,,,
HE16SA19,19/08/2020,2020,,,,,,,,,,,,,
HE16SA20,19/08/2020,2020,,,,,,,,,,,,,
HE16SA6,19/08/2020,2020,,,,,,,,,,,,,Alive 
HE16SA7,19/08/2020,2020,,,,,,,,,,,,,Alive 
HE16SA8,19/08/2020,2020,,,,,,,,,,,,,
KP16SA10,19/08/2020,2020,,,,,,,,,,,,,
KP16SA11,19/08/2020,2020,,,,,,,,,,,,,
KP16SA12,19/08/2020,2020,,,,,,,,,,,,,
KP16SA13,19/08/2020,2020,,,,,,,,,,,,,
KP16SA14,19/08/2020,2020,,,,,,,,,,,,,
KP16SA15,19/08/2020,2020,,,,,,,,,,,,,
KP16SA16,19/08/2020,2020,,,,,,,,,,,,,
KP16SA17,19/08/2020,2020,,,,,,,,,,,,,
KP16SA18,19/08/2020,2020,,,,,,,,,,,,,
KP16SA19,19/08/2020,2020,,,,,,,,,,,,,
KP16SA20,19/08/2020,2020,,,,,,,,,,,,,
KP16SA6,19/08/2020,2020,,,,,,,,,,,,,Alive 
KP16SA8,19/08/2020,2020,,,,,,,,,,,,,
PC16PVSA1,19/08/2020,2020,,,,,,,,,,,,,
PC16PVSA2,19/08/2020,2020,,,,,,,,,,,,,
PC16PVSA3,19/08/2020,2020,,,,,,,,,,,,,
PC16PVSA4,19/08/2020,2020,,,,,,,,,,,,,
PC16PVSA5,19/08/2020,2020,,,,,,,,,,,,,
H17SA12,19/08/2020,2020,,,,,,,,,,,,,Alive 
H17SA13,19/08/2020,2020,,,,,,,,,,,,,
H17SA14,19/08/2020,2020,,,,,,,,,,,,,Alive 
H17SA15,19/08/2020,2020,,,,,,,,,,,,,Alive 
H17SA16,19/08/2020,2020,,,,,,,,,,,,,
KP17SA7,19/08/2020,2020,,,,,,,,,,,,,
KP17SA6,19/08/2020,2020,,,,,,,,,,,,,Alive 
H18SA1,19/08/2020,2020,,,,,,,,,,,,,Alive 
H18SA10,19/08/2020,2020,,,,,,,,,,,,,
H18SA9,19/08/2020,2020,,,,,,,,,,,,,
H18SA2,19/08/2020,2020,,,,,,,,,,,,,
H18SA3,19/08/2020,2020,,,,,,,,,,,,,
H18SA8,19/08/2020,2020,,,,,,,,,,,,,Alive 
H18SA7,19/08/2020,2020,,,,,,,,,,,,,
H18SA4,19/08/2020,2020,,,,,,,,,,,,,
H18SA5,19/08/2020,2020,,,,,,,,,,,,,
H18SA6,19/08/2020,2020,,,,,,,,,,,,,
H15SR25,19/08/2020,2020,,,,,,,,,,,,,Dead
H15SR26,19/08/2020,2020,,,,,,,,,,,,,NA
H15SR29,19/08/2020,2020,,,,,,,,,,,,,Dead
H15SR30,19/08/2020,2020,,,,,,,,,,,,,NA
HE16SR10,19/08/2020,2020,,,,,,,,,,,,,NA
HE16SR6,19/08/2020,2020,,,,,,,,,,,,,NA
HE16SR7,19/08/2020,2020,,,,,,,,,,,,,NA
HE16SR9,19/08/2020,2020,,,,,,,,,,,,,NA
HE-SR 21,19/08/2020,2020,9.5,,,,22.08,26.73,21.4,,,,,,
HE-SR 23,19/08/2020,2020,5.8,NA,,,11.07,14.49,11.09,,,,,,0% green
HE-SR 26,19/08/2020,2020,9.8,40.73,34.94,30.64,12.68,17.29,12.61,,,,,,80% green
HE-SR 27,19/08/2020,2020,,,,,,,,,,,,,Dead
K15PSR15,19/08/2020,2020,,,,,,,,,,,,,Dead
KL-SRC 11,19/08/2020,2020,,,,,,,,,,,,,Dead? No new growth
KL-SRC 13,19/08/2020,2020,72.4,37.07,42.16,38.79,130,180,133,,,,,,75% green
KP16SR31,19/08/2020,2020,NA,,,,,,,,,,,,
KP16SR32,19/08/2020,2020,NA,,,,,,,,,,,,
KP16SR33,19/08/2020,2020,NA,,,,,,,,,,,,
KP16SR34,19/08/2020,2020,NA,,,,,,,,,,,,
KP16SR35,19/08/2020,2020,NA,,,,,,,,,,,,
PC16CWSR10,19/08/2020,2020,NA,,,,,,,,,,,,
PC16CWSR6,19/08/2020,2020,NA,,,,,,,,,,,,
PC16CWSR8,19/08/2020,2020,NA,,,,,,,,,,,,
PP16TSR6,19/08/2020,2020,NA,,,,,,,,,,,,
PP16TSR7,19/08/2020,2020,NA,,,,,,,,,,,,
PP16TSR8,19/08/2020,2020,NA,,,,,,,,,,,,
PP16TSR9,19/08/2020,2020,NA,,,,,,,,,,,,
H17SR28,19/08/2020,2020,,,,,,,,,,,,,Dead
H17SR24,19/08/2020,2020,8.6,6.51,12.27,6.89,6.48,5.65,5.13,,,,,,0% green
H17SR25,19/08/2020,2020,24.93,NA,,,9.02,7.32,7.36,,,,,,0% green
PC17SR15,19/08/2020,2020,,,,,,,,,,,,,Dead
H17SR21 CLONE,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR21,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR22,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR23,19/08/2020,2020,,,,,,,,,,,,,NA
PC17SR14,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR27,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR26,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR29,19/08/2020,2020,,,,,,,,,,,,,NA
H17SR20,19/08/2020,2020,,,,,,,,,,,,,NA
H18SR22,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SR21,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SR24,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SR23,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SR25,19/08/2020,2020,,,,,,,,,,,,,NA
H15SP25,19/08/2020,2020,6.5,15.45,16.55,7.96,32.62,43.78,21.32,,,,,,0% green
H15SP27,19/08/2020,2020,12.8,18.89,18.11,18.03,20.98,22.74,31.28,,,,,,0% green
H15SP29,19/08/2020,2020,8.6,16.51,13.41,17.76,31.2,15.25,16.23,,,,,,0% green
H15SP30,19/08/2020,2020,,,,,,,,,,,,,Dead
HE15SP26,19/08/2020,2020,,,,,,,,,,,,,NA
HE16SP1,19/08/2020,2020,,,,,,,,,,,,,NA
HE16SP2,19/08/2020,2020,,,,,,,,,,,,,Empty
HE16SP4,19/08/2020,2020,,,,,,,,,,,,,Dead
HER-SP 26,19/08/2020,2020,,,,,,,,,,,,,NA
HER-SP 29,19/08/2020,2020,10,15.43,17.64,22.02,31.85,22.62,18.32,,,,,,0% green
HER-SP 30,19/08/2020,2020,,,,,,,,,,,,,Empty
HE-SP 23,19/08/2020,2020,,,,,,,,,,,,,Dead
KL-SPC 13,19/08/2020,2020,43.4,43.03,41.24,44.01,141,134,160,,,,,,45% green
KP16SP32,19/08/2020,2020,NA,,,,,,,,,,,,
KP16SP33,19/08/2020,2020,33.2,37.42,35.99,39.75,47.16,100.35,80.3,,,,,,30% green
KP16SP34,19/08/2020,2020,12.5,15.18,16.2,10.83,19.04,NA,NA,,,,,,0% green
KP16SP35,19/08/2020,2020,,,,,,,,,,,,,Empty
KPSP14,19/08/2020,2020,NA,,,,,,,,,,,,
KPSP15,19/08/2020,2020,NA,,,,,,,,,,,,
PC16CESP7,19/08/2020,2020,18.2,49.68,47.5,64.49,16.8,13.2,20,,,,,,50% green
H17SP20,19/08/2020,2020,,,,,,,,,,,,,Dead
H17SP18,19/08/2020,2020,4.5,17.79,11.93,15.43,19.91,21.66,13.75,,,,,,0% green
H17SP17,19/08/2020,2020,NA,,,,,,,,,,,,
H17SP15,19/08/2020,2020,9,16.15,9.11,7.98,11.14,12.28,18.24,,,,,,0% green
H17SP14,19/08/2020,2020,15.5,14.44,17.49,19.7,36.21,29.02,27.91,,,,,,0% green
H17SP13,19/08/2020,2020,21.1,20.21,24.38,20.12,12.51,21.78,15.17,,,,,,0% green
H17SP10,19/08/2020,2020,6.4,NA,,,15.27,18.76,14.78,,,,,,0% green
H17SP12,19/08/2020,2020,4.1,NA,,,20.39,20.4,33.51,,,,,,0% green
H17SP15,19/08/2020,2020,NA,,,,,,,,,,,,
KP17SP14,19/08/2020,2020,7.8,NA,,,37.16,30.15,41.46,,,,,,0% green
KP17SP12,19/08/2020,2020,32.2,39.74,46.61,39.25,45,143,152,,,,,,20% green
KP17SP9,19/08/2020,2020,14.2,34.8,33.25,26.11,31.97,52.94,48.96,,,,,,10% green
PP17SP15,19/08/2020,2020,13.5,22.43,25.96,24.84,16.32,12.73,12.98,,,,,,80% green
PP17SP13,19/08/2020,2020,16.5,31.8,30.38,36.11,24.11,24.25,17.55,,,,,,15% green
PP17SP12,19/08/2020,2020,17.9,33.48,38.32,37.36,21.68,43.77,41.08,,,,,,70% green
PP17SP11,19/08/2020,2020,,,,,,,,,,,,,Dead
PP17SP14,19/08/2020,2020,,,,,,,,,,,,,NA
KP17SP10,19/08/2020,2020,,,,,,,,,,,,,NA
KP17SP11,19/08/2020,2020,,,,,,,,,,,,,NA
KP17SP13,19/08/2020,2020,,,,,,,,,,,,,NA
KP17SP17,19/08/2020,2020,,,,,,,,,,,,,NA
KP17SP16,19/08/2020,2020,,,,,,,,,,,,,NA
H17SP11,19/08/2020,2020,,,,,,,,,,,,,Dead
KP17SP15,19/08/2020,2020,,,,,,,,,,,,,NA
H17SP19,19/08/2020,2020,,,,,,,,,,,,,NA
H18SP28,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SP29,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SP30,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SP27,19/08/2020,2020,,,,,,,,,,,,,Dead
H18SP26,19/08/2020,2020,,,,,,,,,,,,,Empty
NO LABEL,19/08/2020,2020,,,,,,,,,,,,,Dead?
H15SA1,19/08/2020,2020,,,,,,,,,,,,,
H15SA10,19/08/2020,2020,,,,,,,,,,,,,Alive 
H15SA11,19/08/2020,2020,,,,,,,,,,,,,
H15SA12,19/08/2020,2020,,,,,,,,,,,,,Alive 
H15SA14,19/08/2020,2020,,,,,,,,,,,,,Alive 
H15SA3,19/08/2020,2020,,,,,,,,,,,,,Alive
H15SA4,19/08/2020,2020,,,,,,,,,,,,,
H15SA5,19/08/2020,2020,,,,,,,,,,,,,
H15SA7,19/08/2020,2020,,,,,,,,,,,,,Alive 
H15SA8,19/08/2020,2020,,,,,,,,,,,,,
H15SA9,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA10,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA11,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA12,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA2,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA6,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA7,19/08/2020,2020,,,,,,,,,,,,,Alive
K15PSA8,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA9,19/08/2020,2020,,,,,,,,,,,,,Alive 
H15SA20,19/08/2020,2020,,,,,,,,,,,,,
H15SA19,19/08/2020,2020,,,,,,,,,,,,,Alive 
H15SA18,19/08/2020,2020,,,,,,,,,,,,,Alive 
K15PSA13,19/08/2020,2020,,,,,,,,,,,,,
K15PSA15,19/08/2020,2020,,,,,,,,,,,,,Alive 
K17SA10,19/08/2020,2020,,,,,,,,,,,,,Alive 
K17SA20,19/08/2020,2020,,,,,,,,,,,,,
H17SA17,19/08/2020,2020,,,,,,,,,,,,,Alive 
KP17SA9,19/08/2020,2020,,,,,,,,,,,,,
H17SA18,19/08/2020,2020,,,,,,,,,,,,,Alive 
KP17SA8,19/08/2020,2020,,,,,,,,,,,,,
PC17SA5,19/08/2020,2020,,,,,,,,,,,,,
H17SA19,19/08/2020,2020,,,,,,,,,,,,,
H15SA16,19/08/2020,2020,,,,,,,,,,,,,
H15SA17,19/08/2020,2020,,,,,,,,,,,,,
H15SA20,19/08/2020,2020,,,,,,,,,,,,,
PC17SA4,19/08/2020,2020,,,,,,,,,,,,,
H18SA12,19/08/2020,2020,,,,,,,,,,,,,
H18SA11,19/08/2020,2020,,,,,,,,,,,,,
H18SA13,19/08/2020,2020,,,,,,,,,,,,,
H17SA20,19/08/2020,2020,,,,,,,,,,,,,Alive 
KP17SA10,19/08/2020,2020,,,,,,,,,,,,,
H15SA15,19/08/2020,2020,,,,,,,,,,,,,Alive
H17SR30,19/08/2020,2020,9.4,28,Na,,56,28,36,,,,,,0% green
H17SR31,19/08/2020,2020,,,,,,,,,,,,,D
H17SR32,19/08/2020,2020,,,,,,,,,,,,,
KP16SR60,19/08/2020,2020,28.9,41,44,40,51,66,74,,,,,,92% green
KP16SR58,19/08/2020,2020,16.8,45,44,38,58,82,94,,,,,,96% green
KP16SR57,19/08/2020,2020,48.4,44,42,43,142,154,163,,,,,,89% green
PP17SR16,19/08/2020,2020,31.5,38,39,43,126,105,107,,,,,,92% green
H17SR34,19/08/2020,2020,,,,,,,,,,,,,E
H17SR35,19/08/2020,2020,9.4,Na,,,74,53,62,,,,,,0% green
H17SR37,19/08/2020,2020,5.2,Na,,,28,25,15,,,,,,0% green
H17SR36,19/08/2020,2020,14.6,32,28,38,68,56,64,,,,,,1% green
H17SR33,19/08/2020,2020,,,,,,,,,,,,,
PC16PVSR1,19/08/2020,2020,,,,,,,,,,,,,E
KP16SR56,19/08/2020,2020,,,,,,,,,,,,,E
KP16SR59,19/08/2020,2020,,,,,,,,,,,,,
PP17SR17,19/08/2020,2020,,,,,,,,,,,,,E
KP16SR11,19/08/2020,2020,,,,,,,,,,,,,
KP16SR12,19/08/2020,2020,,,,,,,,,,,,,
KP16SR13,19/08/2020,2020,,,,,,,,,,,,,
HE16SR15,19/08/2020,2020,,,,,,,,,,,,,
H17SR40,19/08/2020,2020,,,,,,,,,,,,,D
H17SR39,19/08/2020,2020,,,,,,,,,,,,,D
H17SR38,19/08/2020,2020,,,,,,,,,,,,,
HE16SR27,19/08/2020,2020,,,,,,,,,,,,,
HE16SR26,19/08/2020,2020,,,,,,,,,,,,,
KP16SR16,19/08/2020,2020,,,,,,,,,,,,,
KP16SR17,19/08/2020,2020,,,,,,,,,,,,,
KP16SR18,19/08/2020,2020,,,,,,,,,,,,,
KP16SR19,19/08/2020,2020,,,,,,,,,,,,,
KP16SR20,19/08/2020,2020,,,,,,,,,,,,,
PP17SR20,19/08/2020,2020,22.4,35,36,37,89,68,91,,,,,,93% green
HE16SR13,19/08/2020,2020,,,,,,,,,,,,,
PP17SR18,19/08/2020,2020,,,,,,,,,,,,,D
PP17SR19,19/08/2020,2020,19.3,41,40,42,66,182,58,,,,,,96% green
HE16SR11,19/08/2020,2020,,,,,,,,,,,,,
HE16SR27,19/08/2020,2020,,,,,,,,,,,,,
KP18SA6,19/08/2020,2020,,,,,,,,,,,,,D
KP18SA5,19/08/2020,2020,,,,,,,,,,,,,D
H18SR26,19/08/2020,2020,,,,,,,,,,,,,D
H18SR30,19/08/2020,2020,12.2,Na,,,39,35,14,,,,,,0% green
KP18SA7,19/08/2020,2020,,,,,,,,,,,,,D
KP18SA8,19/08/2020,2020,,,,,,,,,,,,,Alive
KP18SA9,19/08/2020,2020,,,,,,,,,,,,,Alive
H18SR28,19/08/2020,2020,,,,,,,,,,,,,
H18SR27,19/08/2020,2020,12.4,Na,,,11.1,8.6,Na,,,,,,0% green
KP18SA10,19/08/2020,2020,,,,,,,,,,,,,Alive
H18SR29,19/08/2020,2020,5.4,Na,,,43,42,40,,,,,,0% green
H15SP1,23/08/2019,2019,5.7,NA,NA,NA,10.82,9.97,NA,,,,,,
H15SP2,23/08/2019,2019,4.9,NA,NA,NA,6.8,8.79,16.59,,,,,,All leaves dead
H15SP3,23/08/2019,2019,NA,NA,NA,NA,NA,NA,NA,,,,,,Dead?
H15SP4,23/08/2019,2019,,,,,,,,,,,,,
H15SP5,23/08/2019,2019,6.5,NA,NA,NA,31.23,39.61,21.11,,,,,,All leaves dead
H15SP6,23/08/2019,2019,5.2,NA,NA,NA,23.44,28.23,34.95,,,,,,All leaves dead
H15SP7,23/08/2019,2019,,,,,,,,,,,,,Gone
H15SP8,23/08/2019,2019,7.7,NA,NA,NA,17.79,19.89,20.87,,,,,,All leaves dead
HER-SP 24,23/08/2019,2019,21,NA,NA,NA,29.8,18.42,31.84,,,,,,All leaves dead
HER-SP 3,23/08/2019,2019,34,NA,NA,NA,37.29,56.68,95.45,,,,,,"Spider webs, leaves brown"
HER-SP 4,23/08/2019,2019,6.7,NA,NA,NA,15.07,13.87,14.23,,,,,,All leaves dead
HER-SP 5,23/08/2019,2019,,,,,,,,,,,,,Gone
HE-SP 2,23/08/2019,2019,6.6,NA,NA,NA,13.08,8.65,24.18,,,,,,All leaves dead
HE-SP 4,23/08/2019,2019,9.9,NA,NA,NA,28.31,14.42,15.69,,,,,,All leaves dead
KL-SPC 1,23/08/2019,2019,45.4,49.5,44.55,39.65,29.55,20.36,36.01,,,,,,Yellowing leaves
KL-SPC 2,23/08/2019,2019,14.4,35.53,33.04,34.5,18.09,15.75,18.19,,,,,,Yellowing leaves
KL-SPC 3,23/08/2019,2019,30,50.62,56.5,46.74,38.11,60.06,59.38,,,,,,Yellowing leaves
KL-SPE 1,23/08/2019,2019,72.5,35.32,40.51,34.35,32.75,82.91,82.92,,,,,,"Yellowing of leaves, spider webs"
KL-SPE 2,23/08/2019,2019,29,64.02,60.41,52.39,274,556,295,,,,,,"Some healthy stems, some unhealthy stems, some dead/dying stems"
KL-SPE 3,23/08/2019,2019,8.1,28.61,25.03,27.07,8.48,7.78,17.23,,,,,,Herbivory on leaves
KL-SPE 4,23/08/2019,2019,43.6,50.34,41.58,45.02,67.82,141.37,118.79,,,,,,Some browning of leaves
KL-SPE 5,23/08/2019,2019,29,38.46,30.48,33.95,30.52,46.67,51.03,,,,,,"Spider webs, leaves turning yellow"
KP16SP26,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SP27,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SP28,23/08/2019,2019,,,,,,,,,,,,,Dead?
KP16SP29,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SP30,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SP41,23/08/2019,2019,10.9,29.7,29,27.31,16.1,23.33,7.01,,,,,,Yellowing of leaves
PC16CESP1,23/08/2019,2019,,,,,,,,,,,,,Gone
PC16CESP2,23/08/2019,2019,,,,,,,,,,,,,Gone
PC16CESP5,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SP1,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SP2,23/08/2019,2019,NA,NA,NA,NA,,,,,,,,,Dead?
H17SP3,23/08/2019,2019,4.4,NA,NA,NA,8.33,8.34,10.05,,,,,,All leaves dead
H17SP4,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SP5,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SP6,23/08/2019,2019,4.5,NA,NA,NA,34.02,13.09,10.1,,,,,,All leaves gone
H17SP7,23/08/2019,2019,1.8,NA,NA,NA,17.11,11.98,NA,,,,,,All leaves dead
KP17SP1,23/08/2019,2019,20.6,45.57,40.55,43.55,71.66,76.19,71.78,,,,,,Yellowing of leaves
KP17SP2,23/08/2019,2019,18.7,38,39.4,43.27,69.23,43.26,37.49,,,,,,Yellowing of leaves
KP17SP3,23/08/2019,2019,,,,,,,,,,,,,Dead?
KP17SP4,23/08/2019,2019,,,,,,,,,,,,,"Spiders webs, dead"
H18SP3,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SP5,23/08/2019,2019,10.9,NA,NA,NA,26.87,31.27,14.19,,,,,,All leaves dead
H18SP4,23/08/2019,2019,18.1,NA,NA,NA,26.77,33.61,22.77,,,,,,"All leaves dead, spider webs"
H18SP2,23/08/2019,2019,8.3,NA,NA,NA,6.8,NA,NA,,,,,,Spider webs
H18SP1,23/08/2019,2019,3.4,NA,NA,NA,4.18,3.12,NA,,,,,,All leaves dead
H18SP6,23/08/2019,2019,,,,,,,,,,,,,"Spiders webs, dead?"
KP16SR45,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR44,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR43,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR41,23/08/2019,2019,18.9,29.29,33.56,33.27,76.14,69.14,63.35,,,,,,
KP16SR12,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR25,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR23,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR22,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR21,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR1,23/08/2019,2019,,,,,,,,,,,,,Gone
KL-SRE 4,23/08/2019,2019,101.9,45.22,47.3,46.04,118.1,121.4,110,,,,,,
KL-SRC 2,23/08/2019,2019,107,54.27,63.86,63.12,152.9,173.1,105.8,,,,,,
K15CSR3,23/08/2019,2019,,,,,,,,,,,,,Gone
K15CSR2,23/08/2019,2019,,,,,,,,,,,,,Gone
HE-SR 3,23/08/2019,2019,12.4,20.37,17.98,15.39,11.88,11.9,14.15,,,,,,
HE-SR 2,23/08/2019,2019,5.2,NA,NA,NA,32.3,18.85,41.62,,,,,,All leaves dead
HEF-SR 4B(CLONE),23/08/2019,2019,,,,,,,,,,,,,Gone
HEF-SR 4,23/08/2019,2019,8.4,NA,NA,NA,19.34,19.59,8.99,,,,,,All leaves dead
H15SR9,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SR8,23/08/2019,2019,,,,,,,,,,,,,Gone
H15SR6,23/08/2019,2019,,,,,,,,,,,,,Gone
H15SR5,23/08/2019,2019,10.1,NA,NA,NA,15.01,17.94,18.94,,,,,,
H15SR4,23/08/2019,2019,,,,,,,,,,,,,Gone
H15SR3,23/08/2019,2019,,,,,,,,,,,,,Gone
H15SR11,23/08/2019,2019,,,,,,,,,,,,,Gone
KP17SR1,23/08/2019,2019,12.5,39.78,35.47,41.47,52.34,52.27,59.43,,,,,,
KP17SR2,23/08/2019,2019,12.4,34.59,41.83,42.05,27.86,46.88,64.95,,,,,,
KP17SR3,23/08/2019,2019,18.3,39.78,37.48,36.22,51.56,67.93,75.7,,,,,,
KP17SR4,23/08/2019,2019,21.3,31.17,35.35,31.56,25.99,34.84,47.27,,,,,,
KP17SR5,23/08/2019,2019,,,,,,,,,,,,,Gone
K17SR6,23/08/2019,2019,9.4,42.84,43.63,43.47,57.79,17.9,11.23,,,,,,
K17SR7,23/08/2019,2019,,,,,,,,,,,,,Gone
K17SR8,23/08/2019,2019,,,,,,,,,,,,,Gone
K17SR9,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SR1,23/08/2019,2019,19.2,NA,NA,NA,14.35,10.96,17.33,,,,,,All leaves dead
H17SR2,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SR3,23/08/2019,2019,,,,,,,,,,,,,Dead?
H17SR4,23/08/2019,2019,7.8,NA,NA,NA,39.43,NA,NA,,,,,,No leaves
H17SR5,23/08/2019,2019,14.4,NA,NA,NA,31.29,22.58,53.25,,,,,,
PC17SR1,23/08/2019,2019,12.7,35.44,27.66,30.27,93.01,31.31,18.78,,,,,,
PC17SR2,23/08/2019,2019,16.7,31.38,32.81,30.55,36.44,25.95,30.97,,,,,,
PC17SR3,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR24,23/08/2019,2019,,,,,,,,,,,,,
H18SR3,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SR2,23/08/2019,2019,19.6,17.33,13.72,15.82,10.49,NA,NA,,,,,,"Tiny dead leaves, larger leaves at base of stem, leaves yellowing, spider webs"
H18SR5,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SR4,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SR1,23/08/2019,2019,,,,,,,,,,,,,Dead?
HE16SP10,23/08/2019,2019,,,,,,,,,,,,,
HE16SP11,23/08/2019,2019,,,,,,,,,,,,,Dead
HE16SP12,23/08/2019,2019,,,,,,,,,,,,,
HE16SP13,23/08/2019,2019,,,,,,,,,,,,,
HE16SP14,23/08/2019,2019,,,,,,,,,,,,,
HE16SP15,23/08/2019,2019,3.5,23.43,19.78,17.96,8.02,7.02,8.41,,,,,,
HE16SP6,23/08/2019,2019,,,,,,,,,,,,,
HE16SP7,23/08/2019,2019,,,,,,,,,,,,,
HE16SP8,23/08/2019,2019,,,,,,,,,,,,,
KP16SP11,23/08/2019,2019,2.7,,,,,,,,,,,,
KP16SP13,23/08/2019,2019,,,,,,,,,,,,,
KP16SP14,23/08/2019,2019,,,,,,,,,,,,,
KP16SP21,23/08/2019,2019,,,,,,,,,,,,,
