Sample_ID,Sample_Date,Year,Height,LL1,LL2,LL3,SE1,SE2,SE3,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes
HE16SP27,23/08/2019,2019,,,,,,,,,,,,,
HE16SP28,23/08/2019,2019,,,,,,,,,,,,,
HE16SP29,23/08/2019,2019,,,,,,,,,,,,,
HE16SP30,23/08/2019,2019,,,,,,,,,,,,,
KP16SP16,23/08/2019,2019,,,,,,,,,,,,,
KP16SP17,23/08/2019,2019,,,,,,,,,,,,,
KP16SP18,23/08/2019,2019,,,,,,,,,,,,,
KP16SP19,23/08/2019,2019,,,,,,,,,,,,,
KP16SP36,23/08/2019,2019,,,,,,,,,,,,,
KP16SP37,23/08/2019,2019,,,,,,,,,,,,,
KP16SP38,23/08/2019,2019,,,,,,,,,,,,,
KP16SP39,23/08/2019,2019,,,,,,,,,,,,,
KP16SP56,23/08/2019,2019,15.5,28.79,30.62,30.41,20.6,62.06,34.93,,,,,,12% Herbivory
KP16SP58,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSP1,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSP2,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSP5,23/08/2019,2019,,,,,,,,,,,,,
PC17SP7,23/08/2019,2019,24.4,31.31,33.03,26.7,22.4,50.27,24,,,,,,
PC17SP8,23/08/2019,2019,7.5,32.61,29.97,32.47,65.62,69.19,45.31,,,,,,
PC17SP9,23/08/2019,2019,13.1,33.97,33.01,31.2,24.01,41.1,35.88,,,,,,
PC17SP10,23/08/2019,2019,8.2,30.06,34.1,31.15,45.41,43.47,42.85,,,,,,4% Herbivory 
KP16SP57,23/08/2019,2019,,,,,,,,,,,,,
H18SP17,23/08/2019,2019,,,,,,,,,,,,,
H18SP18,23/08/2019,2019,1.5,NA,NA,NA,8.55,,,,,,,,
H18SP19,23/08/2019,2019,2.4,NA,NA,NA,6.42,,,,,,,,
KP18SP4,23/08/2019,2019,24.4,32.75,25.51,37.89,29.7,19.03,30.47,,,,,,
KP18SP3,23/08/2019,2019,32.8,69.74,50.01,56.93,181,,,,,,,,
KP18SP2,23/08/2019,2019,32.5,32.71,37.79,26.29,21.24,32.4,34.36,,,,,,
KP18SP1,23/08/2019,2019,22.8,32.97,42.54,32.1,21.37,10.55,11.2,,,,,,
H18SP20,23/08/2019,2019,,,,,,,,,,,,,
H18SP16,23/08/2019,2019,,,,,,,,,,,,,
KP16SP59,23/08/2019,2019,14.7,49.08,36.66,35.93,40.1,32.83,37.55,,,,,,
KP16SP60,23/08/2019,2019,23.4,32.43,28.16,31.21,44.52,34.69,52.98,,,,,,
H15SP21,23/08/2019,2019,,,,,,,,,,,,,
H15SP22,23/08/2019,2019,,,,,,,,,,,,,
H15SP23,23/08/2019,2019,,,,,,,,,,,,,
H15SP24,23/08/2019,2019,9.9,17.82,21.66,16.84,5.07,9.14,7.32,,,,,,
HER-SP 11,23/08/2019,2019,8.6,25.97,24.43,NA,27.33,28.63,26,,,,,,
HER-SP 12,23/08/2019,2019,30.4,NA,NA,NA,7.31,25.54,13.17,,,,,,
HER-SP 14,23/08/2019,2019,4,10.74,NA,NA,8.69,15.74,20.97,,,,,,
HE-SP 18,23/08/2019,2019,,,,,,,,,,,,,
HE-SP 20,23/08/2019,2019,10.5,17.59,NA,NA,6.63,7.34,14.62,,,,,,
K15ESP6,23/08/2019,2019,,,,,,,,,,,,,
K15ESP7,23/08/2019,2019,,,,,,,,,,,,,
K15ESP8,23/08/2019,2019,,,,,,,,,,,,,
K15ESP9,23/08/2019,2019,,,,,,,,,,,,,
K15PSP10,23/08/2019,2019,,,,,,,,,,,,,
K15PSP9,23/08/2019,2019,,,,,,,,,,,,,
K15PSP8,23/08/2019,2019,,,,,,,,,,,,,
K15PSP7,23/08/2019,2019,,,,,,,,,,,,,
K15PSP6,23/08/2019,2019,,,,,,,,,,,,,
KL-SPC 10,23/08/2019,2019,29.6,NA,NA,NA,17.82,2.8,19.96,,,,,,Spiderwebs 
KL-SPC 8,23/08/2019,2019,7.1,22.09,19.28,NA,17.62,23.22,NA,,,,,,
KL-SPC 9,23/08/2019,2019,39.4,37.97,39.78,35.51,20.07,6.67,13.64,,,,,,
KL-SPE 11,23/08/2019,2019,40.3,38.16,40.9,41.41,17.53,18.91,24.95,,,,,,
KL-SPE 12,23/08/2019,2019,35.6,25.3,25.7,23.18,28.69,10.75,23.52,,,,,,
KL-SPE 14,23/08/2019,2019,45.6,39.95,36.04,36.06,38.52,93.96,37.43,,,,,,
KL-SPE 15,23/08/2019,2019,16.2,34.71,27.42,29.65,32.67,11.35,22.27,,,,,,
PP16TSP10,23/08/2019,2019,,,,,,,,,,,,,
PP16TSP6,23/08/2019,2019,,,,,,,,,,,,,
PP16TSP7,23/08/2019,2019,,,,,,,,,,,,,
PP16TSP9,23/08/2019,2019,,,,,,,,,,,,,
KP17SP6,23/08/2019,2019,,,,,,,,,,,,,
KP16SP47,23/08/2019,2019,,,,,,,,,,,,,
KP16SP48,23/08/2019,2019,,,,,,,,,,,,,
HE-SP 17,23/08/2019,2019,,,,,,,,,,,,,
KP17SP7,23/08/2019,2019,,,,,,,,,,,,,
KP17SP8,23/08/2019,2019,,,,,,,,,,,,,
KP18SP6,23/08/2019,2019,,,,,,,,,,,,,
H18SP1,23/08/2019,2019,,,,,,,,,,,,,
HE-SP 17,23/08/2019,2019,,,,,,,,,,,,,
H18SP23,23/08/2019,2019,,,,,,,,,,,,,
H18SP22,23/08/2019,2019,,,,,,,,,,,,,
KP18SP5,23/08/2019,2019,,,,,,,,,,,,,
H18SP25,23/08/2019,2019,,,,,,,,,,,,,
H18SP24,23/08/2019,2019,NA ,NA,NA,NA,NA,NA,NA,,,,,,
H15SR22,23/08/2019,2019,,,,,,,,,,,,,
H15SR23,23/08/2019,2019,,,,,,,,,,,,,
H15SR24,23/08/2019,2019,,,,,,,,,,,,,
HE16SR1,23/08/2019,2019,,,,,,,,,,,,,
HE16SR2,23/08/2019,2019,,,,,,,,,,,,,
HE16SR4,23/08/2019,2019,,,,,,,,,,,,,
HE16SR5,23/08/2019,2019,,,,,,,,,,,,,
HE-SR 17,23/08/2019,2019,,,,,,,,,,,,,
K15PSR10,23/08/2019,2019,,,,,,,,,,,,,
K15PSR11,23/08/2019,2019,,,,,,,,,,,,,
K15PSR12,23/08/2019,2019,,,,,,,,,,,,,
K15PSR6,23/08/2019,2019,,,,,,,,,,,,,
K15PSR7,23/08/2019,2019,,,,,,,,,,,,,
K15PSR9,23/08/2019,2019,,,,,,,,,,,,,
KL-SRC 10,23/08/2019,2019,107.2,53.97,52.91,46.88,82.64,119.05,108.8,,,,,,10% herbivory and aphids 
KL-SRC 6,23/08/2019,2019,89.5,40.87,35.91,39.78,92.94,84.82,70.66,,,,,,
KL-SRC 7,23/08/2019,2019,66,26.46,27.94,27.7,63.23,28.21,40.4,,,,,,
KL-SRE 11,23/08/2019,2019,92.4,47.82,49.28,44.16,115.27,100.04,88.73,,,,,,
KL-SRE 13,23/08/2019,2019,96.1,42.73,44.44,43.62,204,109,158,,,,,,Aphids 
KL-SRE 14,23/08/2019,2019,60.5,47.49,57.18,61.54,146,125,121,,,,,,Spiderwebs 
KL-SRE 15,23/08/2019,2019,112.2,49.66,51.06,45.09,106,125,112,,,,,,Spiderwebs and aphids
KP16SR26,23/08/2019,2019,25.5,37.13,40.99,37.15,40.88,35.93,27.38,,,,,,
KP16SR27,23/08/2019,2019,23,43.93,43.06,43.44,69.45,35.81,68.91,,,,,,
KP16SR28,23/08/2019,2019,,,,,,,,,,,,,
KP16SR29,23/08/2019,2019,,,,,,,,,,,,,
KP16SR30,23/08/2019,2019,,,,,,,,,,,,,
KP16SR46,23/08/2019,2019,,,,,,,,,,,,,
PC16CESR10,23/08/2019,2019,,,,,,,,,,,,,
PC16CESR6,23/08/2019,2019,,,,,,,,,,,,,
PC16CESR8,23/08/2019,2019,,,,,,,,,,,,,
PC16CESR9,23/08/2019,2019,,,,,,,,,,,,,
H17SR16,23/08/2019,2019,,,,,,,,,,,,,
H17SR17,23/08/2019,2019,,,,,,,,,,,,,
H17SR18,23/08/2019,2019,,,,,,,,,,,,,
H17SR19,23/08/2019,2019,,,,,,,,,,,,,
K17SR12,23/08/2019,2019,,,,,,,,,,,,,
K17SR13,23/08/2019,2019,,,,,,,,,,,,,
K17SR14,23/08/2019,2019,,,,,,,,,,,,,
K17SR15,23/08/2019,2019,,,,,,,,,,,,,
PC17SR11,23/08/2019,2019,,,,,,,,,,,,,
PC17SR12,23/08/2019,2019,4.5,21.21,20.55,20.49,15.91,8.06,NA,,,,,,
PC17SR13,23/08/2019,2019,7,25.28,29.58,29.23,30.51,23.26,28.9,,,,,,
H18SR19,23/08/2019,2019,,,,,,,,,,,,,
H18SR16,23/08/2019,2019,,,,,,,,,,,,,
H18SR17,23/08/2019,2019,,,,,,,,,,,,,
H18SR20,23/08/2019,2019,,,,,,,,,,,,,
H18SR18,23/08/2019,2019,,,,,,,,,,,,,
HE16SA10,23/08/2019,2019,,,,,,,,,,,,,
HE16SA14,23/08/2019,2019,4,27.57,25.95,24.72,16.61,18.42,15.67,,,,,,20% herbivory 
HE16SA17,23/08/2019,2019,,,,,,,,,,,,,
HE16SA19,23/08/2019,2019,,,,,,,,,,,,,
HE16SA20,23/08/2019,2019,,,,,,,,,,,,,
HE16SA6,23/08/2019,2019,0.3,11.13,17.39,15.76,6.66,NA,NA,,,,,,
HE16SA7,23/08/2019,2019,5.4,30.66,30.85,32.48,18.54,29.6,25.37,,,,,,
HE16SA8,23/08/2019,2019,,,,,,,,,,,,,
KP16SA10,23/08/2019,2019,,,,,,,,,,,,,
KP16SA11,23/08/2019,2019,,,,,,,,,,,,,
KP16SA12,23/08/2019,2019,,,,,,,,,,,,,
KP16SA13,23/08/2019,2019,,,,,,,,,,,,,
KP16SA14,23/08/2019,2019,,,,,,,,,,,,,
KP16SA15,23/08/2019,2019,,,,,,,,,,,,,
KP16SA16,23/08/2019,2019,,,,,,,,,,,,,
KP16SA17,23/08/2019,2019,,,,,,,,,,,,,
KP16SA18,23/08/2019,2019,,,,,,,,,,,,,
KP16SA19,23/08/2019,2019,,,,,,,,,,,,,
KP16SA20,23/08/2019,2019,,,,,,,,,,,,,
KP16SA6,23/08/2019,2019,4.6,20.95,27.37,24.96,9.54,6.03,NA,,,,,,
KP16SA8,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSA1,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSA2,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSA3,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSA4,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSA5,23/08/2019,2019,,,,,,,,,,,,,
H17SA12,23/08/2019,2019,4.2,29.21,24.92,19.79,17.42,6.76,NA,,,,,,
H17SA13,23/08/2019,2019,,,,,,,,,,,,,
H17SA14,23/08/2019,2019,3.2,24.59,,,15.3,8.92,NA,,,,,,
H17SA15,,2019,4.3,21.66,21.8,24.37,14.85,12.52,9.54,,,,,,
H17SA16,23/08/2019,2019,,,,,,,,,,,,,
KP17SA7,23/08/2019,2019,,,,,,,,,,,,,
KP17SA6,23/08/2019,2019,2.7,32.21,31.33,33.47,15.37,11.91,13.01,,,,,,
H18SA1,23/08/2019,2019,0.6,11.36,10.32,11.78,6.03,,,,,,,,
H18SA10,23/08/2019,2019,,,,,,,,,,,,,
H18SA9,23/08/2019,2019,,,,,,,,,,,,,
H18SA2,23/08/2019,2019,,,,,,,,,,,,,
H18SA3,23/08/2019,2019,,,,,,,,,,,,,
H18SA8,23/08/2019,2019,2.5,29.18,28.39,23.4,11.12,NA,NA,,,,,,
H18SA7,23/08/2019,2019,,,,,,,,,,,,,
H18SA4,23/08/2019,2019,,,,,,,,,,,,,
H18SA5,23/08/2019,2019,,,,,,,,,,,,,
H18SA6,23/08/2019,2019,,,,,,,,,,,,,
H15SR25,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SR26,23/08/2019,2019,,,,,,,,,,,,,
H15SR29,23/08/2019,2019,4.8,19.64,17.14,15.25,11.36,11.93,8.74,,,,,,
H15SR30,23/08/2019,2019,,,,,,,,,,,,,
HE16SR10,23/08/2019,2019,,,,,,,,,,,,,
HE16SR6,23/08/2019,2019,,,,,,,,,,,,,
HE16SR7,23/08/2019,2019,,,,,,,,,,,,,
HE16SR9,23/08/2019,2019,,,,,,,,,,,,,
HE-SR 21,23/08/2019,2019,5.8,NA,NA,NA,14.74,17.25,17.8,,,,,,"All leaves dead, Gergana’s stem diameter: 12.44"
HE-SR 23,23/08/2019,2019,2,8.15,5.78,12.9,13.87,11.23,7.07,,,,,,
HE-SR 26,23/08/2019,2019,11.3,18.66,14.23,15.99,1,1,NA,,,,,,"Leaves coming directly out of stem, Gergana’s stem diameter: 11.44"
HE-SR 27,23/08/2019,2019,5.6,NA,NA,NA,6.96,5.71,3.96,,,,,,"Minimal signs of life, all leaves dead, Gergana’s stem diameter: 14.27"
K15PSR15,23/08/2019,2019,,,,,,,,,,,,,Dead?
KL-SRC 11,23/08/2019,2019,37.6,35.67,35.72,34.07,37.39,32.07,23.67,,,,,,"Leaves dropping, Gergana’s stem diameter: 23.67"
KL-SRC 13,23/08/2019,2019,77.1,60.74,63.2,56.95,106,111.9,195.9,,,,,,"Leaves yellowing/browning, Gergana’s stem diameter: 19.99"
KP16SR31,23/08/2019,2019,,,,,,,,,,,,,
KP16SR32,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR33,23/08/2019,2019,,,,,,,,,,,,,Gone
KP16SR34,23/08/2019,2019,,,,,,,,,,,,,
KP16SR35,23/08/2019,2019,,,,,,,,,,,,,
PC16CWSR10,23/08/2019,2019,,,,,,,,,,,,,
PC16CWSR6,23/08/2019,2019,,,,,,,,,,,,,
PC16CWSR8,23/08/2019,2019,,,,,,,,,,,,,
PP16TSR6,23/08/2019,2019,,,,,,,,,,,,,
PP16TSR7,23/08/2019,2019,,,,,,,,,,,,,
PP16TSR8,23/08/2019,2019,,,,,,,,,,,,,
PP16TSR9,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SR28,23/08/2019,2019,,,,,,,,,,,,,Dead?
H17SR24,23/08/2019,2019,13.4,17.12,15.28,12.25,13.76,16.65,10.38,,,,,,Gergana’s stem diameter: 11.71
H17SR25,23/08/2019,2019,2.6,NA,NA,NA,15.43,NA,NA,,,,,,All leaves dead
PC17SR15,23/08/2019,2019,13.7,34.21,38.03,34.89,53.47,25.47,29.15,,,,,,Gergana’s stem diameter: 14.50
H17SR21 CLONE,23/08/2019,2019,,,,,,,,,,,,,
H17SR21,23/08/2019,2019,,,,,,,,,,,,,
H17SR22,23/08/2019,2019,,,,,,,,,,,,,Gone
H17SR23,23/08/2019,2019,,,,,,,,,,,,,Gone
PC17SR14,23/08/2019,2019,,,,,,,,,,,,,
H17SR27,23/08/2019,2019,,,,,,,,,,,,,
H17SR26,23/08/2019,2019,,,,,,,,,,,,,
H17SR29,23/08/2019,2019,,,,,,,,,,,,,
H17SR20,23/08/2019,2019,,,,,,,,,,,,,Gone
H18SR22,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SR21,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SR24,23/08/2019,2019,10.2,NA,NA,NA,37.8,19.03,13.38,,,,,,All leaves dead
H18SR23,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SR25,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SP25,23/08/2019,2019,4.6,24.89,16.45,18.86,14.13,27.32,49.38,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 7.11"
H15SP27,23/08/2019,2019,10.5,23.58,26.93,20.28,20.83,19.82,48.53,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 12.65"
H15SP29,23/08/2019,2019,8.2,19.7,18.15,18.09,16.54,24.47,12.48,,,,,,"Leaves brown, Isla’s stem diameter: 7.84"
H15SP30,23/08/2019,2019,,,,,,,,,,,,,Dead?
HE15SP26,23/08/2019,2019,4.7,NA,NA,NA,10.4,19.09,17.39,,,,,,"All leaves dead, Isla’s stem diameter: 5.09"
HE16SP1,23/08/2019,2019,,,,,,,,,,,,,
HE16SP2,23/08/2019,2019,,,,,,,,,,,,,Dead
HE16SP4,23/08/2019,2019,28.8,NA,NA,NA,1,NA,NA,,,,,,"Remnants of a leaf, Isla’s stem diameter: 5.59"
HER-SP 26,23/08/2019,2019,,,,,,,,,,,,,
HER-SP 29,23/08/2019,2019,7.5,NA,NA,NA,58.42,33.25,24.41,,,,,,"All leaves dead, Isla’s stem diameter: 14.04"
HER-SP 30,23/08/2019,2019,,,,,,,,,,,,,
HE-SP 23,23/08/2019,2019,,,,,,,,,,,,,Dead?
KL-SPC 13,23/08/2019,2019,38.5,40.59,44.39,41.82,105.9,157.5,170.9,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 33.11"
KP16SP32,23/08/2019,2019,,,,,,,,,,,,,
KP16SP33,23/08/2019,2019,26.4,37.57,40.71,40.69,134.5,149.9,101,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 10.64"
KP16SP34,23/08/2019,2019,12,NA,NA,NA,8.77,23.1,15.96,,,,,,"All leaves dead, Isla’s stem diameter: 14.12"
KP16SP35,23/08/2019,2019,,,,,,,,,,,,,Gone
KPSP14,23/08/2019,2019,,,,,,,,,,,,,
KPSP15,23/08/2019,2019,,,,,,,,,,,,,
PC16CESP7,23/08/2019,2019,9.3,57.7,60.2,56.79,96,55,41.41,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 17.74"
H17SP20,23/08/2019,2019,4.2,NA,NA,NA,43.61,NA,NA,,,,,,"All leaves dead and fallen off, Isla’s stem diameter: 6.98"
H17SP18,23/08/2019,2019,4.5,20.91,20.13,17.23,11.85,19.37,18,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 6.28"
H17SP17,23/08/2019,2019,,,,,,,,,,,,,
H17SP15,23/08/2019,2019,8.2,NA,NA,NA,10.27,11.38,11.48,,,,,,"All leaves dead, Isla’s stem diameter: 9.05"
H17SP14,23/08/2019,2019,21.3,30.54,24.05,26.78,10.66,42.97,24.24,,,,,,"Leaves brown, Isla’s stem diameter: 8.42"
H17SP13,23/08/2019,2019,21,NA,NA,NA,8.88,6.6,10.47,,,,,,"All leaves dead, Isla’s stem diameter: 7.82"
H17SP10,23/08/2019,2019,5.2,24.18,20.09,21.42,21.58,17.3,10.63,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 8.31"
H17SP12,23/08/2019,2019,4.4,20.57,NA,NA,18.66,14.6,18.63,,,,,,"Leaves brown, Isla’s stem diameter: 6.34"
H17SP15,23/08/2019,2019,,,,,,,,,,,,,
KP17SP14,23/08/2019,2019,9.8,52.04,44.13,41.28,37.2,45.11,43,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 14.14"
KP17SP12,23/08/2019,2019,14.5,54.13,43.69,43.52,106,33.47,152.9,,,,,,"Leaves yellowing/browning, diseased with rust, Isla’s stem diameter: 14.96"
KP17SP9,23/08/2019,2019,14.3,40.51,30.67,34.23,36.99,19.17,15.08,,,,,,"Leaves starting to yellow, Isla’s stem diameter: 6.84"
PP17SP15,23/08/2019,2019,13.5,23.85,27.5,22.73,14.59,21.13,33.82,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 13.03"
PP17SP13,23/08/2019,2019,13,31.95,38.45,41.39,26.56,35.38,36.7,,,,,,"Leaves yellowing/browning, Isla’s stem diameter: 12.5"
PP17SP12,23/08/2019,2019,18.5,27.25,30.35,27.47,10.74,6.32,16.15,,,,,,"Leaves starting to yellow, Isla’s stem diameter: 11.16"
PP17SP11,23/08/2019,2019,11,NA,NA,NA,1,NA,NA,,,,,,"All leaves dead, Isla’s stem diameter: 8.81"
PP17SP14,23/08/2019,2019,,,,,,,,,,,,,
KP17SP10,23/08/2019,2019,,,,,,,,,,,,,
KP17SP11,23/08/2019,2019,,,,,,,,,,,,,
KP17SP13,23/08/2019,2019,,,,,,,,,,,,,
KP17SP17,23/08/2019,2019,,,,,,,,,,,,,
KP17SP16,23/08/2019,2019,,,,,,,,,,,,,
H17SP11,23/08/2019,2019,,,,,,,,,,,,,Dead?
KP17SP15,23/08/2019,2019,,,,,,,,,,,,,
H17SP19,23/08/2019,2019,,,,,,,,,,,,,
H18SP28,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SP29,23/08/2019,2019,8.89,NA,NA,NA,14.87,19.7,12.92,,,,,,"All leaves dead and fallen off, Isla’s stem diameter: 3.81"
H18SP30,23/08/2019,2019,7.6,NA,NA,NA,9.79,21.5,25.19,,,,,,"All leaves dead and fallen off, Isla’s stem diameter: 1.91"
H18SP27,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SP26,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SA1,23/08/2019,2019,,,,,,,,,,,,,
H15SA10,23/08/2019,2019,3.2,26.29,28.79,26.07,14.98,22.95,30.38,,,,,,
H15SA11,23/08/2019,2019,1.6,NA,NA,NA,7.57,10.35,7.88,,,,,,
H15SA12,23/08/2019,2019,5,39.37,31.84,27.5,6.58,7.92,11.26,,,,,,
H15SA14,23/08/2019,2019,1.1,NA,NA,NA,11.81,8.53,9.52,,,,,,Leaves dead
H15SA3,23/08/2019,2019,4.4,28.93,27.71,25.61,23.4,20.57,19.16,,,,,,
H15SA4,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SA5,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SA7,23/08/2019,2019,5.6,27.56,23.68,27.31,20.97,22.2,21.62,,,,,,
H15SA8,23/08/2019,2019,,,,,,,,,,,,,
H15SA9,23/08/2019,2019,1.6,NA,NA,NA,21.05,18.21,10.71,,,,,,Leaves dead
K15PSA10,23/08/2019,2019,1.7,19.24,21.35,24.49,2,NA,NA,,,,,,
K15PSA11,23/08/2019,2019,5.3,45.02,46.17,48.42,22.01,11.71,19.66,,,,,,Leaves almost all brown
K15PSA12,23/08/2019,2019,4.6,39.83,41.08,39.65,19.97,12.77,11.04,,,,,,Leaves almost all brown
K15PSA2,23/08/2019,2019,7,41.94,35,37.01,11.73,7.08,5.36,,,,,,
K15PSA6,23/08/2019,2019,3.7,36.67,38,38.99,16.49,19.97,23.3,,,,,,
K15PSA7,23/08/2019,2019,7,62.9,75.42,60.93,21.91,36.22,25.2,,,,,,Brown leaves
K15PSA8,23/08/2019,2019,6,35.81,28.63,34.02,24.73,15.56,28.88,,,,,,Brown leaves
K15PSA9,23/08/2019,2019,8,49.79,48.5,54.5,33.82,25.25,20.85,,,,,,Brown leaves
H15SA20,23/08/2019,2019,,,,,,,,,,,,,Gone
H15SA19,23/08/2019,2019,4,25.92,19.89,21.9,23.56,14.04,17.59,,,,,,
H15SA18,23/08/2019,2019,3.5,8.28,10.51,9.14,5.03,4.8,4.18,,,,,,
K15PSA13,23/08/2019,2019,2.9,32.5,34.65,27.94,27.7,NA,NA,,,,,,
K15PSA15,23/08/2019,2019,4.7,36.73,32.25,38.11,7.79,6.62,4.78,,,,,,
K17SA10,23/08/2019,2019,,,,,,,,,,,,,
K17SA20,23/08/2019,2019,,,,,,,,,,,,,
H17SA17,23/08/2019,2019,1.7,21.8,19.83,20.34,7.08,12.82,9.3,,,,,,
KP17SA9,23/08/2019,2019,2.1,16.5,9.16,10.25,4.74,4.08,3.39,,,,,,
H17SA18,23/08/2019,2019,5.3,30.83,35.99,36.22,6.77,11.57,11.05,,,,,,
KP17SA8,23/08/2019,2019,0.8,NA,NA,NA,5.97,5.22,4.2,,,,,,Possibly dead
PC17SA5,23/08/2019,2019,,,,,,,,,,,,,Dead?
H17SA19,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SA16,23/08/2019,2019,,,,,,,,,,,,,
H15SA17,23/08/2019,2019,,,,,,,,,,,,,Dead?
H15SA20,23/08/2019,2019,,,,,,,,,,,,,
PC17SA4,23/08/2019,2019,,,,,,,,,,,,,
H18SA12,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SA11,23/08/2019,2019,,,,,,,,,,,,,Dead?
H18SA13,23/08/2019,2019,0.4,9.56,7.2,NA,56.05,NA,NA,,,,,,Small stem near main stem has leaves
H17SA20,23/08/2019,2019,2.8,26.03,27.07,24.45,9.47,9.05,12.87,,,,,,
KP17SA10,23/08/2019,2019,3.4,19.32,20.37,21.71,3.3,2,3,,,,,,Browning
H15SA15,23/08/2019,2019,1,13.09,7.4,8.87,6.13,3.22,3.5,,,,,,
H17SR30,23/08/2019,2019,7.9,32.16,36.96,32.82,22.22,30.97,19.73,,,,,,
H17SR31,23/08/2019,2019,,,,,,,,,,,,,
H17SR32,23/08/2019,2019,,,,,,,,,,,,,
KP16SR60,23/08/2019,2019,20,46.95,37.57,38.2,38.41,32.79,22.89,,,,,,
KP16SR58,23/08/2019,2019,8.6,38.9,37.33,37.91,80.08,6.6,,,,,,,
KP16SR57,23/08/2019,2019,35.4,39.43,38.76,43.81,129.21,116.47,139.34,,,,,,
PP17SR16,23/08/2019,2019,7.2,35.18,34.78,28.65,57.71,61.04,33.06,,,,,,
H17SR34,23/08/2019,2019,,,,,,,,,,,,,
H17SR35,23/08/2019,2019,3.6,27.45,NA,NA,18.74,13.29,15.98,,,,,,
H17SR37,23/08/2019,2019,,,,,,,,,,,,,
H17SR36,23/08/2019,2019,10.2,32.22,28.15,28.69,54.89,43.2,27.37,,,,,,
H17SR33,23/08/2019,2019,,,,,,,,,,,,,
PC16PVSR1,23/08/2019,2019,,,,,,,,,,,,,
KP16SR56,23/08/2019,2019,,,,,,,,,,,,,
KP16SR59,23/08/2019,2019,,,,,,,,,,,,,
PP17SR17,23/08/2019,2019,,,,,,,,,,,,,
KP16SR11,23/08/2019,2019,,,,,,,,,,,,,
KP16SR12,23/08/2019,2019,,,,,,,,,,,,,
KP16SR13,23/08/2019,2019,,,,,,,,,,,,,
HE16SR15,23/08/2019,2019,,,,,,,,,,,,,
H17SR40,23/08/2019,2019,,,,,,,,,,,,,
H17SR39,23/08/2019,2019,,,,,,,,,,,,,
H17SR38,23/08/2019,2019,,,,,,,,,,,,,
HE16SR27,23/08/2019,2019,,,,,,,,,,,,,
HE16SR26,23/08/2019,2019,,,,,,,,,,,,,
KP16SR16,23/08/2019,2019,,,,,,,,,,,,,
KP16SR17,23/08/2019,2019,,,,,,,,,,,,,
KP16SR18,23/08/2019,2019,,,,,,,,,,,,,
KP16SR19,23/08/2019,2019,,,,,,,,,,,,,
KP16SR20,23/08/2019,2019,,,,,,,,,,,,,
PP17SR20,23/08/2019,2019,11.2,36.07,26.74,32.5,41.67,87.3,77.45,,,,,,
HE16SR13,23/08/2019,2019,,,,,,,,,,,,,
PP17SR18,23/08/2019,2019,,,,,,,,,,,,,
PP17SR19,23/08/2019,2019,14.3,22.56,31.12,19.41,24.98,12.64,NA,,,,,,
HE16SR11,23/08/2019,2019,,,,,,,,,,,,,
HE16SR27,23/08/2019,2019,,,,,,,,,,,,,
KP18SA6,23/08/2019,2019,,,,,,,,,,,,,
KP18SA5,23/08/2019,2019,,,,,,,,,,,,,
H18SR26,23/08/2019,2019,,,,,,,,,,,,,
H18SR30,23/08/2019,2019,9.7,35.82,28.86,NA,28.89,NA,NA,,,,,,
KP18SA7,23/08/2019,2019,,,,,,,,,,,,,
KP18SA8,23/08/2019,2019,2,21.3,16.42,19.25,8.14,11.4,8.59,,,,,,
KP18SA9,23/08/2019,2019,3.1,15.81,15.04,17.29,1.54,4.71,NA,,,,,,
H18SR28,23/08/2019,2019,,,,,,,,,,,,,
H18SR27,25/08/2019,2019,4.3,28.81,26.21,19.19,14.84,NA,NA,,,,,,
