"","Species","plant_tag_id","sample_id","date_sampled","site_id","sample_remarks","total_leaf_dry_mass_g","dried_leaf_sample_remarks","SLA","leaf_mass_per_area_g_m2","LDMC","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","rehydrated_leaf_sample_remarks","LA","leaf_fresh_mass_g","number_leaves","Site","leaf_status"
"1","Salix pulchra","KP5-2021-SAPU","105500231","2021-06-25","KP_mid","",0.259,NA,19.5752895752896,51.0848126232742,262.145748987854,27.2918861959958,0.0136094674556213,0.988,NA,50.7,0.949,12,"Kluane Plateau","green"
"2","Salix richardsonii","KP5-2021-SARI","105500938","2021-06-25","KP_mid","",0.384,NA,18.6760416666667,53.5445367839813,246.945337620579,26.5376641326883,0.0148223548441073,1.555,NA,71.716,1.447,12,"Kluane Plateau","green"
"3","Salix richardsonii","KP3-2021-SARI","105501123","2021-06-25","KP_mid","",0.284,NA,23.9904929577465,41.6831784891316,215.151515151515,22.2048475371384,0.0146037896467204,1.32,NA,68.133,1.279,12,"Kluane Plateau","green"
"4","Salix pulchra","KP3-2021-SAPU","105501233","2021-06-25","KP_mid","",0.149,NA,20.7248322147651,48.2512953367876,242.671009771987,24.7097844112769,0.0147020725388601,0.614,NA,30.88,0.603,12,"Kluane Plateau","green"
"5","Salix pulchra","KP9-2021-SAPU","105501373","2021-06-25","KP_mid","",0.113,NA,22.5017699115044,44.4409485979471,248.898678414097,25.0554323725055,0.0132929563062886,0.454,NA,25.427,0.451,12,"Kluane Plateau","green"
"6","Salix richardsonii","KP9-2021-SARI","105501502","2021-06-25","KP_mid","",0.319,NA,20.146394984326,49.6366720089626,230.15873015873,24.0573152337858,0.0156690058661522,1.386,NA,64.267,1.326,12,"Kluane Plateau","green"
"7","Salix richardsonii","KP7-2021-SARI-2","105510746","2021-06-25","KP_low","",0.257,NA,23.3665369649805,42.7962432558449,202.044025157233,20.5929487179487,0.0165023646173316,1.272,NA,60.052,1.248,12,"Kluane Plateau","green"
"8","Salix pulchra","KP2-2021-SAPU","105510871","2021-06-25","KP_low","",0.309,NA,17.4877022653722,57.1830412495142,284.530386740332,29.4005708848716,0.0137313322353202,1.086,NA,54.037,1.051,12,"Kluane Plateau","green"
"9","Salix richardsonii","KP2-2021-SARI","105510983","2021-06-25","KP_low","",0.495,NA,18.5632323232323,53.8699286087411,236.051502145923,26.0526315789474,0.0152903534737942,2.097,NA,91.888,1.9,12,"Kluane Plateau","green"
"10","Salix pulchra","KP1-2021-SAPU-1","105516629","2021-06-25","KP_low","",0.172,NA,19.903488372093,50.2424490272828,275.2,28.1505728314239,0.0128235087924286,0.625,NA,34.234,0.611,12,"Kluane Plateau","green"
"11","Salix pulchra","KP1-2021-SAPU-2","105516733","2021-06-25","KP_low","",0.175,NA,20.9542857142857,47.7229342787019,227.272727272727,23.3022636484687,0.0157076629397328,0.77,NA,36.67,0.751,12,"Kluane Plateau","green"
"12","Salix richardsonii","KP7-2021-SARI-1","105516878","2021-06-25","KP_low","",0.374,NA,20.4673796791444,48.8582327428542,223.684210526316,23.0012300123001,0.0163557506401212,1.672,NA,76.548,1.626,12,"Kluane Plateau","green"
"13","Salix pulchra","KP4-2021-SAPU","105523122","2021-06-25","KP_high","",0.149,NA,21.4986577181208,46.5145318889895,227.82874617737,24.1100323624595,0.0146411513127088,0.654,NA,32.033,0.618,12,"Kluane Plateau","green"
"14","Salix richardsonii","KP8-2021-SARI-2","105523254","2021-06-25","KP_high","",0.191,NA,22.7507853403141,43.9545266258572,208.287895310796,21.1986681465039,0.0163391172274129,0.917,NA,43.454,0.901,12,"Kluane Plateau","green"
"15","Salix richardsonii","KP8-2021-SARI-1","105523386","2021-06-25","KP_high","",0.239,NA,20.5364016736402,48.6940222484821,213.583556747096,22.2325581395349,0.0170327207530256,1.119,NA,49.082,1.075,12,"Kluane Plateau","green"
"16","Salix richardsonii","KP4-2021-SARI","105523539","2021-06-25","KP_high","",0.236,NA,20.5741525423729,48.6046751106992,220.560747663551,22.3062381852552,0.0169292554834724,1.07,NA,48.555,1.058,12,"Kluane Plateau","green"
"17","Salix richardsonii","KP6-2021-SARI-2","105523668","2021-06-25","KP_high","",0.224,NA,20.8785714285714,47.8959972630859,215.384615384615,21.7898832684825,0.0171912418747862,1.04,NA,46.768,1.028,12,"Kluane Plateau","green"
"18","Salix richardsonii","KP6-2021-SARI-1","105523789","2021-06-25","KP_high","",0.28,NA,20.6335714285714,48.4647073077855,208.643815201192,21.3740458015267,0.0178280887596497,1.342,NA,57.774,1.31,12,"Kluane Plateau","green"
"19","Salix arctica","KP-ALP-SAAR1","106364431","2021-07-05","KP_alpine","",0.298,NA,16.2395973154362,61.5778815555647,255.793991416309,27.115559599636,0.0165516386328884,1.165,NA,48.394,1.099,12,"Kluane Plateau","green"
"20","Salix richardsonii","KP-ALP-SARI1","106364470","2021-07-05","KP_alpine","",0.155,NA,23.5374193548387,42.485541210975,223.665223665224,24.3328100470958,0.0132116328152838,0.693,NA,36.483,0.637,12,"Kluane Plateau","green"
"21","Salix arctica","KP-ALP-SAAR2","106364506","2021-07-05","KP_alpine","",0.189,NA,18.1751322751323,55.0202323076475,227.985524728589,23.4782608695652,0.0179325201595296,0.829,NA,34.351,0.805,12,"Kluane Plateau","green"
"22","Salix richardsonii","KP-ALP-SARI2","106364529","2021-07-05","KP_alpine","",0.203,NA,20.4802955665025,48.8274203247144,228.861330326945,24.7259439707674,0.0148647023451593,0.887,NA,41.575,0.821,12,"Kluane Plateau","green"
"23","Salix arctica","KP-ALP-SAAR3","106364556","2021-07-05","KP_alpine","",0.448,NA,19.3154017857143,51.7721562871968,239.82869379015,24.2818428184282,0.0161441299850924,1.868,NA,86.533,1.845,12,"Kluane Plateau","green"
"24","Salix richardsonii","KP-ALP-SARI3","106364575","2021-07-05","KP_alpine","",0.304,NA,16.0605263157895,62.2644601015894,246.553122465531,26.2295081967213,0.017511879403572,1.233,NA,48.824,1.159,12,"Kluane Plateau","green"
"25","Salix pulchra","KP4-2021-SAPU","106381694","2021-07-05","KP_high","",0.716,NA,14.6013966480447,68.486599200352,316.394167034909,33.489242282507,0.0136016681652096,2.263,NA,104.546,2.138,12,"Kluane Plateau","green"
"26","Salix richardsonii","KP6-2021-SARI-2","106381730","2021-07-05","KP_high","",0.354,NA,22.8206214689266,43.8200160920963,223.626026531901,25.2857142857143,0.0129479482577211,1.583,NA,80.785,1.4,12,"Kluane Plateau","green"
"27","Salix richardsonii","KP6-2021-SARI-1","106381773","2021-07-05","KP_high","",0.566,NA,20.2637809187279,49.3491320307255,225.587883618972,24.9889624724062,0.0148134585371383,2.509,NA,114.693,2.265,12,"Kluane Plateau","green"
"28","Salix richardsonii","KP8-2021-SARI-2","106381796","2021-07-05","KP_high","",0.561,NA,18.5508021390374,53.9060247910061,256.515775034294,28.695652173913,0.0133948304026136,2.187,NA,104.07,1.955,12,"Kluane Plateau","green"
"29","Salix richardsonii","KP8-2021-SARI-1","106381846","2021-07-05","KP_high","",0.787,NA,15.8306226175349,63.1687094159102,253.707285622179,28.1775868242034,0.0161011983593794,3.102,NA,124.587,2.793,12,"Kluane Plateau","green"
"30","Salix richardsonii","KP4-2021-SARI","106381873","2021-07-05","KP_high","",0.469,NA,16.263539445629,61.4872305836698,255.864702673213,28.7377450980392,0.0152472599507053,1.833,NA,76.276,1.632,12,"Kluane Plateau","green"
"31","Salix pulchra","KP3-2021-SAPU","106381902","2021-07-05","KP_mid","",0.374,NA,16.3967914438503,60.9875415824147,300.16051364366,30.7565789473684,0.0137303502706934,1.246,NA,61.324,1.216,12,"Kluane Plateau","green"
"32","Salix richardsonii","KP3-2021-SARI","106382017","2021-07-05","KP_mid","",0.937,NA,14.993916755603,66.6937142775797,269.562715765247,27.9284649776453,0.0172108218914821,3.476,NA,140.493,3.355,12,"Kluane Plateau","green"
"33","Salix pulchra","KP5-2021-SAPU","106382038","2021-07-05","KP_mid","",0.499,NA,15.572745490982,64.2147526638184,313.048933500627,32.4658425504229,0.0133576980491069,1.594,NA,77.708,1.537,12,"Kluane Plateau","green"
"34","Salix richardsonii","KP5-2021-SARI","106382062","2021-07-05","KP_mid","",0.71,NA,14.916338028169,67.0405831586501,280.521532990913,30.1230377598642,0.0155515268256756,2.531,NA,105.906,2.357,12,"Kluane Plateau","green"
"35","Salix richardsonii","KP9-2021-SARI","106382085","2021-07-05","KP_mid","",0.75,NA,13.1804,75.8702315559467,291.375291375291,30.8896210873147,0.0169746998067838,2.574,NA,98.853,2.428,12,"Kluane Plateau","green"
"36","Salix pulchra","KP9-2021-SAPU","106382104","2021-07-05","KP_mid","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952,12,"Kluane Plateau","green"
"37","Salix pulchra","KP1-2021-SAPU-2","106382127","2021-07-05","KP_low","",0.554,NA,15.3254512635379,65.250933418136,317.29667812142,32.1718931475029,0.0137568754932099,1.746,NA,84.903,1.722,12,"Kluane Plateau","green"
"38","Salix richardsonii","KP2-2021-SARI","106382266","2021-07-05","KP_low","",0.678,NA,14.0203539823009,71.3248753392666,296.069868995633,32.209026128266,0.0150118874792232,2.29,NA,95.058,2.105,12,"Kluane Plateau","green"
