"","...1","...2","Latitude","Longitude","Elevation","Canopy_Height_cm","SampleYear","Site","...9","SampleDate","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","max_mean_width_cm","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleID_standard","Species"
"290",79,66,NA,NA,NA,65,2017,"Kluane",NA,2017-08-19,"KP17SP11",156,148,56,41,63,54,59,60,NA,53.3333333333333,57.6666666666667,152,"#N/A","Kluane Plateau",NA,2017-08-19,2017,26.7,33.2,15,"KP17SP11","Salix pulchra"
"291",80,67,NA,NA,NA,85,2017,"Kluane",NA,2017-08-19,"KP17SP12",185,151,138,155,123,59,57,60,NA,138.666666666667,58.6666666666667,168,"#N/A","Kluane Plateau",NA,2017-08-19,2017,37.1,33.6,11,"KP17SP12","Salix pulchra"
"292",81,68,NA,NA,NA,74,2017,"Kluane",NA,2017-08-19,"KP17SP15",182,142,74,50,43,49,48,51,NA,55.6666666666667,49.3333333333333,162,"#N/A","Kluane Plateau",NA,2017-08-19,2017,29.8,34.8,15,"KP17SP15","Salix pulchra"
"293",19,2,NA,NA,NA,49,2017,"Kluane",NA,2017-08-09,"KP17SP3",55,42,59,59,45,53,59,55,NA,54.3333333333333,55.6666666666667,48.5,"#N/A","Kluane Plateau",NA,2017-08-10,2017,12,38.9,10.15,"KP17SP3","Salix pulchra"
"294",20,3,NA,NA,NA,54,2017,"Kluane",NA,2017-08-09,"KP17SP4",184,202,48,22,45,56,61,55,NA,38.3333333333333,57.3333333333333,193,"#N/A","Kluane Plateau",NA,2017-08-10,2017,15,42.7,15.18,"KP17SP4","Salix pulchra"
"295",21,4,NA,NA,NA,68,2017,"Kluane",NA,2017-08-09,"KP17SP5",115,84,90,58,102,56,56,56,NA,83.3333333333333,56,99.5,"#N/A","Kluane Plateau",NA,2017-08-10,2017,20,32.7,10.6,"KP17SP5","Salix pulchra"
"296",75,62,NA,NA,NA,36,2017,"Kluane",NA,2017-08-19,"KP17SP6",103,67,42,18,28,41,43,42,NA,29.3333333333333,42,85,"#N/A","Kluane Plateau",NA,2017-08-19,2017,18.9,32.6,18,"KP17SP6","Salix pulchra"
"297",76,63,NA,NA,NA,58,2017,"Kluane",NA,2017-08-19,"KP17SP7",47,30,86,45,35,41,46,50,NA,55.3333333333333,45.6666666666667,38.5,"#N/A","Kluane Plateau",NA,2017-08-19,2017,9.3,33,10,"KP17SP7","Salix pulchra"
"298",77,64,NA,NA,NA,67,2017,"Kluane",NA,2017-08-19,"KP17SP8",173,134,55,39,61,45,44,53,NA,51.6666666666667,47.3333333333333,153.5,"#N/A","Kluane Plateau",NA,2017-08-19,2017,28.5,28.1,13,"KP17SP8","Salix pulchra"
"299",22,5,NA,NA,NA,108,2017,"Kluane",NA,2017-08-09,"KP17SR1",233,182,68,52,66,61,55,55,NA,62,57,207.5,"#N/A","Kluane Plateau",NA,2017-08-10,2017,55,36.3,22.49,"KP17SR1","Salix richardsonii"
"300",70,57,NA,NA,NA,86,2017,"Kluane",NA,2017-08-19,"KP17SR10",200,201,75,63,71,65,62,70,NA,69.6666666666667,65.6666666666667,200.5,"#N/A","Kluane Plateau",NA,2017-08-19,2017,31.3,29.1,15,"KP17SR10","Salix richardsonii"
"301",71,58,NA,NA,NA,65,2017,"Kluane",NA,2017-08-19,"KP17SR11",156,133,193,97,81,46,47,52,NA,123.666666666667,48.3333333333333,144.5,"#N/A","Kluane Plateau",NA,2017-08-19,2017,38,35.5,16,"KP17SR11","Salix richardsonii"
"302",72,59,NA,NA,NA,64,2017,"Kluane",NA,2017-08-19,"KP17SR12",209,199,61,84,92,62,64,61,NA,79,62.3333333333333,204,"#N/A","Kluane Plateau",NA,2017-08-19,2017,37.3,34.6,20,"KP17SR12","Salix richardsonii"
"303",73,60,NA,NA,NA,42,2017,"Kluane",NA,2017-08-19,"KP17SR14",65,32,36,48,49,55,43,52,NA,44.3333333333333,50,48.5,"#N/A","Kluane Plateau",NA,2017-08-19,2017,15.5,24.9,12,"KP17SR14","Salix richardsonii"
"304",74,61,NA,NA,NA,77,2017,"Kluane",NA,2017-08-19,"KP17SR15",182,155,73,62,77,67,64,75,NA,70.6666666666667,68.6666666666667,168.5,"#N/A","Kluane Plateau",NA,2017-08-19,2017,25.9,42.5,19,"KP17SR15","Salix richardsonii"
"305",23,6,NA,NA,NA,44,2017,"Kluane",NA,2017-08-09,"KP17SR3",113,115,51,62,89,52,44,44,NA,67.3333333333333,46.6666666666667,114,"#N/A","Kluane Plateau",NA,2017-08-10,2017,21,34.1,13.24,"KP17SR3","Salix richardsonii"
"306",24,7,NA,NA,NA,106,2017,"Kluane",NA,2017-08-09,"KP17SR5",182,154,57,71,82,45,47,51,NA,70,47.6666666666667,168,"#N/A","Kluane Plateau",NA,2017-08-10,2017,45,39.7,12.87,"KP17SR5","Salix richardsonii"
"307",68,55,NA,NA,NA,93,2017,"Kluane",NA,2017-08-19,"KP17SR8",157,83,62,67,116,56,51,57,NA,81.6666666666667,54.6666666666667,120,"#N/A","Kluane Plateau",NA,2017-08-19,2017,22.9,30.3,11,"KP17SR8","Salix richardsonii"
"308",69,56,NA,NA,NA,57,2017,"Kluane",NA,2017-08-19,"KP17SR9",52,57,74,44,49,63,54,65,NA,55.6666666666667,60.6666666666667,54.5,"#N/A","Kluane Plateau",NA,2017-08-19,2017,16.1,30.6,8,"KP17SR9","Salix richardsonii"
"309",179,169,NA,NA,NA,7,2016,"Kluane",NA,2016-06-30,"PC16CESA2",60,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,"PC16CESa2","Pika Camp",NA,2016-07-02,2016,8.4,NA,NA,"PC16CESA2","Salix arctica"
"310",851,170,NA,NA,NA,5,2016,"Kluane",NA,2016-06-30,"PC16CESA5",63,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,"PC16CESa5","Pika Camp",NA,2016-07-02,2016,10,NA,NA,"PC16CESA5","Salix arctica"
"311",170,160,NA,NA,NA,68,2016,"Kluane",NA,2016-06-30,"PC16CESP1",108,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"PC16CESp1","Pika Camp",2016-07-02,2016-08-08,2016,20.4,34.4,8.6,"PC16CESP1","Salix pulchra"
"312",178,168,NA,NA,NA,61,2016,"Kluane",NA,2016-06-30,"PC16CESP10",251,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,"PC16CESp10","Pika Camp",NA,2016-07-02,2016,30,24.8,8.8,"PC16CESP10","Salix pulchra"
"313",171,161,NA,NA,NA,41,2016,"Kluane",NA,2016-06-30,"PC16CESP2",130,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.5,"PC16CESp2","Pika Camp",2016-07-02,2016-08-08,2016,16.3,35.3,11.9,"PC16CESP2","Salix pulchra"
"314",172,162,NA,NA,NA,96,2016,"Kluane",NA,2016-06-30,"PC16CESP3",329,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.5,"PC16CESp3","Pika Camp",2016-07-02,2016-08-08,2016,29.9,34.3,11.4,"PC16CESP3","Salix pulchra"
"315",173,163,NA,NA,NA,34,2016,"Kluane",NA,2016-06-30,"PC16CESP5",128,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.5,"PC16CESp5","Pika Camp",2016-07-02,2016-08-08,2016,11,38.3,11.1,"PC16CESP5","Salix pulchra"
"316",174,164,NA,NA,NA,69,2016,"Kluane",NA,2016-06-30,"PC16CESP6",145,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,"PC16CESp6","Pika Camp",NA,2016-07-02,2016,18,22.6,8.8,"PC16CESP6","Salix pulchra"
"317",175,165,NA,NA,NA,32,2016,"Kluane",NA,2016-06-30,"PC16CESP7",233,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,"PC16CESp7","Pika Camp",NA,2016-07-02,2016,35,28.8,9.5,"PC16CESP7","Salix pulchra"
"318",176,166,NA,NA,NA,40,2016,"Kluane",NA,2016-06-30,"PC16CESP8",306,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.5,"PC16CESp8","Pika Camp",NA,2016-07-02,2016,22,29.9,9.7,"PC16CESP8","Salix pulchra"
"319",177,167,NA,NA,NA,38,2016,"Kluane",NA,2016-06-30,"PC16CESP9",105,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"PC16CESp9","Pika Camp",NA,2016-07-02,2016,12,25,9.2,"PC16CESP9","Salix pulchra"
"320",161,151,NA,NA,NA,75,2016,"Kluane",NA,2016-06-30,"PC16CESR1",181,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,"PC16CESr1","Pika Camp",2016-07-02,2016-08-08,2016,20.7,32.2,11,"PC16CESR1","Salix richardsonii"
"321",162,152,NA,NA,NA,67,2016,"Kluane",NA,2016-06-30,"PC16CESR2",138,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,"PC16CESr2","Pika Camp",2016-07-02,2016-08-08,2016,22.4,36.6,10.4,"PC16CESR2","Salix richardsonii"
"322",163,153,NA,NA,NA,59,2016,"Kluane",NA,2016-06-30,"PC16CESR3",172,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,"PC16CESr3","Pika Camp",2016-07-02,2016-08-08,2016,33.5,37.9,11.7,"PC16CESR3","Salix richardsonii"
"323",164,154,NA,NA,NA,46,2016,"Kluane",NA,2016-06-30,"PC16CESR4",114,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,"PC16CESr4","Pika Camp",2016-07-02,2016-08-08,2016,40,21.5,11.8,"PC16CESR4","Salix richardsonii"
"324",165,155,NA,NA,NA,28,2016,"Kluane",NA,2016-06-30,"PC16CESR5",28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"PC16CESr5","Pika Camp",2016-07-02,2016-08-08,2016,100,22.2,11.7,"PC16CESR5","Salix richardsonii"
"325",166,156,NA,NA,NA,42,2016,"Kluane",NA,2016-06-30,"PC16CESR6",41,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,"PC16CESr6","Pika Camp",NA,2016-07-02,2016,11,29,10.8,"PC16CESR6","Salix richardsonii"
"326",167,157,NA,NA,NA,32,2016,"Kluane",NA,2016-06-30,"PC16CESR7",35,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"PC16CESr7","Pika Camp",NA,2016-07-02,2016,8,19.2,9.9,"PC16CESR7","Salix richardsonii"
"327",168,158,NA,NA,NA,41,2016,"Kluane",NA,2016-06-30,"PC16CESR8",41,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,"PC16CESr8","Pika Camp",NA,2016-07-02,2016,9,31.4,5.5,"PC16CESR8","Salix richardsonii"
"328",169,159,NA,NA,NA,25,2016,"Kluane",NA,2016-06-30,"PC16CESR9",70,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,"PC16CESr9","Pika Camp",NA,2016-07-02,2016,9,26.6,9.4,"PC16CESR9","Salix richardsonii"
"329",160,150,NA,NA,NA,51,2016,"Kluane",NA,2016-06-29,"PC16CWSP10",124,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,"PC16CWSp10","Pika Camp",NA,2016-07-02,2016,14,34.4,15.2,"PC16CWSP10","Salix pulchra"
"330",154,144,NA,NA,NA,83,2016,"Kluane",NA,2016-06-29,"PC16CWSP2",213,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.5,"PC16CWSp2","Pika Camp",2016-07-02,2016-08-08,2016,25.4,421.7,9.2,"PC16CWSP2","Salix pulchra"
"331",155,145,NA,NA,NA,56,2016,"Kluane",NA,2016-06-29,"PC16CWSP3",183,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,"PC16CWSp3","Pika Camp",2016-07-02,2016-08-08,2016,35.5,32.7,8.4,"PC16CWSP3","Salix pulchra"
"332",156,146,NA,NA,NA,67,2016,"Kluane",NA,2016-06-29,"PC16CWSP4",242,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.5,"PC16CWSp4","Pika Camp",2016-07-02,2016-08-08,2016,19,36.3,7.4,"PC16CWSP4","Salix pulchra"
"333",157,147,NA,NA,NA,24,2016,"Kluane",NA,2016-06-29,"PC16CWSP6",257,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.5,"PC16CWSp6","Pika Camp",NA,2016-07-02,2016,18.5,31,9.8,"PC16CWSP6","Salix pulchra"
"334",158,148,NA,NA,NA,64,2016,"Kluane",NA,2016-06-29,"PC16CWSP7",111,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,"PC16CWSp7","Pika Camp",NA,2016-07-02,2016,19,34.3,15.5,"PC16CWSP7","Salix pulchra"
"335",159,149,NA,NA,NA,60,2016,"Kluane",NA,2016-06-29,"PC16CWSP9",117,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"PC16CWSp9","Pika Camp",NA,2016-07-02,2016,29,37.8,13.4,"PC16CWSP9","Salix pulchra"
"336",147,137,NA,NA,NA,111,2016,"Kluane",NA,2016-06-29,"PC16CWSR1",330,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,"PC16CWSr1","Pika Camp",2016-07-02,2016-08-08,2016,64.8,35.4,9.4,"PC16CWSR1","Salix richardsonii"
"337",148,138,NA,NA,NA,96,2016,"Kluane",NA,2016-06-29,"PC16CWSR2",160,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.5,"PC16CWSr2","Pika Camp",2016-07-02,2016-08-08,2016,22.9,34.2,11.3,"PC16CWSR2","Salix richardsonii"
"338",149,139,NA,NA,NA,83,2016,"Kluane",NA,2016-06-29,"PC16CWSR3",174,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,"PC16CWSr3","Pika Camp",2016-07-02,2016-08-08,2016,25.6,31.4,10.4,"PC16CWSR3","Salix richardsonii"
"339",150,140,NA,NA,NA,47,2016,"Kluane",NA,2016-06-29,"PC16CWSR4",32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"PC16CWSr4","Pika Camp",2016-07-02,2016-08-08,2016,8.2,29.6,8.3,"PC16CWSR4","Salix richardsonii"
"340",151,141,NA,NA,NA,38,2016,"Kluane",NA,2016-06-29,"PC16CWSR5",102,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"PC16CWSr5","Pika Camp",2016-07-02,2016-08-08,2016,13.5,33.1,8.5,"PC16CWSR5","Salix richardsonii"
"341",152,142,NA,NA,NA,64,2016,"Kluane",NA,2016-06-29,"PC16CWSR7",111,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,"PC16CWSr7","Pika Camp",NA,2016-07-02,2016,19,36.1,10.7,"PC16CWSR7","Salix richardsonii"
"342",153,143,NA,NA,NA,52,2016,"Kluane",NA,2016-06-29,"PC16CWSR8",41,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,"PC16CWSr8","Pika Camp",NA,2016-07-02,2016,17,16.2,7.8,"PC16CWSR8","Salix richardsonii"
"343",146,133,NA,NA,NA,12,2016,"Kluane",NA,2016-06-29,"PC16PVSA1",45,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,"PC16PVSa1","Pika Camp",2016-07-02,2016-08-09,2016,11.1,21.9,9.3,"PC16PVSA1","Salix arctica"
"344",848,134,NA,NA,NA,12,2016,"Kluane",NA,2016-06-29,"PC16PVSA2",60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"PC16PVSa2","Pika Camp",2016-07-02,2016-08-09,2016,8.7,20.3,9.2,"PC16PVSA2","Salix arctica"
"345",849,135,NA,NA,NA,12,2016,"Kluane",NA,2016-06-29,"PC16PVSA3",60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"PC16PVSa3","Pika Camp",2016-07-02,2016-08-09,2016,8.7,15.6,5.3,"PC16PVSA3","Salix arctica"
"346",850,136,NA,NA,NA,21,2016,"Kluane",NA,2016-06-29,"PC16PVSA4",197,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,"PC16PVSa4","Pika Camp",2016-07-02,2016-08-09,2016,16.5,19.8,9.4,"PC16PVSA4","Salix arctica"
"347",136,123,NA,NA,NA,143,2016,"Kluane",NA,2016-06-29,"PC16PVSP1",68,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5,"PC16PVSp1","Pika Camp",2016-07-02,2016-08-08,2016,38.6,35.4,11.4,"PC16PVSP1","Salix pulchra"
"348",145,132,NA,NA,NA,51,2016,"Kluane",NA,2016-06-29,"PC16PVSP10",116,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"PC16PVSp10","Pika Camp",NA,2016-07-02,2016,18.6,29,8.9,"PC16PVSP10","Salix pulchra"
"349",137,124,NA,NA,NA,87,2016,"Kluane",NA,2016-06-29,"PC16PVSP2",174,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.5,"PC16PVSp2","Pika Camp",2016-07-02,2016-08-08,2016,24.4,17,9.2,"PC16PVSP2","Salix pulchra"
"350",138,125,NA,NA,NA,109,2016,"Kluane",NA,2016-06-29,"PC16PVSP3",44,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5,"PC16PVSp3","Pika Camp",2016-07-02,2016-08-08,2016,17,23.4,11.5,"PC16PVSP3","Salix pulchra"
"351",139,126,NA,NA,NA,40,2016,"Kluane",NA,2016-06-29,"PC16PVSP4",389,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.5,"PC16PVSp4","Pika Camp",2016-07-02,2016-08-08,2016,21.2,35.2,11.8,"PC16PVSP4","Salix pulchra"
"352",140,127,NA,NA,NA,86,2016,"Kluane",NA,2016-06-29,"PC16PVSP5",214,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,"PC16PVSp5","Pika Camp",2016-07-02,2016-08-08,2016,97.2,36,9.6,"PC16PVSP5","Salix pulchra"
"353",141,128,NA,NA,NA,78,2016,"Kluane",NA,2016-06-29,"PC16PVSP6",209,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,"PC16PVSp6","Pika Camp",NA,2016-07-02,2016,45.1,37.2,8.2,"PC16PVSP6","Salix pulchra"
"354",142,129,NA,NA,NA,67,2016,"Kluane",NA,2016-06-29,"PC16PVSP7",168,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,"PC16PVSp7","Pika Camp",NA,2016-07-02,2016,19.4,40.9,11.4,"PC16PVSP7","Salix pulchra"
"355",143,130,NA,NA,NA,63,2016,"Kluane",NA,2016-06-29,"PC16PVSP8",139,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,"PC16PVSp8","Pika Camp",NA,2016-07-02,2016,21.3,41,10.9,"PC16PVSP8","Salix pulchra"
"356",144,131,NA,NA,NA,94,2016,"Kluane",NA,2016-06-29,"PC16PVSP9",123,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,"PC16PVSp9","Pika Camp",NA,2016-07-02,2016,16.4,36.5,8,"PC16PVSP9","Salix pulchra"
"357",128,115,NA,NA,NA,148,2016,"Kluane",NA,2016-06-29,"PC16PVSR1",147,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,"PC16PVSr1","Pika Camp",2016-07-02,2016-08-08,2016,34.1,29.9,10.3,"PC16PVSR1","Salix richardsonii"
"358",129,116,NA,NA,NA,124,2016,"Kluane",NA,2016-06-29,"PC16PVSR2",154,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.5,"PC16PVSr2","Pika Camp",2016-07-02,2016-08-08,2016,50.3,40.4,10.8,"PC16PVSR2","Salix richardsonii"
"359",130,117,NA,NA,NA,22,2016,"Kluane",NA,2016-06-29,"PC16PVSR3",46,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,"PC16PVSr3","Pika Camp",2016-07-02,2016-08-08,2016,10.4,30.5,7.5,"PC16PVSR3","Salix richardsonii"
"360",131,118,NA,NA,NA,174,2016,"Kluane",NA,2016-06-29,"PC16PVSR4",183,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.5,"PC16PVSr4","Pika Camp",2016-07-02,2016-08-08,2016,69.6,28.5,9.4,"PC16PVSR4","Salix richardsonii"
"361",132,119,NA,NA,NA,100,2016,"Kluane",NA,2016-06-29,"PC16PVSR5",224,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.5,"PC16PVSr5","Pika Camp",2016-07-02,2016-08-08,2016,47,43.5,10.6,"PC16PVSR5","Salix richardsonii"
"362",133,120,NA,NA,NA,108,2016,"Kluane",NA,2016-06-29,"PC16PVSR6",215,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5,"PC16PVSr6","Pika Camp",NA,2016-07-02,2016,38.7,34.8,10.6,"PC16PVSR6","Salix richardsonii"
"363",134,121,NA,NA,NA,81,2016,"Kluane",NA,2016-06-29,"PC16PVSR7",222,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,"PC16PVSr7","Pika Camp",NA,2016-07-02,2016,33.3,33.5,11.6,"PC16PVSR7","Salix richardsonii"
"364",135,122,NA,NA,NA,76,2016,"Kluane",NA,2016-06-29,"PC16PVSR8",235,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.5,"PC16PVSr8","Pika Camp",NA,2016-07-02,2016,24.7,39.5,8.4,"PC16PVSR8","Salix richardsonii"
"365",844,48,NA,NA,NA,9.8,2017,"Kluane",NA,2017-08-13,"PC17SA1",102,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,"#N/A","Pika Camp",NA,2017-08-16,2017,5.8,12.1,7.6,"PC17SA1","Salix arctica"
"366",847,54,NA,NA,NA,8.6,2017,"Kluane",NA,2017-08-14,"PC17SA10",117,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85,"#N/A","Pika Camp",NA,2017-08-16,2017,14,16.3,10.7,"PC17SA10","Salix arctica"
"367",65,49,NA,NA,NA,3.5,2017,"Kluane",NA,2017-08-13,"PC17SA3",53,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,"#N/A","Pika Camp",NA,2017-08-16,2017,5.9,18.1,6.4,"PC17SA3","Salix arctica"
"368",845,50,NA,NA,NA,5.5,2017,"Kluane",NA,2017-08-13,"PC17SA5",108,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,"#N/A","Pika Camp",NA,2017-08-16,2017,8.9,17.1,8.9,"PC17SA5","Salix arctica"
"369",846,51,NA,NA,NA,6.3,2017,"Kluane",NA,2017-08-14,"PC17SA6",106,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,"#N/A","Pika Camp",NA,2017-08-16,2017,9,29.9,9,"PC17SA6","Salix arctica"
"370",66,52,NA,NA,NA,5,2017,"Kluane",NA,2017-08-14,"PC17SA7",46,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"#N/A","Pika Camp",NA,2017-08-16,2017,6,18.9,5.6,"PC17SA7","Salix arctica"
"371",67,53,NA,NA,NA,6,2017,"Kluane",NA,2017-08-14,"PC17SA8",34,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"#N/A","Pika Camp",NA,2017-08-16,2017,8,17.5,7.1,"PC17SA8","Salix arctica"
"372",60,43,NA,NA,NA,22,2017,"Kluane",NA,2017-08-14,"PC17SP10",62,51,57,50,50,54,53,55,NA,52.3333333333333,54,56.5,"#N/A","Pika Camp",NA,2017-08-16,2017,11,26.6,14.5,"PC17SP10","Salix pulchra"
"373",54,37,NA,NA,NA,28,2017,"Kluane",NA,2017-08-13,"PC17SP2",226,191,26,26,24,45,44,39,NA,25.3333333333333,42.6666666666667,208.5,"#N/A","Pika Camp",NA,2017-08-16,2017,14.5,26.9,10.4,"PC17SP2","Salix pulchra"
"374",55,38,NA,NA,NA,81,2017,"Kluane",NA,2017-08-13,"PC17SP4",256,191,62,75,107,54,61,49,NA,81.3333333333333,54.6666666666667,223.5,"#N/A","Pika Camp",NA,2017-08-16,2017,49.2,33.6,16.1,"PC17SP4","Salix pulchra"
"375",56,39,NA,NA,NA,33,2017,"Kluane",NA,2017-08-13,"PC17SP5",190,137,45,43,25,38,37,35,NA,37.6666666666667,36.6666666666667,163.5,"#N/A","Pika Camp",NA,2017-08-16,2017,18,26.9,14.8,"PC17SP5","Salix pulchra"
"376",57,40,NA,NA,NA,49,2017,"Kluane",NA,2017-08-14,"PC17SP6",149,91,46,74,40,45,35,39,NA,53.3333333333333,39.6666666666667,120,"#N/A","Pika Camp",NA,2017-08-16,2017,14.9,35.6,12.7,"PC17SP6","Salix pulchra"
"377",58,41,NA,NA,NA,122,2017,"Kluane",NA,2017-08-14,"PC17SP7",211,209,144,128,163,66,70,61,NA,145,65.6666666666667,210,"#N/A","Pika Camp",NA,2017-08-16,2017,53.4,36.1,9.2,"PC17SP7","Salix pulchra"
"378",59,42,NA,NA,NA,83,2017,"Kluane",NA,2017-08-14,"PC17SP9",222,131,56,64,51,50,47,50,NA,57,49,176.5,"#N/A","Pika Camp",NA,2017-08-16,2017,25,34.5,11.9,"PC17SP9","Salix pulchra"
"379",35,18,NA,NA,NA,38.8,2017,"Kluane",NA,2017-08-13,"PC17SR1",47,24,75,70,60,49,40,41,NA,68.3333333333333,43.3333333333333,35.5,"#N/A","Pika Camp",NA,2017-08-16,2017,20.3,32.4,12.2,"PC17SR1","Salix richardsonii"
"380",43,26,NA,NA,NA,78,2017,"Kluane",NA,2017-08-13,"PC17SR10",109,89,82,65,46,62,53,51,NA,64.3333333333333,55.3333333333333,99,"#N/A","Pika Camp",NA,2017-08-16,2017,51.7,35.3,11.7,"PC17SR10","Salix richardsonii"
"381",44,27,NA,NA,NA,80,2017,"Kluane",NA,2017-08-14,"PC17SR11",120,171,73,83,87,63,47,54,NA,81,54.6666666666667,145.5,"#N/A","Pika Camp",NA,2017-08-16,2017,33.4,38.6,12.1,"PC17SR11","Salix richardsonii"
"382",45,28,NA,NA,NA,41,2017,"Kluane",NA,2017-08-14,"PC17SR12",45,60,36,90,51,54,53,51,NA,59,52.6666666666667,52.5,"#N/A","Pika Camp",NA,2017-08-16,2017,8.9,38,8.4,"PC17SR12","Salix richardsonii"
"383",46,29,NA,NA,NA,77,2017,"Kluane",NA,2017-08-14,"PC17SR13",136,65,52,45,71,58,54,54,NA,56,55.3333333333333,100.5,"#N/A","Pika Camp",NA,2017-08-16,2017,17.7,29.3,11.3,"PC17SR13","Salix richardsonii"
"384",47,30,NA,NA,NA,97,2017,"Kluane",NA,2017-08-14,"PC17SR14",145,109,156,100,85,60,54,58,NA,113.666666666667,57.3333333333333,127,"#N/A","Pika Camp",NA,2017-08-16,2017,23.8,41.3,11.6,"PC17SR14","Salix richardsonii"
"385",48,31,NA,NA,NA,109,2017,"Kluane",NA,2017-08-14,"PC17SR15",242,224,84,57,66,61,65,56,NA,69,60.6666666666667,233,"#N/A","Pika Camp",NA,2017-08-16,2017,74.4,36.2,14.8,"PC17SR15","Salix richardsonii"
"386",36,19,NA,NA,NA,55,2017,"Kluane",NA,2017-08-13,"PC17SR3",68,69,45,38,61,45,44,51,NA,48,46.6666666666667,68.5,"#N/A","Pika Camp",NA,2017-08-16,2017,10.7,38.2,8.4,"PC17SR3","Salix richardsonii"
"387",37,20,NA,NA,NA,31,2017,"Kluane",NA,2017-08-13,"PC17SR4",45,36,48,32,33,42,38,41,NA,37.6666666666667,40.3333333333333,40.5,"#N/A","Pika Camp",NA,2017-08-16,2017,9.4,35.5,11.1,"PC17SR4","Salix richardsonii"
