"","Latitude","Longitude","Elevation","Canopy_Height_cm","SampleYear","Site","Species","...8","SampleDate","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","biovolume","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleID_standard"
"508",NA,NA,NA,34,2015,"Kluane",NA,NA,2015-06-28,"K15ssr1",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr1","Pika Camp",2015-06-28,2015-08-18,2015,1.3,22.8,9,"K15SSR1"
"509",NA,NA,NA,49,2015,"Kluane",NA,NA,2015-06-28,"K15ssr2",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr2","Pika Camp",2015-06-28,2015-08-18,2015,2.4,47.3,11.5,"K15SSR2"
"510",NA,NA,NA,76,2015,"Kluane",NA,NA,2015-06-28,"K15ssr3",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr3","Pika Camp",2015-06-28,2015-08-18,2015,3.6,50.3,12.4,"K15SSR3"
"511",NA,NA,NA,58,2015,"Kluane",NA,NA,2015-06-28,"K15ssr4",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr4","Pika Camp",2015-06-28,2015-08-18,2015,1.9,45.5,11.5,"K15SSR4"
"512",NA,NA,NA,28,2015,"Kluane",NA,NA,2015-06-28,"K15ssr5",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr5","Pika Camp",2015-06-28,2015-08-18,2015,0.8,31.1,7.7,"K15SSR5"
"513",NA,NA,NA,66,2015,"Kluane",NA,NA,2015-06-28,"K15ssr6",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr6","Pika Camp",2015-06-28,2015-08-18,2015,2.9,42.5,10.5,"K15SSR6"
"514",NA,NA,NA,71,2015,"Kluane",NA,NA,2015-06-28,"K15ssr7",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr7","Pika Camp",2015-06-28,2015-08-18,2015,2.3,41.4,11.5,"K15SSR7"
"515",NA,NA,NA,51,2015,"Kluane",NA,NA,2015-06-28,"K15ssr9",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr9","Pika Camp",2015-06-28,2015-08-18,2015,3.4,61.1,9.1,"K15SSR9"
"516",NA,NA,NA,47,2015,"Kluane",NA,NA,2015-06-27,"K15esp1",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp1","Pika Camp",2015-06-27,2015-08-18,2015,2.2,32,9.7,"K15ESP1"
"517",NA,NA,NA,47,2015,"Kluane",NA,NA,2015-06-27,"K15esp10",247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp10","Pika Camp",2015-06-27,2015-08-18,2015,3.6,30.3,6.7,"K15ESP10"
"518",NA,NA,NA,49,2015,"Kluane",NA,NA,2015-06-27,"K15esp2",345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp2","Pika Camp",2015-06-27,2015-08-18,2015,1.4,30,9.7,"K15ESP2"
"519",NA,NA,NA,58,2015,"Kluane",NA,NA,2015-06-27,"K15esp3",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp3","Pika Camp",2015-06-27,2015-08-18,2015,1.4,48.9,11.3,"K15ESP3"
"520",NA,NA,NA,58,2015,"Kluane",NA,NA,2015-06-27,"K15esp4",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp4","Pika Camp",2015-06-27,2015-08-18,2015,1.8,50.6,9.2,"K15ESP4"
"521",NA,NA,NA,43,2015,"Kluane",NA,NA,2015-06-27,"K15esp5",259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp5","Pika Camp",2015-06-27,2015-08-18,2015,2.5,42.1,9.4,"K15ESP5"
"522",NA,NA,NA,44,2015,"Kluane",NA,NA,2015-06-27,"K15esp7",202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp7","Pika Camp",2015-06-27,2015-08-18,2015,2.1,24.1,11.1,"K15ESP7"
"523",NA,NA,NA,40,2015,"Kluane",NA,NA,2015-06-27,"K15esp8",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp8","Pika Camp",2015-06-27,2015-08-18,2015,2.2,29.9,9.1,"K15ESP8"
"524",NA,NA,NA,28,2015,"Kluane",NA,NA,2015-06-27,"K15esp9",152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp9","Pika Camp",2015-06-27,2015-08-18,2015,1.4,22.8,10.2,"K15ESP9"
"525",NA,NA,NA,196,2015,"Kluane",NA,NA,2015-06-20,"K15psp1",262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp1","Kluane Plateau",2015-06-20,2015-08-19,2015,5,45.7,15.5,"K15PSP1"
"526",NA,NA,NA,205,2015,"Kluane",NA,NA,2015-06-20,"K15psp2",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp2","Kluane Plateau",2015-06-20,2015-08-19,2015,6,29.7,7.2,"K15PSP2"
"527",NA,NA,NA,106,2015,"Kluane",NA,NA,2015-06-20,"K15psp3",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp3","Kluane Plateau",2015-06-20,2015-08-19,2015,3,37.6,11.2,"K15PSP3"
"528",NA,NA,NA,120,2015,"Kluane",NA,NA,2015-06-20,"K15psp5",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp5","Kluane Plateau",2015-06-20,2015-08-19,2015,3,39.3,13,"K15PSP5"
"529",NA,NA,NA,150,2015,"Kluane",NA,NA,2015-06-20,"K15psr1",525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr1","Kluane Plateau",2015-06-20,2015-08-19,2015,7.5,37,16.2,"K15PSR1"
"530",NA,NA,NA,145,2015,"Kluane",NA,NA,2015-06-20,"K15psr2",440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr2","Kluane Plateau",2015-06-20,2015-08-19,2015,8,33.1,18.3,"K15PSR2"
"531",NA,NA,NA,66,2015,"Kluane",NA,NA,2015-06-20,"K15psr3",310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr3","Kluane Plateau",2015-06-20,2015-08-19,2015,2,38.4,13.3,"K15PSR3"
"532",NA,NA,NA,188,2015,"Kluane",NA,NA,2015-06-20,"K15psr4",490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr4","Kluane Plateau",2015-06-20,2015-08-19,2015,4.5,29.9,14.8,"K15PSR4"
"533",NA,NA,NA,102,2015,"Kluane",NA,NA,2015-06-20,"K15psr5",315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr5","Kluane Plateau",2015-06-20,2015-08-19,2015,5,34.9,11,"K15PSR5"
"534",NA,NA,NA,107.4,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 1",306.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,6,59.9,NA,"KPSR1"
"535",NA,NA,NA,136.1,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,5.2,57.3,NA,"KPSR10"
"536",NA,NA,NA,142.7,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 2",308.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,4.2,55.8,NA,"KPSR2"
"537",NA,NA,NA,76.2,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 4",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,3.3,56.5,NA,"KPSR4"
"538",NA,NA,NA,98.2,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 5",146.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP-SR 5","Kluane Plateau",NA,2014-08-27,2014,2.5,62.3,NA,"KPSR5"
"539",NA,NA,NA,149.8,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,9.5,53.6,NA,"KPSR6"
"540",NA,NA,NA,195.5,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,11,63.2,NA,"KPSR7"
"541",NA,NA,NA,130.1,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 8",266.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,3.9,43.2,NA,"KPSR8"
"542",NA,NA,NA,138.9,2014,"Kluane",NA,NA,2014-08-27,"KP-SR 9",33.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Kluane Plateau",NA,2014-08-27,2014,4.8,62,NA,"KPSR9"
"543",NA,NA,NA,42.5,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 1",273.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.6,111,NA,"HERSP1"
"544",NA,NA,NA,31.9,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 10",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,0.9,56,NA,"HERSP10"
"545",NA,NA,NA,34.1,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 11",213.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 11","QHI",NA,2014-08-24,2014,1.2,54.3,NA,"HERSP11"
"546",NA,NA,NA,37.5,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 12",270.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 12","QHI",NA,2014-08-24,2014,1,57.8,NA,"HERSP12"
"547",NA,NA,NA,57.2,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.4,62.7,NA,"HERSP13"
"548",NA,NA,NA,44.9,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 14","QHI",NA,2014-08-24,2014,1.2,72.5,NA,"HERSP14"
"549",NA,NA,NA,33.4,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 15",407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.2,53.7,NA,"HERSP15"
"550",NA,NA,NA,55.3,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.5,63.9,NA,"HERSP16"
"551",NA,NA,NA,34.1,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 17",314.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,2.3,55.7,NA,"HERSP17"
"552",NA,NA,NA,33.6,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 18",292.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.2,46,NA,"HERSP18"
"553",NA,NA,NA,45.5,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1,61.9,NA,"HERSP19"
"554",NA,NA,NA,37.5,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 2",481.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,5.1,84.5,NA,"HERSP2"
"555",NA,NA,NA,39.5,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 20",204.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,0.7,56.4,NA,"HERSP20"
"556",NA,NA,NA,38.1,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1,47.6,NA,"HERSP21"
"557",NA,NA,NA,32.2,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 22",307.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,0.9,71.5,NA,"HERSP22"
"558",NA,NA,NA,27.5,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,0.8,49.3,NA,"HERSP23"
"559",NA,NA,NA,37.2,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 24",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 24","QHI",NA,2014-08-24,2014,0.8,54.5,NA,"HERSP24"
"560",NA,NA,NA,36.8,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 25",137.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1,58.4,NA,"HERSP25"
"561",NA,NA,NA,43.4,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 26",145.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 26","QHI",NA,2014-08-24,2014,1.1,62.3,NA,"HERSP26"
"562",NA,NA,NA,30,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 27",226.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,0.9,45.5,NA,"HERSP27"
"563",NA,NA,NA,34,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 28",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1,52.3,NA,"HERSP28"
"564",NA,NA,NA,27.7,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 29",441.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 29","QHI",NA,2014-08-24,2014,1.3,45.9,NA,"HERSP29"
"565",NA,NA,NA,32.3,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 3",268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 3","QHI",NA,2014-08-24,2014,1.3,68.3,NA,"HERSP3"
"566",NA,NA,NA,32.9,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 30",350.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 30","QHI",NA,2014-08-24,2014,1.1,55.2,NA,"HERSP30"
"567",NA,NA,NA,31.8,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 4",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 4","QHI",NA,2014-08-24,2014,1.4,55.9,NA,"HERSP4"
"568",NA,NA,NA,31.6,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 5",115.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 5","QHI",NA,2014-08-24,2014,0.8,54.8,NA,"HERSP5"
"569",NA,NA,NA,38.4,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 6",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.2,61.6,NA,"HERSP6"
"570",NA,NA,NA,29.9,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.4,69.4,NA,"HERSP7"
"571",NA,NA,NA,29.3,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 8",291.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","QHI",NA,2014-08-24,2014,1.1,53.8,NA,"HERSP8"
"572",NA,NA,NA,38.4,2014,"Qikiqtaruk",NA,NA,2014-08-15,"HER-SP 9",284.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HER-SP 9","QHI",NA,2014-08-24,2014,1.3,53.2,NA,"HERSP9"
"573",NA,NA,NA,95,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 1",361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.5,55,NA,"KLSPS1"
"574",NA,NA,NA,51,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 10",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.9,52,NA,"KLSPS10"
"575",NA,NA,NA,106,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 12",429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.6,56,NA,"KLSPS12"
"576",NA,NA,NA,53,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 13",293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.9,60,NA,"KLSPS13"
"577",NA,NA,NA,39,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 14",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1,52,NA,"KLSPS14"
"578",NA,NA,NA,67,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 15",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.7,56,NA,"KLSPS15"
"579",NA,NA,NA,77,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 16",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.2,58,NA,"KLSPS16"
"580",NA,NA,NA,61,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 17",196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3.5,47,NA,"KLSPS17"
"581",NA,NA,NA,67,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 18",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.8,58,NA,"KLSPS18"
"582",NA,NA,NA,93,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 19",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.7,53,NA,"KLSPS19"
"583",NA,NA,NA,104,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 2",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,4.4,54,NA,"KLSPS2"
"584",NA,NA,NA,51,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 20",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.4,44,NA,"KLSPS20"
"585",NA,NA,NA,124,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 3",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,5,51,NA,"KLSPS3"
"586",NA,NA,NA,87,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 4",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3.7,56,NA,"KLSPS4"
"587",NA,NA,NA,88,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 5",272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3.9,56,NA,"KLSPS5"
"588",NA,NA,NA,66,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 6",202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.1,58,NA,"KLSPS6"
"589",NA,NA,NA,44,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 7",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.2,51,NA,"KLSPS7"
"590",NA,NA,NA,50,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 8",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.6,50,NA,"KLSPS8"
"591",NA,NA,NA,55,2014,"Kluane",NA,NA,2014-07-07,"KL-SPS 9",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.8,52,NA,"KLSPS9"
"592",NA,NA,NA,73.1,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 1",196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3.7,60,NA,"KLSRS1"
"593",NA,NA,NA,47,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 12",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.7,47,NA,"KLSRS12"
"594",NA,NA,NA,54,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 13",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3.1,49,NA,"KLSRS13"
"595",NA,NA,NA,56,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 14",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.2,44,NA,"KLSRS14"
"596",NA,NA,NA,70,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 15",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3,52,NA,"KLSRS15"
"597",NA,NA,NA,51,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 16",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.2,46,NA,"KLSRS16"
"598",NA,NA,NA,62,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 19",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.7,58,NA,"KLSRS19"
"599",NA,NA,NA,80.3,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 2",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,4.8,72,NA,"KLSRS2"
"600",NA,NA,NA,61,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 3",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3.3,47,NA,"KLSRS3"
"601",NA,NA,NA,56.6,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 4",186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,3.1,50,NA,"KLSRS4"
"602",NA,NA,NA,57.5,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 5",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.7,53,NA,"KLSRS5"
"603",NA,NA,NA,44.5,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 7",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,1.2,46,NA,"KLSRS7"
"604",NA,NA,NA,63,2014,"Kluane",NA,NA,2014-07-07,"KL-SRS 8",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A","Pika Camp",NA,2014-07-10,2014,2.1,47,NA,"KLSRS8"
"605",NA,NA,NA,64,2013,"Kluane",NA,NA,2013-08-18,"KL-SRE 8",124,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,706304,"#N/A","Pika Camp",NA,2013-08-21,2013,1.1,NA,NA,"KLSRE8"
"606",NA,NA,NA,150,2013,"Kluane",NA,NA,2013-08-11,"KL-SPC 1",487,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,25932750,"KL-SPC 1","Pika Camp",NA,2013-08-13,2013,5.8,NA,NA,"KLSPC1"
"607",NA,NA,NA,41,2013,"Kluane",NA,NA,2013-08-11,"KL-SPC 10",344,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.5,3652936,"KL-SPC 10","Pika Camp",NA,2013-08-13,2013,1.1,NA,NA,"KLSPC10"
"608",NA,NA,NA,83,2013,"Kluane",NA,NA,2013-08-11,"KL-SPC 11",397,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.5,9819398,"#N/A","Pika Camp",NA,2013-08-13,2013,3.2,NA,NA,"KLSPC11"
"609",NA,NA,NA,97,2013,"Kluane",NA,NA,2013-08-11,"KL-SPC 12",419,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.5,7153168,"KL-SPC 12","Pika Camp",NA,2013-08-13,2013,3,NA,NA,"KLSPC12"
"610",NA,NA,NA,102,2013,"Kluane",NA,NA,2013-08-11,"KL-SPC 13",128,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,1645056,"KL-SPC 13","Pika Camp",NA,2013-08-13,2013,2,NA,NA,"KLSPC13"
"611",NA,NA,NA,166,2013,"Kluane",NA,NA,2013-08-11,"KL-SPC 14",345,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,8991390,"#N/A","Pika Camp",NA,2013-08-13,2013,6.9,NA,NA,"KLSPC14"
