Species,SLA_mm2_mg,Plant_height_veg_m,Plant_height_repro_m,Seed_mass_dry_mg,LDMC_g_g,Wood_density_mg_mm3,Leaf_area_mm2,Leaf_fresh_mass_g,Leaf_dry_mass_mg,Species_sex,Lat,Lon,Elevation_m,Site,Subsite_name,Treatment,date,DOY,Year_measured,Data_contributor,Data_coPIs,ValueKindName
Salix richardsonii,,,,,,,884.6,,,,69.57677,138.90984,29,Qikiqtaruk,HE15PTS2,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,325.6,,,,69.57677,138.90984,29,Qikiqtaruk,HE15PTS2,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,384.2,,,,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,353,,,,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,730,,,,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,546.7,,,,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,714.6,,,,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,1359,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,306.3,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,446.3,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,441,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,639.8,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,550.3,,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,544.4,,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,532,,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,952.8,,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,347.7,,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,0.168,,,,,,0.034,,,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.205,0.175,,,,,0.073,,,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.155,,,,,,0.074,,,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.24,,,,,,0.068,,,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.185,,,,,,0.063,,,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.445,0.25,,,,,0.033,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.512,,,,,,0.066,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.382,0.157,,,,,0.067,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.454,0.404,,,,,0.097,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.545,0.456,,,,,0.06,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.296,,,,,,0.071,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.204,,,,,,0.091,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.326,,,,,,0.097,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.29,,,,,,0.064,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.383,,,,,,0.1,,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.931,0.836,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.48,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.24,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.22,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.74,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.067,1.01,,,,,,,,60.96201,-138.41271,1734,Kluane,HE16KPTraits1,None,04/07/2016,186,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.715,0.69,,,,,,,,60.96201,-138.41271,1734,Kluane,HE16KPTraits1,None,04/07/2016,186,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.835,0.79,,,,,,,,60.96201,-138.41271,1734,Kluane,HE16KPTraits1,None,04/07/2016,186,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.863,0.732,,,,,,,,60.96201,-138.41271,1734,Kluane,HE16KPTraits1,None,04/07/2016,186,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.665,0.622,,,,,,,,60.96201,-138.41271,1734,Kluane,HE16KPTraits1,None,04/07/2016,186,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.352,0,,,,,,,,60.96727,-138.42202,1616,Kluane,HE16KPTraits2,None,05/07/2016,187,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.43,0,,,,,,,,60.96727,-138.42202,1616,Kluane,HE16KPTraits2,None,05/07/2016,187,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.804,0,,,,,,,,60.96727,-138.42202,1616,Kluane,HE16KPTraits2,None,05/07/2016,187,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.81,1.62,,,,,,,,60.96727,-138.42202,1616,Kluane,HE16KPTraits2,None,05/07/2016,187,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,1.445,1.248,,,,,,,,60.96727,-138.42202,1616,Kluane,HE16KPTraits2,None,05/07/2016,187,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix richardsonii,,0.91,0.842,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,1.48,1.43,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,1.8,1.63,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.82,0.76,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,1.25,1.06,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.575,0.54,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,1.04,1,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.539,0.53,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.57,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.41,0.4,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.388,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.66,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.55,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.31,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.66,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
