"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","X","Bed","Year_planted","Sample_Date","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","biovolume","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"1556","H18SR2",17.33,13.72,15.82,8,23,2019,"Common_garden","Northern","Salix richardsonii",15.6233333333333,1547,"LB",2018,NA,19.6,NA,NA,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1557","H18SR20",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1548,"IR",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1558","H18SR21",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1549,"AC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1559","H18SR22",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1550,"AC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1560","H18SR23",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1551,"AC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1561","H18SR24",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1552,"AC",2018,NA,10.2,NA,NA,NA,37.8,19.03,13.38,NA,23.4033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1562","H18SR25",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1553,"AC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1563","H18SR26",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1554,"EW",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1564","H18SR27",28.81,26.21,19.19,8,25,2019,"Common_garden","Northern","Salix richardsonii",24.7366666666667,1555,"EW",2018,NA,4.3,NA,NA,NA,14.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1565","H18SR28",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1556,"EW",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1566","H18SR29",12.55,14.93,20.95,8,25,2019,"Common_garden","Northern","Salix richardsonii",16.1433333333333,1557,"EW",2018,NA,4.4,NA,NA,NA,14.42,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1567","H18SR3",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1558,"LB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1568","H18SR30",35.82,28.86,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1559,"EW",2018,NA,9.7,NA,NA,NA,28.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1569","H18SR4",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1560,"LB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1570","H18SR5",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1561,"LB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1571","H18SR6",8.37,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1562,"GD",2018,NA,1.9,NA,NA,NA,6.69,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1572","H18SR7",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1563,"GD",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1573","H18SR8",23.43,19.91,21.38,8,23,2019,"Common_garden","Northern","Salix richardsonii",21.5733333333333,1564,"GD",2018,NA,1.6,NA,NA,NA,12.85,13,12,NA,12.6166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1574","H18SR9",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1565,"GD",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1575","HE15SP26",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1566,"AB",2015,NA,4.7,NA,NA,NA,10.4,19.09,17.39,NA,15.6266666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1576","HE16SA10",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix arctica",NA,1567,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1577","HE16SA14",27.57,25.95,24.72,8,23,2019,"Common_garden","Northern","Salix arctica",26.08,1568,"SAB",2016,NA,4,NA,NA,NA,16.61,18.42,15.67,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1578","HE16SA17",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix arctica",NA,1569,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1579","HE16SA19",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix arctica",NA,1570,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1580","HE16SA20",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix arctica",NA,1571,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1581","HE16SA3",17.07,21.84,20.72,8,23,2019,"Common_garden","Northern","Salix arctica",19.8766666666667,1572,"JA",2016,NA,3.6,NA,NA,NA,19.12,18.15,4.32,NA,13.8633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1582","HE16SA6",11.13,17.39,15.76,8,23,2019,"Common_garden","Northern","Salix arctica",14.76,1573,"SAB",2016,NA,0.3,NA,NA,NA,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1583","HE16SA7",30.66,30.85,32.48,8,23,2019,"Common_garden","Northern","Salix arctica",31.33,1574,"SAB",2016,NA,5.4,NA,NA,NA,18.54,29.6,25.37,NA,24.5033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1584","HE16SA8",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix arctica",NA,1575,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1585","HE16SP1",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1576,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1586","HE16SP10",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1577,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1587","HE16SP11",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1578,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1588","HE16SP12",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1579,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1589","HE16SP13",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1580,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1590","HE16SP14",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1581,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1591","HE16SP15",23.43,19.78,17.96,8,23,2019,"Common_garden","Northern","Salix pulchra",20.39,1582,"SL",2016,NA,3.5,NA,NA,NA,8.02,7.02,8.41,NA,7.81666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1592","HE16SP16",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1583,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1593","HE16SP17",14.03,15.89,15.99,8,23,2019,"Common_garden","Northern","Salix pulchra",15.3033333333333,1584,"JG",2016,NA,3,NA,NA,NA,9.72,5.02,26.98,NA,13.9066666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1594","HE16SP18",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1585,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1595","HE16SP19",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1586,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1596","HE16SP2",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1587,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1597","HE16SP20",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1588,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1598","HE16SP21",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1589,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1599","HE16SP22",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1590,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1600","HE16SP23",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1591,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1601","HE16SP24",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1592,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1602","HE16SP25",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1593,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1603","HE16SP26",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1594,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1604","HE16SP27",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1595,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1605","HE16SP28",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1596,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1606","HE16SP29",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1597,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1607","HE16SP30",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1598,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1608","HE16SP4",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1599,"AB",2016,NA,28.8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1609","HE16SP6",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1600,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1610","HE16SP7",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1601,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1611","HE16SP8",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1602,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1612","HE16SR1",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1603,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1613","HE16SR10",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1604,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1614","HE16SR11",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1605,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1615","HE16SR13",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1606,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1616","HE16SR15",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1607,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1617","HE16SR17",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1608,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1618","HE16SR18",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1609,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1619","HE16SR19",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1610,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1620","HE16SR2",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1611,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1621","HE16SR20",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1612,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1622","HE16SR21",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1613,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1623","HE16SR22",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1614,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1624","HE16SR23",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1615,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1625","HE16SR25",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1616,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1626","HE16SR26",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1617,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1627","HE16SR27",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1618,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1628","HE16SR27",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1619,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1629","HE16SR4",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1620,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1630","HE16SR5",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1621,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1631","HE16SR6",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1622,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1632","HE16SR7",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1623,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1633","HE16SR9",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1624,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1634","HESP11",25.97,24.43,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1625,"MG",2013,NA,8.6,NA,NA,NA,27.33,28.63,26,NA,27.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1635","HESP12",21.16,25.88,23.97,8,23,2019,"Common_garden","Northern","Salix pulchra",23.67,1626,"CF",2013,NA,13,NA,NA,NA,14,10.3,10.1,NA,11.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1636","HESP12",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1627,"MG",2013,NA,30.4,NA,NA,NA,7.31,25.54,13.17,NA,15.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1637","HESP14",10.74,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1628,"MG",2013,NA,4,NA,NA,NA,8.69,15.74,20.97,NA,15.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1638","HESP17",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1629,"MG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1639","HESP17",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1630,"MG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1640","HESP18",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1631,"MG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1641","HESP2",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1632,"IMS",2013,NA,6.6,NA,NA,NA,13.08,8.65,24.18,NA,15.3033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1642","HESP20",17.59,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1633,"MG",2013,NA,10.5,NA,NA,NA,6.63,7.34,14.62,NA,9.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1643","HESP23",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1634,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1644","HESP24",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1635,"IMS",2013,NA,21,NA,NA,NA,29.8,18.42,31.84,NA,26.6866666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1645","HESP26",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1636,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1646","HESP29",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1637,"AB",2013,NA,7.5,NA,NA,NA,58.42,33.25,24.41,NA,38.6933333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1647","HESP3",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1638,"IMS",2013,NA,34,NA,NA,NA,37.29,56.68,95.45,NA,63.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1648","HESP30",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1639,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1649","HESP4",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1640,"IMS",2013,NA,6.7,NA,NA,NA,15.07,13.87,14.23,NA,14.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1650","HESP4",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1641,"IMS",2013,NA,9.9,NA,NA,NA,28.31,14.42,15.69,NA,19.4733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1651","HESP5",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix pulchra",NA,1642,"IMS",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1652","HESP6",24.6,30.77,26.02,8,23,2019,"Common_garden","Northern","Salix pulchra",27.13,1643,"CF",2013,NA,18.2,NA,NA,NA,26.65,19.96,16.83,NA,21.1466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1653","HESR13",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1644,"SW",2013,NA,10.8,NA,NA,NA,22.36,7.08,9.37,NA,12.9366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1654","HESR17",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1645,"IR",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1655","HESR2",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1646,"LB",2013,NA,5.2,NA,NA,NA,32.3,18.85,41.62,NA,30.9233333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1656","HESR21",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1647,"AC",2013,NA,5.8,NA,NA,NA,14.74,17.25,17.8,NA,16.5966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1657","HESR23",8.15,5.78,12.9,8,23,2019,"Common_garden","Northern","Salix richardsonii",8.94333333333333,1648,"AC",2013,NA,2,NA,NA,NA,13.87,11.23,7.07,NA,10.7233333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1658","HESR26",18.66,14.23,15.99,8,23,2019,"Common_garden","Northern","Salix richardsonii",16.2933333333333,1649,"AC",2013,NA,11.3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1659","HESR27",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1650,"AC",2013,NA,5.6,NA,NA,NA,6.96,5.71,3.96,NA,5.54333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1660","HESR3",20.37,17.98,15.39,8,23,2019,"Common_garden","Northern","Salix richardsonii",17.9133333333333,1651,"LB",2013,NA,12.4,NA,NA,NA,11.88,11.9,14.15,NA,12.6433333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1661","HESR4",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1652,"LB",2013,NA,8.4,NA,NA,NA,19.34,19.59,8.99,NA,15.9733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1662","HESR4B_CLONE",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1653,"LB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1663","HESR6",NA,NA,NA,8,23,2019,"Common_garden","Northern","Salix richardsonii",NA,1654,"SW",2013,NA,17.2,NA,NA,NA,7.91,11.42,16.1,NA,11.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
