"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","X","Bed","Year_planted","Sample_Date","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","biovolume","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"2606","PC17SA9",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix arctica",NA,2597,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2607","PC17SP1",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2598,"SL",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2608","PC17SP10",34,32,37,8,19,2020,"Common_garden","Southern","Salix pulchra",34.3333333333333,2599,"JG",2017,NA,7.3,NA,NA,NA,15,18,11,NA,14.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2609","PC17SP2",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2600,"SL",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2610","PC17SP3",26,30,30,8,19,2020,"Common_garden","Southern","Salix pulchra",28.6666666666667,2601,"SL",2017,NA,12.4,NA,NA,NA,60,82,61,NA,67.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2611","PC17SP4",50,46,52,8,19,2020,"Common_garden","Southern","Salix pulchra",49.3333333333333,2602,"SL",2017,NA,34.7,NA,NA,NA,111,232,169,NA,170.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2612","PC17SP5",23,24,26,8,19,2020,"Common_garden","Southern","Salix pulchra",24.3333333333333,2603,"CF",2017,NA,9.3,NA,NA,NA,85,56,32,NA,57.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2613","PC17SP6",25,22,21,8,19,2020,"Common_garden","Southern","Salix pulchra",22.6666666666667,2604,"CF",2017,NA,4,NA,NA,NA,22,15,21,NA,19.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2614","PC17SP7",32,28,30,8,19,2020,"Common_garden","Southern","Salix pulchra",30,2605,"JG",2017,NA,26.4,NA,NA,NA,33,24,23,NA,26.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2615","PC17SP8",32,34,29,8,19,2020,"Common_garden","Southern","Salix pulchra",31.6666666666667,2606,"JG",2017,NA,8.2,NA,NA,NA,32,28,14,NA,24.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2616","PC17SP9",32,33,30,8,19,2020,"Common_garden","Southern","Salix pulchra",31.6666666666667,2607,"JG",2017,NA,15.9,NA,NA,NA,14,12,11,NA,12.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2617","PC17SR1",38,35,36,8,19,2020,"Common_garden","Southern","Salix richardsonii",36.3333333333333,2608,"LB",2017,NA,24,NA,NA,NA,111,62,44,NA,72.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2618","PC17SR10",42,40,41,8,19,2020,"Common_garden","Southern","Salix richardsonii",41,2609,"SW",2017,NA,28.8,NA,NA,NA,46,48,90,NA,61.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2619","PC17SR11",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2610,"IR",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2620","PC17SR12",23.93,21.06,26.5,8,19,2020,"Common_garden","Southern","Salix richardsonii",23.83,2611,"IR",2017,NA,6.2,NA,NA,NA,18.99,9.55,5.63,NA,11.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2621","PC17SR13",30.66,28.36,30.12,8,19,2020,"Common_garden","Southern","Salix richardsonii",29.7133333333333,2612,"IR",2017,NA,1.8,NA,NA,NA,35.15,30.7,21.82,NA,29.2233333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2622","PC17SR14",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2613,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2623","PC17SR15",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2614,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2624","PC17SR2",38,35,41,8,19,2020,"Common_garden","Southern","Salix richardsonii",38,2615,"LB",2017,NA,23.4,NA,NA,NA,63,61,40,NA,54.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2625","PC17SR3",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2616,"LB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2626","PC17SR4",35,37,37,8,19,2020,"Common_garden","Southern","Salix richardsonii",36.3333333333333,2617,"GD",2017,NA,55.2,NA,NA,NA,89,72,58,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2627","PC17SR5",48,46,44,8,19,2020,"Common_garden","Southern","Salix richardsonii",46,2618,"GD",2017,NA,73.1,NA,NA,NA,308,302,139,NA,249.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2628","PC17SR6",36,35,33,8,19,2020,"Common_garden","Southern","Salix richardsonii",34.6666666666667,2619,"GD",2017,NA,30.7,NA,NA,NA,38,64,53,NA,51.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2629","PC17SR7",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2620,"SW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2630","PC17SR8",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2621,"SW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2631","PC17SR9",67,48,48,8,19,2020,"Common_garden","Southern","Salix richardsonii",54.3333333333333,2622,"SW",2017,NA,15.5,NA,NA,NA,98,22,9,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2632","PP16MSA1",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix arctica",NA,2623,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2633","PP16MSA5",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix arctica",NA,2624,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2634","PP16TSP10",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2625,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2635","PP16TSP6",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2626,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2636","PP16TSP7",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2627,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2637","PP16TSP9",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2628,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2638","PP16TSR4",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2629,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2639","PP16TSR5",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2630,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2640","PP16TSR6",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2631,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2641","PP16TSR7",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2632,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2642","PP16TSR8",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2633,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2643","PP16TSR9",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2634,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2644","PP17SP11",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2635,"AB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2645","PP17SP12",33.48,38.32,37.36,8,19,2020,"Common_garden","Southern","Salix pulchra",36.3866666666667,2636,"AB",2017,NA,17.9,NA,NA,NA,21.68,43.77,41.08,NA,35.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2646","PP17SP13",31.8,30.38,36.11,8,19,2020,"Common_garden","Southern","Salix pulchra",32.7633333333333,2637,"AB",2017,NA,16.5,NA,NA,NA,24.11,24.25,17.55,NA,21.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2647","PP17SP14",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix pulchra",NA,2638,"AB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2648","PP17SP15",22.43,25.96,24.84,8,19,2020,"Common_garden","Southern","Salix pulchra",24.41,2639,"AB",2017,NA,13.5,NA,NA,NA,16.32,12.73,12.98,NA,14.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2649","PP17SR16",38,39,43,8,19,2020,"Common_garden","Southern","Salix richardsonii",40,2640,"EW",2017,NA,31.5,NA,NA,NA,126,105,107,NA,112.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2650","PP17SR17",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2641,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2651","PP17SR18",NA,NA,NA,8,19,2020,"Common_garden","Southern","Salix richardsonii",NA,2642,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2652","PP17SR19",41,40,42,8,19,2020,"Common_garden","Southern","Salix richardsonii",41,2643,"EW",2017,NA,19.3,NA,NA,NA,66,182,58,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2653","PP17SR20",35,36,37,8,19,2020,"Common_garden","Southern","Salix richardsonii",36,2644,"EW",2017,NA,22.4,NA,NA,NA,89,68,91,NA,82.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2654","H15SA10",22,29,30,8,11,2021,"Common_garden","Northern","Salix arctica",27,2645,"JB",2015,NA,4.6,26.2,28.2,10,7,10,14,3398.664,10.3333333333333,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2655","H15SA11",20,17,13,8,11,2021,"Common_garden","Northern","Salix arctica",16.6666666666667,2646,"JB",2015,NA,3.5,3.1,3.2,10,6,7,8,34.72,7,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2656","H15SA12",22,27,28,8,11,2021,"Common_garden","Northern","Salix arctica",25.6666666666667,2647,"JB",2015,NA,4.5,15.4,13.9,12,27,10,16,963.27,17.6666666666667,14.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2657","H15SA14",26,19,20,8,11,2021,"Common_garden","Northern","Salix arctica",21.6666666666667,2648,"JB",2015,NA,2.6,6.1,8.5,9,20,21,7,134.81,16,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2658","H15SA15",20,22,19,8,11,2021,"Common_garden","Northern","Salix arctica",20.3333333333333,2649,"JB",2015,NA,1.8,6.9,2.9,5,9,10,5,36.018,8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2659","H15SA18",16,14,8,8,11,2021,"Common_garden","Northern","Salix arctica",12.6666666666667,2650,"JB",2015,NA,5.2,7.1,5.6,6,11,4,11,206.752,8.66666666666667,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2660","H15SA19",28,36,31,8,11,2021,"Common_garden","Northern","Salix arctica",31.6666666666667,2651,"JB",2015,NA,2.7,14.2,12.1,8,5,9,20,463.914,11.3333333333333,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2661","H15SA20",21,24,26,8,11,2021,"Common_garden","Northern","Salix arctica",23.6666666666667,2652,"JB",2015,NA,2.8,5.7,4.5,6,9,11,13,71.82,11,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2662","H15SA3",NA,NA,NA,8,11,2021,"Common_garden","Northern","Salix arctica",NA,2653,"JB",2015,NA,3.1,13.2,10.9,15,14,21,31,446.028,22,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2663","H15SA7",31,31,39,8,11,2021,"Common_garden","Northern","Salix arctica",33.6666666666667,2654,"JB",2015,NA,4.8,16,8.5,10,21,23,8,652.8,17.3333333333333,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2664","H15SA9",33,NA,NA,8,11,2021,"Common_garden","Northern","Salix arctica",NA,2655,"JB",2015,NA,2.2,14.1,7.2,10,11,24,22,223.344,19,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2665","H15SP1",27,22,20,8,9,2021,"Common_garden","Northern","Salix pulchra",23,2656,"IMS",2015,NA,5.4,4.5,4.8,8,12,3,17,116.64,10.6666666666667,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2666","H15SP10",17,16,16,8,11,2021,"Common_garden","Northern","Salix pulchra",16.3333333333333,2657,"CF",2015,NA,6.5,15,7.5,16,10,9,4,731.25,7.66666666666667,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2667","H15SP13",16,23,24,8,11,2021,"Common_garden","Northern","Salix pulchra",21,2658,"CF",2015,NA,11,16,8.9,13,9,11,10,1566.4,10,12.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2668","H15SP15",25,23,24,8,11,2021,"Common_garden","Northern","Salix pulchra",24,2659,"CF",2015,NA,14.5,23,21,12,11,13,14,7003.5,12.6666666666667,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2669","H15SP17",NA,NA,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2660,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2670","H15SP18",NA,NA,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2661,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2671","H15SP19",NA,NA,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2662,"CF",2015,NA,7.8,7.9,10.2,11,6,7,NA,628.524,NA,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2672","H15SP2",NA,NA,NA,8,9,2021,"Common_garden","Northern","Salix pulchra",NA,2663,"IMS",2015,NA,4.8,5.6,3.9,8,10,7,6,104.832,7.66666666666667,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2673","H15SP20",21,NA,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2664,"CF",2015,NA,8.7,9,5.5,10,7,6,11,430.65,8,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2674","H15SP23",NA,NA,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2665,"MG",2015,NA,2.9,2.2,1.7,5,2,5,2,10.846,3,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2675","H15SP24",21,17,15,8,11,2021,"Common_garden","Northern","Salix pulchra",17.6666666666667,2666,"MG",2015,NA,11.1,9.9,4.8,6,4,5,5,527.472,4.66666666666667,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2676","H15SP25",19,24,17,8,11,2021,"Common_garden","Northern","Salix pulchra",20,2667,"AB",2015,NA,6.2,9,6.4,9,15,17,33,357.12,21.6666666666667,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2677","H15SP27",23,21,20,8,11,2021,"Common_garden","Northern","Salix pulchra",21.3333333333333,2668,"AB",2015,NA,7.9,18.4,15.7,16,9,13,12,2282.152,11.3333333333333,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2678","H15SP29",24,22,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2669,"AB",2015,NA,5.6,4.3,4.3,8,6,3,NA,103.544,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2679","H15SP5",23,26,NA,8,9,2021,"Common_garden","Northern","Salix pulchra",NA,2670,"IMS",2015,NA,7.1,15.8,7.6,10,12,18,21,852.568,17,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2680","H15SP6",17,18,NA,8,9,2021,"Common_garden","Northern","Salix pulchra",NA,2671,"IMS",2015,NA,6.8,6,3.2,10,6,10,8,130.56,8,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2681","H15SP8",15,16,15,8,9,2021,"Common_garden","Northern","Salix pulchra",15.3333333333333,2672,"IMS",2015,NA,8.2,12,8.2,8,10,4,7,806.88,7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2682","H15SP9",20,19,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2673,"CF",2015,NA,13.5,10.6,11.2,10,8,10,7,1602.72,8.33333333333333,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2683","H15SR19",18,21,19,8,11,2021,"Common_garden","Northern","Salix richardsonii",19.3333333333333,2674,"SW",2015,NA,7.5,12,9.4,9,17,21,10,846,16,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2684","H15SR20",18,16,NA,8,11,2021,"Common_garden","Northern","Salix richardsonii",NA,2675,"SW",2015,NA,5,6.6,4,12,10,9,NA,132,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2685","H15SR29",20,NA,NA,8,11,2021,"Common_garden","Northern","Salix richardsonii",NA,2676,"AC",2015,NA,3.6,7,1.5,3,16,10,8,37.8,11.3333333333333,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2686","H15SR5",27,24,28,8,9,2021,"Common_garden","Northern","Salix richardsonii",26.3333333333333,2677,"LB",2015,NA,17.7,10,7.5,11,50,13,31,1327.5,31.3333333333333,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2687","H17SA10",28,36,29,8,11,2021,"Common_garden","Northern","Salix arctica",31,2678,"JA",2017,NA,5.2,11,9.3,7,8,9,11,531.96,9.33333333333333,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2688","H17SA12",23,22,21,8,11,2021,"Common_garden","Northern","Salix arctica",22,2679,"SAB",2017,NA,3.2,5.6,3.8,5,9,6,4,68.096,6.33333333333333,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2689","H17SA15",27,32,30,8,11,2021,"Common_garden","Northern","Salix arctica",29.6666666666667,2680,"SAB",2017,NA,5.2,14.9,10.2,7,22,7,28,790.296,19,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2690","H17SA17",22,21,32,8,11,2021,"Common_garden","Northern","Salix arctica",25,2681,"JB",2017,NA,3.3,13.1,6.1,8,14,15,11,263.703,13.3333333333333,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2691","H17SA18",41,39,34,8,11,2021,"Common_garden","Northern","Salix arctica",38,2682,"JB",2017,NA,9,33.2,18.1,12,11,12,10,5408.28,11,25.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2692","H17SA20",39,36,34,8,11,2021,"Common_garden","Northern","Salix arctica",36.3333333333333,2683,"JB",2017,NA,4.1,35,30.5,14,22,14,12,4376.75,16,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2693","H17SA6",51,58,59,8,11,2021,"Common_garden","Northern","Salix arctica",56,2684,"JA",2017,NA,5.5,25,16.5,7,16,21,26,2268.75,21,20.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2694","H17SA8",24,23,24,8,11,2021,"Common_garden","Northern","Salix arctica",23.6666666666667,2685,"JA",2017,NA,4.4,16.5,12.5,9,6,5,10,907.5,7,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2695","H17SA9",33,35,28,8,11,2021,"Common_garden","Northern","Salix arctica",32,2686,"JA",2017,NA,7.8,15,20.5,6,6,7,5,2398.5,6,17.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2696","H17SP10",14,16,17,8,11,2021,"Common_garden","Northern","Salix pulchra",15.6666666666667,2687,"AB",2017,NA,8.2,11.9,11.9,10,24,19,14,1161.202,19,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2697","H17SP12",NA,NA,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2688,"AB",2017,NA,5,12.1,11.6,7,11,31,7,701.8,16.3333333333333,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2698","H17SP13",22,NA,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2689,"AB",2017,NA,18.2,6.1,5.2,8,7,6,10,577.304,7.66666666666667,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2699","H17SP14",19,23,28,8,11,2021,"Common_garden","Northern","Salix pulchra",23.3333333333333,2690,"AB",2017,NA,7.1,5.8,6.1,9,7,16,12,251.198,11.6666666666667,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2700","H17SP15",11,14,19,8,11,2021,"Common_garden","Northern","Salix pulchra",14.6666666666667,2691,"AB",2017,NA,8.4,6.6,3.9,9,8,7,12,216.216,9,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2701","H17SP18",22,21,NA,8,11,2021,"Common_garden","Northern","Salix pulchra",NA,2692,"AB",2017,NA,4.4,10.4,10.1,7,22,10,12,462.176,14.6666666666667,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2702","H17SP3",15,10,14,8,9,2021,"Common_garden","Northern","Salix pulchra",13,2693,"IMS",2017,NA,4.6,2.2,0.9,10,7,6,5,9.108,6,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2703","H17SP6",NA,NA,NA,8,9,2021,"Common_garden","Northern","Salix pulchra",NA,2694,"IMS",2017,NA,6.4,9.8,1.5,8,9,5,NA,94.08,NA,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2704","H17SP7",16,17,17,8,9,2021,"Common_garden","Northern","Salix pulchra",16.6666666666667,2695,"IMS",2017,NA,3.6,4.3,1.2,7,16,13,6,18.576,11.6666666666667,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2705","H17SP9",25,22,21,8,11,2021,"Common_garden","Northern","Salix pulchra",22.6666666666667,2696,"CF",2017,NA,16.5,12.5,7.5,9,9,10,18,1546.875,12.3333333333333,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2706","H17SR1",25,26,28,8,9,2021,"Common_garden","Northern","Salix richardsonii",26.3333333333333,2697,"LB",2017,NA,10.6,11.5,8.5,11,7,10,4,1036.15,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2707","H17SR10",30,29,28,8,9,2021,"Common_garden","Northern","Salix richardsonii",29,2698,"GD",2017,NA,12,20,19,11,42,40,23,4560,35,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2708","H17SR12",14,NA,NA,8,9,2021,"Common_garden","Northern","Salix richardsonii",NA,2699,"GD",2017,NA,5,7,4.6,5,13,12,7,161,10.6666666666667,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2709","H17SR13",34,29,29,8,9,2021,"Common_garden","Northern","Salix richardsonii",30.6666666666667,2700,"GD",2017,NA,13.5,17,13.5,14,19,20,37,3098.25,25.3333333333333,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2710","H17SR15",27,29,30,8,9,2021,"Common_garden","Northern","Salix richardsonii",28.6666666666667,2701,"GD",2017,NA,12.3,13,10,12,24,26,33,1599,27.6666666666667,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2711","H17SR18",22,NA,NA,8,11,2021,"Common_garden","Northern","Salix richardsonii",NA,2702,"IR",2017,NA,7.4,9.6,7.5,17,13,21,10,532.8,14.6666666666667,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2712","H17SR19",17,18,19,8,11,2021,"Common_garden","Northern","Salix richardsonii",18,2703,"IR",2017,NA,6.8,10.4,5,12,18,10,14,353.6,14,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2713","H17SR24",20,20,19,8,11,2021,"Common_garden","Northern","Salix richardsonii",19.6666666666667,2704,"AC",2017,NA,8.9,11,5.2,10,5,12,17,509.08,11.3333333333333,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2714","H17SR25",19,20,NA,8,11,2021,"Common_garden","Northern","Salix richardsonii",NA,2705,"AC",2017,NA,2,3.6,1.5,9,3,NA,NA,10.8,NA,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
