Sample_ID,Match,Species,Sample_location,Sample_location_full,Year_planted
PC16CWSp3,PC16CWSp3,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp4,PC16CWSp4,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp5,PC16CWSp5,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp6,PC16CWSp6,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp7,PC16CWSp7,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp8,PC16CWSp8,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp9,PC16CWSp9,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSr1,PC16CWSr1,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr10,PC16CWSr10,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr2,PC16CWSr2,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr3,PC16CWSr3,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr4,PC16CWSr4,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr5,PC16CWSr5,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr6,PC16CWSr6,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr7,PC16CWSr7,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr8,PC16CWSr8,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSr9,PC16CWSr9,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSa1,PC16PVSa1,Salix arctica,Kluane,Pika Camp,2016
PC16PVSa2,PC16PVSa2,Salix arctica,Kluane,Pika Camp,2016
PC16PVSa3,PC16PVSa3,Salix arctica,Kluane,Pika Camp,2016
PC16PVSa4,PC16PVSa4,Salix arctica,Kluane,Pika Camp,2016
PC16PVSa5,PC16PVSa5,Salix arctica,Kluane,Pika Camp,2016
PC16PVSp1,PC16PVSp1,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp10,PC16PVSp10,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp2,PC16PVSp2,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp3,PC16PVSp3,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp4,PC16PVSp4,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp5,PC16PVSp5,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp6,PC16PVSp6,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp7,PC16PVSp7,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp8,PC16PVSp8,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSp9,PC16PVSp9,Salix pulchra,Kluane,Pika Camp,2016
PC16PVSr1,PC16PVSr1,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr10,PC16PVSr10,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr2,PC16PVSr2,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr3,PC16PVSr3,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr4,PC16PVSr4,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr5,PC16PVSr5,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr6,PC16PVSr6,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr7,PC16PVSr7,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr8,PC16PVSr8,Salix richardsonii,Kluane,Pika Camp,2016
PC16PVSr9,PC16PVSr9,Salix richardsonii,Kluane,Pika Camp,2016
PP16MSa1,PP16MSa1,Salix arctica,Kluane,Printers Pass,2016
PP16MSa2,PP16MSa2,Salix arctica,Kluane,Printers Pass,2016
PP16MSa3,PP16MSa3,Salix arctica,Kluane,Printers Pass,2016
PP16MSa4,PP16MSa4,Salix arctica,Kluane,Printers Pass,2016
PP16MSa5,PP16MSa5,Salix arctica,Kluane,Printers Pass,2016
PP16TSp1,PP16TSP1,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp10,PP16TSp10,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp2,PP16TSP2,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp3,PP16TSP3,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp4,PP16TSP4,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp5,PP16TSP5,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp6,PP16TSp6,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp7,PP16TSp7,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp8,PP16TSp8,Salix pulchra,Kluane,Printers Pass,2016
PP16TSp9,PP16TSp9,Salix pulchra,Kluane,Printers Pass,2016
PP16TSr1,PP16TSR1,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr10,PP16TSr10,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr2,PP16TSR2,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr3,PP16TSR3,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr4,PP16TSR4,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr5,PP16TSR5,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr6,PP16TSr6,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr7,PP16TSr7,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr8,PP16TSr8,Salix richardsonii,Kluane,Printers Pass,2016
PP16TSr9,PP16TSr9,Salix richardsonii,Kluane,Printers Pass,2016
H17Sa1,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa10,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa11,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa12,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa13,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa14,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa15,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa16,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa17,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa18,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa19,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa2,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa20,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa3,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa4,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa5,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa6,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa7,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa8,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sa9,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2017
H17Sp1,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp10,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp11,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp12,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp13,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp14,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp15,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp16,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp17,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp18,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp19,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp2,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp20,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp3,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp4,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp5,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp6,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp7,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp8,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sp9,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2017
H17Sr1,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr10,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr11,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr12,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr13,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr14,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr15,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr16,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr17,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr18,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr19,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr2,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr20,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr21,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr22,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr23,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr24,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr25,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr26,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr27,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr28,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr29,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr3,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr30,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr31,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr32,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr33,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr34,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr35,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr36,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr37,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr38,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr39,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr4,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr40,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr5,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr6,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr7,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr8,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
H17Sr9,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2017
KP17Sa1,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa10,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa2,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa3,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa4,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa5,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa6,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa7,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa8,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sa9,NA,Salix arctica,Kluane,Kluane Plateau,2017
KP17Sp1,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp10,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp11,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp12,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp13,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp14,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp15,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp2,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp3,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp4,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp5,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp6,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp7,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp8,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sp9,NA,Salix pulchra,Kluane,Kluane Plateau,2017
KP17Sr1,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr10,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr11,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr12,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr13,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr14,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr15,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr2,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr3,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr4,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr5,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr6,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr7,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr8,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
KP17Sr9,NA,Salix richardsonii,Kluane,Kluane Plateau,2017
PC17Sa1,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa10,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa2,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa3,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa4,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa5,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa6,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa7,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa8,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sa9,NA,Salix arctica,Kluane,Pika Camp,2017
PC17Sp1,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp10,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp2,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp3,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp4,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp5,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp6,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp7,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp8,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sp9,NA,Salix pulchra,Kluane,Pika Camp,2017
PC17Sr1,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr10,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr11,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr12,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr13,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr14,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr15,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr2,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr3,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr4,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr5,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr6,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr7,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr8,NA,Salix richardsonii,Kluane,Pika Camp,2017
PC17Sr9,NA,Salix richardsonii,Kluane,Pika Camp,2017
PP17Sp11,NA,Salix pulchra,Kluane,Printers Pass,2017
PP17Sp12,NA,Salix pulchra,Kluane,Printers Pass,2017
PP17Sp13,NA,Salix pulchra,Kluane,Printers Pass,2017
PP17Sp14,NA,Salix pulchra,Kluane,Printers Pass,2017
PP17Sp15,NA,Salix pulchra,Kluane,Printers Pass,2017
PP17Sr16,NA,Salix richardsonii,Kluane,Printers Pass,2017
PP17Sr17,NA,Salix richardsonii,Kluane,Printers Pass,2017
PP17Sr18,NA,Salix richardsonii,Kluane,Printers Pass,2017
PP17Sr19,NA,Salix richardsonii,Kluane,Printers Pass,2017
PP17Sr20,NA,Salix richardsonii,Kluane,Printers Pass,2017
H18Sa1,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa10,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa11,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa12,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa13,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa14,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa15,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa16,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa17,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa18,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa19,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa2,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa20,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa3,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa4,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa5,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa6,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa7,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa8,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sa9,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,2018
H18Sp1,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp10,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp11,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp12,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp13,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp14,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp15,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp16,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp17,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp18,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp19,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp2,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp20,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp21,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp22,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp23,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp24,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp25,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp26,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp27,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp28,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp29,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp3,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp30,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp4,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp5,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp6,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp7,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp8,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sp9,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2018
H18Sr1,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr10,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr11,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr12,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr13,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr14,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr15,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr16,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr17,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr18,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr19,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr2,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr20,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr21,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr22,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr23,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr24,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr25,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr26,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr27,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr28,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr29,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr3,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr30,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr4,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr5,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr6,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr7,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr8,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
H18Sr9,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2018
KP18Sa1,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa10,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa2,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa3,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa4,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa5,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa6,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa7,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa8,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sa9,NA,Salix arctica,Kluane,Kluane Plateau,2018
KP18Sp1,NA,Salix pulchra,Kluane,Kluane Plateau,2018
KP18Sp2,NA,Salix pulchra,Kluane,Kluane Plateau,2018
KP18Sp3,NA,Salix pulchra,Kluane,Kluane Plateau,2018
KP18Sp4,NA,Salix pulchra,Kluane,Kluane Plateau,2018
KP18Sp5,NA,Salix pulchra,Kluane,Kluane Plateau,2018
KP18Sp6,NA,Salix pulchra,Kluane,Kluane Plateau,2018
