"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","mean_stem_elong","mean_leaf_length","mean_width","population","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"3150","EW",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,14,27,22,18,38,32,28,24,25,13,"H17SR30",8316,20.66666667,32.66666667,24.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3151","EW",2016,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,55,45,32,18,45,29,51,120,90,70,"KP16SR60",79200,93.33333333,41.66666667,38.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3152","EW",2016,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,46,66,51,31,43,41,41,200,170,180,"KP16SR58",154836,183.3333333,41.66666667,58.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3153","EW",2016,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,76,77,56,35,49,48,45,240,250,150,"KP16SR57",327712,213.3333333,47.33333333,66.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3154","EW",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,44,46,47,29,43,37,42,150,130,100,"PP17SR16",95128,126.6666667,40.66666667,46.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3155","EW",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,19,23,24,16,27,26,28,36,35,25,"H17SR35",10488,32,27,23.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3156","EW",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,4,3,2,8,18,19,22,15,18,8,"H17SR37",24,13.66666667,19.66666667,2.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3157","EW",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,39,51,69,23,40,42,38,95,80,200,"PP17SR20",137241,125,40,60,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3158","EW",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,37,36,33,28,34,38,50,80,70,170,"PP17SR19",43956,106.6666667,40.66666667,34.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3159","EW",2018,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,10,14,12,14,30,30,25,45,32,24,"H18SR30",1680,33.66666667,28.33333333,13,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3160","EW",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,7,18,4,7,17,20,16,8,6,8,"KP18SA8",504,7.333333333,17.66666667,11,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3161","EW",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,3.5,8.5,5,5,25,38,20,4,2,3,"KP18SA9",148.75,3,27.66666667,6.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3162","EW",2018,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,10,12,6,7,24,23,21,14,23,35,"H18SR27",720,24,22.66666667,9,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3163","EW",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,4.5,17,9,7,38,25,46,13,5,4,"KP18SA10",688.5,7.333333333,36.33333333,13,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3164","EW",2018,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,3,13,8,6,19,22,25,5,4,3,"H18SR29",312,4,22,10.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3165","EW",2017,"Salix richardsonii","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR36",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3166","EW",2018,"Salix arctica","Common_garden","2022-08-17",8,17,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3167","CF",2013,"Salix pulchra","Common_garden",NA,7,23,2023,10.6,23.9,18.4,20,31,30,29,6,21,18,"HESP12",4661.456,15,30,21.15,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSp12","30% biomass is dead, 20% yellowing, rest green",10
"3168","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,9.5,6.5,5.7,9,20,14,19,2,1,1,"HESP17",351.975,1.333333333,17.66666667,6.1,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"Hesp17","Five to 12 yellow and brown leaves",10
"3169","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP2",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSp2","",10
"3170","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,5.6,6.2,3.6,10,22,34,31,7,10,4,"HESP20",124.992,7,29,4.9,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HESp20","100% leaves yellow brown",10
"3171","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,14.3,15.6,9.9,11,30,24,24,22,7,8,"HESP4",2208.492,12.33333333,26,12.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSp4","70% yellowing, cobweb",10
"3172","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,14.4,11,5.3,8,24,22,17,12,8,10,"HESR13",839.52,10,21,8.15,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSR13","5% yellowing",10
"3173","LB",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,12.3,25.8,14.1,16,25,23,22,12,23,15,"HESR2",4474.494,16.66666667,23.33333333,19.95,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSR2","75% yellowing",10
"3174","AC",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,9,10.4,9.4,8,21,22,19,7,5,4,"HESR23",879.84,5.333333333,20.66666667,9.9,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HESR23","20% leaves are yellowing and going red",10
"3175","AC",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR26",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSR26","Looks dead",10
"3176","LB",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,15.6,26.7,21,12,25,27,28,11,14,20,"HESR3",8746.92,15,26.66666667,23.85,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSR3","20% yellowing",10
"3177","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,11.4,25.1,19.8,12,26,29,25,17,12,7,"HESR7",5665.572,12,26.66666667,22.45,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSR7","30% yellow",10
"3178","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,16.2,22.9,17.2,20,27,29,25,4,16,32,"HESR8",6380.856,17.33333333,27,20.05,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HeSR8","65% yellow leaves, burn orange, brown",10
"3179","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,10.2,5.5,5.9,27,25,21,18,5,4,4,"KLSPC1",330.99,4.333333333,21.33333333,5.7,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpC1","Just starting to yellow",10
"3180","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPC10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpC10","",10
"3181","AB",2013,"Salix pulchra","Common_garden",NA,7,23,2023,32.3,110.4,72.9,45,51,62,43,50,55,26,"KLSPC13",259955.568,43.66666667,52,91.65,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPC13","23% dead, 20% yellow crunchy sickly, 20% yellowing, 60% green",10
"3182","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,20.9,46.5,24.6,13,23,29,26,6,11,12,"KLSPC3",23907.51,9.666666667,26,35.55,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpC3","30% yellowing, rest bright green",10
"3183","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,5.7,18.3,22.9,24,25,24,30,5,7,11,"KLSPC8",2388.699,7.666666667,26.33333333,20.6,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpC8","10% yellowing",10
"3184","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,16.5,46.6,28.7,23,38,32,37,54,16,18,"KLSPC9",22067.43,29.33333333,35.66666667,37.65,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpC9","20% starting to yellow",10
"3185","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,27.1,18.2,13.6,23,23,22,27,14,19,12,"KLSPE1",6707.792,15,24,15.9,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE1","20% brown and deadish, rest is green",10
"3186","CF",2013,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE10","",10
"3187","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE11",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpE11","Fully dead, recently in the last year, lots of dead leaves, big",10
"3188","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,34.1,108.3,80.7,44,34,32,42,184,52,79,"KLSPE12",298027.521,105,36,94.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpE12","Doing well",10
"3189","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,45.3,75.4,61.2,28,60,56,50,34,55,63,"KLSPE14",209035.944,50.66666667,55.33333333,68.3,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpE14","Cut two dead branches 25% biomass, yellow leaves 10% biomass ",10
"3190","MG",2013,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE15",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpE15","Fully dead",10
"3191","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,24,102.3,87.5,49,44,48,40,40,122,15,"KLSPE2",214830,59,44,94.9,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE2","20% dead, 2 branches removed, rest green",10
"3192","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,32.5,84.9,58.4,55,53,44,42,55,275,234,"KLSPE4",161140.2,188,46.33333333,71.65,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE4","One yellow dead branch 8%, 30% yellowing with rust, rest alive and green",10
"3193","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,21.2,41.7,33.2,25,30,34,24,30,15,32,"KLSPE5",29350.128,25.66666667,29.33333333,37.45,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpE5","30% rust, one branch with 15% of the plant dying without leaves",10
"3194","CF",2013,"Salix pulchra","Common_garden",NA,7,23,2023,95.9,183.5,117,68,84,82,69,463,357,515,"KLSPE6",2058925.05,445,78.33333333,150.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE6","Pruned dead branches off. 6 dead branches, 15% of biomass. 10% of biomass has yellow crunchy leaves, 10% yellowing with brown patches ",10
"3195","CF",2013,"Salix pulchra","Common_garden",NA,7,23,2023,28.7,34.7,27.4,20,35,29,34,42,11,15,"KLSPE7",27287.386,22.66666667,32.66666667,31.05,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE7","20% browning at the tips of the leaves",10
"3196","CF",2013,"Salix pulchra","Common_garden",NA,7,23,2023,24.1,57.2,42.9,40,54,42,45,182,28,22,"KLSPE8",59138.508,77.33333333,47,50.05,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE8","Long branch dead 60%, removed, Other part look green",10
"3197","CF",2013,"Salix pulchra","Common_garden",NA,7,23,2023,28.9,123.9,93.8,45,42,51,48,48,70,114,"KLSPE9",335870.598,77.33333333,47,108.85,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE9","One dead branch removed, 18% of biomass, 7% dead, 40% of biomass yellow and crunchy, rest is green",10
"3198","IR",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,108.7,160.2,130.7,85,68,67,59,253,55,87,"KLSRC10",2275975.818,131.6666667,64.66666667,145.45,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC10","All green, with spider webs",10
"3199","LB",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,115.7,126.1,112.5,95,56,67,54,104,83,86,"KLSRC2",1641349.125,91,59,119.3,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC2","Green, happy and huge, 6% dead stems, spider webs",10
"3200","IR",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,93.7,142.3,106.6,60,47,43,45,55,40,63,"KLSRC6",1421352.166,52.66666667,45,124.45,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC6","20% yellowing",10
"3201","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,81.4,113.9,78.6,55,50,58,61,35,554,88,"KLSRE10",728736.756,225.6666667,56.33333333,96.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE10","Eight branches removed, 50% of biomass, 2% yellowing",10
"3202","IR",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,100.5,154.8,138.7,90,65,59,74,52,65,112,"KLSRE11",2157811.38,76.33333333,66,146.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE11","15% dead, removed, thriving, new growth near bottom, 2% dead branches",10
"3203","IR",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,105.3,140.7,107.3,66,44,38,40,92,84,79,"KLSRE13",1589725.683,85,40.66666667,124,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE13","20% yellowing, 15% browning",10
"3204","IR",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,42.7,106.8,67.8,30,49,42,41,30,10,13,"KLSRE14",309192.408,17.66666667,44,87.3,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE14","Two branches removed, 40% biomass, 20% browning",10
"3205","IR",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,86.3,130.7,82.9,50,50,53,48,77,54,230,"KLSRE15",935063.089,120.3333333,50.33333333,106.8,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE15","Three big branches removed and a bunch of smaller ones, 20% biomass removed, 20% brown patches on leaves",10
"3206","LB",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,102.6,273,239.5,115,54,55,59,128,110,116,"KLSRE4",6708347.1,118,56,256.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE4","Green, happy and huge",10
"3207","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,83.4,126.5,97,48,52,54,50,78,65,32,"KLSRE6",1023359.7,58.33333333,52,111.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE6","%2 of biomass looks dead and removed, thriving and green",10
"3208","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE7","Looks dead",10
"3209","SW",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,78.8,127.1,124.6,62,49,56,52,98,35,25,"KLSRE9",1247928.808,52.66666667,52.33333333,125.85,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE9","Lots of small branches removed because dead, 15% biomass, 2% yellowing",10
"3210","IMS",2015,"Salix pulchra","Common_garden",NA,7,23,2023,3.7,4.9,5.5,9,28,18,19,12,15,4,"H15SP1",99.715,10.33333333,21.66666667,5.2,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp1","100% browning or yellowing",8
"3211","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,5.7,8.8,8.8,18,39,33,32,59,5,6,"H15SP10",441.408,23.33333333,34.66666667,8.8,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp10","50% yellowing, only six leaves",8
"3212","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,10,13.2,9.6,17,35,36,30,26,23,21,"H15SP13",1267.2,23.33333333,33.66666667,11.4,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp13","60% yellowing, it has rallied",8
"3213","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,8.7,21.8,19.5,12,20,NA,NA,10,6,4,"H15SP15",3698.37,6.666666667,NA,20.65,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp15","Dead. Looks dead. Nothing removed. Not sure if it grew this year. Check phenocam.",8
"3214","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp17","",8
"3215","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP18",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp18","",8
"3216","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp19","",8
"3217","IMS",2015,"Salix pulchra","Common_garden",NA,7,23,2023,5.2,7.3,5.2,5,19,14,12,4,5,6,"H15SP2",197.392,5,15,6.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp2","80% yellow, 20% yellowing",8
"3218","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,5.6,9.8,9.9,10,23,26,25,15,23,17,"H15SP20",543.312,18.33333333,24.66666667,9.85,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp20","40% yellowing",8
"3219","MG",2015,"Salix pulchra","Common_garden",NA,7,23,2023,5.1,11.3,8.4,7,20,22,14,15,11,21,"H15SP23",484.092,15.66666667,18.66666667,9.85,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp23","Yellow leaves 35%",8
"3220","MG",2015,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP24",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp24","",8
"3221","AB",2015,"Salix pulchra","Common_garden",NA,7,23,2023,8.3,18.4,16.5,11,21,24,25,20,9,24,"H15SP25",2519.88,17.66666667,23.33333333,17.45,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15SP25","10% yellow, 100% are brown at tips, 40% yellowing",8
"3222","AB",2015,"Salix pulchra","Common_garden",NA,7,23,2023,9.8,22.9,23,11,24,29,31,20,9,15,"H15SP27",5161.66,14.66666667,28,22.95,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15SP27","100% leaves turning brown at the tip",8
"3223","AB",2015,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29","",8
"3224","IMS",2015,"Salix pulchra","Common_garden",NA,7,23,2023,9.4,15.7,15.4,12,22,27,30,22,12,15,"H15SP5",2272.732,16.33333333,26.33333333,15.55,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp5","40% yellow, 20% yellowing, rest green",8
"3225","IMS",2015,"Salix pulchra","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP6",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp6","Looks dead",8
"3226","IMS",2015,"Salix pulchra","Common_garden",NA,7,23,2023,9.8,17.5,10.8,10,25,20,19,3,2,12,"H15SP8",1852.2,5.666666667,21.33333333,14.15,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp8","30% yellowing, 40% yellowing",8
"3227","CF",2015,"Salix pulchra","Common_garden",NA,7,23,2023,13.9,18.3,10.6,12,26,19,23,7,4,9,"H15SP9",2696.322,6.666666667,22.66666667,14.45,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp9","95% yellow, 5% yellowing, looking quite sad",8
"3228","SW",2015,"Salix richardsonii","Common_garden",NA,7,23,2023,5.3,15.6,10.9,9,25,12,19,20,4,3,"H15SR19",901.212,9,18.66666667,13.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr19","3% yellowing, quite green",8
"3229","SW",2015,"Salix richardsonii","Common_garden",NA,7,23,2023,5.2,5.8,3.8,9,9,19,15,2,3,2,"H15SR20",114.608,2.333333333,14.33333333,4.8,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr20","30% yellowing",8
"3230","LB",2015,"Salix richardsonii","Common_garden",NA,7,23,2023,20.6,22.8,13.5,12,37,34,30,24,18,35,"H15SR5",6340.68,25.66666667,33.66666667,18.15,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr5","60% yellowing",8
"3231","SW",2015,"Salix richardsonii","Common_garden",NA,7,23,2023,38.9,28.4,26.9,18,50,43,40,214,61,75,"K15SSR8",29718.044,116.6666667,44.33333333,27.65,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr8","Looking green and happy",8
"3232","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,9.6,10.5,4.9,4,22,21,23,3,2,4,"KLSPC2",493.92,3,22,7.7,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSpC2","Tip of one stem looking dead, rest green",10
"3233","IMS",2013,"Salix pulchra","Common_garden",NA,7,23,2023,12.9,10,9.4,12,27,32,33,18,15,12,"KLSPE3",1212.6,15,30.66666667,9.7,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE3","5% yellowing, brown tips",10
"3234","AC",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,75.8,150,143.5,115,68,63,71,190,175,37,"KLSRC13",1631595,134,67.33333333,146.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC13","Thriving",10
"3235","IR",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7","",10
"3236","CF",2013,"Salix richardsonii","Common_garden",NA,7,23,2023,53.4,110.5,84,57,48,44,62,457,54,392,"KPSR5",495658.8,301,51.33333333,97.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,"KP_Sr_5","20% yellow and crunchy, rest green, spider web",10
"3237","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,6.3,34.6,36.4,15,37,42,47,42,19,31,"H15SA10",7934.472,30.66666667,42,35.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa10","20% yellow, 60% yellowing",8
"3238","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,2.6,4.4,3,7,25,16,18,10,12,NA,"H15SA11",34.32,NA,19.66666667,3.7,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa11","50% brown patches, eight leaves, small but mighty",8
"3239","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,4.9,27.5,19.8,23,52,48,41,14,17,9,"H15SA12",2668.05,13.33333333,47,23.65,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa12","15% yellow, 30% yellowing",8
"3240","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,3.6,16.1,10.6,11,31,30,27,7,15,12,"H15SA14",614.376,11.33333333,29.33333333,13.35,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa14","30% yellowing",8
"3241","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,3.4,12.2,9.9,5,24,27,29,4,6,8,"H15SA15",410.652,6,26.66666667,11.05,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15sa15","100% yellowing",8
"3242","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA18",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15sa18","",8
"3243","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,6.7,25.2,20.2,12,35,43,42,18,20,28,"H15SA19",3410.568,22,40,22.7,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15sa19","15% yellow, 30% yellowing and redding",8
"3244","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,3.9,10.4,9.1,6,32,30,28,12,7,1,"H15SA20",369.096,6.666666667,30,9.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15sa20","30% yellow, 20% yellowing",8
"3245","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,4.9,23.3,11.2,7,64,41,53,6,24,31,"H15SA3",1278.704,20.33333333,52.66666667,17.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa3","100% yellow and purple patches",8
"3246","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,4.7,16.1,12.4,11,28,26,29,7,3,6,"H15SA7",938.308,5.333333333,27.66666667,14.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa7","15% yellow, 85% brown patches",8
"3247","JB",2015,"Salix arctica","Common_garden",NA,7,23,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA9",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa9","",8
"3248","AC",2015,"Salix richardsonii","Common_garden",NA,7,23,2023,6.2,5.8,11.2,5,23,21,25,17,8,15,"H15SR29",402.752,13.33333333,23,8.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"H15SR29","Tiny but happy",8
"3249","SAB",2016,"Salix arctica","Common_garden",NA,7,23,2023,6.4,25.7,21.8,6,37,25,25,6,10,12,"HE16SA14",3585.664,9.333333333,29,23.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA14","60% brown patches",7
"3250","JA",2016,"Salix arctica","Common_garden",NA,7,23,2023,7.6,24.1,20.7,8,58,49,41,5,12,22,"HE16SA3",3791.412,13,49.33333333,22.4,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,"HE16Sa3","35% have brown patches",7
