,X,Bed,Year_planted,Species,Site,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter,Length_1_mm,Length_2_mm,Length_3_mm,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,SampleID_standard,biovolume,mean_stem_elong,mean_leaf_length,mean_width,population,Latitude,Longitude,Elevation,Date_propagated,Date_planted,Mother_LS,Cutting_length,Cutting_diameter,Sample_ID,July_2023_notes,Sample_age
2487,2487,LB,2016,Salix richardsonii,Common_garden,NA,8,19,2020,25.7,NA,NA,NA,35,35,33,71,71,70,KP16SR41,NA,70.66666667,34.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2488,2488,LB,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR43,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2489,2489,LB,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR44,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2490,2490,LB,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR45,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2491,2491,IR,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR46,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2492,2492,GD,2016,Salix richardsonii,Common_garden,NA,8,19,2020,17.5,NA,NA,NA,37,36,42,91,78,72,KP16SR51,NA,80.33333333,38.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2493,2493,GD,2016,Salix richardsonii,Common_garden,NA,8,19,2020,40.4,NA,NA,NA,47,51,46,82,137,118,KP16SR52,NA,112.3333333,48,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2494,2494,GD,2016,Salix richardsonii,Common_garden,NA,8,19,2020,13.1,NA,NA,NA,33,30,30,57,42,73,KP16SR53,NA,57.33333333,31,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2495,2495,GD,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR54,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2496,2496,GD,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR55,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2497,2497,EW,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR56,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2498,2498,EW,2016,Salix richardsonii,Common_garden,NA,8,19,2020,48.4,NA,NA,NA,44,42,43,142,154,163,KP16SR57,NA,153,43,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2499,2499,EW,2016,Salix richardsonii,Common_garden,NA,8,19,2020,16.8,NA,NA,NA,45,44,38,58,82,94,KP16SR58,NA,78,42.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2500,2500,EW,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR59,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2501,2501,EW,2016,Salix richardsonii,Common_garden,NA,8,19,2020,28.9,NA,NA,NA,41,44,40,51,66,74,KP16SR60,NA,63.66666667,41.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2502,2502,GD,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP16SR8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2503,2503,JB,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2504,2504,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA13,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2505,2505,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2506,2506,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2507,2507,SAB,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2508,2508,SAB,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2509,2509,JB,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2510,2510,JB,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SA9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2511,2511,IMS,2017,Salix pulchra,Common_garden,NA,8,19,2020,19.1,NA,NA,NA,34,38,34,35,25,23,KP17SP1,NA,27.66666667,35.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2512,2512,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2513,2513,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP11,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2514,2514,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,32.2,NA,NA,NA,39.74,46.61,39.25,45,143,152,KP17SP12,NA,113.3333333,41.86666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2515,2515,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP13,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2516,2516,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,7.8,NA,NA,NA,NA,NA,NA,37.16,30.15,41.46,KP17SP14,NA,36.25666667,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2517,2517,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP15,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2518,2518,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP16,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2519,2519,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP17,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2520,2520,IMS,2017,Salix pulchra,Common_garden,NA,8,19,2020,21.1,NA,NA,NA,35,35,36,34,25,18,KP17SP2,NA,25.66666667,35.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2521,2521,IMS,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2522,2522,IMS,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2523,2523,SL,2017,Salix pulchra,Common_garden,NA,8,19,2020,35.3,NA,NA,NA,44,41,52,77,73,74,KP17SP5,NA,74.66666667,45.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2524,2524,MG,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2525,2525,MG,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2526,2526,MG,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SP8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2527,2527,AB,2017,Salix pulchra,Common_garden,NA,8,19,2020,14.2,NA,NA,NA,34.8,33.25,26.11,31.97,52.94,48.96,KP17SP9,NA,44.62333333,31.38666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2528,2528,LB,2017,Salix richardsonii,Common_garden,NA,8,19,2020,16.4,NA,NA,NA,42,42,40,64,75,78,KP17SR1,NA,72.33333333,41.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2529,2529,LB,2017,Salix richardsonii,Common_garden,NA,8,19,2020,21.7,NA,NA,NA,41,38,40,81,66,56,KP17SR2,NA,67.66666667,39.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2530,2530,LB,2017,Salix richardsonii,Common_garden,NA,8,19,2020,22.5,NA,NA,NA,40,38,41,55,36,62,KP17SR3,NA,51,39.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2531,2531,LB,2017,Salix richardsonii,Common_garden,NA,8,19,2020,25.3,NA,NA,NA,34,31,35,45,38,60,KP17SR4,NA,47.66666667,33.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2532,2532,LB,2017,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP17SR5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2533,2533,JA,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2534,2534,EW,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2535,2535,JA,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2536,2536,JA,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2537,2537,JA,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2538,2538,EW,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2539,2539,EW,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2540,2540,EW,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2541,2541,EW,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2542,2542,EW,2018,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SA9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2543,2543,JG,2018,Salix pulchra,Common_garden,NA,8,19,2020,24.6,NA,NA,NA,43,35,45,144,62,18,KP18SP1,NA,74.66666667,41,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2544,2544,JG,2018,Salix pulchra,Common_garden,NA,8,19,2020,32,NA,NA,NA,54,52,41,65,51,160,KP18SP2,NA,92,49,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2545,2545,JG,2018,Salix pulchra,Common_garden,NA,8,19,2020,24.1,NA,NA,NA,41,42,36,26,28,27,KP18SP3,NA,27,39.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2546,2546,JG,2018,Salix pulchra,Common_garden,NA,8,19,2020,25.4,NA,NA,NA,32,27,25,18,44,20,KP18SP4,NA,27.33333333,28,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2547,2547,MG,2018,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SP5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2548,2548,MG,2018,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KP18SP6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2549,2549,AB,2013,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KPSP14,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2550,2550,AB,2013,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KPSP15,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2551,2551,CF,2013,Salix richardsonii,Common_garden,NA,8,19,2020,52.9,NA,NA,NA,46,51,47,106,131,94,KPSR5,NA,110.3333333,48,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2552,2552,JA,2016,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESA2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2553,2553,IMS,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2554,2554,IMS,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESP2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2555,2555,IMS,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESP5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2556,2556,AB,2016,Salix pulchra,Common_garden,NA,8,19,2020,18.2,NA,NA,NA,49.68,47.5,64.49,16.8,13.2,20,PC16CESP7,NA,16.66666667,53.89,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2557,2557,IR,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESR10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2558,2558,IR,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESR6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2559,2559,IR,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESR8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2560,2560,IR,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CESR9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2561,2561,JA,2016,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSA1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2562,2562,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2563,2563,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSP10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2564,2564,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSP2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2565,2565,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSP3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2566,2566,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,8.3,NA,NA,NA,24,22,25,8,14,17,PC16CWSP6,NA,13,23.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2567,2567,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,19.2,NA,NA,NA,41,41,36,21,31,29,PC16CWSP7,NA,27,39.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2568,2568,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSP8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2569,2569,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,11.1,NA,NA,NA,33,31,34,51,55,39,PC16CWSP9,NA,48.33333333,32.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2570,2570,AC,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSR10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2571,2571,AC,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSR6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2572,2572,AC,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16CWSR8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2573,2573,SAB,2016,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSA1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2574,2574,SAB,2016,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSA2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2575,2575,SAB,2016,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSA3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2576,2576,SAB,2016,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSA4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2577,2577,SAB,2016,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSA5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2578,2578,JG,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2579,2579,JG,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSP2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2580,2580,JG,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSP5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2581,2581,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSP6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2582,2582,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSP7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2583,2583,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSP8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2584,2584,SL,2016,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSP9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2585,2585,EW,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSR1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2586,2586,SW,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16PVSR8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2587,2587,GD,2016,Salix richardsonii,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC16SR5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2588,2588,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2589,2589,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2590,2590,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2591,2591,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2592,2592,JB,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2593,2593,JB,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2594,2594,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2595,2595,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2596,2596,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2597,2597,JA,2017,Salix arctica,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SA9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2598,2598,SL,2017,Salix pulchra,Common_garden,NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC17SP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2599,2599,JG,2017,Salix pulchra,Common_garden,NA,8,19,2020,7.3,NA,NA,NA,34,32,37,15,18,11,PC17SP10,NA,14.66666667,34.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
