,X,Bed,Year_planted,Species,Site,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter,Length_1_mm,Length_2_mm,Length_3_mm,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,SampleID_standard,biovolume,mean_stem_elong,mean_leaf_length,mean_width,population,Latitude,Longitude,Elevation,Date_propagated,Date_planted,Mother_LS,Cutting_length,Cutting_diameter,Sample_ID,July_2023_notes,Sample_age
1337,1337,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA1,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1338,1338,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,3.2,NA,NA,NA,26.29,28.79,26.07,14.98,22.95,30.38,H15SA10,NA,22.77,27.05,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1339,1339,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,1.6,NA,NA,NA,NA,NA,NA,7.57,10.35,7.88,H15SA11,NA,8.6,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1340,1340,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,5,NA,NA,NA,39.37,31.84,27.5,6.58,7.92,11.26,H15SA12,NA,8.586666667,32.90333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1341,1341,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,1.1,NA,NA,NA,NA,NA,NA,11.81,8.53,9.52,H15SA14,NA,9.953333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1342,1342,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,1,NA,NA,NA,13.09,7.4,8.87,6.13,3.22,3.5,H15SA15,NA,4.283333333,9.786666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1343,1343,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA16,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1344,1344,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA17,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1345,1345,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,3.5,NA,NA,NA,8.28,10.51,9.14,5.03,4.8,4.18,H15SA18,NA,4.67,9.31,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1346,1346,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,4,NA,NA,NA,25.92,19.89,21.9,23.56,14.04,17.59,H15SA19,NA,18.39666667,22.57,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1347,1347,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA20,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1348,1348,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA20,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1349,1349,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,4.4,NA,NA,NA,28.93,27.71,25.61,23.4,20.57,19.16,H15SA3,NA,21.04333333,27.41666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1350,1350,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA4,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1351,1351,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA5,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1352,1352,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,5.6,NA,NA,NA,27.56,23.68,27.31,20.97,22.2,21.62,H15SA7,NA,21.59666667,26.18333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1353,1353,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SA8,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1354,1354,JB,2015,Salix arctica,Common_garden,NA,8,23,2019,1.6,NA,NA,NA,NA,NA,NA,21.05,18.21,10.71,H15SA9,NA,16.65666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1355,1355,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,5.7,NA,NA,NA,NA,NA,NA,10.82,9.97,NA,H15SP1,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1356,1356,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,5.9,NA,NA,NA,NA,NA,NA,16.26,7.21,22.24,H15SP10,NA,15.23666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1357,1357,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP11,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1358,1358,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP12,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1359,1359,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,9.6,NA,NA,NA,26.95,19.83,22.42,21.46,13.5,11.76,H15SP13,NA,15.57333333,23.06666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1360,1360,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,10.4,NA,NA,NA,NA,NA,NA,8.89,11.97,9.36,H15SP14,NA,10.07333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1361,1361,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,10.6,NA,NA,NA,30.98,27.24,29.09,28.03,43.15,32.34,H15SP15,NA,34.50666667,29.10333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1362,1362,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP16,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1363,1363,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,2.2,NA,NA,NA,NA,NA,NA,28.92,30.49,13.03,H15SP17,NA,24.14666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1364,1364,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,16.4,NA,NA,NA,22.36,23.84,NA,27.39,14.93,33.39,H15SP18,NA,25.23666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1365,1365,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,11.1,NA,NA,NA,18.97,15.95,14.93,22.67,21.15,5.42,H15SP19,NA,16.41333333,16.61666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1366,1366,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,4.9,NA,NA,NA,NA,NA,NA,6.8,8.79,16.59,H15SP2,NA,10.72666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1367,1367,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,6.3,NA,NA,NA,NA,NA,NA,11.43,17.74,13.26,H15SP20,NA,14.14333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1368,1368,MG,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP21,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1369,1369,MG,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP22,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1370,1370,MG,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP23,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1371,1371,MG,2015,Salix pulchra,Common_garden,NA,8,23,2019,9.9,NA,NA,NA,17.82,21.66,16.84,5.07,9.14,7.32,H15SP24,NA,7.176666667,18.77333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1372,1372,AB,2015,Salix pulchra,Common_garden,NA,8,23,2019,4.6,NA,NA,NA,24.89,16.45,18.86,14.13,27.32,49.38,H15SP25,NA,30.27666667,20.06666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1373,1373,AB,2015,Salix pulchra,Common_garden,NA,8,23,2019,10.5,NA,NA,NA,23.58,26.93,20.28,20.83,19.82,48.53,H15SP27,NA,29.72666667,23.59666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1374,1374,AB,2015,Salix pulchra,Common_garden,NA,8,23,2019,8.2,NA,NA,NA,19.7,18.15,18.09,16.54,24.47,12.48,H15SP29,NA,17.83,18.64666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1375,1375,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP3,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1376,1376,AB,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP30,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1377,1377,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP4,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1378,1378,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,6.5,NA,NA,NA,NA,NA,NA,31.23,39.61,21.11,H15SP5,NA,30.65,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1379,1379,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,5.2,NA,NA,NA,NA,NA,NA,23.44,28.23,34.95,H15SP6,NA,28.87333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1380,1380,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SP7,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1381,1381,IMS,2015,Salix pulchra,Common_garden,NA,8,23,2019,7.7,NA,NA,NA,NA,NA,NA,17.79,19.89,20.87,H15SP8,NA,19.51666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1382,1382,CF,2015,Salix pulchra,Common_garden,NA,8,23,2019,13.1,NA,NA,NA,NA,NA,NA,11.77,30.37,22.83,H15SP9,NA,21.65666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1383,1383,LB,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR11,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1384,1384,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR12,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1385,1385,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR13,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1386,1386,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR14,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1387,1387,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR15,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1388,1388,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR16,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1389,1389,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR17,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1390,1390,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR18,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1391,1391,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,6.8,NA,NA,NA,NA,NA,NA,8.45,12.49,17.29,H15SR19,NA,12.74333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1392,1392,SW,2015,Salix richardsonii,Common_garden,NA,8,23,2019,8.6,NA,NA,NA,NA,NA,NA,11.79,5.4,6.11,H15SR20,NA,7.766666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1393,1393,IR,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR22,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1394,1394,IR,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR23,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1395,1395,IR,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR24,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1396,1396,AC,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR25,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1397,1397,AC,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR26,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1398,1398,AC,2015,Salix richardsonii,Common_garden,NA,8,23,2019,4.8,NA,NA,NA,19.64,17.14,15.25,11.36,11.93,8.74,H15SR29,NA,10.67666667,17.34333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1399,1399,LB,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR3,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1400,1400,AC,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR30,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1401,1401,LB,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR4,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1402,1402,LB,2015,Salix richardsonii,Common_garden,NA,8,23,2019,10.1,NA,NA,NA,NA,NA,NA,15.01,17.94,18.94,H15SR5,NA,17.29666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1403,1403,LB,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR6,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1404,1404,LB,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR8,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1405,1405,LB,2015,Salix richardsonii,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR9,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
1406,1406,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA1,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1407,1407,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,5.2,NA,NA,NA,28.15,23.61,27.61,13.35,12.77,NA,H17SA10,NA,NA,26.45666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1408,1408,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA11,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1409,1409,SAB,2017,Salix arctica,Common_garden,NA,8,23,2019,4.2,NA,NA,NA,29.21,24.92,19.79,17.42,6.76,NA,H17SA12,NA,NA,24.64,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1410,1410,SAB,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA13,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1411,1411,SAB,2017,Salix arctica,Common_garden,NA,8,23,2019,3.2,NA,NA,NA,24.59,NA,NA,15.3,8.92,NA,H17SA14,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1412,1412,SAB,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA16,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1413,1413,JB,2017,Salix arctica,Common_garden,NA,8,23,2019,1.7,NA,NA,NA,21.8,19.83,20.34,7.08,12.82,9.3,H17SA17,NA,9.733333333,20.65666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1414,1414,JB,2017,Salix arctica,Common_garden,NA,8,23,2019,5.3,NA,NA,NA,30.83,35.99,36.22,6.77,11.57,11.05,H17SA18,NA,9.796666667,34.34666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1415,1415,JB,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA19,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1416,1416,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA2,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1417,1417,JB,2017,Salix arctica,Common_garden,NA,8,23,2019,2.8,NA,NA,NA,26.03,27.07,24.45,9.47,9.05,12.87,H17SA20,NA,10.46333333,25.85,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1418,1418,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,1.4,NA,NA,NA,4.65,NA,NA,9.24,NA,NA,H17SA3,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1419,1419,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA4,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1420,1420,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA5,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1421,1421,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,3.2,NA,NA,NA,46.46,47.14,37.57,37.35,26.36,26.58,H17SA6,NA,30.09666667,43.72333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1422,1422,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SA7,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1423,1423,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,1.4,NA,NA,NA,13.01,12.54,NA,4.48,2.31,NA,H17SA8,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1424,1424,JA,2017,Salix arctica,Common_garden,NA,8,23,2019,3.2,NA,NA,NA,23.37,25.74,22.45,10.63,12.41,10.33,H17SA9,NA,11.12333333,23.85333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1425,1425,IMS,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP1,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1426,1426,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,5.2,NA,NA,NA,24.18,20.09,21.42,21.58,17.3,10.63,H17SP10,NA,16.50333333,21.89666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1427,1427,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP11,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1428,1428,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,4.4,NA,NA,NA,20.57,NA,NA,18.66,14.6,18.63,H17SP12,NA,17.29666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1429,1429,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,21,NA,NA,NA,NA,NA,NA,8.88,6.6,10.47,H17SP13,NA,8.65,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1430,1430,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,21.3,NA,NA,NA,30.54,24.05,26.78,10.66,42.97,24.24,H17SP14,NA,25.95666667,27.12333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1431,1431,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,8.2,NA,NA,NA,NA,NA,NA,10.27,11.38,11.48,H17SP15,NA,11.04333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1432,1432,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP15,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1433,1433,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP17,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1434,1434,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,4.5,NA,NA,NA,20.91,20.13,17.23,11.85,19.37,18,H17SP18,NA,16.40666667,19.42333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1435,1435,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP19,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1436,1436,IMS,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP2,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1437,1437,AB,2017,Salix pulchra,Common_garden,NA,8,23,2019,4.2,NA,NA,NA,NA,NA,NA,43.61,NA,NA,H17SP20,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1438,1438,IMS,2017,Salix pulchra,Common_garden,NA,8,23,2019,4.4,NA,NA,NA,NA,NA,NA,8.33,8.34,10.05,H17SP3,NA,8.906666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1439,1439,IMS,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP4,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1440,1440,IMS,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP5,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1441,1441,IMS,2017,Salix pulchra,Common_garden,NA,8,23,2019,4.5,NA,NA,NA,NA,NA,NA,34.02,13.09,10.1,H17SP6,NA,19.07,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1442,1442,IMS,2017,Salix pulchra,Common_garden,NA,8,23,2019,1.8,NA,NA,NA,NA,NA,NA,17.11,11.98,NA,H17SP7,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1443,1443,SL,2017,Salix pulchra,Common_garden,NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H17SP8,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1444,1444,CF,2017,Salix pulchra,Common_garden,NA,8,23,2019,15.2,NA,NA,NA,27.11,26.28,25.31,31.07,26.18,28.4,H17SP9,NA,28.55,26.23333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1445,1445,LB,2017,Salix richardsonii,Common_garden,NA,8,23,2019,19.2,NA,NA,NA,NA,NA,NA,14.35,10.96,17.33,H17SR1,NA,14.21333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1446,1446,GD,2017,Salix richardsonii,Common_garden,NA,8,23,2019,9.6,NA,NA,NA,30,27.6,31.2,24.37,30.91,33.5,H17SR10,NA,29.59333333,29.6,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
