Sample_ID,Sample_Date,Year,Height,LL1,LL2,LL3,SE1,SE2,SE3,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes
KP16SP42,13/08/2017,2017,,,,,,,,,,,,,
KP16SP1,13/08/2017,2017,,,,,,,,,,,,,
KP16SP2,13/08/2017,2017,,,,,,,,,,,,,
KP16SP44,13/08/2017,2017,,,,,,,,,,,,,
KP16SP3,13/08/2017,2017,,,,,,,,,,,,,
HER-SP 9,13/08/2017,2017,,,,,,,,,,,,,
KP16SP4,13/08/2017,2017,,,,,,,,,,,,,
H15Sp16,13/08/2017,2017,,,,,,,,,,,,,
KP16SP5,13/08/2017,2017,,,,,,,,,,,,,
KP16Sa1,13/08/2017,2017,,,,,,,,,,,,,
KP16Sa2,13/08/2017,2017,,,,,,,,,,,,,
KP16Sa3,13/08/2017,2017,,,,,,,,,,,,,
KP16Sa4,13/08/2017,2017,,,,,,,,,,,,,
PP16MSa2,13/08/2017,2017,,,,,,,,,,,,,
PP16MSa3,13/08/2017,2017,,,,,,,,,,,,,
PP16MSa4,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSa1,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSa2,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSa3,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSa4,13/08/2017,2017,,,,,,,,,,,,,
PC16CWSa5,13/08/2017,2017,,,,,,,,,,,,,
HE16Sa1,13/08/2017,2017,,,,,,,,,,,,,
HE16Sa2,13/08/2017,2017,,,,,,,,,,,,,
HE16Sa4,13/08/2017,2017,,,,,,,,,,,,,
HE16Sa5,13/08/2017,2017,,,,,,,,,,,,,
PC16CESa1,13/08/2017,2017,,,,,,,,,,,,,
PC16CESa3,13/08/2017,2017,,,,,,,,,,,,,
PC16CESa4,13/08/2017,2017,,,,,,,,,,,,,
PC16CESa5,13/08/2017,2017,,,,,,,,,,,,,
K15PBG17,13/08/2017,2017,,,,,,,,,,,,,
H15BN13,13/08/2017,2017,,,,,,,,,,,,,
KP16BN1,13/08/2017,2017,,,,,,,,,,,,,
KP16BN2,13/08/2017,2017,,,,,,,,,,,,,
KP16BN3,13/08/2017,2017,,,,,,,,,,,,,
K15PBg12,13/08/2017,2017,,,,,,,,,,,,,
K15PBg4,13/08/2017,2017,,,,,,,,,,,,,
H15Bn11,13/08/2017,2017,,,,,,,,,,,,,
H15Bn2,13/08/2017,2017,,,,,,,,,,,,,
H15Bn30,13/08/2017,2017,,,,,,,,,,,,,
HE16SP18,13/08/2017,2017,,,,,,,,,,,,,
HE16SP20,13/08/2017,2017,,,,,,,,,,,,,
KP16SP58,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp1,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp2,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp3,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp4,13/08/2017,2017,,,,,,,,,,,,,
PC16PVSp5,13/08/2017,2017,,,,,,,,,,,,,
HE16SP21,13/08/2017,2017,,,,,,,,,,,,,
HE16SP22,13/08/2017,2017,,,,,,,,,,,,,
HE16SP23,13/08/2017,2017,,,,,,,,,,,,,
HE16SP24,13/08/2017,2017,,,,,,,,,,,,,
KP16SP16,13/08/2017,2017,,,,,,,,,,,,,
KP16SP17,13/08/2017,2017,,,,,,,,,,,,,
KP16SP18,13/08/2017,2017,,,,,,,,,,,,,
KP16SP19,13/08/2017,2017,,,,,,,,,,,,,
KP16SP20,13/08/2017,2017,,,,,,,,,,,,,
HE16SP26,13/08/2017,2017,,,,,,,,,,,,,
HE16SP27,13/08/2017,2017,,,,,,,,,,,,,
HE16SP28,13/08/2017,2017,,,,,,,,,,,,,
HE16SP29,13/08/2017,2017,,,,,,,,,,,,,
HE16SP30,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp36,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp37,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp38,13/08/2017,2017,,,,,,,,,,,,,
KP16Sp40,13/08/2017,2017,,,,,,,,,,,,,
PP16TSp6,14/08/2017,2017,,,,,,,,,,,,,
PP16TSp8,14/08/2017,2017,,,,,,,,,,,,,
PP16TSp9,14/08/2017,2017,,,,,,,,,,,,,
PP16TSp10,14/08/2017,2017,,,,,,,,,,,,,
K15PSp6,14/08/2017,2017,,,,,,,,,,,,,
K15PSp7,14/08/2017,2017,,,,,,,,,,,,,
K15PSp8,14/08/2017,2017,,,,,,,,,,,,,
K15PSp9,14/08/2017,2017,,,,,,,,,,,,,
K15PSp10,14/08/2017,2017,,,,,,,,,,,,,
KP16SP47,14/08/2017,2017,,,,,,,,,,,,,
H15Sp21,14/08/2017,2017,,,,,,,,,,,,,
K15ESp10,14/08/2017,2017,,,,,,,,,,,,,
K15ESp6,14/08/2017,2017,,,,,,,,,,,,,
KP16SP48,14/08/2017,2017,,,,,,,,,,,,,
K15ESp7,14/08/2017,2017,,,,,,,,,,,,,
KPSp11,14/08/2017,2017,,,,,,,,,,,,,
K15ESp9,14/08/2017,2017,,,,,,,,,,,,,
H15Sp22,14/08/2017,2017,,,,,,,,,,,,,
K15ESp8,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr28,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr29,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr30,14/08/2017,2017,,,,,,,,,,,,,
PC16CESr6,14/08/2017,2017,,,,,,,,,,,,,
PC16CESr7,14/08/2017,2017,,,,,,,,,,,,,
PC16CESr8,14/08/2017,2017,,,,,,,,,,,,,
PC16CESr9,14/08/2017,2017,,,,,,,,,,,,,
PC16CESr10,14/08/2017,2017,,,,,,,,,,,,,
K15PSr6,14/08/2017,2017,,,,,,,,,,,,,
H15Sr21,14/08/2017,2017,,,,,,,,,,,,,
HE16SR1,14/08/2017,2017,,,,,,,,,,,,,
KP16SR46,14/08/2017,2017,,,,,,,,,,,,,
K15PSr7,14/08/2017,2017,,,,,,,,,,,,,
HE-SR 17,14/08/2017,2017,,,,,,,,,,,,,
K15CSr7,14/08/2017,2017,,,,,,,,,,,,,
HE16SR2,14/08/2017,2017,,,,,,,,,,,,,
KP16SR47,14/08/2017,2017,,,,,,,,,,,,,
K15PSr8,14/08/2017,2017,,,,,,,,,,,,,
H15Sr22,14/08/2017,2017,,,,,,,,,,,,,
K15PSr11,14/08/2017,2017,,,,,,,,,,,,,
HE16SR3,14/08/2017,2017,,,,,,,,,,,,,
KP16SR48,14/08/2017,2017,,,,,,,,,,,,,
K15PSr9,14/08/2017,2017,,,,,,,,,,,,,
H15Sr23,14/08/2017,2017,,,,,,,,,,,,,
K15PSr12,14/08/2017,2017,,,,,,,,,,,,,
HE16SR4,14/08/2017,2017,,,,,,,,,,,,,
KP16SR49,14/08/2017,2017,,,,,,,,,,,,,
K15PSr10,14/08/2017,2017,,,,,,,,,,,,,
H15Sr24,14/08/2017,2017,,,,,,,,,,,,,
HE16SR5,14/08/2017,2017,,,,,,,,,,,,,
KP16SR50,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa11,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa12,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa13,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa14,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa15,14/08/2017,2017,,,,,,,,,,,,,
HE16SA9,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSa1,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSa2,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSa3,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSa4,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSa5,14/08/2017,2017,,,,,,,,,,,,,
HE16SA11,14/08/2017,2017,,,,,,,,,,,,,
HE16SA12,14/08/2017,2017,,,,,,,,,,,,,
HE16SA13,14/08/2017,2017,,,,,,,,,,,,,
HE16SA15,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa16,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa17,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa18,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa19,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa20,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa7,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa8,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa9,14/08/2017,2017,,,,,,,,,,,,,
KP16Sa10,14/08/2017,2017,,,,,,,,,,,,,
HE16SA16,14/08/2017,2017,,,,,,,,,,,,,
HE16SA17,14/08/2017,2017,,,,,,,,,,,,,
HE16SA18,14/08/2017,2017,,,,,,,,,,,,,
HE16SA19,14/08/2017,2017,,,,,,,,,,,,,
HE16SA20,14/08/2017,2017,,,,,,,,,,,,,
PP16TSr6,14/08/2017,2017,,,,,,,,,,,,,
PP16TSr7,14/08/2017,2017,,,,,,,,,,,,,
PP16TSr8,14/08/2017,2017,,,,,,,,,,,,,
PP16TSr9,14/08/2017,2017,,,,,,,,,,,,,
PP16TSr10,14/08/2017,2017,,,,,,,,,,,,,
HE16SR6,14/08/2017,2017,,,,,,,,,,,,,
HE16SR7,14/08/2017,2017,,,,,,,,,,,,,
HE16SR8,14/08/2017,2017,,,,,,,,,,,,,
HE16SR9,14/08/2017,2017,,,,,,,,,,,,,
HE16SR10,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr6,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr31,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr7,14/08/2017,2017,,,,,,,,,,,,,
H15Sr25,14/08/2017,2017,,,,,,,,,,,,,
K15PSR13,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr32,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr8,14/08/2017,2017,,,,,,,,,,,,,
H15Sr28,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr33,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr9,14/08/2017,2017,,,,,,,,,,,,,
H15Sr26,14/08/2017,2017,,,,,,,,,,,,,
K15PSR14,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr34,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr10,14/08/2017,2017,,,,,,,,,,,,,
H15Sr27,14/08/2017,2017,,,,,,,,,,,,,
H15SR30,14/08/2017,2017,,,,,,,,,,,,,
K15PSR15,14/08/2017,2017,,,,,,,,,,,,,
KP16Sr35,14/08/2017,2017,,,,,,,,,,,,,
PP16TSP1,14/08/2017,2017,,,,,,,,,,,,,
PP16TSP2,14/08/2017,2017,,,,,,,,,,,,,
PP16TSP3,14/08/2017,2017,,,,,,,,,,,,,
PP16TSP4,14/08/2017,2017,,,,,,,,,,,,,
PP16TSP5,14/08/2017,2017,,,,,,,,,,,,,
KP16SP49,14/08/2017,2017,,,,,,,,,,,,,
HER-SP 30,14/08/2017,2017,,,,,,,,,,,,,
KP16SP50,14/08/2017,2017,,,,,,,,,,,,,
PC16CESp6,14/08/2017,2017,,,,,,,,,,,,,
KP16Sp31,14/08/2017,2017,,,,,,,,,,,,,
KPSP12,14/08/2017,2017,,,,,,,,,,,,,
KP16SP6,14/08/2017,2017,,,,,,,,,,,,,
HE16SP1,14/08/2017,2017,,,,,,,,,,,,,
H15SP28,14/08/2017,2017,,,,,,,,,,,,,
KP16Sp32,14/08/2017,2017,,,,,,,,,,,,,
KPSP13,14/08/2017,2017,,,,,,,,,,,,,
KP16SP7,14/08/2017,2017,,,,,,,,,,,,,
HE16SP2,14/08/2017,2017,,,,,,,,,,,,,
PC16CESp8,14/08/2017,2017,,,,,,,,,,,,,
KP16SP8,14/08/2017,2017,,,,,,,,,,,,,
HE16SP3,14/08/2017,2017,,,,,,,,,,,,,
PC16CESp9,14/08/2017,2017,,,,,,,,,,,,,
KPSP14,14/08/2017,2017,,,,,,,,,,,,,
KP16SP9,14/08/2017,2017,,,,,,,,,,,,,
HE16SP4,14/08/2017,2017,,,,,,,,,,,,,
PC16CESp10,14/08/2017,2017,,,,,,,,,,,,,
H15SP30,14/08/2017,2017,,,,,,,,,,,,,
KP16Sp35,14/08/2017,2017,,,,,,,,,,,,,
KPSP15,14/08/2017,2017,,,,,,,,,,,,,
KP16SP10,14/08/2017,2017,,,,,,,,,,,,,
HE16SP5,14/08/2017,2017,,,,,,,,,,,,,
H15Sa1,14/08/2017,2017,,,,,,,,,,,,,
H15Sa2,14/08/2017,2017,,,,,,,,,,,,,
K15PSa1,14/08/2017,2017,,,,,,,,,,,,,
K15PSa3,14/08/2017,2017,,,,,,,,,,,,,
K15PSa4,14/08/2017,2017,,,,,,,,,,,,,
K15PSa5,14/08/2017,2017,,,,,,,,,,,,,
H15Sa6,14/08/2017,2017,,,,,,,,,,,,,
H15Sa8,14/08/2017,2017,,,,,,,,,,,,,
H15Sa13,14/08/2017,2017,,,,,,,,,,,,,
K15PSa14,14/08/2017,2017,,,,,,,,,,,,,
H15Sa16,14/08/2017,2017,,,,,,,,,,,,,
H15Sa17,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSr1,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSr2,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSr3,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSr4,14/08/2017,2017,,,,,,,,,,,,,
PC16PVSr5,14/08/2017,2017,,,,,,,,,,,,,
KP16SR56,14/08/2017,2017,,,,,,,,,,,,,
KP16SR59,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr1,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr2,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr3,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr4,14/08/2017,2017,,,,,,,,,,,,,
PC16CWSr5,14/08/2017,2017,,,,,,,,,,,,,
KP16SR11,14/08/2017,2017,,,,,,,,,,,,,
KP16SR12,14/08/2017,2017,,,,,,,,,,,,,
KP16SR13,14/08/2017,2017,,,,,,,,,,,,,
KP16SR14,14/08/2017,2017,,,,,,,,,,,,,
KP16SR15,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr11,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr12,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr13,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr14,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr15,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr26,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr27,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr28,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr29,14/08/2017,2017,,,,,,,,,,,,,
HE16Sr30,14/08/2017,2017,,,,,,,,,,,,,
KP16SR16,14/08/2017,2017,,,,,,,,,,,,,
KP16SR17,14/08/2017,2017,,,,,,,,,,,,,
KP16SR18,14/08/2017,2017,,,,,,,,,,,,,
KP16SR20,14/08/2017,2017,,,,,,,,,,,,,
HER-SP 24,02/08/2017,2017,,,,,,,,0.02,0.012,196,0.6,16.33333333,
HER-SP 24,02/08/2017,2017,,,,,,,,0.042,0.035,411.4,0.833333333,11.75428571,
KL-SPE 1,02/08/2017,2017,,,,,,,,0.102,0.045,560.7,0.441176471,12.46,
KL-SPE 1,02/08/2017,2017,,,,,,,,0.158,0.061,717.4,0.386075949,11.76065574,
KL-SPC 1,02/08/2017,2017,,,,,,,,0.165,0.081,914.4,0.490909091,11.28888889,
KL-SPC 1,02/08/2017,2017,,,,,,,,0.033,0.014,201.8,0.424242424,14.41428571,
HE-SP 2,02/08/2017,2017,,,,,,,,0.002,NA,119.1,NA,NA,
HE-SP 2,02/08/2017,2017,,,,,,,,0.009,0.005,138.3,0.555555556,27.66,
KL-SPE 2,02/08/2017,2017,,,,,,,,0.055,0.026,313,0.472727273,12.03846154,
KL-SPE 2,02/08/2017,2017,,,,,,,,0.055,0.026,327.3,0.472727273,12.58846154,
KL-SPC 2,02/08/2017,2017,,,,,,,,0.063,0.028,384.8,0.444444444,13.74285714,
KL-SPC 2,02/08/2017,2017,,,,,,,,0.101,0.047,611.6,0.465346535,13.01276596,
KL-SPE 3,02/08/2017,2017,,,,,,,,0.012,NA,100.1,NA,NA,
KL-SPE 3,02/08/2017,2017,,,,,,,,0.08,NA,84.4,NA,NA,
KL-SPC 3,02/08/2017,2017,,,,,,,,0.033,0.014,230.3,0.424242424,16.45,
KL-SPC 3,02/08/2017,2017,,,,,,,,0.019,NA,147.8,NA,NA,
HER-SP 3,02/08/2017,2017,,,,,,,,0.059,0.027,380.8,0.457627119,14.1037037,
HER-SP 3,02/08/2017,2017,,,,,,,,0.035,0.016,236.3,0.457142857,14.76875,
HE-SP 4,02/08/2017,2017,,,,,,,,0.07,0.027,520.4,0.385714286,19.27407407,
HE-SP 4,02/08/2017,2017,,,,,,,,0.302,0.133,1924.1,0.440397351,14.46691729,
KL-SPE 4,02/08/2017,2017,,,,,,,,0.106,0.045,547.5,0.424528302,12.16666667,
KL-SPE 4,02/08/2017,2017,,,,,,,,0.326,0.139,1317.9,0.426380368,9.481294964,
HER-SP 4,02/08/2017,2017,,,,,,,,0.006,NA,84.8,NA,NA,
HER-SP 4,02/08/2017,2017,,,,,,,,0.007,NA,80.1,NA,NA,
KL-SPE 5,02/08/2017,2017,,,,,,,,0.16,0.071,628.3,0.44375,8.849295775,
KL-SPE 5,02/08/2017,2017,,,,,,,,0.115,0.053,570.9,0.460869565,10.77169811,
HER-SP 5,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HER-SP 5,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HEF-SR 4B,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HEF-SR 4B,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SR 2,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SR 2,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SRC 2,02/08/2017,2017,,,,,,,,0.307,0.123,1316.7,0.400651466,10.70487805,
KL-SRC 2,02/08/2017,2017,,,,,,,,0.377,0.144,1493.3,0.381962865,10.37013889,
HE-SR 3,02/08/2017,2017,,,,,,,,0.087,0.03,334.7,0.344827586,11.15666667,
HE-SR 3,02/08/2017,2017,,,,,,,,0.074,0.024,308.9,0.324324324,12.87083333,
KL-SRE 4,02/08/2017,2017,,,,,,,,0.379,0.142,500.3,0.374670185,3.523239437,
KL-SRE 4,02/08/2017,2017,,,,,,,,0.397,0.148,1857.2,0.37279597,12.54864865,
HEF-SR 4,02/08/2017,2017,,,,,,,,0.117,0.035,525.5,0.299145299,15.01428571,
HEF-SR 4,02/08/2017,2017,,,,,,,,0.054,0.018,284.6,0.333333333,15.81111111,
HE-SR 6,02/08/2017,2017,,,,,,,,0.019,NA,137.6,NA,NA,
HE-SR 6,02/08/2017,2017,,,,,,,,0.03,0.01,190.6,0.333333333,19.06,
KL-SRE 6,02/08/2017,2017,,,,,,,,0.194,0.086,842.4,0.443298969,9.795348837,
KL-SRE 6,02/08/2017,2017,,,,,,,,0.238,0.105,1179.0,0.441176471,11.22857143,
HE-SR 7,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SR 7,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SRE 7,02/08/2017,2017,,,,,,,,0.26,0.088,1146.1,0.338461538,13.02386364,
KL-SRE 7,02/08/2017,2017,,,,,,,,0.129,0.054,628.7,0.418604651,11.64259259,
HE-SR 8,02/08/2017,2017,,,,,,,,0.061,0.025,397.3,0.409836066,15.892,
HE-SR 8,02/08/2017,2017,,,,,,,,0.055,0.02,397.1,0.363636364,19.855,
KL-SRE 9,02/08/2017,2017,,,,,,,,0.357,0.139,1572.4,0.389355742,11.31223022,
KL-SRE 9,02/08/2017,2017,,,,,,,,0.421,0.17,1896.0,0.403800475,11.15294118,
HE-SR 13,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SR 13,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SRE 10,02/08/2017,2017,,,,,,,,0.312,0.111,1432.2,0.355769231,12.9027027,
KL-SRE 10,02/08/2017,2017,,,,,,,,0.378,0.141,1629.3,0.373015873,11.55531915,
KP-SR 5,02/08/2017,2017,,,,,,,,0.111,0.046,591.4,0.414414414,12.85652174,
KP-SR 5,02/08/2017,2017,,,,,,,,0.243,0.101,1366.6,0.41563786,13.53069307,
HE-SP 6,02/08/2017,2017,,,,,,,,0.045,0.017,233.7,0.377777778,13.74705882,
HE-SP 6,02/08/2017,2017,,,,,,,,0.081,0.03,437.9,0.37037037,14.59666667,
KL-SPE 6,02/08/2017,2017,,,,,,,,0.264,0.103,1103.9,0.390151515,10.71747573,
KL-SPE 6,02/08/2017,2017,,,,,,,,0.169,0.07,761,0.414201183,10.87142857,
HE-SP 12,02/08/2017,2017,,,,,,,,0.084,0.041,523.1,0.488095238,12.75853659,
HE-SP 12,02/08/2017,2017,,,,,,,,0.05,0.019,287.4,0.38,15.12631579,
KL-SPE 7,02/08/2017,2017,,,,,,,,0.2,0.088,869.8,0.44,9.884090909,
KL-SPE 7,02/08/2017,2017,,,,,,,,0.099,0.042,562.8,0.424242424,13.4,
KL-SPE 8,02/08/2017,2017,,,,,,,,0.278,0.118,978.3,0.424460432,8.290677966,
KL-SPE 8,02/08/2017,2017,,,,,,,,0.22,0.102,811.4,0.463636364,7.954901961,
HER-SP 9,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HER-SP 9,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SPE 9,02/08/2017,2017,,,,,,,,0.369,0.16,1440.5,0.433604336,9.003125,
KL-SPE 9,02/08/2017,2017,,,,,,,,0.268,0.119,1181.7,0.444029851,9.930252101,
KL-SPE 10,02/08/2017,2017,,,,,,,,0.493,0.093,875.7,0.188640974,9.416129032,
KL-SPE 10,02/08/2017,2017,,,,,,,,0.138,0.068,622.9,0.492753623,9.160294118,
KL-SPE 11,02/08/2017,2017,,,,,,,,0.193,0.084,786.2,0.435233161,9.35952381,
KL-SPE 11,02/08/2017,2017,,,,,,,,0.145,0.066,505.3,0.455172414,7.656060606,
HER-SP 11,02/08/2017,2017,,,,,,,,0.066,0.026,292.5,0.393939394,11.25,
HER-SP 11,02/08/2017,2017,,,,,,,,0.022,0.007,171.9,0.318181818,24.55714286,
HE-SP 17,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SP 17,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SPE 12,02/08/2017,2017,,,,,,,,0.103,0.041,597,0.398058252,14.56097561,
KL-SPE 12,02/08/2017,2017,,,,,,,,0.083,0.037,456.8,0.445783133,12.34594595,
HER-SP 12,02/08/2017,2017,,,,,,,,0.087,0.037,415.5,0.425287356,11.22972973,
HER-SP 12,02/08/2017,2017,,,,,,,,0.056,0.022,295.1,0.392857143,13.41363636,
HE-SP 18,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SP 18,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SPC 8,02/08/2017,2017,,,,,,,,0.089,0.042,314.3,0.471910112,7.483333333,
KL-SPC 8,02/08/2017,2017,,,,,,,,0.067,0.031,413.3,0.462686567,13.33225806,
KL-SPE 14,02/08/2017,2017,,,,,,,,0.113,0.044,584.9,0.389380531,13.29318182,
KL-SPE 14,02/08/2017,2017,,,,,,,,0.196,0.081,843.3,0.413265306,10.41111111,
KL-SPC 9,02/08/2017,2017,,,,,,,,0.133,0.055,745.8,0.413533835,13.56,
KL-SPC 9,02/08/2017,2017,,,,,,,,0.214,0.083,1239.6,0.387850467,14.93493976,
HER-SP 14,02/08/2017,2017,,,,,,,,0.02,0.008,187.6,0.4,23.45,
HER-SP 14,02/08/2017,2017,,,,,,,,0.006,NA,45.9,NA,NA,
HE-SP 20,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SP 20,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SPE 15,02/08/2017,2017,,,,,,,,0.105,0.051,561,0.485714286,11,
KL-SPE 15,02/08/2017,2017,,,,,,,,0.121,0.058,499.2,0.479338843,8.606896552,
KL-SPC 10,02/08/2017,2017,,,,,,,,0.072,0.033,491,0.458333333,14.87878788,
KL-SPC 10,02/08/2017,2017,,,,,,,,0.082,0.039,418.8,0.475609756,10.73846154,
KL-SRE 11,02/08/2017,2017,,,,,,,,0.216,0.082,1271.1,0.37962963,15.50121951,
KL-SRE 11,02/08/2017,2017,,,,,,,,0.326,0.127,1445.4,0.389570552,11.38110236,
KL-SRC 6,02/08/2017,2017,,,,,,,,0.161,0.058,786.8,0.360248447,13.56551724,
KL-SRC 6,02/08/2017,2017,,,,,,,,0.175,0.06,1045.6,0.342857143,17.42666667,
HE-SR 17,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SR 17,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SRC 7,02/08/2017,2017,,,,,,,,0.079,0.028,415.6,0.35443038,14.84285714,
KL-SRC 7,02/08/2017,2017,,,,,,,,0.178,0.066,770.6,0.370786517,11.67575758,
KL-SRE 13,02/08/2017,2017,,,,,,,,0.189,0.069,934.5,0.365079365,13.54347826,
KL-SRE 13,02/08/2017,2017,,,,,,,,0.177,0.064,791.1,0.361581921,12.3609375,
KL-SRE 14,02/08/2017,2017,,,,,,,,0.412,0.143,1825.6,0.347087379,12.76643357,
KL-SRE 14,02/08/2017,2017,,,,,,,,0.444,0.153,1850.7,0.344594595,12.09607843,
KL-SRE 15,02/08/2017,2017,,,,,,,,0.446,0.156,1530.3,0.349775785,9.809615385,
KL-SRE 15,02/08/2017,2017,,,,,,,,0.305,0.111,1484.5,0.363934426,13.37387387,
KL-SRC 10,02/08/2017,2017,,,,,,,,0.371,0.139,1964.9,0.374663073,14.13597122,
KL-SRC 10,02/08/2017,2017,,,,,,,,0.274,0.111,1289.4,0.405109489,11.61621622,
HE-SR 21,02/08/2017,2017,,,,,,,,0.032,0.014,228,0.4375,16.28571429,
HE-SR 21,02/08/2017,2017,,,,,,,,0.026,0.012,229.7,0.461538462,19.14166667,
HE-SR 26,02/08/2017,2017,,,,,,,,0.042,0.016,338.7,0.380952381,21.16875,
HE-SR 26,02/08/2017,2017,,,,,,,,0.034,0.015,269,0.441176471,17.93333333,
KL-SRC 11,02/08/2017,2017,,,,,,,,0.215,0.092,783.3,0.427906977,8.514130435,
KL-SRC 11,02/08/2017,2017,,,,,,,,0.219,0.09,1094.4,0.410958904,12.16,
HE-SR 27,02/08/2017,2017,,,,,,,,0.038,0.013,257.1,0.342105263,19.77692308,
HE-SR 27,02/08/2017,2017,,,,,,,,0.028,0.013,173.1,0.464285714,13.31538462,
HE-SR 23,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HE-SR 23,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
KL-SRC 13,02/08/2017,2017,,,,,,,,0.266,0.094,1179.7,0.353383459,12.55,
KL-SRC 13,02/08/2017,2017,,,,,,,,0.265,0.1,1142.6,0.377358491,11.426,
HER-SP 26,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HER-SP 26,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
HER-SP 29,02/08/2017,2017,,,,,,,,0.047,0.021,311.3,0.446808511,14.82380952,
HER-SP 29,02/08/2017,2017,,,,,,,,0.063,0.028,415.6,0.444444444,14.84285714,
HER-SP 30,02/08/2017,2017,,,,,,,,NA,NA,NA,NA,NA,
