Sample_ID,Sample_Date,Year,Height,LL1,LL2,LL3,SE1,SE2,SE3,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes
H15Sp6,13/08/2017,2017,2.1,-,-,-,30,10,-,,,,,,Dead
KP16SR53,13/08/2017,2017,2.1,22,20,22,17,11,-,,,,,,
H15Sp1,24/07/2017,2017,2.2,18,15,15,29,32,27,,,,,,Brown leaves
H15Sp17,13/08/2017,2017,2.2,-,-,-,19,13,23,,,,,,Dead
KP16SR51,24/07/2017,2017,2.3,29,14,5,23,-,-,,,,,,Herbivory 
KP16SR53,24/07/2017,2017,2.4,23,22,20,37,-,-,,,,,,
KP16Sr36,02/08/2017,2017,2.4,21,21,18,20,17,10,,,,,,Healthy 
HEF-SR 4B,19/07/2017,2017,2.6,20,20,19,32,24,14,,,,,,One spotted leaf- half light green with brown spots
KP16SR53,19/07/2017,2017,2.7,21,20,20,35,-,-,,,,,,
KP16Sr36,19/07/2017,2017,2.8,15,15,20,35,-,-,,,,,,
KP16Sr36,24/07/2017,2017,2.8,22,24,22,48,-,-,,,,,,
H15Sp1,02/08/2017,2017,2.9,,,,18,10,-,,,,,,Dead
H15Sp17,02/08/2017,2017,2.9,28,21,18,18,22,7,,,,,,Leaves going yellow
HE-SP 6,19/07/2017,2017,20,37,29,33,95,75,88,,,,,,Some dying leaves 
HER-SP 24,07/09/2017,2017,21,41,31,30,71,48,69,,,,,,Herbivory
KL-SPC 2,07/09/2017,2017,21,51,58,50,115,155,100,,,,,,
HE-SR 7,10/07/2017,2017,21,22,27,22,59,58,49,,,,,,
HER-SP 24,24/07/2017,2017,21,34,39,29,97,111,84,,,,,,Herbivory and orange spots on backs 
HER-SP 24,02/08/2017,2017,22.5,21,19,21,39,45,40,,,,,,Herbivory and dying 
KP-SR 5,19/07/2017,2017,23,44,42,41,105,107,110,,,,,,
KP16SP55,19/07/2017,2017,23,21,28,23,38,54,29,,,,,,Dying leaves 
KP-SR 5,24/07/2017,2017,23,50,41,46,100,100,140,,,,,,
KP16SP55,24/07/2017,2017,23,23,32,24,56,37,29,,,,,,Some dying leaves 
KP16SP55,13/08/2017,2017,23.5,26,20,20,25,5,10,,,,,,Browning leaves and light rust 
KP16SP52,24/07/2017,2017,24,38,34,27,62,65,48,,,,,,Some dying leaves 
KP-SR 5,02/08/2017,2017,24,43,62,50,38,89,68,,,,,,
KP16SP55,02/08/2017,2017,24,23,30,31,14,10,8,,,,,,Slight browning at tips 
KP16SP52,19/07/2017,2017,24.5,30,27,25,53,61,44,,,,,,Light herbivory and some dying leaves 
KP16SP52,13/08/2017,2017,24.5,27,35,21,29,33,21,,,,,,Some rust and some browning 
KP16SP43,13/08/2017,2017,24.5,26,26,32,32,13,10,,,,,,Rust and browning leaves 
H15Sp17,24/07/2017,2017,25,25,28,13,43,18,-,,,,,,Leaves dying 
KP16SP52,02/08/2017,2017,25,39,29,23,13,15,28,,,,,,Slight browning at tips 
HER-SP 3,13/08/2017,2017,25,30,23,22,32,22,77,,,,,,Dead
KP-SR 5,11/07/2017,2017,26,44,42,41,150,145,120,,,,,,
KP16SP43,24/07/2017,2017,26,30,26,31,62,29,32,,,,,,Herbivory 
KP16SP43,02/08/2017,2017,26,30,22,28,27,1,8,,,,,,"Browning, 5% rust"
KP16SP52,11/07/2017,2017,27,37,37,27,53,34,47,,,,,,
KP16SR41,19/07/2017,2017,27,26,30,27,63,26,13,,,,,,Spider webs
HER-SP 3,24/07/2017,2017,27,35,34,29,104,91,86,,,,,,Dying leaves 
H15Sp9,02/08/2017,2017,27,31,34,30,11,15,14,,,,,,"Yellowing, 10% herbivory, aphids "
KP16SR41,13/08/2017,2017,27,29,30,26,27,23,8,,,,,,
KP-SR 5,13/08/2017,2017,27,46,40,43,110,110,100,,,,,,
KP16SR41,02/08/2017,2017,27.5,27,31,26,39,28,6,,,,,,Very light herbivory 
H15Sp9,13/08/2017,2017,27.5,25,22,32,14,19,12,,,,,,Dead
KP16SR52,10/07/2017,2017,28,31,29,28,33,46,47,,,,,,
KP16SP55,11/07/2017,2017,28,20,32,27,55,30,34,,,,,,
H15Sp9,11/07/2017,2017,28,31,33,28,42,36,39,,,,,,
HER-SP 3,19/07/2017,2017,28,29,28,35,102,89,73,,,,,,Dying
H15Sp9,19/07/2017,2017,28,32,26,30,36,38,38,,,,,,Dying leaves 
KP16SP43,19/07/2017,2017,28,27,29,24,56,29,31,,,,,,Herbivory 
KP16SR52,02/08/2017,2017,28,32,31,34,29,17,15,,,,,, 15% herbivory 
KP16SR52,13/08/2017,2017,28,30,32,32,15,26,11,,,,,,Light herbivory 
KP16SR52,19/07/2017,2017,28.5,32,28,20,49,29,27,,,,,,Some dead leaves 
KP16SP51,19/07/2017,2017,28.5,37,32,29,78,48,52,,,,,,
KP16SP51,11/07/2017,2017,29,33,32,30,70,66,46,,,,,,
KP16SR41,24/07/2017,2017,29,30,32,27,41,45,13,,,,,,
KP16SR52,24/07/2017,2017,29,31,34,32,46,30,28,,,,,,
H15Sp9,24/07/2017,2017,29,32,33,29,32,41,46,,,,,,Dying leaves 
KL-SPC 3,02/08/2017,2017,29,45,47,53,95,105,60,,,,,,Some rust and herbivory 
KP16SR41,10/07/2017,2017,29.5,30,33,29,47,35,-,,,,,,
HER-SP 3,02/08/2017,2017,29.5,31,30,32,33,36,27,,,,,,Turning yellow 
KP16SR51,13/08/2017,2017,3,28,15,-,30,-,-,,,,,,Heavy herbivory 
HEF-SR 4B,24/07/2017,2017,3.1,20,20,19,31,24,15,,,,,,Some dying leaves 
KP16Sr36,10/07/2017,2017,3.2,23,22,28,40,-,-,,,,,,
H15Sp2,24/07/2017,2017,3.2,14,18,14,29,43,23,,,,,,"Some brown leaves, some browning with orang spots on back"
H15Sp2,13/08/2017,2017,3.3,16,11,14,19,18,16,,,,,,Dead
HEF-SR 4B,13/08/2017,2017,3.3,13,7,6,6,12,4,,,,,,
PC16CWSp9,19/07/2017,2017,3.4,40,35,28,79,74,-,,,,,,
H15Sp1,13/08/2017,2017,3.4,-,-,-,7,10,10,,,,,,Dead
HEF-SR 4B,10/07/2017,2017,3.5,25,20,20,30,17,-,,,,,,Herbivory 
HE16SR23,02/08/2017,2017,3.5,-,-,-,6,-,-,,,,,,Dead
HE16SR23,10/07/2017,2017,3.6,34,33,36,36,-,-,,,,,,
HE16SR23,19/07/2017,2017,3.7,-,-,-,8,-,-,,,,,,"Dead, no leaves "
H15Sp5,02/08/2017,2017,3.7,-,-,-,37,24,17,,,,,,No living leaves 
H15Sr19,19/07/2017,2017,3.8,32,24,34,48,25,21,,,,,,Herbivory 
H15Sr19,24/07/2017,2017,3.8,34,27,26,23,23,49,,,,,,Herbivory 
PC16CWSp9,02/08/2017,2017,3.8,40,35,39,58,65,-,,,,,,Some browning leaves 
KP16Sr36,13/08/2017,2017,3.8,24,22,20,18,16,9,,,,,,
HE16SR23,24/07/2017,2017,3.9,-,-,-,33,-,-,,,,,,No leaves left
KL-SPC 3,19/07/2017,2017,30,52,51,46,160,160,180,,,,,,
KL-SPE 5,19/07/2017,2017,30,36,38,28,120,160,145,,,,,,Some dead leaves and herbivory and lots of spider webs 
KL-SPC 3,24/07/2017,2017,30,51,47,50,110,140,101,,,,,,Orange spots
KP16SP51,24/07/2017,2017,30,37,32,30,89,55,47,,,,,,Some orange spots 
KL-SPE 5,02/08/2017,2017,30,35,50,39,25,12,28,,,,,,Some leaves turning yellow and some herbivory 
HER-SP 3,07/09/2017,2017,31,39,46,50,80,61,113,,,,,,
KP16SP51,02/08/2017,2017,31,39,34,34,30,74,14,,,,,,Aphids taken off 
KL-SPC 2,13/08/2017,2017,31,47,56,51,90,75,60,,,,,,Yellow spots 
KL-SPC 3,13/08/2017,2017,31,47,54,55,110,112,80,,,,,,Rust and browning leaves 
KL-SPE 5,13/08/2017,2017,31,50,55,37,55,60,85,,,,,,Brown spots and herbivory 
KL-SPC 2,02/08/2017,2017,31.5,53,58,49,90,80,70,,,,,,Some rust
KL-SPE 5,24/07/2017,2017,32,45,48,50,106,102,130,,,,,,Herbivory and dying leaves 
KP16SP51,13/08/2017,2017,32,32,34,31,65,29,17,,,,,,Some rust 
KL-SPC 3,07/09/2017,2017,33,51,46,53,180,160,170,,,,,,
KL-SPE 5,07/09/2017,2017,33,50,45,44,78,110,87,,,,,,
KL-SPC 2,19/07/2017,2017,33,56,48,36,175,150,140,,,,,,
KL-SPC 2,24/07/2017,2017,33,50,44,52,160,140,120,,,,,,Orange spots
KP16Sr37,02/08/2017,2017,34,26,23,28,23,16,10,,,,,,15% herbivory and 7dead leaves 
KL-SPC 1,02/08/2017,2017,34.5,49,51,51,135,145,135,,,,,,Partial herbivory and some yellow spots ion leaves 
KL-SPC 1,13/08/2017,2017,34.5,60,51,55,90,125,155,,,,,,Herbivory and brown spots
KP16Sr37,13/08/2017,2017,34.8,23,30,27,56,47,18,,,,,,Browning and light herbivory 
KP16Sr37,19/07/2017,2017,35,23,21,29,95,51,45,,,,,,Some dead leaves 
KP16Sr37,24/07/2017,2017,35,28,28,27,92,54,26,,,,,,Some dead leaves 
KP16Sr37,10/07/2017,2017,36,30,26,30,96,59,44,,,,,,
KP16SP43,11/07/2017,2017,36,25,29,27,49,27,16,,,,,,
KL-SPC 1,19/07/2017,2017,39,43,41,50,190,210,190,,,,,,Some dead leaves 
PC16PVSp8,02/08/2017,2017,4.2,12,13,10,17,36,-,,,,,,Browning leaves 
H15Sr19,10/07/2017,2017,4.3,32,26,32,44,27,42,,,,,,
H15Sp5,24/07/2017,2017,4.3,29,24,15,36,40,-,,,,,,All dead leaves 
KL-SPE 3,02/08/2017,2017,4.3,21,19,15,18,9,14,,,,,,Leaves are turning yellow
HE-SR 2,13/08/2017,2017,4.3,16,17,13,23,33,17,,,,,,Dead
HEF-SR 4,10/07/2017,2017,4.4,32,35,35,66,60,48,,,,,,Herbivory 
H15Sp10,19/07/2017,2017,4.5,29,21,23,24,55,36,,,,,,Light herbivory and some dying leaves 
H15Sr19,02/08/2017,2017,4.5,36,28,21,12,21,7,,,,,,Herbivory 20%
HE-SR 2,10/07/2017,2017,4.6,18,22,20,55,50,-,,,,,,Herbivory
K15SSr8,10/07/2017,2017,4.6,33,27,20,43,50,-,,,,,,Slight herbivory. 
HE16SR23,13/08/2017,2017,4.6,-,-,-,8,-,-,,,,,,Dead
H15Sr19,13/08/2017,2017,4.6,21,19,25,29,24,12,,,,,,Heavy herbivory and dying leaves 
HE-SR 2,02/08/2017,2017,4.7,18,18,16,35,13,-,,,,,,Herbivory and leaves turning yellow 
H15Sr5,13/08/2017,2017,4.8,27,17,-,37,-,-,,,,,,Dead
H15Sp2,07/09/2017,2017,4.9,18,17,23,18,15,17,,,,,,
PC16CWSp9,24/07/2017,2017,4.9,41,36,32,89,78,-,,,,,,Light herbivory 
KL-SPC 1,07/09/2017,2017,44,58,50,54,180,200,150,,,,,,
KL-SPC 1,24/07/2017,2017,48,46,40,39,185,155,180,,,,,,Herbivory and some dead leaves and orange spots on the back 
H15Sp6,07/09/2017,2017,5,30,24,28,20,,,,,,,,
H15Sp10,11/07/2017,2017,5,28,27,25,58,28,-,,,,,,
KL-SPE 3,19/07/2017,2017,5,18,25,15,37,22,37,,,,,,Light herbivory and some spotted leaves 
H15Sr20,24/07/2017,2017,5,24,17,22,22,37,-,,,,,,Herbivory 
HE-SR 2,19/07/2017,2017,5.1,19,18,22,43,50,-,,,,,,Herbivory 
HEF-SR 4,02/08/2017,2017,5.1,30,27,39,13,26,29,,,,,,Heavy herbivory and leaves dying 
H15Sp5,13/08/2017,2017,5.1,-,-,-,32,11,19,,,,,,Dead
KL-SPE 3,13/08/2017,2017,5.1,10,11,11,17,12,12,,,,,,Some yellow spots 
HER-SP 4,13/08/2017,2017,5.2,16,12,13,22,33,41,,,,,,Dead
H15Sr20,19/07/2017,2017,5.4,25,21,19,17,-,-,,,,,,
HEF-SR 4,24/07/2017,2017,5.5,28,27,26,40,45,44,,,,,,Herbivory 
H15Sr20,13/08/2017,2017,5.5,22,17,16,8,14,8,,,,,,Browning leaves 
HER-SP 4,19/07/2017,2017,5.6,17,19,17,36,50,32,,,,,,Dying 
HE-SR 2,24/07/2017,2017,5.6,21,18,17,41,40,-,,,,,,Herbivory 
HER-SP 4,02/08/2017,2017,5.6,14,19,15,32,12,8,,,,,,Leaves are turning yellow 
H15Sr20,02/08/2017,2017,5.6,24,22,20,13,-,-,,,,,,Herbivory 40%
PC16CWSp9,10/07/2017,2017,5.7,42,33,40,66,80,-,,,,,,
HE16SP11,19/07/2017,2017,5.7,16,-,-,23,-,-,,,,,,Dying 
HE16SP11,02/08/2017,2017,5.8,4,5,3,9,-,-,,,,,,
HEF-SR 4,13/08/2017,2017,5.8,17,17,18,21,24,48,,,,,,Dead
H15Sp10,13/08/2017,2017,5.8,20,18,6,27,24,16,,,,,,Dead
HER-SP 4,07/09/2017,2017,5.9,19,16,20,39,48,30,,,,,,
HEF-SR 4,19/07/2017,2017,5.9,36,27,23,44,46,49,,,,,,Herbivory 
KL-SPE 3,24/07/2017,2017,5.9,24,16,14,44,36,26,,,,,,Orange spots 
PC16PVSp8,24/07/2017,2017,5.9,14,13,12,39,19,-,,,,,,
KL-SPE 2,19/07/2017,2017,51,32,34,34,375,320,335,,,,,,
KL-SPE 1,07/09/2017,2017,55,60,44,58,460,290,210,,,,,,
KL-SPE 2,24/07/2017,2017,56,39,43,34,350,280,380,,,,,,Herbivory 
KL-SRE 7,24/07/2017,2017,57,37,35,32,360,300,290,,,,,,
KL-SPE 2,02/08/2017,2017,58,39,40,41,340,360,235,,,,,,Some rust and herbivory 
KL-SPE 2,07/09/2017,2017,59,54,44,46,170,290,310,,,,,,
KL-SRE 6,10/07/2017,2017,59,62,57,53,350,180,190,,,,,,Herbivory
H15Sr5,10/07/2017,2017,6,45,40,30,29,-,-,,,,,,
PC16PVSp8,10/07/2017,2017,6,11,9,12,41,-,-,,,,,,
H15Sp5,07/09/2017,2017,6.1,33,35,30,15,22,24,,,,,,
HER-SP 4,24/07/2017,2017,6.4,17,19,25,33,38,50,,,,,,Browning
PC16PVSp8,13/08/2017,2017,6.4,13,12,9,16,35,-,,,,,,Browning leaves and light herbivory 
HE-SR 3,10/07/2017,2017,6.5,29,23,28,52,56,49,,,,,,Slight herbivory 
HE16SP11,13/08/2017,2017,6.5,-,-,-,11,-,-,,,,,,Dead
HE16SP11,10/07/2017,2017,6.6,14,11,17,20,-,-,,,,,,
H15Sp13,19/07/2017,2017,6.6,23,22,23,78,43,40,,,,,,Herbivory 
PC16PVSp8,19/07/2017,2017,6.7,12,12,10,37,18,-,,,,,,
H15Sp10,02/08/2017,2017,6.7,26,28,21,23,11,22,,,,,,Leaves browning 
H15Sr5,19/07/2017,2017,6.8,34,36,44,40,49,37,,,,,,Herbivory and brown spotted leaves 
H15Sp10,24/07/2017,2017,6.8,25,28,21,47,55,29,,,,,,Herbivory and dying leaves 
H15Sp13,02/08/2017,2017,6.9,23,23,17,38,38,18,,,,,,"Browning, herbivory 50%"
KL-SPE 7,11/07/2017,2017,60,56,63,52,460,370,390,,,,,,
HE-SP 4,19/07/2017,2017,61,63,67,75,390,470,320,,,,,,"Little leaves at bottom dying, leaves measured may be an encroaching plant"
KL-SRE 7,19/07/2017,2017,61,35,37,31,250,305,400,,,,,,
KL-SPE 2,13/08/2017,2017,61,51,50,48,222,357,286,,,,,,Herbivory and brown spots
KL-SRE 7,13/08/2017,2017,61,45,51,40,400,300,280,,,,,,Heavy herbivory and browning leaves. Light rust 
KL-SRE 6,19/07/2017,2017,62,42,48,53,420,180,240,,,,,,
KL-SRE 7,02/08/2017,2017,62,36,37,38,142,380,310,,,,,,
KL-SPE 1,13/08/2017,2017,62.5,60,50,54,175,200,355,,,,,,Herbivory and brown spotted
KL-SPE 1,24/07/2017,2017,63,43,49,62,310,380,200,,,,,,Herbivory and some dead leaves 
KL-SPE 1,02/08/2017,2017,63.5,54,68,42,350,215,85,,,,,,Sight herbivory and some yellowing leaves 
KL-SPE 6,11/07/2017,2017,64,63,56,76,440,340,470,,,,,,
KL-SPE 1,19/07/2017,2017,64,50,62,64,395,365,310,,,,,,Some dead leaves 
HE-SP 4,24/07/2017,2017,64,57,49,54,400,385,500,,,,,,"Orange said on leaves close to E4, dead leaves at base "
KL-SRE 6,24/07/2017,2017,64,49,54,53,435,220,195,,,,,,Herbivory and some dead leaves 
KL-SRE 6,02/08/2017,2017,65,46,52,59,440,140,140,,,,,,Herbivory 5%
KL-SRE 6,13/08/2017,2017,65,50,55,57,425,125,70,,,,,,Browning and light herbivory 
KL-SRE 7,10/07/2017,2017,66,40,37,39,290,240,310,,,,,,
KL-SRE 9,19/07/2017,2017,67,58,59,54,360,370,260,,,,,,
KL-SRE 9,24/07/2017,2017,67,62,58,58,325,360,250,,,,,,Herbivory 
KL-SRE 9,02/08/2017,2017,68,70,64,66,310,180,220,,,,,,Herbivory 5%
H15Sp13,11/07/2017,2017,7,22,20,25,48,75,47,,,,,,
H15Sr5,02/08/2017,2017,7,31,38,31,38,-,-,,,,,,Leaves are turning yellow herbivory 
HE-SR 3,13/08/2017,2017,7,29,26,19,37,42,18,,,,,,Herbivory 
H15Sp5,19/07/2017,2017,7.1,31,33,25,50,34,-,,,,,,Dying
HE-SR 13,10/07/2017,2017,7.2,26,23,22,33,22,-,,,,,,
H15Sp13,24/07/2017,2017,7.2,21,21,24,38,82,39,,,,,,Herbivory 
KL-SPE 3,07/09/2017,2017,7.3,18,25,18,34,34,26,,,,,,
HE-SR 13,13/08/2017,2017,7.3,17,5,3,36,17,-,,,,,,Dead
H15Sp13,13/08/2017,2017,7.5,27,16,18,40,42,19,,,,,,Dead
HE-SR 13,19/07/2017,2017,7.6,22,21,16,36,31,-,,,,,,Herbivory 
KL-SRE 9,13/08/2017,2017,70.5,59,57,54,310,295,185,,,,,,Browning and herbivory 
KL-SPE 6,13/08/2017,2017,72,55,80,52,410,515,645,,,,,,Herbivory and leaves yellowing 
KL-SPE 6,02/08/2017,2017,73,55,47,58,320,470,780,,,,,,"Slight yellowing, herbivory <5%"
KL-SPE 6,19/07/2017,2017,74,62,54,55,400,540,500,,,,,,Herbivory
KL-SPE 6,24/07/2017,2017,76,60,70,74,470,420,525,,,,,,
KL-SPE 4,07/09/2017,2017,78,49,62,67,300,220,260,,,,,,
KL-SPE 7,19/07/2017,2017,78,64,64,56,620,480,500,,,,,,Light herbivory 
HE-SP 4,02/08/2017,2017,78,65,60,72,200,330,440,,,,,,Leaves at bottom of canopy are dying 
HE-SR 13,24/07/2017,2017,8,16,21,18,35,29,-,,,,,,Herbivory and leaves dying 
H15Sr5,24/07/2017,2017,8.1,32,43,40,42,-,-,,,,,,Herbivory 
HER-SP 24,19/07/2017,2017,8.6,30,27,37,45,94,92,,,,,,Dying and lots of herbivory 
KL-SPE 7,24/07/2017,2017,80,51,52,48,530,525,350,,,,,,Orange spots 
KL-SPE 7,02/08/2017,2017,80,66,59,55,580,490,510,,,,,,30% rust 
KL-SPE 4,19/07/2017,2017,82,51,59,49,280,325,300,,,,,,"Dying, leaves getting yellow spots"
KL-SRE 4,19/07/2017,2017,82,51,65,47,410,420,430,,,,,,Some dead leaves and light herbivory 
KL-SPE 4,13/08/2017,2017,83.5,70,62,65,280,235,170,,,,,,Covered in rust 
KL-SPE 4,02/08/2017,2017,84,57,65,61,180,260,305,,,,,,Very very rusty 
KL-SPE 4,24/07/2017,2017,85,60,50,63,350,295,390,,,,,,"Very orange spotted, almost completely orange "
KL-SRC 2,13/08/2017,2017,85,67,78,80,280,225,390,,,,,,Light herbivory and browning leaves
KL-SRE 4,24/07/2017,2017,86,62,54,56,365,485,440,,,,,,
KL-SRC 2,02/08/2017,2017,87,61,64,59,280,125,245,,,,,,Light herbivory 
HE-SP 4,13/08/2017,2017,87,61,75,62,175,145,210,,,,,,"Rust, dead lower canopy"
KL-SPE 7,13/08/2017,2017,87,60,65,59,595,430,495,,,,,,Rust
KL-SRE 4,13/08/2017,2017,88,71,65,75,430,454,425,,,,,,
KL-SRC 2,19/07/2017,2017,89,61,53,53,300,350,400,,,,,,Some dead leaves and light herbivory 
KL-SRC 2,24/07/2017,2017,89,64,53,60,310,255,290,,,,,,Light herbivory and some dead leaves 
HE-SP 2,02/08/2017,2017,9.2,22,20,18,14,15,12,,,,,,"Dead, leaves very brown "
HE-SR 3,24/07/2017,2017,9.4,22,24,27,68,47,13,,,,,,Herbivory 
PC16CWSp6,19/07/2017,2017,9.6,34,35,18,44,19,12,,,,,,
PC16CWSp6,02/08/2017,2017,9.6,35,34,21,19,1,2,,,,,,
KL-SRE 4,02/08/2017,2017,91,54,64,52,320,350,320,,,,,,Some yellow leaves
KL-SRE 4,10/07/2017,2017,92,61,50,51,380,390,330,,,,,,
KL-SRC 2,10/07/2017,2017,93,57,5&,63,310,330,250,,,,,,
KP16Sa1,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa2,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa3,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa4,06/06/2017,2017,NA,,,,,,,,,,,,
PP16MSa1,06/06/2017,2017,NA,,,,,,,,,,,,
PP16MSa2,06/06/2017,2017,NA,,,,,,,,,,,,
PP16MSa3,06/06/2017,2017,NA,,,,,,,,,,,,
PP16MSa4,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSa1,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSa2,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSa3,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSa4,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSa5,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sa1,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sa2,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sa4,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sa5,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CESa1,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CESa3,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CESa4,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CESa5,06/06/2017,2017,NA,,,,,,,,,,,,
K15PBG17,06/06/2017,2017,NA,,,,,,,,,,,,
H15BN13,06/06/2017,2017,NA,,,,,,,,,,,,
KP16BN1,06/06/2017,2017,NA,,,,,,,,,,,,
KP16BN2,06/06/2017,2017,NA,,,,,,,,,,,,
KP16BN3,06/06/2017,2017,NA,,,,,,,,,,,,
K15PBg12,06/06/2017,2017,NA,,,,,,,,,,,,
K15PBg4,06/06/2017,2017,NA,,,,,,,,,,,,
H15Bn11,06/06/2017,2017,NA,,,,,,,,,,,,
H15Bn2,06/06/2017,2017,NA,,,,,,,,,,,,
H15Bn30,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP16,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP18,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP20,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SP58,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSp1,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16PVSp2,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSp3,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSp4,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16PVSp5,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP21,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP22,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP23,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP24,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SP16,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
KP16SP17,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SP18,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
KP16SP19,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves 
KP16SP20,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP26,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP27,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP28,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP29,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SP30,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sp36,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sp37,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sp38,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sp39,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sp40,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sr26,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sr28,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sr29,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sr30,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESr6,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESr7,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESr8,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESr9,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESr10,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSr6,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sr21,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SR1,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,NA
KP16SR46,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,NA
K15PSr7,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,NA
HE-SR 17,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,NA
K15CSr7,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,NA
HE16SR2,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
KP16SR47,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
K15PSr8,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
H15Sr22,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
K15PSr11,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SR3,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
KP16SR48,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
K15PSr9,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
H15Sr23,06/06/2017,2017,NA,NA,NA,NA,NA,NA,,,,,,,
K15PSr12,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SR4,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SR49,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSr10,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sr24,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SR5,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SR50,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sa11,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa12,06/06/2017,2017,NA,,,,,,,,,,,,
