"","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard"
"2492","JB","K15PSa13",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,0.9,NA,NA,NA,25,21,15,31,24,18,"K15PSA13"
"2493","JB","K15PSa13",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,1,NA,NA,NA,26,17,16,24,30,18,"K15PSA13"
"2494","JB","K15PSa13",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,1.1,NA,NA,NA,27,18,23,23,33,19,"K15PSA13"
"2495","JB","K15PSa13",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,1.5,NA,NA,NA,33,27,18,7,4,NA,"K15PSA13"
"2496","JB","K15PSa13",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,2.1,NA,NA,NA,27,27,13,9,4,10,"K15PSA13"
"2497","JB","K15PSa13",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,18,17,15,NA,NA,NA,"K15PSA13"
"2498","JB","K15PSa14",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14"
"2499","JB","K15PSa14",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14"
"2500","JB","K15PSa14",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14"
"2501","JB","K15PSa14",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14"
"2502","JB","K15PSa14",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14"
"2503","JB","K15PSa14",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14"
"2504","JB","K15PSa15",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,2.3,NA,NA,NA,33,27,31,39,43,35,"K15PSA15"
"2505","JB","K15PSa15",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,4.2,NA,NA,NA,29,24,27,38,46,NA,"K15PSA15"
"2506","JB","K15PSa15",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,4.2,NA,NA,NA,30,34,31,45,44,42,"K15PSA15"
"2507","JB","K15PSa15",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,4.6,NA,NA,NA,32,31,19,11,9,NA,"K15PSA15"
"2508","JB","K15PSa15",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,5.4,NA,NA,NA,45,36,37,12,NA,NA,"K15PSA15"
"2509","JB","K15PSa15",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,28,22,35,NA,NA,NA,"K15PSA15"
"2510","JB","K15PSa2",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,3.7,NA,NA,NA,43,30,41,51,54,47,"K15PSA2"
"2511","JB","K15PSa2",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,4.4,NA,NA,NA,42,41,41,47,52,47,"K15PSA2"
"2512","JB","K15PSa2",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,4.6,NA,NA,NA,37,30,39,52,46,45,"K15PSA2"
"2513","JB","K15PSa2",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,5,NA,NA,NA,35,33,40,15,9,15,"K15PSA2"
"2514","JB","K15PSa2",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,5.1,NA,NA,NA,55,48,53,24,6,10,"K15PSA2"
"2515","JB","K15PSa2",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,40,30,31,12,10,NA,"K15PSA2"
"2516","JB","K15PSa3",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3"
"2517","JB","K15PSa3",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3"
"2518","JB","K15PSa3",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3"
"2519","JB","K15PSa3",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3"
"2520","JB","K15PSa3",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3"
"2521","JB","K15PSa3",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3"
"2522","JB","K15PSa4",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4"
"2523","JB","K15PSa4",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4"
"2524","JB","K15PSa4",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4"
"2525","JB","K15PSa4",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4"
"2526","JB","K15PSa4",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4"
"2527","JB","K15PSa4",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4"
"2528","JB","K15PSa5",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5"
"2529","JB","K15PSa5",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5"
"2530","JB","K15PSa5",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5"
"2531","JB","K15PSa5",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5"
"2532","JB","K15PSa5",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5"
"2533","JB","K15PSa5",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5"
"2534","JB","K15PSa6",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,1.1,NA,NA,NA,15,21,15,14,10,10,"K15PSA6"
"2535","JB","K15PSa6",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,2.5,NA,NA,NA,21,19,18,28,27,15,"K15PSA6"
"2536","JB","K15PSa6",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,3,NA,NA,NA,18,20,15,28,24,27,"K15PSA6"
"2537","JB","K15PSa6",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,3.1,NA,NA,NA,19,20,19,25,28,25,"K15PSA6"
"2538","JB","K15PSa6",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,3.4,NA,NA,NA,26,25,26,11,7,12,"K15PSA6"
"2539","JB","K15PSa6",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,19,18,17,NA,NA,NA,"K15PSA6"
"2540","JB","K15PSa7",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,1.9,NA,NA,NA,44,45,35,13,12,11,"K15PSA7"
"2541","JB","K15PSa7",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,2.9,NA,NA,NA,49,45,40,70,72,60,"K15PSA7"
"2542","JB","K15PSa7",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,3.5,NA,NA,NA,50,42,43,63,53,63,"K15PSA7"
"2543","JB","K15PSa7",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,3.5,NA,NA,NA,43,41,48,59,56,58,"K15PSA7"
"2544","JB","K15PSa7",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,4.7,NA,NA,NA,60,61,53,28,16,14,"K15PSA7"
"2545","JB","K15PSa7",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,43,39,34,14,9,8,"K15PSA7"
"2546","JB","K15PSa8",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,2.7,NA,NA,NA,37,37,41,65,50,51,"K15PSA8"
"2547","JB","K15PSa8",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,2.7,NA,NA,NA,42,34,30,8,11,NA,"K15PSA8"
"2548","JB","K15PSa8",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,2.8,NA,NA,NA,38,38,32,54,43,43,"K15PSA8"
"2549","JB","K15PSa8",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,3.3,NA,NA,NA,36,35,35,48,53,44,"K15PSA8"
"2550","JB","K15PSa8",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,4.4,NA,NA,NA,49,49,54,19,7,NA,"K15PSA8"
"2551","JB","K15PSa8",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,35,32,32,14,29,28,"K15PSA8"
"2552","JB","K15PSa9",2015,"Salix arctica","Kluane",2017-07-26,"7","26",2017,6,NA,NA,NA,37,41,33,41,47,56,"K15PSA9"
"2553","JB","K15PSa9",2015,"Salix arctica","Kluane",2017-08-14,"8","14",2017,6.2,NA,NA,NA,33,38,36,8,12,8,"K15PSA9"
"2554","JB","K15PSa9",2015,"Salix arctica","Kluane",2017-07-20,"7","20",2017,6.3,NA,NA,NA,34,38,40,58,59,48,"K15PSA9"
"2555","JB","K15PSa9",2015,"Salix arctica","Kluane",2017-08-02,"8","2",2017,7.3,NA,NA,NA,53,43,56,11,12,7,"K15PSA9"
"2556","JB","K15PSa9",2015,"Salix arctica","Kluane",2017-07-12,"7","12",2017,8,NA,NA,NA,36,30,34,57,40,46,"K15PSA9"
"2557","JB","K15PSa9",2015,"Salix arctica","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,5,8,NA,NA,NA,NA,"K15PSA9"
"2558","MG","K15PSp10",2015,"Salix pulchra","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10"
"2559","MG","K15PSp10",2015,"Salix pulchra","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10"
"2560","MG","K15PSp10",2015,"Salix pulchra","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10"
"2561","MG","K15PSp10",2015,"Salix pulchra","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10"
"2562","MG","K15PSp10",2015,"Salix pulchra","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10"
"2563","MG","K15PSp10",2015,"Salix pulchra","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10"
"2564","MG","K15PSp6",2015,"Salix pulchra","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6"
"2565","MG","K15PSp6",2015,"Salix pulchra","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6"
"2566","MG","K15PSp6",2015,"Salix pulchra","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6"
"2567","MG","K15PSp6",2015,"Salix pulchra","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6"
"2568","MG","K15PSp6",2015,"Salix pulchra","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6"
"2569","MG","K15PSp6",2015,"Salix pulchra","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6"
"2570","MG","K15PSp7",2015,"Salix pulchra","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7"
"2571","MG","K15PSp7",2015,"Salix pulchra","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7"
"2572","MG","K15PSp7",2015,"Salix pulchra","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7"
"2573","MG","K15PSp7",2015,"Salix pulchra","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7"
"2574","MG","K15PSp7",2015,"Salix pulchra","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7"
"2575","MG","K15PSp7",2015,"Salix pulchra","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7"
"2576","MG","K15PSp8",2015,"Salix pulchra","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8"
"2577","MG","K15PSp8",2015,"Salix pulchra","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8"
"2578","MG","K15PSp8",2015,"Salix pulchra","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8"
"2579","MG","K15PSp8",2015,"Salix pulchra","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8"
"2580","MG","K15PSp8",2015,"Salix pulchra","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8"
"2581","MG","K15PSp8",2015,"Salix pulchra","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8"
"2582","MG","K15PSp9",2015,"Salix pulchra","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9"
"2583","MG","K15PSp9",2015,"Salix pulchra","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9"
"2584","MG","K15PSp9",2015,"Salix pulchra","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9"
"2585","MG","K15PSp9",2015,"Salix pulchra","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9"
"2586","MG","K15PSp9",2015,"Salix pulchra","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9"
"2587","MG","K15PSp9",2015,"Salix pulchra","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9"
"2588","IR","K15PSr10",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10"
"2589","IR","K15PSr10",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10"
"2590","IR","K15PSr10",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10"
"2591","IR","K15PSr10",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10"
"2592","IR","K15PSr10",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10"
"2593","IR","K15PSr10",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10"
"2594","IR","K15PSr11",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11"
"2595","IR","K15PSr11",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11"
"2596","IR","K15PSr11",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11"
"2597","IR","K15PSr11",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11"
"2598","IR","K15PSr11",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11"
"2599","IR","K15PSr11",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11"
"2600","IR","K15PSr12",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12"
"2601","IR","K15PSr12",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12"
"2602","IR","K15PSr12",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12"
"2603","IR","K15PSr12",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12"
"2604","IR","K15PSr12",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12"
"2605","IR","K15PSr12",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12"
"2606","AC","K15PSr13",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13"
"2607","AC","K15PSr13",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13"
"2608","AC","K15PSr13",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13"
"2609","AC","K15PSr13",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13"
"2610","AC","K15PSr13",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13"
"2611","AC","K15PSr13",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13"
"2612","AC","K15PSr14",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14"
"2613","AC","K15PSr14",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14"
"2614","AC","K15PSr14",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14"
"2615","AC","K15PSr14",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14"
"2616","AC","K15PSr14",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14"
"2617","AC","K15PSr14",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14"
"2618","AC","K15PSr15",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15"
"2619","AC","K15PSr15",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15"
"2620","AC","K15PSr15",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15"
"2621","AC","K15PSr15",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15"
"2622","AC","K15PSr15",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15"
"2623","AC","K15PSr15",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15"
"2624","LB","K15PSr5",2015,"Salix richardsonii","Kluane",2017-07-10,"7","10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5"
"2625","LB","K15PSr5",2015,"Salix richardsonii","Kluane",2017-07-19,"7","19",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5"
"2626","LB","K15PSr5",2015,"Salix richardsonii","Kluane",2017-07-24,"7","24",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5"
"2627","LB","K15PSr5",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5"
"2628","LB","K15PSr5",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5"
"2629","LB","K15PSr5",2015,"Salix richardsonii","Kluane",2017-08-13,"8","13",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5"
"2630","IR","K15PSr6",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6"
"2631","IR","K15PSr6",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6"
"2632","IR","K15PSr6",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6"
"2633","IR","K15PSr6",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6"
"2634","IR","K15PSr6",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6"
"2635","IR","K15PSr6",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6"
"2636","IR","K15PSr7",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7"
"2637","IR","K15PSr7",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7"
"2638","IR","K15PSr7",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7"
"2639","IR","K15PSr7",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7"
"2640","IR","K15PSr7",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7"
"2641","IR","K15PSr7",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7"
"2642","IR","K15PSr8",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8"
"2643","IR","K15PSr8",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8"
"2644","IR","K15PSr8",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8"
"2645","IR","K15PSr8",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8"
"2646","IR","K15PSr8",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8"
"2647","IR","K15PSr8",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8"
"2648","IR","K15PSr9",2015,"Salix richardsonii","Kluane",2017-07-12,"7","12",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9"
"2649","IR","K15PSr9",2015,"Salix richardsonii","Kluane",2017-07-20,"7","20",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9"
"2650","IR","K15PSr9",2015,"Salix richardsonii","Kluane",2017-07-26,"7","26",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9"
"2651","IR","K15PSr9",2015,"Salix richardsonii","Kluane",2017-06-06,"6","6",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9"
"2652","IR","K15PSr9",2015,"Salix richardsonii","Kluane",2017-08-02,"8","2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9"
"2653","IR","K15PSr9",2015,"Salix richardsonii","Kluane",2017-08-14,"8","14",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9"
"2654","LB","K15SSr1",2015,"Salix richardsonii","Kluane",2017-07-10,"7","10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR1"
"2655","LB","K15SSr1",2015,"Salix richardsonii","Kluane",2017-07-19,"7","19",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR1"
"2656","LB","K15SSr1",2015,"Salix richardsonii","Kluane",2017-07-24,"7","24",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR1"
