"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"627","EW","KP16Sr19",2016,"Salix richardsonii","Kluane","2017",1.6,NA,NA,NA,5,4,10,15,NA,NA,"KP16SR19",NA,1,6.33333333333333,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","GD","KP16Sr2",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","EW","KP16Sr20",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR20",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","LB","KP16Sr21",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR21",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","LB","KP16Sr22",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR22",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","LB","KP16Sr23",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR23",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","LB","KP16Sr25",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR25",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","LB","KP16Sr25",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR25",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","IR","KP16Sr26",2016,"Salix richardsonii","Kluane","2017",21,NA,NA,NA,66,46,49,52,NA,NA,"KP16SR26",NA,1,53.6666666666667,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","IR","KP16Sr27",2016,"Salix richardsonii","Kluane","2017",10,NA,NA,NA,55,54,53,86,21,13,"KP16SR27",NA,1,54,40,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","IR","KP16Sr28",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR28",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","IR","KP16Sr29",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR29",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","GD","KP16Sr3",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","IR","KP16Sr30",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR30",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","AC","KP16Sr31",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR31",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","AC","KP16Sr32",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR32",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","AC","KP16Sr33",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR33",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","AC","KP16Sr34",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR34",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","AC","KP16Sr35",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR35",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","GD","KP16Sr36",2016,"Salix richardsonii","Kluane","2017",3.8,NA,NA,NA,24,22,20,18,16,9,"KP16SR36",NA,1,22,14.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","GD","KP16Sr37",2016,"Salix richardsonii","Kluane","2017",34.8,NA,NA,NA,23,30,27,56,47,18,"KP16SR37",NA,1,26.6666666666667,40.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","GD","KP16Sr38",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR38",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","GD","KP16Sr39",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR39",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","GD","KP16Sr4",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","GD","KP16Sr40",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR40",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","LB","KP16Sr41",2016,"Salix richardsonii","Kluane","2017",27,NA,NA,NA,29,30,26,27,23,8,"KP16SR41",NA,1,28.3333333333333,19.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","LB","KP16Sr42",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR42",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","LB","KP16Sr43",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR43",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","LB","KP16Sr44",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR44",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","LB","KP16Sr45",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR45",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","IR","KP16Sr46",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR46",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","IR","KP16Sr47",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR47",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","IR","KP16Sr48",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR48",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","IR","KP16Sr49",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR49",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","GD","KP16Sr5",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","GD","KP16Sr50",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR50",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","GD","KP16Sr51",2016,"Salix richardsonii","Kluane","2017",3,NA,NA,NA,28,15,NA,30,NA,NA,"KP16SR51",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","GD","KP16Sr52",2016,"Salix richardsonii","Kluane","2017",28,NA,NA,NA,30,32,32,15,26,11,"KP16SR52",NA,1,31.3333333333333,17.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","GD","KP16Sr53",2016,"Salix richardsonii","Kluane","2017",2.1,NA,NA,NA,22,20,22,17,11,NA,"KP16SR53",NA,1,21.3333333333333,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","GD","KP16Sr54",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR54",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","GD","KP16Sr55",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR55",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","EW","KP16Sr56",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR56",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","EW","KP16Sr57",2016,"Salix richardsonii","Kluane","2017",17,NA,NA,NA,26,23,28,23,31,19,"KP16SR57",NA,1,25.6666666666667,24.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","EW","KP16Sr58",2016,"Salix richardsonii","Kluane","2017",4.2,NA,NA,NA,8,5,25,36,22,NA,"KP16SR58",NA,1,12.6666666666667,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","EW","KP16Sr59",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR59",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","GD","KP16Sr6",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","EW","KP16Sr60",2016,"Salix richardsonii","Kluane","2017",6.6,NA,NA,NA,26,25,25,40,NA,NA,"KP16SR60",NA,1,25.3333333333333,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","GD","KP16Sr7",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR7",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","GD","KP16Sr8",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR8",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","GD","KP16Sr9",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR9",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","AB","KPSp11",2013,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP11",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","AB","KPSp12",2013,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP12",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","AB","KPSp13",2013,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP13",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","AB","KPSp14",2013,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP14",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","AB","KPSp15",2013,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP15",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","CF","KPSr5",2013,"Salix richardsonii","Kluane","2017",27,NA,NA,NA,46,40,43,110,110,100,"KPSR5",NA,4,43,106.666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","JA","PC16CESa1",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","JA","PC16CESa2",2016,"Salix arctica","Kluane","2017",1.7,NA,NA,NA,25,20,15,11,7,NA,"PC16CESA2",NA,1,20,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","JA","PC16CESa3",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","JA","PC16CESa4",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","JA","PC16CESa5",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","IMS","PC16CESp1",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","AB","PC16CESp10",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP10",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","IMS","PC16CESp2",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","IMS","PC16CESp3",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","IMS","PC16CESp4",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","IMS","PC16CESp5",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","AB","PC16CESp6",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","AB","PC16CESp7",2016,"Salix pulchra","Kluane","2017",4.6,NA,NA,NA,35,29,14,52,21,9,"PC16CESP7",NA,1,26,27.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","AB","PC16CESp8",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP8",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","AB","PC16CESp9",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP9",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","GD","PC16CESr1",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","IR","PC16CESr10",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR10",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","GD","PC16CESr2",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","GD","PC16CESr3",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","GD","PC16CESr4",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","GD","PC16CESr5",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","IR","PC16CESr6",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR6",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","IR","PC16CESr7",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR7",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","IR","PC16CESr8",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR8",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","IR","PC16CESr9",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR9",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","JA","PC16CWSa1",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","JA","PC16CWSa2",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","JA","PC16CWSa3",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","JA","PC16CWSa4",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","JA","PC16CWSa5",2016,"Salix arctica","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","SL","PC16CWSp1",2016,"Salix pulchra","Kluane","2017",13.5,NA,NA,NA,44,38,42,1,28,30,"PC16CWSP1",NA,1,41.3333333333333,19.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","SL","PC16CWSp10",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP10",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","SL","PC16CWSp2",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","SL","PC16CWSp3",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP3",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","SL","PC16CWSp4",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP4",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","SL","PC16CWSp5",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP5",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","SL","PC16CWSp6",2016,"Salix pulchra","Kluane","2017",10.6,NA,NA,NA,32,32,18,17,6,6,"PC16CWSP6",NA,1,27.3333333333333,9.66666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","SL","PC16CWSp7",2016,"Salix pulchra","Kluane","2017",15,NA,NA,NA,55,57,57,84,15,10,"PC16CWSP7",NA,1,56.3333333333333,36.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","SL","PC16CWSp8",2016,"Salix pulchra","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP8",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","SL","PC16CWSp9",2016,"Salix pulchra","Kluane","2017",1.7,NA,NA,NA,40,39,35,64,66,NA,"PC16CWSP9",NA,1,38,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","AC","PC16CWSr1",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR1",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","AC","PC16CWSr10",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR10",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","AC","PC16CWSr2",2016,"Salix richardsonii","Kluane","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR2",NA,1,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
