"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"1654","SW","HESr6",2013,"Salix richardsonii","Qikiqtaruk","2019",17.2,NA,NA,NA,NA,NA,NA,7.91,11.42,16.1,"HESR6",NA,6,NA,11.81,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","SW","HESr7",2013,"Salix richardsonii","Qikiqtaruk","2019",11,NA,NA,NA,NA,NA,NA,12.44,34.96,12.47,"HESR7",NA,6,NA,19.9566666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","SW","HESr8",2013,"Salix richardsonii","Qikiqtaruk","2019",8.3,NA,NA,NA,NA,NA,NA,26.78,13.35,20.45,"HESR8",NA,6,NA,20.1933333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","LB","K15CSr2",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","LB","K15CSr3",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","SW","K15CSr5",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","MG","K15ESp6",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","MG","K15ESp7",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","MG","K15ESp8",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","MG","K15ESp9",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP9",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","JB","K15PSa10",2015,"Salix arctica","Kluane","2019",1.7,NA,NA,NA,19.24,21.35,24.49,2,NA,NA,"K15PSA10",NA,4,21.6933333333333,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","JB","K15PSa11",2015,"Salix arctica","Kluane","2019",5.3,NA,NA,NA,45.02,46.17,48.42,22.01,11.71,19.66,"K15PSA11",NA,4,46.5366666666667,17.7933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","JB","K15PSa12",2015,"Salix arctica","Kluane","2019",4.6,NA,NA,NA,39.83,41.08,39.65,19.97,12.77,11.04,"K15PSA12",NA,4,40.1866666666667,14.5933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","JB","K15PSa13",2015,"Salix arctica","Kluane","2019",2.9,NA,NA,NA,32.5,34.65,27.94,27.7,NA,NA,"K15PSA13",NA,4,31.6966666666667,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","JB","K15PSa15",2015,"Salix arctica","Kluane","2019",4.7,NA,NA,NA,36.73,32.25,38.11,7.79,6.62,4.78,"K15PSA15",NA,4,35.6966666666667,6.39666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","JB","K15PSa2",2015,"Salix arctica","Kluane","2019",7,NA,NA,NA,41.94,35,37.01,11.73,7.08,5.36,"K15PSA2",NA,4,37.9833333333333,8.05666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","JB","K15PSa6",2015,"Salix arctica","Kluane","2019",3.7,NA,NA,NA,36.67,38,38.99,16.49,19.97,23.3,"K15PSA6",NA,4,37.8866666666667,19.92,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","JB","K15PSa7",2015,"Salix arctica","Kluane","2019",7,NA,NA,NA,62.9,75.42,60.93,21.91,36.22,25.2,"K15PSA7",NA,4,66.4166666666667,27.7766666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","JB","K15PSa8",2015,"Salix arctica","Kluane","2019",6,NA,NA,NA,35.81,28.63,34.02,24.73,15.56,28.88,"K15PSA8",NA,4,32.82,23.0566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","JB","K15PSa9",2015,"Salix arctica","Kluane","2019",8,NA,NA,NA,49.79,48.5,54.5,33.82,25.25,20.85,"K15PSA9",NA,4,50.93,26.64,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","MG","K15PSp10",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","MG","K15PSp6",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","MG","K15PSp7",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","MG","K15PSp8",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","MG","K15PSp9",2015,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679","IR","K15PSr10",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","IR","K15PSr11",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","IR","K15PSr12",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","AC","K15PSr15",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","IR","K15PSr6",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","IR","K15PSr7",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","IR","K15PSr9",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","SW","K15SSr5",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","SW","K15SSr7",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR7",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","SW","K15SSr8",2015,"Salix richardsonii","Kluane","2019",9.7,NA,NA,NA,44.5,43.57,43.31,29.56,30.08,42.99,"K15SSR8",NA,4,43.7933333333333,34.21,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","SW","K15SSr9",2015,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR9",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","JA","K17Sa1",2017,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SA1",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","JB","K17Sa10",2017,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SA10",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","JB","K17Sa20",2017,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SA20",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","JA","K17Sa5",2017,"Salix arctica","Kluane","2019",1.9,NA,NA,NA,12.65,14.5,6,8.47,6.43,4.05,"K17SA5",NA,2,11.05,6.31666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","SW","K17Sr10",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR10",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","SW","K17Sr11",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR11",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","IR","K17Sr12",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR12",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","IR","K17Sr13",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR13",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","IR","K17Sr14",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR14",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","IR","K17Sr15",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR15",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","LB","K17Sr6",2017,"Salix richardsonii","Kluane","2019",9.4,NA,NA,NA,42.84,43.63,43.47,57.79,17.9,11.23,"K17SR6",NA,2,43.3133333333333,28.9733333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","LB","K17Sr7",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR7",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","LB","K17Sr8",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR8",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","LB","K17Sr9",2017,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR9",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","IMS","KLSPC1",2013,"Salix pulchra","Kluane","2019",45.4,NA,NA,NA,49.5,44.55,39.65,29.55,20.36,36.01,"KLSPC1",NA,6,44.5666666666667,28.64,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","MG","KLSPC10",2013,"Salix pulchra","Kluane","2019",29.6,NA,NA,NA,NA,NA,NA,17.82,2.8,19.96,"KLSPC10",NA,6,NA,13.5266666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","AB","KLSPC13",2013,"Salix pulchra","Kluane","2019",38.5,NA,NA,NA,40.59,44.39,41.82,105.9,157.5,170.9,"KLSPC13",NA,6,42.2666666666667,144.766666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","IMS","KLSPC2",2013,"Salix pulchra","Kluane","2019",14.4,NA,NA,NA,35.53,33.04,34.5,18.09,15.75,18.19,"KLSPC2",NA,6,34.3566666666667,17.3433333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","IMS","KLSPC3",2013,"Salix pulchra","Kluane","2019",30,NA,NA,NA,50.62,56.5,46.74,38.11,60.06,59.38,"KLSPC3",NA,6,51.2866666666667,52.5166666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","MG","KLSPC8",2013,"Salix pulchra","Kluane","2019",7.1,NA,NA,NA,22.09,19.28,NA,17.62,23.22,NA,"KLSPC8",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","MG","KLSPC9",2013,"Salix pulchra","Kluane","2019",39.4,NA,NA,NA,37.97,39.78,35.51,20.07,6.67,13.64,"KLSPC9",NA,6,37.7533333333333,13.46,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","IMS","KLSpE1",2013,"Salix pulchra","Kluane","2019",72.5,NA,NA,NA,35.32,40.51,34.35,32.75,82.91,82.92,"KLSPE1",NA,6,36.7266666666667,66.1933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","CF","KLSpE10",2013,"Salix pulchra","Kluane","2019",37.8,NA,NA,NA,33.02,37.53,36.55,156,61,40,"KLSPE10",NA,6,35.7,85.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","MG","KLSpE11",2013,"Salix pulchra","Kluane","2019",40.3,NA,NA,NA,38.16,40.9,41.41,17.53,18.91,24.95,"KLSPE11",NA,6,40.1566666666667,20.4633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","MG","KLSpE12",2013,"Salix pulchra","Kluane","2019",35.6,NA,NA,NA,25.3,25.7,23.18,28.69,10.75,23.52,"KLSPE12",NA,6,24.7266666666667,20.9866666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","MG","KLSpE14",2013,"Salix pulchra","Kluane","2019",45.6,NA,NA,NA,39.95,36.04,36.06,38.52,93.96,37.43,"KLSPE14",NA,6,37.35,56.6366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","MG","KLSpE15",2013,"Salix pulchra","Kluane","2019",16.2,NA,NA,NA,34.71,27.42,29.65,32.67,11.35,22.27,"KLSPE15",NA,6,30.5933333333333,22.0966666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","IMS","KLSpE2",2013,"Salix pulchra","Kluane","2019",29,NA,NA,NA,64.02,60.41,52.39,274,556,295,"KLSPE2",NA,6,58.94,375,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","IMS","KLSpE3",2013,"Salix pulchra","Kluane","2019",8.1,NA,NA,NA,28.61,25.03,27.07,8.48,7.78,17.23,"KLSPE3",NA,6,26.9033333333333,11.1633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","IMS","KLSpE4",2013,"Salix pulchra","Kluane","2019",43.6,NA,NA,NA,50.34,41.58,45.02,67.82,141.37,118.79,"KLSPE4",NA,6,45.6466666666667,109.326666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","IMS","KLSpE5",2013,"Salix pulchra","Kluane","2019",29,NA,NA,NA,38.46,30.48,33.95,30.52,46.67,51.03,"KLSPE5",NA,6,34.2966666666667,42.74,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","CF","KLSpE6",2013,"Salix pulchra","Kluane","2019",87.5,NA,NA,NA,36.6,43.79,47.33,51.34,73.39,80.07,"KLSPE6",NA,6,42.5733333333333,68.2666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","CF","KLSpE7",2013,"Salix pulchra","Kluane","2019",62,NA,NA,NA,43.27,42.51,44.77,90,57.61,66.31,"KLSPE7",NA,6,43.5166666666667,71.3066666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","CF","KLSpE8",2013,"Salix pulchra","Kluane","2019",73.2,NA,NA,NA,38.62,39.66,38.31,65.24,61.39,45.14,"KLSPE8",NA,6,38.8633333333333,57.2566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","CF","KLSpE9",2013,"Salix pulchra","Kluane","2019",34.5,NA,NA,NA,30.83,36.21,35.61,63.26,33.79,39.01,"KLSPE9",NA,6,34.2166666666667,45.3533333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","IR","KLSrC10",2013,"Salix richardsonii","Kluane","2019",107.2,NA,NA,NA,53.97,52.91,46.88,82.64,119.05,108.8,"KLSRC10",NA,6,51.2533333333333,103.496666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","AC","KLSrC11",2013,"Salix richardsonii","Kluane","2019",37.6,NA,NA,NA,35.67,35.72,34.07,37.39,32.07,23.67,"KLSRC11",NA,6,35.1533333333333,31.0433333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","AC","KLSrC13",2013,"Salix richardsonii","Kluane","2019",77.1,NA,NA,NA,60.74,63.2,56.95,106,111.9,195.9,"KLSRC13",NA,6,60.2966666666667,137.933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","LB","KLSrC2",2013,"Salix richardsonii","Kluane","2019",107,NA,NA,NA,54.27,63.86,63.12,152.9,173.1,105.8,"KLSRC2",NA,6,60.4166666666667,143.933333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","IR","KLSrC6",2013,"Salix richardsonii","Kluane","2019",89.5,NA,NA,NA,40.87,35.91,39.78,92.94,84.82,70.66,"KLSRC6",NA,6,38.8533333333333,82.8066666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","IR","KLSrC7",2013,"Salix richardsonii","Kluane","2019",66,NA,NA,NA,26.46,27.94,27.7,63.23,28.21,40.4,"KLSRC7",NA,6,27.3666666666667,43.9466666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","SW","KLSrE10",2013,"Salix richardsonii","Kluane","2019",119.2,NA,NA,NA,55.36,48.57,50.36,214,286,152,"KLSRE10",NA,6,51.43,217.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","IR","KLSrE11",2013,"Salix richardsonii","Kluane","2019",92.4,NA,NA,NA,47.82,49.28,44.16,115.27,100.04,88.73,"KLSRE11",NA,6,47.0866666666667,101.346666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","IR","KLSrE13",2013,"Salix richardsonii","Kluane","2019",96.1,NA,NA,NA,42.73,44.44,43.62,204,109,158,"KLSRE13",NA,6,43.5966666666667,157,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","IR","KLSrE14",2013,"Salix richardsonii","Kluane","2019",60.5,NA,NA,NA,47.49,57.18,61.54,146,125,121,"KLSRE14",NA,6,55.4033333333333,130.666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","IR","KLSrE15",2013,"Salix richardsonii","Kluane","2019",112.2,NA,NA,NA,49.66,51.06,45.09,106,125,112,"KLSRE15",NA,6,48.6033333333333,114.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","LB","KLSrE4",2013,"Salix richardsonii","Kluane","2019",101.9,NA,NA,NA,45.22,47.3,46.04,118.1,121.4,110,"KLSRE4",NA,6,46.1866666666667,116.5,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","SW","KLSrE6",2013,"Salix richardsonii","Kluane","2019",81.5,NA,NA,NA,43.59,49.56,50.72,160,126,136,"KLSRE6",NA,6,47.9566666666667,140.666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","SW","KLSrE7",2013,"Salix richardsonii","Kluane","2019",65.5,NA,NA,NA,42.42,33.6,42.11,142,185,116,"KLSRE7",NA,6,39.3766666666667,147.666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","SW","KLSrE9",2013,"Salix richardsonii","Kluane","2019",81.5,NA,NA,NA,55.58,52.28,55.46,154,126,249,"KLSRE9",NA,6,54.44,176.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","JA","KP16Sa1",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA1",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","SAB","KP16Sa10",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA10",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","SAB","KP16Sa11",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA11",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","SAB","KP16Sa12",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA12",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","SAB","KP16Sa13",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA13",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","SAB","KP16Sa14",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA14",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","SAB","KP16Sa15",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA15",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","SAB","KP16Sa16",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA16",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","SAB","KP16Sa17",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA17",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
