"","Species","plant_tag_id","sample_id","date_sampled","site_id","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","number_leaves","Site","leaf_status","year","month","DOY","total_leaf_dry_mass_mg","LDMC_g_g","population","X","Sample_Date","Dry_mass","Wood_density_mg_mm3","Lat","Lon","Elevation_m","date","MONTH"
"188","Salix richardsonii","KLSRC7",NA,NA,NA,NA,14.63009317,NA,NA,NA,NA,585.55,0.115,NA,"Common_garden",NA,2017,7,NA,NA,0.351923077,"Southern",125,"17/07/2017",0.0405,NA,NA,NA,NA,NA,NA
"189","Salix richardsonii","KLSRE10",NA,NA,NA,NA,14.82359845,NA,NA,NA,NA,1625.05,0.345,NA,"Common_garden",NA,2017,7,NA,NA,0.3195689655,"Southern",126,"17/07/2017",0.11,NA,NA,NA,NA,NA,NA
"190","Salix richardsonii","KLSRE11",NA,NA,NA,NA,14.464576925,NA,NA,NA,NA,1262.8,0.275,NA,"Common_garden",NA,2017,7,NA,NA,0.3237903225,"Southern",127,"17/07/2017",0.089,NA,NA,NA,NA,NA,NA
"191","Salix richardsonii","KLSRE13",NA,NA,NA,NA,16.4075,NA,NA,NA,NA,1243.65,0.235,NA,"Common_garden",NA,2017,7,NA,NA,0.3203703705,"Southern",128,"17/07/2017",0.076,NA,NA,NA,NA,NA,NA
"192","Salix richardsonii","KLSRE14",NA,NA,NA,NA,15.15678348,NA,NA,NA,NA,2218.7,0.47,NA,"Common_garden",NA,2017,7,NA,NA,0.31260771,"Southern",129,"17/07/2017",0.147,NA,NA,NA,NA,NA,NA
"193","Salix richardsonii","KLSRE15",NA,NA,NA,NA,14.83643411,NA,NA,NA,NA,1776.9,0.365,NA,"Common_garden",NA,2017,7,NA,NA,0.326401515,"Southern",130,"17/07/2017",0.119,NA,NA,NA,NA,NA,NA
"194","Salix richardsonii","KLSRE4",NA,NA,NA,NA,15.324401535,NA,NA,NA,NA,1772.35,0.34,NA,"Common_garden",NA,2017,7,NA,NA,0.3551136365,"Southern",131,"17/07/2017",0.1225,NA,NA,NA,NA,NA,NA
"195","Salix richardsonii","KLSRE6",NA,NA,NA,NA,12.703147165,NA,NA,NA,NA,1063.7,0.235,NA,"Common_garden",NA,2017,7,NA,NA,0.354074074,"Southern",132,"17/07/2017",0.083,NA,NA,NA,NA,NA,NA
"196","Salix richardsonii","KLSRE7",NA,NA,NA,NA,18.580267295,NA,NA,NA,NA,1049.3,0.205,NA,"Common_garden",NA,2017,7,NA,NA,0.2758373205,"Southern",133,"17/07/2017",0.0565,NA,NA,NA,NA,NA,NA
"197","Salix richardsonii","KLSRE9",NA,NA,NA,NA,15.05516204,NA,NA,NA,NA,2097.85,0.405,NA,"Common_garden",NA,2017,7,NA,NA,0.3450734395,"Southern",134,"17/07/2017",0.1395,NA,NA,NA,NA,NA,NA
"198","Salix richardsonii","KPSR5",NA,NA,NA,NA,19.44534759,NA,NA,NA,NA,822.25,0.13,NA,"Common_garden",NA,2017,7,NA,NA,0.341875,"Southern",135,"17/07/2017",0.0445,NA,NA,NA,NA,NA,NA
"199","Salix pulchra","KP5-2021-SAPU",105500231,"2021-06-25","KP_mid",NA,19.5752895752896,51.0848126232742,27.2918861959958,0.0136094674556213,0.988,5070,0.949,NA,"Kluane",NA,2021,NA,"176",259,0.262145748987854,"source_south",136,NA,NA,NA,NA,NA,NA,NA,NA
"200","Salix richardsonii","KP5-2021-SARI",105500938,"2021-06-25","KP_mid",NA,18.6760416666667,53.5445367839813,26.5376641326883,0.0148223548441073,1.555,7171.6,1.447,NA,"Kluane",NA,2021,NA,"176",384,0.246945337620579,"source_south",137,NA,NA,NA,NA,NA,NA,NA,NA
"201","Salix richardsonii","KP3-2021-SARI",105501123,"2021-06-25","KP_mid",NA,23.9904929577465,41.6831784891316,22.2048475371384,0.0146037896467204,1.32,6813.3,1.279,NA,"Kluane",NA,2021,NA,"176",284,0.215151515151515,"source_south",138,NA,NA,NA,NA,NA,NA,NA,NA
"202","Salix pulchra","KP3-2021-SAPU",105501233,"2021-06-25","KP_mid",NA,20.7248322147651,48.2512953367876,24.7097844112769,0.0147020725388601,0.614,3088,0.603,NA,"Kluane",NA,2021,NA,"176",149,0.242671009771987,"source_south",139,NA,NA,NA,NA,NA,NA,NA,NA
"203","Salix pulchra","KP9-2021-SAPU",105501373,"2021-06-25","KP_mid",NA,22.5017699115044,44.4409485979471,25.0554323725055,0.0132929563062886,0.454,2542.7,0.451,NA,"Kluane",NA,2021,NA,"176",113,0.248898678414097,"source_south",140,NA,NA,NA,NA,NA,NA,NA,NA
"204","Salix richardsonii","KP9-2021-SARI",105501502,"2021-06-25","KP_mid",NA,20.146394984326,49.6366720089626,24.0573152337858,0.0156690058661522,1.386,6426.7,1.326,NA,"Kluane",NA,2021,NA,"176",319,0.23015873015873,"source_south",141,NA,NA,NA,NA,NA,NA,NA,NA
"205","Salix richardsonii","KP7-2021-SARI-2",105510746,"2021-06-25","KP_low",NA,23.3665369649805,42.7962432558449,20.5929487179487,0.0165023646173316,1.272,6005.2,1.248,NA,"Kluane",NA,2021,NA,"176",257,0.202044025157233,"source_south",142,NA,NA,NA,NA,NA,NA,NA,NA
"206","Salix pulchra","KP2-2021-SAPU",105510871,"2021-06-25","KP_low",NA,17.4877022653722,57.1830412495142,29.4005708848716,0.0137313322353202,1.086,5403.7,1.051,NA,"Kluane",NA,2021,NA,"176",309,0.284530386740332,"source_south",143,NA,NA,NA,NA,NA,NA,NA,NA
"207","Salix richardsonii","KP2-2021-SARI",105510983,"2021-06-25","KP_low",NA,18.5632323232323,53.8699286087411,26.0526315789474,0.0152903534737942,2.097,9188.8,1.9,NA,"Kluane",NA,2021,NA,"176",495,0.236051502145923,"source_south",144,NA,NA,NA,NA,NA,NA,NA,NA
"208","Salix pulchra","KP1-2021-SAPU-1",105516629,"2021-06-25","KP_low",NA,19.903488372093,50.2424490272828,28.1505728314239,0.0128235087924286,0.625,3423.4,0.611,NA,"Kluane",NA,2021,NA,"176",172,0.2752,"source_south",145,NA,NA,NA,NA,NA,NA,NA,NA
"209","Salix pulchra","KP1-2021-SAPU-2",105516733,"2021-06-25","KP_low",NA,20.9542857142857,47.7229342787019,23.3022636484687,0.0157076629397328,0.77,3667,0.751,NA,"Kluane",NA,2021,NA,"176",175,0.227272727272727,"source_south",146,NA,NA,NA,NA,NA,NA,NA,NA
"210","Salix richardsonii","KP7-2021-SARI-1",105516878,"2021-06-25","KP_low",NA,20.4673796791444,48.8582327428542,23.0012300123001,0.0163557506401212,1.672,7654.8,1.626,NA,"Kluane",NA,2021,NA,"176",374,0.223684210526316,"source_south",147,NA,NA,NA,NA,NA,NA,NA,NA
"211","Salix pulchra","KP4-2021-SAPU",105523122,"2021-06-25","KP_high",NA,21.4986577181208,46.5145318889895,24.1100323624595,0.0146411513127088,0.654,3203.3,0.618,NA,"Kluane",NA,2021,NA,"176",149,0.22782874617737,"source_south",148,NA,NA,NA,NA,NA,NA,NA,NA
"212","Salix richardsonii","KP8-2021-SARI-2",105523254,"2021-06-25","KP_high",NA,22.7507853403141,43.9545266258572,21.1986681465039,0.0163391172274129,0.917,4345.4,0.901,NA,"Kluane",NA,2021,NA,"176",191,0.208287895310796,"source_south",149,NA,NA,NA,NA,NA,NA,NA,NA
"213","Salix richardsonii","KP8-2021-SARI-1",105523386,"2021-06-25","KP_high",NA,20.5364016736402,48.6940222484821,22.2325581395349,0.0170327207530256,1.119,4908.2,1.075,NA,"Kluane",NA,2021,NA,"176",239,0.213583556747096,"source_south",150,NA,NA,NA,NA,NA,NA,NA,NA
"214","Salix richardsonii","KP4-2021-SARI",105523539,"2021-06-25","KP_high",NA,20.5741525423729,48.6046751106992,22.3062381852552,0.0169292554834724,1.07,4855.5,1.058,NA,"Kluane",NA,2021,NA,"176",236,0.220560747663551,"source_south",151,NA,NA,NA,NA,NA,NA,NA,NA
"215","Salix richardsonii","KP6-2021-SARI-2",105523668,"2021-06-25","KP_high",NA,20.8785714285714,47.8959972630859,21.7898832684825,0.0171912418747862,1.04,4676.8,1.028,NA,"Kluane",NA,2021,NA,"176",224,0.215384615384615,"source_south",152,NA,NA,NA,NA,NA,NA,NA,NA
"216","Salix richardsonii","KP6-2021-SARI-1",105523789,"2021-06-25","KP_high",NA,20.6335714285714,48.4647073077855,21.3740458015267,0.0178280887596497,1.342,5777.4,1.31,NA,"Kluane",NA,2021,NA,"176",280,0.208643815201192,"source_south",153,NA,NA,NA,NA,NA,NA,NA,NA
"217","Salix arctica","KP-ALP-SAAR1",106364431,"2021-07-05","KP_alpine",NA,16.2395973154362,61.5778815555647,27.115559599636,0.0165516386328884,1.165,4839.4,1.099,NA,"Kluane",NA,2021,NA,"186",298,0.255793991416309,"source_south",154,NA,NA,NA,NA,NA,NA,NA,NA
"218","Salix richardsonii","KP-ALP-SARI1",106364470,"2021-07-05","KP_alpine",NA,23.5374193548387,42.485541210975,24.3328100470958,0.0132116328152838,0.693,3648.3,0.637,NA,"Kluane",NA,2021,NA,"186",155,0.223665223665224,"source_south",155,NA,NA,NA,NA,NA,NA,NA,NA
"219","Salix arctica","KP-ALP-SAAR2",106364506,"2021-07-05","KP_alpine",NA,18.1751322751323,55.0202323076475,23.4782608695652,0.0179325201595296,0.829,3435.1,0.805,NA,"Kluane",NA,2021,NA,"186",189,0.227985524728589,"source_south",156,NA,NA,NA,NA,NA,NA,NA,NA
"220","Salix richardsonii","KP-ALP-SARI2",106364529,"2021-07-05","KP_alpine",NA,20.4802955665025,48.8274203247144,24.7259439707674,0.0148647023451593,0.887,4157.5,0.821,NA,"Kluane",NA,2021,NA,"186",203,0.228861330326945,"source_south",157,NA,NA,NA,NA,NA,NA,NA,NA
"221","Salix arctica","KP-ALP-SAAR3",106364556,"2021-07-05","KP_alpine",NA,19.3154017857143,51.7721562871968,24.2818428184282,0.0161441299850924,1.868,8653.3,1.845,NA,"Kluane",NA,2021,NA,"186",448,0.23982869379015,"source_south",158,NA,NA,NA,NA,NA,NA,NA,NA
"222","Salix richardsonii","KP-ALP-SARI3",106364575,"2021-07-05","KP_alpine",NA,16.0605263157895,62.2644601015894,26.2295081967213,0.017511879403572,1.233,4882.4,1.159,NA,"Kluane",NA,2021,NA,"186",304,0.246553122465531,"source_south",159,NA,NA,NA,NA,NA,NA,NA,NA
"223","Salix pulchra","KP4-2021-SAPU",106381694,"2021-07-05","KP_high",NA,14.6013966480447,68.486599200352,33.489242282507,0.0136016681652096,2.263,10454.6,2.138,NA,"Kluane",NA,2021,NA,"186",716,0.316394167034909,"source_south",160,NA,NA,NA,NA,NA,NA,NA,NA
"224","Salix richardsonii","KP6-2021-SARI-2",106381730,"2021-07-05","KP_high",NA,22.8206214689266,43.8200160920963,25.2857142857143,0.0129479482577211,1.583,8078.5,1.4,NA,"Kluane",NA,2021,NA,"186",354,0.223626026531901,"source_south",161,NA,NA,NA,NA,NA,NA,NA,NA
"225","Salix richardsonii","KP6-2021-SARI-1",106381773,"2021-07-05","KP_high",NA,20.2637809187279,49.3491320307255,24.9889624724062,0.0148134585371383,2.509,11469.3,2.265,NA,"Kluane",NA,2021,NA,"186",566,0.225587883618972,"source_south",162,NA,NA,NA,NA,NA,NA,NA,NA
"226","Salix richardsonii","KP8-2021-SARI-2",106381796,"2021-07-05","KP_high",NA,18.5508021390374,53.9060247910061,28.695652173913,0.0133948304026136,2.187,10407,1.955,NA,"Kluane",NA,2021,NA,"186",561,0.256515775034294,"source_south",163,NA,NA,NA,NA,NA,NA,NA,NA
"227","Salix richardsonii","KP8-2021-SARI-1",106381846,"2021-07-05","KP_high",NA,15.8306226175349,63.1687094159102,28.1775868242034,0.0161011983593794,3.102,12458.7,2.793,NA,"Kluane",NA,2021,NA,"186",787,0.253707285622179,"source_south",164,NA,NA,NA,NA,NA,NA,NA,NA
"228","Salix richardsonii","KP4-2021-SARI",106381873,"2021-07-05","KP_high",NA,16.263539445629,61.4872305836698,28.7377450980392,0.0152472599507053,1.833,7627.6,1.632,NA,"Kluane",NA,2021,NA,"186",469,0.255864702673213,"source_south",165,NA,NA,NA,NA,NA,NA,NA,NA
"229","Salix pulchra","KP3-2021-SAPU",106381902,"2021-07-05","KP_mid",NA,16.3967914438503,60.9875415824147,30.7565789473684,0.0137303502706934,1.246,6132.4,1.216,NA,"Kluane",NA,2021,NA,"186",374,0.30016051364366,"source_south",166,NA,NA,NA,NA,NA,NA,NA,NA
"230","Salix richardsonii","KP3-2021-SARI",106382017,"2021-07-05","KP_mid",NA,14.993916755603,66.6937142775797,27.9284649776453,0.0172108218914821,3.476,14049.3,3.355,NA,"Kluane",NA,2021,NA,"186",937,0.269562715765247,"source_south",167,NA,NA,NA,NA,NA,NA,NA,NA
"231","Salix pulchra","KP5-2021-SAPU",106382038,"2021-07-05","KP_mid",NA,15.572745490982,64.2147526638184,32.4658425504229,0.0133576980491069,1.594,7770.8,1.537,NA,"Kluane",NA,2021,NA,"186",499,0.313048933500627,"source_south",168,NA,NA,NA,NA,NA,NA,NA,NA
"232","Salix richardsonii","KP5-2021-SARI",106382062,"2021-07-05","KP_mid",NA,14.916338028169,67.0405831586501,30.1230377598642,0.0155515268256756,2.531,10590.6,2.357,NA,"Kluane",NA,2021,NA,"186",710,0.280521532990913,"source_south",169,NA,NA,NA,NA,NA,NA,NA,NA
"233","Salix richardsonii","KP9-2021-SARI",106382085,"2021-07-05","KP_mid",NA,13.1804,75.8702315559467,30.8896210873147,0.0169746998067838,2.574,9885.3,2.428,NA,"Kluane",NA,2021,NA,"186",750,0.291375291375291,"source_south",170,NA,NA,NA,NA,NA,NA,NA,NA
"234","Salix pulchra","KP9-2021-SAPU",106382104,"2021-07-05","KP_mid",NA,NA,NA,NA,NA,NA,NA,0.952,NA,"Kluane",NA,2021,NA,"186",NA,NA,"source_south",171,NA,NA,NA,NA,NA,NA,NA,NA
"235","Salix pulchra","KP1-2021-SAPU-2",106382127,"2021-07-05","KP_low",NA,15.3254512635379,65.250933418136,32.1718931475029,0.0137568754932099,1.746,8490.3,1.722,NA,"Kluane",NA,2021,NA,"186",554,0.31729667812142,"source_south",172,NA,NA,NA,NA,NA,NA,NA,NA
"236","Salix richardsonii","KP2-2021-SARI",106382266,"2021-07-05","KP_low",NA,14.0203539823009,71.3248753392666,32.209026128266,0.0150118874792232,2.29,9505.8,2.105,NA,"Kluane",NA,2021,NA,"186",678,0.296069868995633,"source_south",173,NA,NA,NA,NA,NA,NA,NA,NA
"237","Salix pulchra","KP2-2021-SAPU",106382289,"2021-07-05","KP_low",NA,12.3850828729282,80.7422937948878,39.2057761732852,0.0125202599217855,1.466,6725.1,1.385,NA,"Kluane",NA,2021,NA,"186",543,0.370395634379263,"source_south",174,NA,NA,NA,NA,NA,NA,NA,NA
"238","Salix richardsonii","KP7-2021-SARI-1",106382317,"2021-07-05","KP_low",NA,16.3035511363636,61.3363304494803,30.3056392595781,0.0141056134939927,2.507,11477.7,2.323,NA,"Kluane",NA,2021,NA,"186",704,0.280813721579577,"source_south",175,NA,NA,NA,NA,NA,NA,NA,NA
"239","Salix richardsonii","KP7-2021-SARI-2",106382343,"2021-07-05","KP_low",NA,13.8803361344538,72.0443647987601,31.4648334214701,0.0156923523998644,2.153,8258.8,1.891,NA,"Kluane",NA,2021,NA,"186",595,0.276358569437994,"source_south",176,NA,NA,NA,NA,NA,NA,NA,NA
"240","Salix pulchra","KP1-2021-SAPU-1",106382373,"2021-07-05","KP_low",NA,16.9629343629344,58.9520644603269,33.0779054916986,0.0119269813811627,0.815,4393.4,0.783,NA,"Kluane",NA,2021,NA,"186",259,0.317791411042945,"source_south",177,NA,NA,NA,NA,NA,NA,NA,NA
"241","Salix pulchra","KP6-2021-SAPU",106482783,"2021-07-06","KP_high",NA,16.9619565217391,58.9554629926306,33.0935251798561,0.0119192566485101,1.208,6242,1.112,NA,"Kluane",NA,2021,NA,"187",368,0.304635761589404,"source_south",178,NA,NA,NA,NA,NA,NA,NA,NA
"242","Salix richardsonii","KP7-2021-SARI-1",107572254,"2021-07-19","KP_low",NA,10.588534107402,94.4417791789459,35.8294331773271,0.0169145363580289,1.956,7295.5,1.923,NA,"Kluane",NA,2021,NA,"200",689,0.352249488752556,"source_south",179,NA,NA,NA,NA,NA,NA,NA,NA
"243","Salix pulchra","KP2-2021-SAPU",107572296,"2021-07-19","KP_low",NA,10.5001879699248,95.2363903259877,40.3030303030303,0.0141064427776087,1.357,5586.1,1.32,NA,"Kluane",NA,2021,NA,"200",532,0.392041267501842,"source_south",180,NA,NA,NA,NA,NA,NA,NA,NA
"244","Salix pulchra","KP1-2021-SAPU-1",107572335,"2021-07-19","KP_low",NA,11.2892561983471,88.5797950219619,39.5424836601307,0.0135431918008785,1.252,5464,1.224,NA,"Kluane",NA,2021,NA,"200",484,0.386581469648562,"source_south",181,NA,NA,NA,NA,NA,NA,NA,NA
"245","Salix pulchra","KP1-2021-SAPU-2",107572361,"2021-07-19","KP_low",NA,11.8799011532125,84.1757845543676,38.985228002569,0.0131741343207,1.617,7211.1,1.557,NA,"Kluane",NA,2021,NA,"200",607,0.375386518243661,"source_south",182,NA,NA,NA,NA,NA,NA,NA,NA
"246","Salix richardsonii","KP2-2021-SARI",107572388,"2021-07-19","KP_low",NA,10.80112,92.5829913934851,35.2708803611738,0.0169908305805324,1.832,6750.7,1.772,NA,"Kluane",NA,2021,NA,"200",625,0.341157205240175,"source_south",183,NA,NA,NA,NA,NA,NA,NA,NA
"247","Salix richardsonii","KP7-2021-SARI-2",107572415,"2021-07-19","KP_low",NA,10.5035182679296,95.2061942000232,34.6135831381733,0.0179848236946187,2.206,7762.1,2.135,NA,"Kluane",NA,2021,NA,"200",739,0.334995466908432,"source_south",184,NA,NA,NA,NA,NA,NA,NA,NA
"248","Salix pulchra","KP3-2021-SAPU",107572453,"2021-07-19","KP_mid",NA,10.7559585492228,92.9717231080495,39.5762132604238,0.0141946464987074,1.52,6227.7,1.463,NA,"Kluane",NA,2021,NA,"200",579,0.380921052631579,"source_south",185,NA,NA,NA,NA,NA,NA,NA,NA
"249","Salix richardsonii","KP3-2021-SARI",107572488,"2021-07-19","KP_mid",NA,11.1458123107972,89.7197953917885,35.0052984811021,0.0166583676610384,2.946,11045.5,2.831,NA,"Kluane",NA,2021,NA,"200",991,0.336388323150034,"source_south",186,NA,NA,NA,NA,NA,NA,NA,NA
"250","Salix pulchra","KP5-2021-SAPU",107572532,"2021-07-19","KP_mid",NA,11.9189504373178,83.9000048921286,36.5282215122471,0.0145785431241133,1.917,8176.4,1.878,NA,"Kluane",NA,2021,NA,"200",686,0.357850808555034,"source_south",187,NA,NA,NA,NA,NA,NA,NA,NA
"251","Salix richardsonii","KP5-2021-SARI",107572569,"2021-07-19","KP_mid",NA,11.3749336870027,87.91260041741,34.6666666666667,0.0165681439248196,2.24,8576.7,2.175,NA,"Kluane",NA,2021,NA,"200",754,0.336607142857143,"source_south",188,NA,NA,NA,NA,NA,NA,NA,NA
"252","Salix pulchra","KP9-2021-SAPU",107572592,"2021-07-19","KP_mid",NA,13.2205962059621,75.6395539521154,38.801261829653,0.0119301410298458,0.986,4878.4,0.951,NA,"Kluane",NA,2021,NA,"200",369,0.374239350912779,"source_south",189,NA,NA,NA,NA,NA,NA,NA,NA
"253","Salix richardsonii","KP9-2021-SARI",107572621,"2021-07-19","KP_mid",NA,10.3364306784661,96.745194845964,36.5301724137931,0.0168091208744167,1.941,7008.1,1.856,NA,"Kluane",NA,2021,NA,"200",678,0.349304482225657,"source_south",190,NA,NA,NA,NA,NA,NA,NA,NA
"254","Salix richardsonii","KP4-2021-SARI",107572678,"2021-07-19","KP_high",NA,9.80134730538922,102.026789669024,33.2835077229696,0.0204511783483268,2.126,6547.3,2.007,NA,"Kluane",NA,2021,NA,"200",668,0.314205079962371,"source_south",191,NA,NA,NA,NA,NA,NA,NA,NA
"255","Salix pulchra","KP4-2021-SAPU",107572700,"2021-07-19","KP_high",NA,11.5676998368679,86.4476096460302,38.8959390862944,0.0135805951205754,1.578,7091,1.576,NA,"Kluane",NA,2021,NA,"200",613,0.388466413181242,"source_south",192,NA,NA,NA,NA,NA,NA,NA,NA
"256","Salix richardsonii","KP6-2021-SARI-2",107572722,"2021-07-19","KP_high",NA,13.8338624338624,72.2863917998929,31.6936836221353,0.0155791835589893,1.867,7843.8,1.789,NA,"Kluane",NA,2021,NA,"200",567,0.303695768612748,"source_south",193,NA,NA,NA,NA,NA,NA,NA,NA
"257","Salix richardsonii","KP6-2021-SARI-1",107572748,"2021-07-19","KP_high",NA,14.6262948207171,68.3700152538679,30.0418910831837,0.0159212246676836,1.701,7342.4,1.671,NA,"Kluane",NA,2021,NA,"200",502,0.29512051734274,"source_south",194,NA,NA,NA,NA,NA,NA,NA,NA
"258","Salix pulchra","KP6-2021-SAPU",107572784,"2021-07-19","KP_high",NA,12.3343195266272,81.074598224994,37.5555555555556,0.0134804509474694,1.381,6253.5,1.35,NA,"Kluane",NA,2021,NA,"200",507,0.367125271542361,"source_south",195,NA,NA,NA,NA,NA,NA,NA,NA
"259","Salix richardsonii","KP8-2021-SARI-1",107572830,"2021-07-19","KP_high",NA,10.8723333333333,91.9765766318178,32.4558240173098,0.0191413475590439,2.857,9785.1,2.773,NA,"Kluane",NA,2021,NA,"200",900,0.315015750787539,"source_south",196,NA,NA,NA,NA,NA,NA,NA,NA
"260","Salix richardsonii","KP8-2021-SARI-2",107572855,"2021-07-19","KP_high",NA,10.7296851574213,93.1993796023307,35.3283898305085,0.0170609359062138,2.014,7156.7,1.888,NA,"Kluane",NA,2021,NA,"200",667,0.331181727904667,"source_south",197,NA,NA,NA,NA,NA,NA,NA,NA
"261","Salix arctica","KP-ALP-SAAR1",107572873,"2021-07-19","KP_alpine",NA,11.7053050397878,85.4313489995241,32.0851063829787,0.0180833465521539,1.196,4412.9,1.175,NA,"Kluane",NA,2021,NA,"200",377,0.315217391304348,"source_south",198,NA,NA,NA,NA,NA,NA,NA,NA
"262","Salix richardsonii","KP-ALP-SARI1",107572895,"2021-07-19","KP_alpine",NA,16.0073800738007,62.4711848778239,28.4663865546219,0.0156984785615491,0.958,4338,0.952,NA,"Kluane",NA,2021,NA,"200",271,0.282881002087683,"source_south",199,NA,NA,NA,NA,NA,NA,NA,NA
"263","Salix arctica","KP-ALP-SAAR2",107572917,"2021-07-19","KP_alpine",NA,13.6334190231362,73.349172229136,28.9219330855019,0.0180261718897311,1.397,5303.4,1.345,NA,"Kluane",NA,2021,NA,"200",389,0.278453829634932,"source_south",200,NA,NA,NA,NA,NA,NA,NA,NA
"264","Salix richardsonii","KP-ALP-SARI2",107572939,"2021-07-19","KP_alpine",NA,15.1079096045198,66.1904939979806,28.0729579698652,0.016958976852025,1.267,5348.2,1.261,NA,"Kluane",NA,2021,NA,"200",354,0.279400157853197,"source_south",201,NA,NA,NA,NA,NA,NA,NA,NA
"265","Salix arctica","KP-ALP-SAAR3",107572966,"2021-07-19","KP_alpine",NA,11.7888888888889,84.8256361922714,34.4846195358878,0.0161155434017868,1.888,7533.1,1.853,NA,"Kluane",NA,2021,NA,"200",639,0.338453389830508,"source_south",202,NA,NA,NA,NA,NA,NA,NA,NA
"266","Salix richardsonii","KP-ALP-SARI3",107572986,"2021-07-19","KP_alpine",NA,11.7484337349398,85.1177291000082,30.8550185873606,0.0190745754368693,1.375,4875.6,1.345,NA,"Kluane",NA,2021,NA,"200",415,0.301818181818182,"source_south",203,NA,NA,NA,NA,NA,NA,NA,NA
"267","Salix arctica","SARC2",139632532,"2022-07-25","Qikiqtaruk",NA,12,83.3333333333333,33.6231884057971,0.0164511494252874,1.742,6681.6,1.656,NA,"Qikiqtaruk",NA,2022,NA,"206",556.8,0.31963260619977,"source_north",204,NA,NA,NA,NA,NA,NA,NA,NA
"268","Salix arctica","SARC3",139632634,"2022-07-25","Qikiqtaruk",NA,13.1246214415506,76.1926737813672,30.1414879050662,0.0176590712431497,2.243,8667.5,2.191,NA,"Qikiqtaruk",NA,2022,NA,"206",660.4,0.294427106553723,"source_north",205,NA,NA,NA,NA,NA,NA,NA,NA
"269","Salix richardsonii","SRIC2",139721322,"2022-07-26","Qikiqtaruk",NA,12.822861887628,77.9857108938246,30.2596314907873,0.0179736234324073,1.275,4632.9,1.194,NA,"Qikiqtaruk",NA,2022,NA,"207",361.3,0.283372549019608,"source_north",206,NA,NA,NA,NA,NA,NA,NA,NA
"270","Salix richardsonii","SRIC3",139721384,"2022-07-26","Qikiqtaruk",NA,NA,NA,NA,NA,1.457,5707.7,1.383,NA,"Qikiqtaruk",NA,2022,NA,"207",NA,NA,"source_north",207,NA,NA,NA,NA,NA,NA,NA,NA
"271","Salix pulchra","SPUL1",139721537,"2022-07-26","Qikiqtaruk",NA,12.2786689011252,81.4420527218843,34.8083333333333,0.0152530806426455,1.246,5128.8,1.2,NA,"Qikiqtaruk",NA,2022,NA,"207",417.7,0.335232744783307,"source_north",208,NA,NA,NA,NA,NA,NA,NA,NA
"272","Salix pulchra","SPUL2",139721606,"2022-07-26","Qikiqtaruk",NA,12.9560780834073,77.183850974215,36.4135702746365,0.0134780673218505,0.645,2920.3,0.619,NA,"Qikiqtaruk",NA,2022,NA,"207",225.4,0.349457364341085,"source_north",209,NA,NA,NA,NA,NA,NA,NA,NA
"273","Salix pulchra","SPUL3",139721663,"2022-07-26","Qikiqtaruk",NA,13.572972972973,73.6758263639984,33.2335329341317,0.0148015398911456,0.69,3013.2,0.668,NA,"Qikiqtaruk",NA,2022,NA,"207",222,0.321739130434783,"source_north",210,NA,NA,NA,NA,NA,NA,NA,NA
"274","Salix arctica","",139632391,"2022-07-25","Qikiqtaruk",NA,9.24487594390507,108.168028004667,30.7389862624349,0.0243723953992332,2.159,5999,2.111,NA,"Qikiqtaruk",NA,2022,NA,"206",648.9,0.300555812876332,"source_north",211,NA,NA,NA,NA,NA,NA,NA,NA
"275","Salix richardsonii","SRIC1",139721255,"2022-07-26","Qikiqtaruk",NA,15.5254817987152,64.4102394350656,28.756157635468,0.0159577402626062,0.904,3625.2,0.812,NA,"Qikiqtaruk",NA,2022,NA,"207",233.5,0.258296460176991,"source_north",212,NA,NA,NA,NA,NA,NA,NA,NA
"276","Salix arctica",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",NA,2014,NA,"188",NA,NA,"source_south",213,NA,NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"277","Salix arctica",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",NA,2014,NA,"188",NA,NA,"source_south",214,NA,NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"278","Salix arctica",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",NA,2014,NA,"188",NA,NA,"source_south",215,NA,NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"279","Salix arctica",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",NA,2014,NA,"188",NA,NA,"source_south",216,NA,NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"280","Salix arctica",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",NA,2014,NA,"188",10,NA,"source_south",217,NA,NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"281","Salix arctica",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kluane",NA,2014,NA,"189",25,NA,"source_south",218,NA,NA,NA,61.10549,-138.6618,1693,"08-Jul",7
