"","...1","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"936",2301,2301,"LB",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",7.3,NA,NA,NA,5,NA,NA,34,42,41,"HESR2",NA,"7",39,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937",2302,2302,"AC",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",9.5,NA,NA,NA,NA,NA,NA,22.08,26.73,21.4,"HESR21",NA,"7",23.4033333333333,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"938",2303,2303,"AC",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",5.8,NA,NA,NA,NA,NA,NA,11.07,14.49,11.09,"HESR23",NA,"7",12.2166666666667,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"939",2304,2304,"AC",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",9.8,NA,NA,NA,40.73,34.94,30.64,12.68,17.29,12.61,"HESR26",NA,"7",14.1933333333333,35.4366666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"940",2305,2305,"AC",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR27",NA,"7",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"941",2306,2306,"LB",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",11.6,NA,NA,NA,21,NA,NA,15,25,34,"HESR3",NA,"7",24.6666666666667,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",2307,2307,"LB",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",7.8,NA,NA,NA,NA,NA,NA,47,45,46,"HESR4",NA,"7",46,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"943",2308,2308,"LB",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR4B_CLONE",NA,"7",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944",2309,2309,"SW",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR6",NA,"7",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945",2310,2310,"SW",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",2.2,NA,NA,NA,NA,NA,NA,42,21,30,"HESR7",NA,"7",31,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"946",2311,2311,"SW",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",10.7,NA,NA,NA,24,23,NA,25,14,18,"HESR8",NA,"7",19,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"947",2312,2312,"LB",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",2313,2313,"LB",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",2314,2314,"SW",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950",2334,2334,"IR",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951",2335,2335,"IR",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952",2336,2336,"IR",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953",2337,2337,"AC",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"954",2338,2338,"IR",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955",2339,2339,"IR",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956",2340,2340,"IR",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957",2341,2341,"SW",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958",2342,2342,"SW",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR7",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959",2343,2343,"SW",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",16.8,NA,NA,NA,52,49,50,42,32,41,"K15SSR8",NA,"5",38.3333333333333,50.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"960",2344,2344,"SW",2015,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR9",NA,"5",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961",2349,2349,"SW",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR10",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"962",2350,2350,"SW",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR11",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963",2351,2351,"IR",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR12",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"964",2352,2352,"IR",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR13",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965",2353,2353,"IR",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR14",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"966",2354,2354,"IR",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR15",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967",2355,2355,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",20.1,NA,NA,NA,64,61,48,109,51,38,"K17SR6",NA,"3",66,57.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968",2356,2356,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR7",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"969",2357,2357,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR8",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"970",2358,2358,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR9",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971",2380,2380,"IR",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",109.1,NA,NA,NA,53,53,53,141,155,100.18,"KLSRC10",NA,"7",132.06,53,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972",2381,2381,"AC",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC11",NA,"7",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"973",2382,2382,"AC",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",72.4,NA,NA,NA,37.07,42.16,38.79,130,180,133,"KLSRC13",NA,"7",147.666666666667,39.34,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974",2383,2383,"LB",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",111.2,NA,NA,NA,52,51,60,115,118,116,"KLSRC2",NA,"7",116.333333333333,54.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975",2384,2384,"IR",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",115,NA,NA,NA,42,41,48,137,122,84,"KLSRC6",NA,"7",114.333333333333,43.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976",2385,2385,"IR",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7",NA,"7",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977",2386,2386,"SW",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",121.2,NA,NA,NA,50,52,51,118,92,114,"KLSRE10",NA,"7",108,51,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978",2387,2387,"IR",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",100.4,NA,NA,NA,52,57,59,79,96,98,"KLSRE11",NA,"7",91,56,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"979",2388,2388,"IR",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",96.5,NA,NA,NA,46,43,51,183,114,154,"KLSRE13",NA,"7",150.333333333333,46.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"980",2389,2389,"IR",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",55.2,NA,NA,NA,50,49,53,43,45,47,"KLSRE14",NA,"7",45,50.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"981",2390,2390,"IR",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",102.3,NA,NA,NA,43,43,52,115,98,22,"KLSRE15",NA,"7",78.3333333333333,46,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"982",2391,2391,"LB",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",106.7,NA,NA,NA,56,58,49,129,152,148,"KLSRE4",NA,"7",143,54.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"983",2392,2392,"SW",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",83.4,NA,NA,NA,56,36,48,72,103,98,"KLSRE6",NA,"7",91,46.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"984",2393,2393,"SW",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",67.9,NA,NA,NA,51,48,38,82,88,129,"KLSRE7",NA,"7",99.6666666666667,45.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"985",2394,2394,"SW",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",83.8,NA,NA,NA,52,46,64,102,88,106,"KLSRE9",NA,"7",98.6666666666667,54,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"986",2457,2457,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR1",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"987",2458,2458,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR11",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"988",2459,2459,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"989",2460,2460,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"990",2461,2461,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR13",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",2462,2462,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR16",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"992",2463,2463,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR17",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"993",2464,2464,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR18",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"994",2465,2465,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR19",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"995",2466,2466,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR20",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"996",2467,2467,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR21",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",2468,2468,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR22",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"998",2469,2469,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR23",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"999",2470,2470,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR24",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000",2471,2471,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR25",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001",2472,2472,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",30.4,NA,NA,NA,31,38,33,62,45,68,"KP16SR26",NA,"4",58.3333333333333,34,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002",2473,2473,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",30.8,NA,NA,NA,50,48,51,6.4,8.5,6.3,"KP16SR27",NA,"4",7.06666666666667,49.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003",2474,2474,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR28",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004",2475,2475,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR29",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005",2476,2476,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR30",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006",2477,2477,"AC",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR31",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007",2478,2478,"AC",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR32",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008",2479,2479,"AC",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR33",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009",2480,2480,"AC",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR34",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010",2481,2481,"AC",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR35",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011",2482,2482,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",22.8,NA,NA,NA,39,44,44,82,81,64,"KP16SR36",NA,"4",75.6666666666667,42.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012",2483,2483,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",58.9,NA,NA,NA,50,44,56,155,118,148,"KP16SR37",NA,"4",140.333333333333,50,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013",2484,2484,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR38",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014",2485,2485,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR39",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015",2486,2486,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR40",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016",2487,2487,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",25.7,NA,NA,NA,35,35,33,71,71,70,"KP16SR41",NA,"4",70.6666666666667,34.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017",2488,2488,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR43",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018",2489,2489,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR44",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019",2490,2490,"LB",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR45",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020",2491,2491,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR46",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021",2492,2492,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",17.5,NA,NA,NA,37,36,42,91,78,72,"KP16SR51",NA,"4",80.3333333333333,38.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022",2493,2493,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",40.4,NA,NA,NA,47,51,46,82,137,118,"KP16SR52",NA,"4",112.333333333333,48,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023",2494,2494,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",13.1,NA,NA,NA,33,30,30,57,42,73,"KP16SR53",NA,"4",57.3333333333333,31,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024",2495,2495,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR54",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025",2496,2496,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR55",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026",2497,2497,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR56",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027",2498,2498,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",48.4,NA,NA,NA,44,42,43,142,154,163,"KP16SR57",NA,"4",153,43,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028",2499,2499,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",16.8,NA,NA,NA,45,44,38,58,82,94,"KP16SR58",NA,"4",78,42.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029",2500,2500,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR59",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030",2501,2501,"EW",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",28.9,NA,NA,NA,41,44,40,51,66,74,"KP16SR60",NA,"4",63.6666666666667,41.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031",2502,2502,"GD",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR8",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032",2528,2528,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",16.4,NA,NA,NA,42,42,40,64,75,78,"KP17SR1",NA,"3",72.3333333333333,41.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033",2529,2529,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",21.7,NA,NA,NA,41,38,40,81,66,56,"KP17SR2",NA,"3",67.6666666666667,39.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034",2530,2530,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",22.5,NA,NA,NA,40,38,41,55,36,62,"KP17SR3",NA,"3",51,39.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035",2531,2531,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",25.3,NA,NA,NA,34,31,35,45,38,60,"KP17SR4",NA,"3",47.6666666666667,33.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036",2532,2532,"LB",2017,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR5",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037",2551,2551,"CF",2013,"Salix richardsonii","Common_garden",NA,8,19,"2020",52.9,NA,NA,NA,46,51,47,106,131,94,"KPSR5",NA,"7",110.333333333333,48,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038",2557,2557,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR10",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039",2558,2558,"IR",2016,"Salix richardsonii","Common_garden",NA,8,19,"2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR6",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
