"","SampleID","Match","SampleSite","SampleDate","Date_propagated","Date_planted","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Mother_LS","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","biovolume","Site","SampleYear","mean_stem_elong","mean_leaf_length","mean_width","SampleID_standard"
"123","PC16PVSP1","PC16PVSp1","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,143,68,163,38.6,NA,NA,NA,NA,NA,NA,35.4,11.4,1585012,"Kluane",2016,NA,NA,115.5,"PC16PVSP1"
"124","PC16PVSP2","PC16PVSp2","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,87,174,185,24.4,NA,NA,NA,NA,NA,NA,17,9.2,2800530,"Kluane",2016,NA,NA,179.5,"PC16PVSP2"
"125","PC16PVSP3","PC16PVSp3","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,109,44,153,17,NA,NA,NA,NA,NA,NA,23.4,11.5,733788,"Kluane",2016,NA,NA,98.5,"PC16PVSP3"
"126","PC16PVSP4","PC16PVSp4","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,40,389,152,21.2,NA,NA,NA,NA,NA,NA,35.2,11.8,2365120,"Kluane",2016,NA,NA,270.5,"PC16PVSP4"
"127","PC16PVSP5","PC16PVSp5","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,86,214,236,97.2,NA,NA,NA,NA,NA,NA,36,9.6,4343344,"Kluane",2016,NA,NA,225,"PC16PVSP5"
"128","PC16PVSP6","PC16PVSp6","Pika Camp",2016-06-29,NA,2016-07-02,2016,78,209,223,45.1,NA,NA,NA,NA,NA,NA,37.2,8.2,3635346,"Kluane",2016,NA,NA,216,"PC16PVSP6"
"129","PC16PVSP7","PC16PVSp7","Pika Camp",2016-06-29,NA,2016-07-02,2016,67,168,152,19.4,NA,NA,NA,NA,NA,NA,40.9,11.4,1710912,"Kluane",2016,NA,NA,160,"PC16PVSP7"
"130","PC16PVSP8","PC16PVSp8","Pika Camp",2016-06-29,NA,2016-07-02,2016,63,139,99,21.3,NA,NA,NA,NA,NA,NA,41,10.9,866943,"Kluane",2016,NA,NA,119,"PC16PVSP8"
"131","PC16PVSP9","PC16PVSp9","Pika Camp",2016-06-29,NA,2016-07-02,2016,94,123,143,16.4,NA,NA,NA,NA,NA,NA,36.5,8,1653366,"Kluane",2016,NA,NA,133,"PC16PVSP9"
"132","PC16PVSP10","PC16PVSp10","Pika Camp",2016-06-29,NA,2016-07-02,2016,51,116,72,18.6,NA,NA,NA,NA,NA,NA,29,8.9,425952,"Kluane",2016,NA,NA,94,"PC16PVSP10"
"133","PC16PVSA1","PC16PVSa1","Pika Camp",2016-06-29,2016-07-02,2016-08-09,2016,12,45,18,11.1,NA,NA,NA,NA,NA,NA,21.9,9.3,9720,"Kluane",2016,NA,NA,31.5,"PC16PVSA1"
"134","PC16PVSA2","PC16PVSa2","Pika Camp",2016-06-29,2016-07-02,2016-08-09,2016,12,60,60,8.7,NA,NA,NA,NA,NA,NA,20.3,9.2,43200,"Kluane",2016,NA,NA,60,"PC16PVSA2"
"135","PC16PVSA3","PC16PVSa3","Pika Camp",2016-06-29,2016-07-02,2016-08-09,2016,12,60,60,8.7,NA,NA,NA,NA,NA,NA,15.6,5.3,43200,"Kluane",2016,NA,NA,60,"PC16PVSA3"
"136","PC16PVSA4","PC16PVSa4","Pika Camp",2016-06-29,2016-07-02,2016-08-09,2016,21,197,281,16.5,NA,NA,NA,NA,NA,NA,19.8,9.4,1162497,"Kluane",2016,NA,NA,239,"PC16PVSA4"
"137","PC16CWSR1","PC16CWSr1","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,111,330,328,64.8,NA,NA,NA,NA,NA,NA,35.4,9.4,12014640,"Kluane",2016,NA,NA,329,"PC16CWSR1"
"138","PC16CWSR2","PC16CWSr2","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,96,160,131,22.9,NA,NA,NA,NA,NA,NA,34.2,11.3,2012160,"Kluane",2016,NA,NA,145.5,"PC16CWSR2"
"139","PC16CWSR3","PC16CWSr3","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,83,174,112,25.6,NA,NA,NA,NA,NA,NA,31.4,10.4,1617504,"Kluane",2016,NA,NA,143,"PC16CWSR3"
"140","PC16CWSR4","PC16CWSr4","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,47,32,36,8.2,NA,NA,NA,NA,NA,NA,29.6,8.3,54144,"Kluane",2016,NA,NA,34,"PC16CWSR4"
"141","PC16CWSR5","PC16CWSr5","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,38,102,58,13.5,NA,NA,NA,NA,NA,NA,33.1,8.5,224808,"Kluane",2016,NA,NA,80,"PC16CWSR5"
"142","PC16CWSR7","PC16CWSr7","Pika Camp",2016-06-29,NA,2016-07-02,2016,64,111,68,19,NA,NA,NA,NA,NA,NA,36.1,10.7,483072,"Kluane",2016,NA,NA,89.5,"PC16CWSR7"
"143","PC16CWSR8","PC16CWSr8","Pika Camp",2016-06-29,NA,2016-07-02,2016,52,41,32,17,NA,NA,NA,NA,NA,NA,16.2,7.8,68224,"Kluane",2016,NA,NA,36.5,"PC16CWSR8"
"144","PC16CWSP2","PC16CWSp2","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,83,213,256,25.4,NA,NA,NA,NA,NA,NA,421.7,9.2,4525824,"Kluane",2016,NA,NA,234.5,"PC16CWSP2"
"145","PC16CWSP3","PC16CWSp3","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,56,183,171,35.5,NA,NA,NA,NA,NA,NA,32.7,8.4,1752408,"Kluane",2016,NA,NA,177,"PC16CWSP3"
"146","PC16CWSP4","PC16CWSp4","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,67,242,205,19,NA,NA,NA,NA,NA,NA,36.3,7.4,3323870,"Kluane",2016,NA,NA,223.5,"PC16CWSP4"
"147","PC16CWSP6","PC16CWSp6","Pika Camp",2016-06-29,NA,2016-07-02,2016,24,257,156,18.5,NA,NA,NA,NA,NA,NA,31,9.8,962208,"Kluane",2016,NA,NA,206.5,"PC16CWSP6"
"148","PC16CWSP7","PC16CWSp7","Pika Camp",2016-06-29,NA,2016-07-02,2016,64,111,68,19,NA,NA,NA,NA,NA,NA,34.3,15.5,483072,"Kluane",2016,NA,NA,89.5,"PC16CWSP7"
"149","PC16CWSP9","PC16CWSp9","Pika Camp",2016-06-29,NA,2016-07-02,2016,60,117,81,29,NA,NA,NA,NA,NA,NA,37.8,13.4,568620,"Kluane",2016,NA,NA,99,"PC16CWSP9"
"150","PC16CWSP10","PC16CWSp10","Pika Camp",2016-06-29,NA,2016-07-02,2016,51,124,96,14,NA,NA,NA,NA,NA,NA,34.4,15.2,607104,"Kluane",2016,NA,NA,110,"PC16CWSP10"
"151","PC16CESR1","PC16CESr1","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,75,181,197,20.7,NA,NA,NA,NA,NA,NA,32.2,11,2674275,"Kluane",2016,NA,NA,189,"PC16CESR1"
"152","PC16CESR2","PC16CESr2","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,67,138,148,22.4,NA,NA,NA,NA,NA,NA,36.6,10.4,1368408,"Kluane",2016,NA,NA,143,"PC16CESR2"
"153","PC16CESR3","PC16CESr3","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,59,172,178,33.5,NA,NA,NA,NA,NA,NA,37.9,11.7,1806344,"Kluane",2016,NA,NA,175,"PC16CESR3"
"154","PC16CESR4","PC16CESr4","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,46,114,114,40,NA,NA,NA,NA,NA,NA,21.5,11.8,597816,"Kluane",2016,NA,NA,114,"PC16CESR4"
"155","PC16CESR5","PC16CESr5","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,28,28,24,100,NA,NA,NA,NA,NA,NA,22.2,11.7,18816,"Kluane",2016,NA,NA,26,"PC16CESR5"
"156","PC16CESR6","PC16CESr6","Pika Camp",2016-06-30,NA,2016-07-02,2016,42,41,34,11,NA,NA,NA,NA,NA,NA,29,10.8,58548,"Kluane",2016,NA,NA,37.5,"PC16CESR6"
"157","PC16CESR7","PC16CESr7","Pika Camp",2016-06-30,NA,2016-07-02,2016,32,35,33,8,NA,NA,NA,NA,NA,NA,19.2,9.9,36960,"Kluane",2016,NA,NA,34,"PC16CESR7"
"158","PC16CESR8","PC16CESr8","Pika Camp",2016-06-30,NA,2016-07-02,2016,41,41,20,9,NA,NA,NA,NA,NA,NA,31.4,5.5,33620,"Kluane",2016,NA,NA,30.5,"PC16CESR8"
"159","PC16CESR9","PC16CESr9","Pika Camp",2016-06-30,NA,2016-07-02,2016,25,70,62,9,NA,NA,NA,NA,NA,NA,26.6,9.4,108500,"Kluane",2016,NA,NA,66,"PC16CESR9"
"160","PC16CESP1","PC16CESp1","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,68,108,82,20.4,NA,NA,NA,NA,NA,NA,34.4,8.6,602208,"Kluane",2016,NA,NA,95,"PC16CESP1"
"161","PC16CESP2","PC16CESp2","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,41,130,143,16.3,NA,NA,NA,NA,NA,NA,35.3,11.9,762190,"Kluane",2016,NA,NA,136.5,"PC16CESP2"
"162","PC16CESP3","PC16CESp3","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,96,329,238,29.9,NA,NA,NA,NA,NA,NA,34.3,11.4,7516992,"Kluane",2016,NA,NA,283.5,"PC16CESP3"
"163","PC16CESP5","PC16CESp5","Pika Camp",2016-06-30,2016-07-02,2016-08-08,2016,34,128,99,11,NA,NA,NA,NA,NA,NA,38.3,11.1,430848,"Kluane",2016,NA,NA,113.5,"PC16CESP5"
"164","PC16CESP6","PC16CESp6","Pika Camp",2016-06-30,NA,2016-07-02,2016,69,145,177,18,NA,NA,NA,NA,NA,NA,22.6,8.8,1770885,"Kluane",2016,NA,NA,161,"PC16CESP6"
"165","PC16CESP7","PC16CESp7","Pika Camp",2016-06-30,NA,2016-07-02,2016,32,233,195,35,NA,NA,NA,NA,NA,NA,28.8,9.5,1453920,"Kluane",2016,NA,NA,214,"PC16CESP7"
"166","PC16CESP8","PC16CESp8","Pika Camp",2016-06-30,NA,2016-07-02,2016,40,306,217,22,NA,NA,NA,NA,NA,NA,29.9,9.7,2656080,"Kluane",2016,NA,NA,261.5,"PC16CESP8"
"167","PC16CESP9","PC16CESp9","Pika Camp",2016-06-30,NA,2016-07-02,2016,38,105,83,12,NA,NA,NA,NA,NA,NA,25,9.2,331170,"Kluane",2016,NA,NA,94,"PC16CESP9"
"168","PC16CESP10","PC16CESp10","Pika Camp",2016-06-30,NA,2016-07-02,2016,61,251,209,30,NA,NA,NA,NA,NA,NA,24.8,8.8,3199999,"Kluane",2016,NA,NA,230,"PC16CESP10"
"169","PC16CESA2","PC16CESa2","Pika Camp",2016-06-30,NA,2016-07-02,2016,7,60,45,8.4,NA,NA,NA,NA,NA,NA,NA,NA,18900,"Kluane",2016,NA,NA,52.5,"PC16CESA2"
"170","PC16CESA5","PC16CESa5","Pika Camp",2016-06-30,NA,2016-07-02,2016,5,63,54,10,NA,NA,NA,NA,NA,NA,NA,NA,17010,"Kluane",2016,NA,NA,58.5,"PC16CESA5"
"171","PP16TSR2","PP16TSR2","Printers Pass",2016-07-01,2016-07-02,2016-08-08,2016,27,54,49,12,NA,NA,NA,NA,NA,NA,27.5,6.2,71442,"Kluane",2016,NA,NA,51.5,"PP16TSR2"
"172","PP16TSR3","PP16TSR3","Printers Pass",2016-07-01,2016-07-02,2016-08-08,2016,29,49,30,8,NA,NA,NA,NA,NA,NA,26.4,12.6,42630,"Kluane",2016,NA,NA,39.5,"PP16TSR3"
"173","PP16TSR4","PP16TSR4","Printers Pass",2016-07-01,2016-07-02,2016-08-08,2016,14,56,35,21,NA,NA,NA,NA,NA,NA,29.5,9.4,27440,"Kluane",2016,NA,NA,45.5,"PP16TSR4"
"174","PP16TSR10","PP16TSr10","Printers Pass",2016-07-01,NA,2016-07-02,2016,36,65,32,19,NA,NA,NA,NA,NA,NA,33.7,12.4,74880,"Kluane",2016,NA,NA,48.5,"PP16TSR10"
"175","PP16TSP1","PP16TSP1","Printers Pass",2016-07-01,2016-07-02,2016-08-08,2016,48,162,151,17,NA,NA,NA,NA,NA,NA,32.1,9.7,1174176,"Kluane",2016,NA,NA,156.5,"PP16TSP1"
"176","PP16TSP3","PP16TSP3","Printers Pass",2016-07-01,2016-07-02,2016-08-08,2016,27,168,89,12,NA,NA,NA,NA,NA,NA,28.1,8.8,403704,"Kluane",2016,NA,NA,128.5,"PP16TSP3"
"177","PP16TSP6","PP16TSp6","Printers Pass",2016-07-01,NA,2016-07-02,2016,45,131,59,10,NA,NA,NA,NA,NA,NA,NA,NA,347805,"Kluane",2016,NA,NA,95,"PP16TSP6"
"178","PP16TSP7","PP16TSp7","Printers Pass",2016-07-01,NA,2016-07-02,2016,39,152,102,25,NA,NA,NA,NA,NA,NA,NA,NA,604656,"Kluane",2016,NA,NA,127,"PP16TSP7"
"179","PP16TSP8","PP16TSp8","Printers Pass",2016-07-01,NA,2016-07-02,2016,58,141,103,29,NA,NA,NA,NA,NA,NA,NA,NA,842334,"Kluane",2016,NA,NA,122,"PP16TSP8"
"180","PP16TSP9","PP16TSp9","Printers Pass",2016-07-01,NA,2016-07-02,2016,33,226,141,22,NA,NA,NA,NA,NA,NA,NA,NA,1051578,"Kluane",2016,NA,NA,183.5,"PP16TSP9"
"181","PP16TSP10","PP16TSp10","Printers Pass",2016-07-01,NA,2016-07-02,2016,64,104,62,18,NA,NA,NA,NA,NA,NA,NA,NA,412672,"Kluane",2016,NA,NA,83,"PP16TSP10"
"182","KP16SR1","KP16SR1","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,143,151,139,48.9,NA,NA,NA,NA,NA,NA,33.4,6.7,3001427,"Kluane",2016,NA,NA,145,"KP16SR1"
"183","KP16SR2","KP16SR2","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,131,181,230,49.9,NA,NA,NA,NA,NA,NA,34.5,8.4,5453530,"Kluane",2016,NA,NA,205.5,"KP16SR2"
"184","KP16SR4","KP16SR4","Kluane Plateau",2016-07-05,2016-07-06,2016-08-09,2016,81,44,52,25.7,NA,NA,NA,NA,NA,NA,40.6,12.1,185328,"Kluane",2016,NA,NA,48,"KP16SR4"
"185","KP16SR5","KP16SR5","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,157,329,323,57.3,NA,NA,NA,NA,NA,NA,36.4,10.2,16683919,"Kluane",2016,NA,NA,326,"KP16SR5"
"186","KP16SR7","KP16SR7","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,54,102,139,18.1,NA,NA,NA,NA,NA,NA,29.9,10.8,765612,"Kluane",2016,NA,NA,120.5,"KP16SR7"
"187","KP16SR8","KP16SR8","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,58,131,81,29.4,NA,NA,NA,NA,NA,NA,35.7,12.4,615438,"Kluane",2016,NA,NA,106,"KP16SR8"
"188","KP16SR9","KP16SR9","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,86,104,71,25.6,NA,NA,NA,NA,NA,NA,33.8,7.5,635024,"Kluane",2016,NA,NA,87.5,"KP16SR9"
"189","KP16SR10","KP16SR10","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,88,68,72,24.6,NA,NA,NA,NA,NA,NA,37.2,10.3,430848,"Kluane",2016,NA,NA,70,"KP16SR10"
"190","KP16SR11","KP16SR11","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,90,173,205,35.6,NA,NA,NA,NA,NA,NA,26,12,3191850,"Kluane",2016,NA,NA,189,"KP16SR11"
"191","KP16SR12","KP16SR12","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,132,173,201,29.7,NA,NA,NA,NA,NA,NA,35.7,8.1,4590036,"Kluane",2016,NA,NA,187,"KP16SR12"
"192","KP16SR13","KP16SR13","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,106,323,199,35.4,NA,NA,NA,NA,NA,NA,30.1,12.9,6813362,"Kluane",2016,NA,NA,261,"KP16SR13"
"193","KP16SR14","KP16SR14","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,130,221,193,41.4,NA,NA,NA,NA,NA,NA,40.3,10.3,5544890,"Kluane",2016,NA,NA,207,"KP16SR14"
"194","KP16SR15","KP16SR15","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,64,100,83,26.2,NA,NA,NA,NA,NA,NA,32.1,10,531200,"Kluane",2016,NA,NA,91.5,"KP16SR15"
"195","KP16SR17","KP16SR17","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,42,62,47,128,NA,NA,NA,NA,NA,NA,33.7,9.2,122388,"Kluane",2016,NA,NA,54.5,"KP16SR17"
"196","KP16SR18","KP16SR18","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,16,311,262,43.3,NA,NA,NA,NA,NA,NA,39.2,9.7,1303712,"Kluane",2016,NA,NA,286.5,"KP16SR18"
"197","KP16SR19","KP16SR19","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,81,191,180,31.7,NA,NA,NA,NA,NA,NA,31.7,10.3,2784780,"Kluane",2016,NA,NA,185.5,"KP16SR19"
"198","KP16SR20","KP16SR20","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,112,326,295,50,NA,NA,NA,NA,NA,NA,26.6,9.5,10771040,"Kluane",2016,NA,NA,310.5,"KP16SR20"
"199","KP16SR21","KP16Sr21","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,91,321,307,36.8,NA,NA,NA,NA,NA,NA,36.2,8.5,8967777,"Kluane",2016,NA,NA,314,"KP16SR21"
"200","KP16SR22","KP16Sr22","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,94,152,149,31.4,NA,NA,NA,NA,NA,NA,38.1,12.4,2128912,"Kluane",2016,NA,NA,150.5,"KP16SR22"
"201","KP16SR23","KP16Sr23","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,104,241,248,36.6,NA,NA,NA,NA,NA,NA,37.2,10.2,6215872,"Kluane",2016,NA,NA,244.5,"KP16SR23"
"202","KP16SR24","KP16Sr24","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,98,300,278,48.4,NA,NA,NA,NA,NA,NA,32.4,10.7,8173200,"Kluane",2016,NA,NA,289,"KP16SR24"
"203","KP16SR25","KP16Sr25","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,43,107,101,8,NA,NA,NA,NA,NA,NA,26.1,10.5,464701,"Kluane",2016,NA,NA,104,"KP16SR25"
"204","KP16SR26","KP16Sr26","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,87,124,130,40,NA,NA,NA,NA,NA,NA,42.4,16,1402440,"Kluane",2016,NA,NA,127,"KP16SR26"
"205","KP16SR27","KP16Sr27","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,102,168,125,20,NA,NA,NA,NA,NA,NA,41.7,16.6,2142000,"Kluane",2016,NA,NA,146.5,"KP16SR27"
"206","KP16SR28","KP16Sr28","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,74,101,93,26,NA,NA,NA,NA,NA,NA,36.9,15.9,695082,"Kluane",2016,NA,NA,97,"KP16SR28"
"207","KP16SR29","KP16Sr29","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,86,167,137,39,NA,NA,NA,NA,NA,NA,32.9,14.1,1967594,"Kluane",2016,NA,NA,152,"KP16SR29"
"208","KP16SR30","KP16Sr30","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,95,188,98,39,NA,NA,NA,NA,NA,NA,36.5,15.7,1750280,"Kluane",2016,NA,NA,143,"KP16SR30"
"209","KP16SR31","KP16Sr31","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,106,208,221,35,NA,NA,NA,NA,NA,NA,37,18.4,4872608,"Kluane",2016,NA,NA,214.5,"KP16SR31"
"210","KP16SR32","KP16Sr32","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,97,222,247,27,NA,NA,NA,NA,NA,NA,44.8,21.4,5318898,"Kluane",2016,NA,NA,234.5,"KP16SR32"
"211","KP16SR33","KP16Sr33","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,78,179,152,47,NA,NA,NA,NA,NA,NA,43.4,20.7,2122224,"Kluane",2016,NA,NA,165.5,"KP16SR33"
"212","KP16SR34","KP16Sr34","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,71,158,122,21,NA,NA,NA,NA,NA,NA,33.9,15.6,1368596,"Kluane",2016,NA,NA,140,"KP16SR34"
"213","KP16SR35","KP16Sr35","Kluane Plateau",2016-07-05,NA,2016-07-06,2016,72,170,160,45,NA,NA,NA,NA,NA,NA,38,19.6,1958400,"Kluane",2016,NA,NA,165,"KP16SR35"
"214","KP16SR36","KP16Sr36","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,83,130,77,32,NA,NA,NA,NA,NA,NA,37.1,17.4,830830,"Kluane",2016,NA,NA,103.5,"KP16SR36"
"215","KP16SR37","KP16Sr37","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,127,157,101,33,NA,NA,NA,NA,NA,NA,49.3,15.1,2013839,"Kluane",2016,NA,NA,129,"KP16SR37"
"216","KP16SR38","KP16Sr38","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,86,191,173,31,NA,NA,NA,NA,NA,NA,29,17.5,2841698,"Kluane",2016,NA,NA,182,"KP16SR38"
"217","KP16SR39","KP16Sr39","Kluane Plateau",2016-07-05,NA,2016-07-07,2016,86,175,119,30,NA,NA,NA,NA,NA,NA,34.2,17.6,1790950,"Kluane",2016,NA,NA,147,"KP16SR39"
"218","KP16SP1","KP16SP1","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,181,366,405,45.5,NA,NA,NA,NA,NA,NA,36.1,11.1,26829630,"Kluane",2016,NA,NA,385.5,"KP16SP1"
"219","KP16SP2","KP16SP2","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,83,170,115,27.6,NA,NA,NA,NA,NA,NA,34.3,11,1622650,"Kluane",2016,NA,NA,142.5,"KP16SP2"
"220","KP16SP5","KP16SP5","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,133,224,192,30.4,NA,NA,NA,NA,NA,NA,28,7.6,5720064,"Kluane",2016,NA,NA,208,"KP16SP5"
"221","KP16SP7","KP16SP7","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,107,266,158,31.8,NA,NA,NA,NA,NA,NA,33,8.5,4496996,"Kluane",2016,NA,NA,212,"KP16SP7"
"222","KP16SP8","KP16SP8","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,104,323,144,27,NA,NA,NA,NA,NA,NA,44.3,9.1,4837248,"Kluane",2016,NA,NA,233.5,"KP16SP8"
"223","KP16SP10","KP16SP10","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,129,166,178,46.1,NA,NA,NA,NA,NA,NA,34.2,9.9,3811692,"Kluane",2016,NA,NA,172,"KP16SP10"
"224","KP16SP11","KP16SP11","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,209,577,727,92,NA,NA,NA,NA,NA,NA,34.3,9.1,87671111,"Kluane",2016,NA,NA,652,"KP16SP11"
"225","KP16SP12","KP16SP12","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,147,214,206,48.8,NA,NA,NA,NA,NA,NA,25.8,7.4,6480348,"Kluane",2016,NA,NA,210,"KP16SP12"
"226","KP16SP13","KP16SP13","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,131,356,367,36.1,NA,NA,NA,NA,NA,NA,25,9.3,17115412,"Kluane",2016,NA,NA,361.5,"KP16SP13"
"227","KP16SP14","KP16SP14","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,73,218,238,28.1,NA,NA,NA,NA,NA,NA,40.1,9.3,3787532,"Kluane",2016,NA,NA,228,"KP16SP14"
"228","KP16SP15","KP16SP15","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,152,390,303,41.8,NA,NA,NA,NA,NA,NA,43.3,10.1,17961840,"Kluane",2016,NA,NA,346.5,"KP16SP15"
"229","KP16SP16","KP16SP16","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,113,269,166,25.1,NA,NA,NA,NA,NA,NA,35.9,10.5,5045902,"Kluane",2016,NA,NA,217.5,"KP16SP16"
"230","KP16SP17","KP16SP17","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,173,257,330,43.7,NA,NA,NA,NA,NA,NA,36,8.3,14672130,"Kluane",2016,NA,NA,293.5,"KP16SP17"
"231","KP16SP18","KP16SP18","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,82,195,173,18.3,NA,NA,NA,NA,NA,NA,32.5,8.9,2766270,"Kluane",2016,NA,NA,184,"KP16SP18"
"232","KP16SP19","KP16SP19","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,126,232,199,33.5,NA,NA,NA,NA,NA,NA,33.2,11.1,5817168,"Kluane",2016,NA,NA,215.5,"KP16SP19"
"233","KP16SP20","KP16SP20","Kluane Plateau",2016-07-05,2016-07-06,2016-08-08,2016,92,245,174,21.1,NA,NA,NA,NA,NA,NA,35.7,10.7,3921960,"Kluane",2016,NA,NA,209.5,"KP16SP20"
"234","KP16SP21","KP16Sp21","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,80,172,188,27.6,NA,NA,NA,NA,NA,NA,40.3,7.7,2586880,"Kluane",2016,NA,NA,180,"KP16SP21"
"235","KP16SP22","KP16Sp22","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,85,178,168,24,NA,NA,NA,NA,NA,NA,35.2,9.2,2541840,"Kluane",2016,NA,NA,173,"KP16SP22"
"236","KP16SP23","KP16Sp23","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,98,261,274,40.4,NA,NA,NA,NA,NA,NA,34.4,10.5,7008372,"Kluane",2016,NA,NA,267.5,"KP16SP23"
"237","KP16SP24","KP16Sp24","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,111,352,354,46.9,NA,NA,NA,NA,NA,NA,28.8,11.1,13831488,"Kluane",2016,NA,NA,353,"KP16SP24"
"238","KP16SP25","KP16Sp25","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,98,328,292,78.2,NA,NA,NA,NA,NA,NA,32.1,11.3,9386048,"Kluane",2016,NA,NA,310,"KP16SP25"
"239","KP16SP27","KP16Sp27","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,71,166,155,31.9,NA,NA,NA,NA,NA,NA,22.1,6.3,1826830,"Kluane",2016,NA,NA,160.5,"KP16SP27"
"240","KP16SP28","KP16Sp28","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,72,370,306,30.2,NA,NA,NA,NA,NA,NA,26.6,9.4,8151840,"Kluane",2016,NA,NA,338,"KP16SP28"
"241","KP16SP29","KP16Sp29","Kluane Plateau",2016-07-05,NA,2016-07-09,2016,90,189,79,24.6,NA,NA,NA,NA,NA,NA,29.5,14.7,1343790,"Kluane",2016,NA,NA,134,"KP16SP29"
"242","KP16SP31","KP16Sp31","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,66,300,246,19,NA,NA,NA,NA,NA,NA,32.4,12.6,4870800,"Kluane",2016,NA,NA,273,"KP16SP31"
