Sample_ID,Match,Species,Sample_location,Sample_location_full,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Year_dead,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Survived_2021,Bed,Row,Column,Notes,Field_notes,Data_notes
K15PRBG7,#N/A,Betula nana,Kluane,Kluane Plateau,15/06/2028,15/06/2028,15/08/2019,2015,58,196,NA,1.9,NA,NA,NA,NA,NA,NA,NA,26,6,NA,2015,NA,NA,0,0,0,0,0,0,10,3,5,NA,,
K15PRBG8,#N/A,Betula nana,Kluane,Kluane Plateau,15/06/2028,15/06/2028,15/08/2019,2015,64,372,NA,1.6,NA,NA,NA,NA,NA,NA,NA,31,6,NA,2015,NA,NA,0,0,0,0,0,0,10,4,3,NA,,
K15PRBG9,#N/A,Betula nana,Kluane,Kluane Plateau,15/06/2028,15/06/2028,15/08/2019,2015,59,157,NA,0.9,NA,NA,NA,NA,NA,NA,NA,43,6,NA,2015,NA,NA,0,0,0,0,0,0,9,1,6,NA,,
K15PSa1,K15PSa1,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,17.1,68,NA,0.7,NA,NA,NA,NA,NA,NA,NA,22,5,NA,2015,NA,NA,0,0,0,0,0,0,12,5,2,NA,,
K15PSa4,K15PSa4,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,23.5,31.4,NA,0.6,NA,NA,NA,NA,NA,NA,NA,21,7,NA,2015,NA,NA,0,0,0,0,0,0,12,2,2,NA,,
K15PSa5,K15PSa5,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,17.4,37,NA,1,NA,NA,NA,NA,NA,NA,NA,16,7,NA,2015,NA,NA,0,0,0,0,0,0,12,1,2,NA,,
K15PSp1,K15PSp1,Salix pulchra,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,196,262,NA,5,NA,NA,NA,NA,NA,NA,NA,45.7,15.5,NA,2015,NA,NA,0,0,0,0,0,0,1,5,2,NA,,
K15PSp10,K15PSp10,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,84,196,NA,2.3,NA,NA,NA,NA,NA,NA,NA,34,10.1,NA,2015,NA,NA,0,0,0,0,0,0,3,1,1,NA,,
K15PSp2,K15PSp2,Salix pulchra,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,205,210,NA,6,NA,NA,NA,NA,NA,NA,NA,29.7,7.2,NA,2015,NA,NA,0,0,0,0,0,0,1,5,3,NA,,
K15PSp3,K15PSp3,Salix pulchra,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,106,130,NA,3,NA,NA,NA,NA,NA,NA,NA,37.6,11.2,NA,2015,NA,NA,0,0,0,0,0,0,1,5,4,NA,,
K15PSp4,K15PSp4,Salix pulchra,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,61,90,NA,1.5,NA,NA,NA,NA,NA,NA,NA,39.8,12,NA,2015,NA,NA,0,0,0,0,0,0,1,5,5,NA,,
K15PSp5,K15PSp5,Salix pulchra,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,120,70,NA,3,NA,NA,NA,NA,NA,NA,NA,39.3,13,NA,2015,NA,NA,0,0,0,0,0,0,1,5,6,NA,,
K15PSp6,K15PSp6,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,73,161,NA,2,NA,NA,NA,NA,NA,NA,NA,33.8,10,NA,2015,NA,NA,0,0,0,0,0,0,3,5,1,NA,,
K15PSp7,K15PSp7,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,44,68,NA,0.9,NA,NA,NA,NA,NA,NA,NA,32,9,NA,2015,NA,NA,0,0,0,0,0,0,3,4,1,NA,,
K15PSp8,K15PSp8,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,69,142,NA,1.4,NA,NA,NA,NA,NA,NA,NA,30.3,7.5,NA,2015,NA,NA,0,0,0,0,0,0,3,3,1,NA,,
K15PSp9,K15PSp9,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,78,150,NA,2.4,NA,NA,NA,NA,NA,NA,NA,36.7,9.9,NA,2015,NA,NA,0,0,0,0,0,0,3,2,1,NA,,
K15PSr1,K15PSr1,Salix richardsonii,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,150,525,NA,7.5,NA,NA,NA,NA,NA,NA,NA,37,16.2,NA,2015,NA,NA,0,0,0,0,0,0,5,6,3,NA,,
K15PSr10,K15PSr10,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,81,1981,NA,6.4,NA,NA,NA,NA,NA,NA,NA,31.5,10.4,NA,2015,NA,NA,0,0,0,0,0,0,7,6,7,NA,,
K15PSr11,K15PSr11,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,63,165,NA,3.6,NA,NA,NA,NA,NA,NA,NA,27.2,11.7,NA,2015,NA,NA,0,0,0,0,0,0,7,3,5,NA,,
K15PSr12,K15PSr12,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,48,167,NA,2.7,NA,NA,NA,NA,NA,NA,NA,32.7,11.8,NA,2015,NA,NA,0,0,0,0,0,0,7,3,6,NA,,
K15PSr14,K15PSR14,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,71,171,NA,5,NA,NA,NA,NA,NA,NA,NA,29.4,12.9,NA,2015,NA,NA,0,0,0,0,0,0,4,2,6,NA,,
K15PSr15,K15PSR15,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,12.6,NA,2015,NA,NA,0,0,0,0,0,0,4,2,7,NA,,
K15PSr2,K15PSr2,Salix richardsonii,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,145,440,NA,8,NA,NA,NA,NA,NA,NA,NA,33.1,18.3,NA,2015,NA,NA,0,0,0,0,0,0,5,6,4,NA,,
K15PSr3,K15PSr3,Salix richardsonii,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,66,310,NA,2,NA,NA,NA,NA,NA,NA,NA,38.4,13.3,NA,2015,NA,NA,0,0,0,0,0,0,5,6,5,NA,,
K15PSr4,K15PSr4,Salix richardsonii,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,188,490,NA,4.5,NA,NA,NA,NA,NA,NA,NA,29.9,14.8,NA,2015,NA,NA,0,0,0,0,0,0,5,6,6,NA,,
K15PSr5,K15PSr5,Salix richardsonii,Kluane,Kluane Plateau,15/06/2020,15/06/2020,15/08/2019,2015,102,315,NA,5,NA,NA,NA,NA,NA,NA,NA,34.9,11,NA,2015,NA,NA,0,0,0,0,0,0,5,6,7,NA,,
K15PSr6,K15PSr6,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,88,306,NA,6.8,NA,NA,NA,NA,NA,NA,NA,31.2,14.2,NA,2015,NA,NA,0,0,0,0,0,0,7,6,3,NA,,
K15PSr7,K15PSr7,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,66,89,NA,2,NA,NA,NA,NA,NA,NA,NA,34,11.3,NA,2015,NA,NA,0,0,0,0,0,0,7,6,4,NA,,
K15PSr8,K15PSr8,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,78,167,NA,3.1,NA,NA,NA,NA,NA,NA,NA,21.9,8.8,NA,2015,NA,NA,0,0,0,0,0,0,7,6,5,NA,,
K15PSr9,K15PSr9,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,72,212,NA,3.2,NA,NA,NA,NA,NA,NA,NA,39.2,11,NA,2015,NA,NA,0,0,0,0,0,0,7,6,6,NA,,
K15SBG1,#N/A,Betula nana,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2019,2015,54,123,NA,1.2,NA,NA,NA,NA,NA,NA,NA,33.2,7.5,NA,2015,NA,NA,0,0,0,0,0,0,9,4,1,NA,,
K15SSr1,K15SSr1,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,34,46,NA,1.3,NA,NA,NA,NA,NA,NA,NA,22.8,9,NA,2015,NA,NA,0,0,0,0,0,0,5,4,7,NA,,
K15SSr10,K15Ssr10,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,50,79,NA,2.6,NA,NA,NA,NA,NA,NA,NA,49.4,10.5,NA,2015,NA,NA,0,0,0,0,0,0,4,1,5,NA,,
K15SSr2,K15SSr2,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,49,127,NA,2.4,NA,NA,NA,NA,NA,NA,NA,47.3,11.5,NA,2015,NA,NA,0,0,0,0,0,0,5,4,5,NA,,
K15SSr3,K15SSr3,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,76,167,NA,3.6,NA,NA,NA,NA,NA,NA,NA,50.3,12.4,NA,2015,NA,NA,0,0,0,0,0,0,5,4,4,NA,,
K15SSr4,K15SSr4,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,58,106,NA,1.9,NA,NA,NA,NA,NA,NA,NA,45.5,11.5,NA,2015,NA,NA,0,0,0,0,0,0,5,4,3,NA,,
K15SSr5,K15SSr5,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,28,64,NA,0.8,NA,NA,NA,NA,NA,NA,NA,31.1,7.7,NA,2015,NA,NA,0,0,0,0,0,0,2,1,6,NA,,
K15SSr6,K15SSr6,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,66,185,NA,2.9,NA,NA,NA,NA,NA,NA,NA,42.5,10.5,NA,2015,NA,NA,0,0,0,0,0,0,2,1,5,NA,,
K15SSr7,K15SSr7,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,71,117,NA,2.3,NA,NA,NA,NA,NA,NA,Female,41.4,11.5,NA,2015,NA,NA,0,0,0,0,0,0,2,1,4,NA,,
K15SSr9,K15SSr9,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,51,129,NA,3.4,NA,NA,NA,NA,NA,NA,NA,61.1,9.1,NA,2015,NA,NA,0,0,0,0,0,0,2,1,2,NA,,
KPSp11,KPSp11,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,44,155,NA,1.9,NA,NA,NA,NA,NA,NA,NA,32.7,8.6,NA,2015,NA,NA,0,0,0,0,0,0,3,3,6,NA,,
KPSp12,KPSP12,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,76,304,NA,5.4,NA,NA,NA,NA,NA,NA,NA,26.9,6,NA,2015,NA,NA,0,0,0,0,0,0,8,3,3,NA,,
KPSp13,KPSP13,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,76,178,NA,2.4,NA,NA,NA,NA,NA,NA,NA,33.4,5.6,NA,2015,NA,NA,0,0,0,0,0,0,8,3,4,NA,,
KPSp14,KPSP14,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,137,197,NA,3.3,NA,NA,NA,NA,NA,NA,NA,32.6,8.1,NA,2015,NA,NA,0,0,0,0,0,0,8,3,6,NA,,
KPSp15,KPSP15,Salix pulchra,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,132,253,NA,10.4,NA,NA,NA,NA,NA,NA,NA,37,8.9,NA,2015,NA,NA,0,0,0,0,0,0,8,3,7,NA,,
H15Sp14,H15Sp14,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,38,NA,NA,1.5,NA,NA,NA,NA,NA,NA,Female,34.6,6,9,2020,NA,NA,1,1,1,1,1,0,6,5,4,NA,,
H15Sp18,H15Sp18,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,35,NA,NA,0.9,NA,NA,NA,NA,NA,NA,Female,48,11,12,2020,NA,NA,1,1,1,1,1,0,6,4,4,NA,,
K15PSa13,K15PSa13,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,24.5,84,NA,1,NA,NA,NA,NA,NA,NA,NA,29,6,NA,2020,NA,NA,1,1,1,1,0.5,0,12,3,6,NA,,
H15Sa5,H15Sa5,Salix arctica,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2020,2015,13,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,43,6,NA,2018,NA,NA,1,1,1,0,0,0,12,1,1,NA,,
H15Sp11,H15Sp11,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,25,NA,NA,0.8,NA,NA,NA,NA,NA,NA,Female,39.8,7,12,2018,NA,NA,1,1,1,0,0,0,6,6,4,NA,,
H15Sp12,H15Sp12,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,38,NA,NA,0.6,NA,NA,NA,NA,NA,NA,Female,53.6,4,5,2018,NA,NA,1,1,1,0,0,0,6,6,6,NA,,
H15Sp3,H15Sp3,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,29,NA,NA,0.6,NA,NA,NA,NA,NA,NA,Male,32.2,6,9,2018,NA,NA,1,1,1,0,0,0,1,4,2,NA,,
H15Sr13,H15Sr13,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,22,226,NA,1.8,NA,NA,NA,NA,NA,NA,Male,27.8,8,12,2018,NA,NA,1,1,1,0,0,0,2,5,3,NA,,
H15Sp26,H15sp26,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,29,NA,NA,0.6,NA,NA,NA,NA,NA,NA,Female,34,6,8,2017,NA,NA,1,1,0,0,0,0,8,4,2,NA,Not in garden in 2021,"Absent from datasheets from 2018 onwards, presumably dead by 2018."
H15Sr12,H15Sr12,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,36,280,NA,1.7,NA,NA,NA,NA,NA,NA,Female,43.5,12,10,2017,NA,NA,1,1,0,0,0,0,2,5,2,NA,,
H15Sr3,H15Sr3,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,40,161,NA,2,NA,NA,NA,NA,NA,NA,Male,28.9,7,6,2017,NA,NA,1,1,0,0,0,0,6,3,1,NA,,
K15CSr2,K15CSr2,Salix richardsonii,Kluane,Pika Camp,15/06/2027,15/06/2027,15/08/2018,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,11.4,NA,2017,NA,NA,1,1,0,0,0,0,5,3,5,NA,,
H15Sp16,H15Sp16,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,24,NA,NA,1.3,NA,NA,NA,NA,NA,NA,Male,49.6,12,16,2016,NA,NA,1,0,0,0,0,0,6,5,6,NA,,
H15Sp30,H15Sp30,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,26,NA,NA,1.1,NA,NA,NA,NA,NA,NA,Male,32,8,9,2016,NA,NA,1,0,0,0,0,0,8,5,7,NA,,
H15Sp4,H15Sp4,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,23,NA,NA,0.6,NA,NA,NA,NA,NA,NA,Female,35.8,7,11,2016,NA,NA,1,0,0,0,0,0,1,4,4,NA,,
H15Sp7,H15Sp7,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,39,NA,NA,0.8,NA,NA,NA,NA,NA,NA,Female,39,8,15,2016,NA,NA,1,0,0,0,0,0,1,1,2,NA,,
H15Sr11,H15Sr11,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,26,157,NA,2.3,NA,NA,NA,NA,NA,NA,Male,27.4,11,18,2016,NA,NA,1,0,0,0,0,0,6,2,6,NA,,
H15Sr16,H15Sr16,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,54,348,NA,2.3,NA,NA,NA,NA,NA,NA,Female,40.3,8,7,2016,NA,NA,1,0,0,0,0,0,2,5,6,NA,,
H15Sr24,H15Sr24,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,44,>500,NA,2.4,NA,NA,NA,NA,NA,NA,Male,36.7,9,12,2016,NA,NA,1,0,0,0,0,0,7,5,7,NA,,
H15Sr30,H15Sr30,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,39,106,NA,1.1,NA,NA,NA,NA,NA,NA,Unknown,34.1,6,8,2016,NA,NA,1,0,0,0,0,0,4,3,7,NA,,
K15PSa14,K15PSa14,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,20.5,167,NA,1.3,NA,NA,NA,NA,NA,NA,NA,25,11,NA,2016,NA,NA,1,0,0,0,0,0,12,2,6,NA,,
K15PSa3,K15PSa3,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,17.6,64,NA,0.9,NA,NA,NA,NA,NA,NA,NA,17,6,NA,2016,NA,NA,1,0,0,0,0,0,12,3,2,NA,,
KP16Sp34,KP16Sp34,Salix pulchra,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,75,125,94,15,NA,NA,NA,NA,NA,NA,Unknown,42.6,13.9,NA,2020,NA,NA,NA,1,1,1,1,0,8,4,6,NA,,
KP16Sp41,KP16SP41,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2008,2016,106,179,73,34,74,81,NA,151,145,NA,Unknown,50.8,7.6,NA,2020,NA,NA,NA,1,1,1,1,0,1,1,1,NA,,
PC16CWSp6,PC16CWSp6,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,24,257,156,18.5,NA,NA,NA,NA,NA,NA,Unknown,31,9.8,NA,2020,NA,NA,NA,1,1,1,1,0,9,5,1,NA,,
KP16Sa5,KP16Sa5,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,6,45,61,7,NA,NA,NA,NA,NA,NA,Female,11.5,8.1,NA,2020,NA,NA,NA,1,1,1,0.5,0,10,1,1,NA,,"Not marked as dead in 2020, but no leaf or stem measurements."
PP16TSp7,PP16TSp7,Salix pulchra,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,39,152,102,25,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,2019,NA,NA,NA,1,1,0,0,0,3,4,1,NA,,"Marked as ""not dead"" in 2018 and ""dead?"" in 2019."
HE16Sa10,HE16SA10,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,6,40,66,23.6,NA,NA,NA,NA,NA,NA,Unknown,20.8,6.2,NA,2018,NA,NA,NA,1,1,0,0,0,15,1,2,NA,,"Not in data in 2019 or 2020, presumably died before 2019."
HE16Sp16,HE16SP16,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,21,194,153,10.5,42,41,NA,54,53,NA,Female,31.5,9,NA,2018,NA,NA,NA,1,1,0,0,0,14,5,1,NA,,"Marked as ""not dead"" in 2018 and ""no signs of life"" in 2019."
HE16Sp19,HE16SP19,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,13,59,46,10.6,57,49,NA,105,57,NA,Unknown,31.4,7.1,NA,2018,NA,NA,NA,1,1,0,0,0,14,2,1,NA,,"Marked as ""not dead"" in 2018, marked as ""empty"" in 2019."
KP16Sp45,KP16SP45,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2008,2016,93,185,154,24,59,54,NA,135,141,NA,Unknown,41.1,8.7,NA,2018,NA,NA,NA,1,1,0,0,0,6,2,5,NA,,
KP16Sp57,KP16SP57,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,47,184,184,15.1,6.3,6.2,NA,7.2,7.5,NA,Unknown,34.8,7.9,NA,2018,NA,NA,NA,1,1,0,0,0,14,4,2,NA,,"Marked as ""not dead"" in 2018, not in data in 2019."
PC16PVSp8,PC16PVSp8,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,63,139,99,21.3,NA,NA,NA,NA,NA,NA,Male,41,10.9,NA,2018,NA,NA,NA,1,1,0,0,0,9,3,6,NA,Dead or gone in garden in 2021,"No measurements from 2019 onwards, presumably died before 2019?"
H17Sp16,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2016,28,52,93,8,37,37,33,40,22,37,Female,35.9,9,8,2017,NA,NA,NA,1,0,0,0,0,8,6,6,NA,Dead or gone in garden in 2021,Alive in 2017
HE16Sp11,HE16SP11,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,15,90,44,7,39,35,NA,68,56,NA,Unknown,26.6,5,NA,2017,NA,NA,NA,1,0,0,0,0,9,5,7,NA,,
HE16Sp25,HE16SP25,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,83,238,283,14.9,53,51,NA,81,137,NA,Female,47.2,13.6,NA,2017,NA,NA,NA,1,0,0,0,0,14,1,4,NA,,
HE16Sr23,HE16SR23,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,62,157,128,24,NA,NA,NA,NA,NA,NA,Unknown,39.1,8.5,NA,2017,NA,NA,NA,1,0,0,0,0,13,3,5,NA,,
KP16Sr19,KP16SR19,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,81,191,180,31.7,NA,NA,NA,NA,NA,NA,Male,31.7,10.3,NA,2017,NA,NA,NA,1,0,0,0,0,16,2,7,NA,,
KP16Sr55,KP16SR55,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,44,102,65,12,50,53,NA,90,96,NA,Unknown,31.7,8.1,NA,2017,NA,NA,NA,1,0,0,0,0,13,1,7,NA,,
PC16CWSp1,PC16CWSp1,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,48,78,105,12.7,NA,NA,NA,NA,NA,NA,Unknown,31.2,8.8,NA,2017,NA,NA,NA,1,0,0,0,0,9,5,4,NA,,
HE16Sa1,HE16Sa1,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,25,500+,500+,8,NA,NA,NA,NA,NA,NA,Female,31.6,5.7,NA,2016,NA,NA,NA,0,0,0,0,0,10,5,2,NA,,
HE16Sa11,HE16SA11,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,8,44,29,9,NA,NA,NA,NA,NA,NA,Unknown,28,8.4,NA,2016,NA,NA,NA,0,0,0,0,0,15,5,4,NA,,
HE16Sa12,HE16SA12,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,12,54,44,7,NA,NA,NA,NA,NA,NA,Female,15.6,7.7,NA,2016,NA,NA,NA,0,0,0,0,0,15,4,4,NA,,
HE16Sa13,HE16SA13,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,8.5,44,69,5,NA,NA,NA,NA,NA,NA,Unknown,24,3.5,NA,2016,NA,NA,NA,0,0,0,0,0,15,3,4,NA,,
HE16Sa15,HE16SA15,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,11,99,83,4.8,NA,NA,NA,NA,NA,NA,Unknown,21.6,3.7,NA,2016,NA,NA,NA,0,0,0,0,0,15,1,4,NA,,
HE16Sa16,HE16SA16,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,8.5,NA,NA,5.2,NA,NA,NA,NA,NA,NA,Unknown,20.8,3.4,NA,2016,NA,NA,NA,0,0,0,0,0,15,5,7,NA,,
HE16Sa17,HE16SA17,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,6.5,NA,NA,6.5,NA,NA,NA,NA,NA,NA,Female,32.4,7.7,NA,2016,NA,NA,NA,0,0,0,0,0,15,4,7,NA,,
HE16Sa18,HE16SA18,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,6.5,NA,NA,6.5,NA,NA,NA,NA,NA,NA,Female,25,5.7,NA,2016,NA,NA,NA,0,0,0,0,0,15,3,7,NA,,
HE16Sa19,HE16SA19,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,9,NA,NA,9.7,NA,NA,NA,NA,NA,NA,Female,27.1,9.2,NA,2016,NA,NA,NA,0,0,0,0,0,15,2,7,NA,,
HE16Sa2,HE16Sa2,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,6,500+,500+,18,NA,NA,NA,NA,NA,NA,Female,15.3,9.7,NA,2016,NA,NA,NA,0,0,0,0,0,10,4,2,NA,,
HE16Sa20,HE16SA20,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,9.5,NA,NA,10,NA,NA,NA,NA,NA,NA,Female,19.1,5.8,NA,2016,NA,NA,NA,0,0,0,0,0,15,1,7,NA,,
HE16Sa4,HE16Sa4,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,8,92,86,39,NA,NA,NA,NA,NA,NA,Male,22.5,8.2,NA,2016,NA,NA,NA,0,0,0,0,0,10,2,2,NA,,
HE16Sa5,HE16Sa5,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,10,235,143,6.9,NA,NA,NA,NA,NA,NA,Female,26.9,6.9,NA,2016,NA,NA,NA,0,0,0,0,0,10,1,2,NA,,
HE16Sa9,HE16SA9,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,7,127,88,8.6,NA,NA,NA,NA,NA,NA,Unknown,30.2,8.3,NA,2016,NA,NA,NA,0,0,0,0,0,15,2,2,NA,,
HE16Sp1,HE16SP1,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2011,16/07/2011,16/08/2006,2016,23,39,27,9,NA,NA,NA,NA,NA,NA,Female,43,Unknown,NA,2016,NA,NA,NA,0,0,0,0,0,8,1,3,NA,,
