Sample_ID,Match,Species,Sample_location,Sample_location_full,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Year_dead,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Survived_2021,Bed,Row,Column,Notes,Field_notes,Data_notes
KP17Sa10,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,5,44,47,10,NA,NA,NA,NA,NA,NA,Unknown,12.7,9.9,NA,2020,NA,NA,NA,NA,1,1,1,0,12,2,6,NA,,
KP17Sp14,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,48,85,78,15.2,63,57,57,48,54,55,Unknown,33.2,10,NA,2020,NA,NA,NA,NA,1,1,1,0,8,2,3,NA,,
PC17Sp4,#N/A,Salix pulchra,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,81,256,191,49.2,54,61,49,62,75,107,Male,33.6,16.1,NA,2020,NA,NA,NA,NA,1,1,1,0,12,1,6,NA,,
PC17Sp2,#N/A,Salix pulchra,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,28,226,191,14.5,45,44,39,26,26,24,Male,26.9,10.4,NA,2019,NA,NA,NA,NA,1,1,0,0,12,1,4,NA,,
PC17Sr15,#N/A,Salix richardsonii,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,109,242,224,74.4,61,65,56,84,57,66,Female,36.2,14.8,NA,2019,NA,NA,NA,NA,1,1,0,0,4,2,6,NA,,
H17Sa1,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,4.5,NA,NA,NA,39.55,36.43,39.68,44.17,38.3,N/A,Female,35,2.06,5,2018,NA,NA,NA,NA,1,0,0,0,10,4,1,NA,,
H17Sa19,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,8.5,NA,NA,NA,41.8,58.3,62.9,22.8,38.9,46,Female,32.1,12.4,13,2018,NA,NA,NA,NA,1,0,0,0,12,1,2,NA,,
H17Sa7,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,11,NA,NA,NA,62.56,67.05,58.38,78.02,12.3,43.19,Female,49.4,9,13,2018,NA,NA,NA,NA,1,0,0,0,10,1,4,NA,,
H17Sp11,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,24,197,144,8,44,45,38,26,19,33,Unknown,36.8,12.2,9,2018,NA,NA,NA,NA,1,0,0,0,8,3,4,NA,,
H17Sp16,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,28,52,93,8,37,37,33,40,22,37,Female,35.9,9,8,2018,NA,NA,NA,NA,1,0,0,0,8,6,6,NA,,
H17Sp2,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,26.5,131,164,5,38,44,38,38,19,16,Unknown,26.7,6.3,8,2018,NA,NA,NA,NA,1,0,0,0,1,6,2,NA,,
H17Sp20,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,29,195,122,12,37,29,38,22,17,20,Unknown,30,9,13,2018,NA,NA,NA,NA,1,0,0,0,8,1,7,NA,,"Marked as ""no signs of life"" in 2019"
H17Sp4,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,30.4,204,118,9,46,51,52,50,38,35,Unknown,29.8,10,10,2018,NA,NA,NA,NA,1,0,0,0,1,6,4,NA,,
H17Sp5,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,28.5,92,42,6,36,31,34,11,10,13,Unknown,30,6.5,8,2018,NA,NA,NA,NA,1,0,0,0,1,6,5,NA,,
H17Sp8,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,36,262,190,12,45,40,36,35,38,29,Unknown,41.9,11.9,14,2018,NA,NA,NA,NA,1,0,0,0,9,2,3,NA,,"Marked as ""not dead"" in 2018, not in data from 2019 onwards."
H17Sr20,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,55,212,196,21,47,47,40,22,31,29,Female,37.8,10.1,10,2018,NA,NA,NA,NA,1,0,0,0,4,6,1,NA,,
H17Sr22,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,48,321,307,24,41,41,38,21,20,26,Female,35.3,9.4,9,2018,NA,NA,NA,NA,1,0,0,0,4,6,3,NA,,
H17Sr23,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,54.5,NA,NA,NA,41,40,42,44,53,25,Female,39.1,8,9,2018,NA,NA,NA,NA,1,0,0,0,4,6,4,NA,,
H17Sr28,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,77,NA,NA,NA,42,55,49,78,74,49,Male,39.7,10.9,14,2018,NA,NA,NA,NA,1,0,0,0,4,3,5,NA,,
H17Sr31,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,34,NA,NA,NA,41,38,38,22,25,21,Unknown,42.6,11.7,11,2018,NA,NA,NA,NA,1,0,0,0,16,3,1,NA,,"Marked as ""no signs of life"" in 2019"
H17Sr32,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,38,NA,NA,NA,47,43,34,38,28,29,Male,31.5,9.8,12,2018,NA,NA,NA,NA,1,0,0,0,16,2,1,NA,,"Marked as ""alive"" with some measurements in 2018, gone from data in 2019."
H17Sr34,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,44,NA,NA,NA,38,34,32,30,36,37,Unknown,36.2,11.1,13,2018,NA,NA,NA,NA,1,0,0,0,16,2,4,NA,,"Marked as ""alive"" with some measurements in 2018, marked as ""no signs of life"" in 2019."
H17Sr39,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,36,128,123,11,44,41,43,48,30,44,Unknown,35.9,13.6,13,2018,NA,NA,NA,NA,1,0,0,0,16,2,6,NA,,"Marked as ""no signs of life"" in 2019"
H17Sr40,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,32,151,124,12,36,33,33,24,28,24,Male,31.6,13.1,8,2018,NA,NA,NA,NA,1,0,0,0,16,1,6,NA,,"Marked as ""no signs of life"" in 2019"
KP17Sa7,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,4,45,32,45,NA,NA,NA,NA,NA,NA,Unknown,14.8,7.71,NA,2018,NA,NA,NA,NA,1,0,0,0,15,2,6,NA,,"Marked as ""not dead"" in 2018, gone from data in 2019."
KP17Sa8,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,6,61,27,9,NA,NA,NA,NA,NA,NA,Unknown,17.4,6.42,NA,2018,NA,NA,NA,NA,1,0,0,0,12,3,2,NA,,
KP17Sp3,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,49,55,42,12,53,59,55,59,59,45,Unknown,38.9,10.15,NA,2018,NA,NA,NA,NA,1,0,0,0,1,2,6,NA,,
KP17Sp4,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,54,184,202,15,56,61,55,48,22,45,Female,42.7,15.18,NA,2018,NA,NA,NA,NA,1,0,0,0,1,2,7,NA,,
KP17Sr9,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,57,52,57,16.1,63,54,65,74,44,49,Unknown,30.6,8,NA,2018,NA,NA,NA,NA,1,0,0,0,5,3,7,NA,Not in garden in 2021,"KP17Sr9 alive with measurements in 2018, marked as ""gone"" in 2019."
PC17Sa10,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,8.6,117,200,14,NA,NA,NA,NA,NA,NA,Unknown,16.3,10.7,NA,2018,NA,NA,NA,NA,1,0,0,0,10,2,6,NA,,
PC17Sa2,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,4.3,81,53,9,NA,NA,NA,NA,NA,NA,Female,12.4,9.8,NA,2018,NA,NA,NA,NA,1,0,0,0,10,3,3,NA,,
PC17Sa5,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,5.5,108,78,8.9,NA,NA,NA,NA,NA,NA,Unknown,17.1,8.9,NA,2018,NA,NA,NA,NA,1,0,0,0,12,4,1,NA,,
PC17Sa8,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,6,34,66,8,NA,NA,NA,NA,NA,NA,Unknown,17.5,7.1,NA,2018,NA,NA,NA,NA,1,0,0,0,10,4,6,NA,,
PC17Sr11,#N/A,Salix richardsonii,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,80,120,171,33.4,63,47,54,73,83,87,Male,38.6,12.1,NA,2018,NA,NA,NA,NA,1,0,0,0,7,4,4,NA,,Marked as empty in 2019
PC17Sr3,#N/A,Salix richardsonii,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,55,68,69,10.7,45,44,51,45,38,61,Male,38.2,8.4,NA,2018,NA,NA,NA,NA,1,0,0,0,5,4,5,NA,,
PP17Sp11,#N/A,Salix pulchra,Kluane,Printers Pass,17/08/2015,NA,17/08/2016,2017,90,107,128,30,52,52,50,98,106,86,Female,41.7,9.6,NA,2018,NA,NA,NA,NA,1,0,0,0,8,6,1,NA,,
PP17Sr17,#N/A,Salix richardsonii,Kluane,Printers Pass,17/08/2015,NA,17/08/2016,2017,78.5,154,150,25,53,50,59,55,50,35,Male,37.7,14.3,NA,2018,NA,NA,NA,NA,1,0,0,0,16,4,3,NA,,Marked as empty in 2019
PP17Sr18,#N/A,Salix richardsonii,Kluane,Printers Pass,17/08/2015,NA,17/08/2016,2017,52,102,43,11,46,50,48,57,51,65,Unknown,36.5,8.4,NA,2018,NA,NA,NA,NA,1,0,0,0,16,3,3,NA,,"Marked as ""no signs of life"" in 2019"
KP17Sr10,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,86,200,201,31.3,65,62,70,75,63,71,Male,29.1,15,NA,2018,NA,NA,NA,NA,0.5,0,0,0,2,1,3,NA,Not in garden in 2021,"K17Sr10 marked as ""maybe still alive"" in 2018"
KP17Sr13,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,53,83,80,21.6,55,51,50,49,52,59,Unknown,29.8,18,NA,2018,NA,NA,NA,NA,0.5,0,0,0,7,1,4,NA,Not in garden in 2021,"K17Sr13 marked as ""maybe still alive"" in 2018"
KP17Sr15,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,77,182,155,25.9,67,64,75,73,62,77,Male,42.5,19,NA,2018,NA,NA,NA,NA,0.5,0,0,0,7,1,5,NA,Not in garden in 2021,"K17Sr15 marked as ""maybe still alive"" in 2018"
H17Sa11,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,8,NA,NA,NA,55.4,50.92,54.21,94.3,42.47,25.05,Female,63.8,10.79,11,2017,NA,NA,NA,NA,0,0,0,0,10,1,5,NA,,
H17Sa16,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,6.5,NA,NA,NA,44.5,44.4,32.4,18.7,39.4,27.4,Unknown,25.3,6.9,7,2017,NA,NA,NA,NA,0,0,0,0,15,1,4,NA,,
H17Sa2,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,8,NA,NA,NA,51.9,41.7,42.6,91,9.2,30.1,Female,41.8,8.5,13,2017,NA,NA,NA,NA,0,0,0,0,10,3,1,NA,,
H17Sa4,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,5,NA,NA,NA,45.45,47.8,47.92,45.02,15.65,14.18,Unknown,33.7,4.4,8,2017,NA,NA,NA,NA,0,0,0,0,10,5,4,NA,,
H17Sa5,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,6,NA,NA,NA,31,29.5,28.6,22.5,23.9,14.5,Unknown,29.6,5.4,7,2017,NA,NA,NA,NA,0,0,0,0,10,4,4,NA,,
H17Sp1,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,29.5,152,79,5,46,47,41,31,27,26,Unknown,23.2,6.1,7,2017,NA,NA,NA,NA,0,0,0,0,1,6,1,NA,,
H17Sp17,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,28,112,88,8,37,38,41,53,64,63,Female,40.2,9.6,8,2017,NA,NA,NA,NA,0,0,0,0,8,3,6,NA,,
H17Sp19,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,18,215,143,8,58,47,44,32,41,33,Unknown,46.5,8.8,9,2017,NA,NA,NA,NA,0,0,0,0,8,6,7,NA,,
H17Sr11,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,67,500+,412,32,48,46,58,58,34,47,Female,40.5,11.5,12,2017,NA,NA,NA,NA,0,0,0,0,13,5,4,NA,,
H17Sr14,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,24,228,211,12,43,46,44,33,24,11,Unknown,28.5,13,7,2017,NA,NA,NA,NA,0,0,0,0,13,2,4,NA,,
H17Sr16,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,59,216,285,26,41,44,40,45,34,37,Unknown,33,15.6,15,2017,NA,NA,NA,NA,0,0,0,0,7,5,3,NA,,
H17Sr17,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,48,208,159,25,56,49,49,57,52,45,Unknown,35.5,12.3,16,2017,NA,NA,NA,NA,0,0,0,0,7,2,5,NA,,
H17Sr2,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,23,204,165,14,40,40,37,26,15,23,Unknown,31.2,9.5,10,2017,NA,NA,NA,NA,0,0,0,0,5,5,2,NA,,
H17Sr21,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,52.5,482,402,30,50,48,48,46,36,32,Female,28.2,11,12,2017,NA,NA,NA,NA,0,0,0,0,4,6,2,NA,,
H17Sr26,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,67.5,NA,NA,NA,35,44,42,49,46,40,Unknown,42.3,10.7,12,2017,NA,NA,NA,NA,0,0,0,0,4,6,7,NA,,
H17Sr27,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,52.5,NA,NA,NA,38,37,44,30,37,32,Male,34.2,10.9,13,2017,NA,NA,NA,NA,0,0,0,0,4,3,2,NA,,
H17Sr29,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,64.5,NA,NA,NA,39,38,38,30,28,20,Unknown,40.1,11.2,11,2017,NA,NA,NA,NA,0,0,0,0,4,4,7,NA,,
H17Sr33,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,39,NA,NA,NA,38,39,43,28,17,18,Unknown,39,10.4,7,2017,NA,NA,NA,NA,0,0,0,0,16,1,1,NA,,
H17Sr38,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,26,NA,NA,NA,44,46,47,18,21,26,Unknown,30.2,10.1,12,2017,NA,NA,NA,NA,0,0,0,0,16,3,6,NA,,
H17Sr6,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,23,192,167,14,47,45,47,21,22,31,Female,30.5,15,20,2017,NA,NA,NA,NA,0,0,0,0,13,5,1,NA,,
H17Sr8,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,32,305,195,13,44,39,37,27,21,25,Male,31.9,11.4,14,2017,NA,NA,NA,NA,0,0,0,0,13,4,2,NA,,
KP17Sa3,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,3,28,19,10,NA,NA,NA,NA,NA,NA,Unknown,12.1,7.66,NA,2017,NA,NA,NA,NA,0,0,0,0,10,3,7,NA,Not in garden in 2021,"Marked as ""dead"" in 2018"
KP17Sp10,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,25,165,122,8.1,54,52,51,36,38,30,Unknown,30.7,9,NA,2017,NA,NA,NA,NA,0,0,0,0,8,1,2,NA,,
KP17Sp11,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,65,156,148,26.7,54,59,60,56,41,63,Female,33.2,15,NA,2017,NA,NA,NA,NA,0,0,0,0,8,6,3,NA,,
KP17Sp13,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,65,77,77,25.5,50,60,57,46,40,43,Unknown,30.4,11,NA,2017,NA,NA,NA,NA,0,0,0,0,8,3,3,NA,,
KP17Sp15,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,74,182,142,29.8,49,48,51,74,50,43,Unknown,34.8,15,NA,2017,NA,NA,NA,NA,0,0,0,0,8,2,7,NA,,
KP17Sp6,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,36,103,67,18.9,41,43,42,42,18,28,Unknown,32.6,18,NA,2017,NA,NA,NA,NA,0,0,0,0,3,3,1,NA,,
KP17Sp7,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,58,47,30,9.3,41,46,50,86,45,35,Unknown,33,10,NA,2017,NA,NA,NA,NA,0,0,0,0,3,5,4,NA,,"No measurements in 2018, gone from data in 2019."
KP17Sp8,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,67,173,134,28.5,45,44,53,55,39,61,Male,28.1,13,NA,2017,NA,NA,NA,NA,0,0,0,0,3,5,5,NA,,
KP17Sr11,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,65,156,133,38,46,47,52,193,97,81,Female,35.5,16,NA,2017,NA,NA,NA,NA,0,0,0,0,2,2,4,NA,Not in garden in 2021,"K17Sr11 marked as ""dead"" in 2018"
KP17Sr12,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,64,209,199,37.3,62,64,61,61,84,92,Female,34.6,20,NA,2017,NA,NA,NA,NA,0,0,0,0,7,5,2,NA,Not in garden in 2021,"K17Sr12 marked as ""dead"" in 2018"
KP17Sr14,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,42,65,32,15.5,55,43,52,36,48,49,Unknown,24.9,12,NA,2017,NA,NA,NA,NA,0,0,0,0,7,6,5,NA,Not in garden in 2021,"K17Sr14 marked as ""dead"" in 2018"
KP17Sr5,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,106,182,154,45,45,47,51,57,71,82,Female,39.7,12.87,NA,2017,NA,NA,NA,NA,0,0,0,0,5,6,6,NA,,
KP17Sr7,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,54,77,82,15.2,55,54,59,70,90,72,Unknown,32.7,11,NA,2017,NA,NA,NA,NA,0,0,0,0,5,6,7,NA,Not in garden in 2021,"KP17Sr7 marked as ""dead"" in 2018"
KP17Sr8,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,93,157,83,22.9,56,51,57,62,67,116,Female,30.3,11,NA,2017,NA,NA,NA,NA,0,0,0,0,5,4,7,NA,Not in garden in 2021,"KP17Sr8 marked as ""dead"" in 2018"
PC17Sa3,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,3.5,53,42,5.9,NA,NA,NA,NA,NA,NA,Unknown,18.1,6.4,NA,2017,NA,NA,NA,NA,0,0,0,0,10,2,3,NA,,
PC17Sa4,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,6.6,81,56,6.8,NA,NA,NA,NA,NA,NA,Unknown,11.2,8.2,NA,2017,NA,NA,NA,NA,0,0,0,0,12,5,1,NA,,
PC17Sr14,#N/A,Salix richardsonii,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,97,145,109,23.8,60,54,58,156,100,85,Male,41.3,11.6,NA,2017,NA,NA,NA,NA,0,0,0,0,4,2,4,NA,,
PC17Sr7,#N/A,Salix richardsonii,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,64,157,137,21.2,56,50,51,135,84,113,Male,34.7,10.2,NA,2017,NA,NA,NA,NA,0,0,0,0,2,5,1,NA,,
PC17Sr8,#N/A,Salix richardsonii,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,64,102,157,22.1,40,46,45,64,71,98,Male,41.4,14.2,NA,2017,NA,NA,NA,NA,0,0,0,0,2,4,1,NA,,
PP17Sp14,#N/A,Salix pulchra,Kluane,Printers Pass,17/08/2015,NA,17/08/2016,2017,74,148,137,25,43,38,42,34,65,42,Unknown,37,10.1,NA,2017,NA,NA,NA,NA,0,0,0,0,8,3,1,NA,,
H18Sp7,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,11/08/2018,NA,20/08/2018,2018,18.1,NA,NA,NA,38,36,41,39,10,18,Unknown,29,6.03,6,2020,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,,
H18Sr3,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,09/08/2018,NA,20/08/2018,2018,57.3,NA,NA,NA,58,52,51,58,44,27,Male,51.3,10.16,15,2020,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,,
H18Sa13,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,3.2,NA,NA,NA,62,51,55,113,93,54,Male,52.3,7.47,8,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
H18Sp12,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,11/08/2018,NA,20/08/2018,2018,22.5,NA,NA,NA,38,35,39,28,20,9,Unknown,43.9,7.36,7,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
H18Sp13,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,11/08/2018,NA,20/08/2018,2018,15.5,NA,NA,NA,30,28,31,10,14,17,Unknown,38.1,9.79,10,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
H18Sp19,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,11/08/2018,NA,20/08/2018,2018,16.8,NA,NA,NA,28,32,32,33,40,8,Female,34.6,6.73,10,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
H18Sp30,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,11/08/2018,NA,20/08/2018,2018,18.2,NA,NA,NA,43,32,29,22,28,15,Unknown,22.8,4.09,5,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
H18Sr12,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,09/08/2018,NA,20/08/2018,2018,45.5,NA,NA,NA,34,35,36,14,15,28,Female,46.2,10.14,9,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
H18Sr24,NA,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,09/08/2018,NA,20/08/2018,2018,41.2,NA,NA,NA,73,54,59,108,38,42,Female,33.1,10.48,10,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
KP18Sa1,NA,Salix arctica,Kluane,Kluane Plateau,22/08/2018,NA,23/08/2018,2018,8.2,NA,NA,NA,43,44,51,21,25,39,Male,33.1,9.33,16,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
KP18Sa3,NA,Salix arctica,Kluane,Kluane Plateau,22/08/2018,NA,23/08/2018,2018,13.5,NA,NA,NA,38,49,36,4,5,35,Female,34.3,9.99,14,2019,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,,
H18Sa10,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,8.2,NA,NA,NA,62,65,51,126,58,70,Male,29.1,7.29,10,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,Marked as no signs of life in 2019
H18Sa11,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,7.2,NA,NA,NA,58,50,55,119,36,60,Female,39.4,7.34,5,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,
H18Sa12,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,5,NA,NA,NA,48,47,48,43,36,22,Female,19.1,6.57,5,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,
H18Sa14,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,8.2,NA,NA,NA,52,66,51,49,47,54,Female,37.1,6.91,6,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,
H18Sa15,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,6.1,NA,NA,NA,56,61,66,11,36,29,Male,32.9,5.34,6,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,
H18Sa16,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,7.2,NA,NA,NA,61,45,59,48,11,41,Male,24.9,6.68,8,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,
H18Sa17,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,8.2,NA,NA,NA,55,54,45,76,68,80,Female,36.1,13,14,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,
H18Sa18,NA,Salix arctica,Qikiqtaruk,Qikiqtaruk,10/08/2018,NA,20/08/2018,2018,5.2,NA,NA,NA,51,52,51,23,76,72,Female,23.3,8.53,9,2018,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,,
