Bed,SampleID,Bed_old,SampleID_old,Year_planted,Species,Site,Plant_ID_fulcrum,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter ,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,Length_1_mm,Length_2_mm,Length_3_mm,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes_canopy_height_prev_cm,August_2021_notes,July_2021_notes
MG,PP16TSp8,NA,PP16TSp8,2016,Salix pulchra,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,PP16TSp8,NA,PP16TSp8,2016,Salix pulchra,Kluane,NA,14/08/2017,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,PP16TSp9,NA,PP16TSp9,2016,Salix pulchra,Kluane,NA,12/07/2017,7,12,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,PP16TSp9,NA,PP16TSp9,2016,Salix pulchra,Kluane,NA,20/07/2017,7,20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,PP16TSp9,NA,PP16TSp9,2016,Salix pulchra,Kluane,NA,26/07/2017,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,PP16TSp9,NA,PP16TSp9,2016,Salix pulchra,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,PP16TSp9,NA,PP16TSp9,2016,Salix pulchra,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,PP16TSp9,NA,PP16TSp9,2016,Salix pulchra,Kluane,NA,14/08/2017,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr1,NA,PP16TSr1,2016,Salix richardsonii,Kluane,NA,10/07/2017,7,10,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr1,NA,PP16TSr1,2016,Salix richardsonii,Kluane,NA,19/07/2017,7,19,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr1,NA,PP16TSr1,2016,Salix richardsonii,Kluane,NA,24/07/2017,7,24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr1,NA,PP16TSr1,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr1,NA,PP16TSr1,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr1,NA,PP16TSr1,2016,Salix richardsonii,Kluane,NA,13/08/2017,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr10,NA,PP16TSr10,2016,Salix richardsonii,Kluane,NA,12/07/2017,7,12,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr10,NA,PP16TSr10,2016,Salix richardsonii,Kluane,NA,20/07/2017,7,20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr10,NA,PP16TSr10,2016,Salix richardsonii,Kluane,NA,26/07/2017,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr10,NA,PP16TSr10,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr10,NA,PP16TSr10,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr10,NA,PP16TSr10,2016,Salix richardsonii,Kluane,NA,14/08/2017,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr2,NA,PP16TSr2,2016,Salix richardsonii,Kluane,NA,10/07/2017,7,10,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr2,NA,PP16TSr2,2016,Salix richardsonii,Kluane,NA,19/07/2017,7,19,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr2,NA,PP16TSr2,2016,Salix richardsonii,Kluane,NA,24/07/2017,7,24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr2,NA,PP16TSr2,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr2,NA,PP16TSr2,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr2,NA,PP16TSr2,2016,Salix richardsonii,Kluane,NA,13/08/2017,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr3,NA,PP16TSr3,2016,Salix richardsonii,Kluane,NA,10/07/2017,7,10,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr3,NA,PP16TSr3,2016,Salix richardsonii,Kluane,NA,19/07/2017,7,19,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr3,NA,PP16TSr3,2016,Salix richardsonii,Kluane,NA,24/07/2017,7,24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr3,NA,PP16TSr3,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr3,NA,PP16TSr3,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr3,NA,PP16TSr3,2016,Salix richardsonii,Kluane,NA,13/08/2017,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr4,NA,PP16TSr4,2016,Salix richardsonii,Kluane,NA,10/07/2017,7,10,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr4,NA,PP16TSr4,2016,Salix richardsonii,Kluane,NA,19/07/2017,7,19,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr4,NA,PP16TSr4,2016,Salix richardsonii,Kluane,NA,24/07/2017,7,24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr4,NA,PP16TSr4,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr4,NA,PP16TSr4,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr4,NA,PP16TSr4,2016,Salix richardsonii,Kluane,NA,13/08/2017,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr5,NA,PP16TSr5,2016,Salix richardsonii,Kluane,NA,10/07/2017,7,10,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr5,NA,PP16TSr5,2016,Salix richardsonii,Kluane,NA,19/07/2017,7,19,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr5,NA,PP16TSr5,2016,Salix richardsonii,Kluane,NA,24/07/2017,7,24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr5,NA,PP16TSr5,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr5,NA,PP16TSr5,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GD,PP16TSr5,NA,PP16TSr5,2016,Salix richardsonii,Kluane,NA,13/08/2017,8,13,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr6,NA,PP16TSr6,2016,Salix richardsonii,Kluane,NA,12/07/2017,7,12,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr6,NA,PP16TSr6,2016,Salix richardsonii,Kluane,NA,20/07/2017,7,20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr6,NA,PP16TSr6,2016,Salix richardsonii,Kluane,NA,26/07/2017,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr6,NA,PP16TSr6,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr6,NA,PP16TSr6,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr6,NA,PP16TSr6,2016,Salix richardsonii,Kluane,NA,14/08/2017,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr7,NA,PP16TSr7,2016,Salix richardsonii,Kluane,NA,12/07/2017,7,12,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr7,NA,PP16TSr7,2016,Salix richardsonii,Kluane,NA,20/07/2017,7,20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr7,NA,PP16TSr7,2016,Salix richardsonii,Kluane,NA,26/07/2017,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr7,NA,PP16TSr7,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr7,NA,PP16TSr7,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr7,NA,PP16TSr7,2016,Salix richardsonii,Kluane,NA,14/08/2017,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr8,NA,PP16TSr8,2016,Salix richardsonii,Kluane,NA,12/07/2017,7,12,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr8,NA,PP16TSr8,2016,Salix richardsonii,Kluane,NA,20/07/2017,7,20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr8,NA,PP16TSr8,2016,Salix richardsonii,Kluane,NA,26/07/2017,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr8,NA,PP16TSr8,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr8,NA,PP16TSr8,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr8,NA,PP16TSr8,2016,Salix richardsonii,Kluane,NA,14/08/2017,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr9,NA,PP16TSr9,2016,Salix richardsonii,Kluane,NA,12/07/2017,7,12,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr9,NA,PP16TSr9,2016,Salix richardsonii,Kluane,NA,20/07/2017,7,20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr9,NA,PP16TSr9,2016,Salix richardsonii,Kluane,NA,26/07/2017,7,26,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr9,NA,PP16TSr9,2016,Salix richardsonii,Kluane,NA,06/06/2017,6,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr9,NA,PP16TSr9,2016,Salix richardsonii,Kluane,NA,02/08/2017,8,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,PP16TSr9,NA,PP16TSr9,2016,Salix richardsonii,Kluane,NA,14/08/2017,8,14,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB,H15Sa1,NA,H15Sa1,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
JB,H15Sa10,NA,H15Sa10,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,3.6,NA,NA,NA,36.35,28.65,31.8,15.63,24.17,9.05,NA,NA,NA,NA,NA,"Senescence 80%, Herbivory 50%",NA,NA
JB,H15Sa11,NA,H15Sa11,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,0.5,NA,NA,NA,7.65,8.3,9.54,1.96,1.44,1.15,NA,NA,NA,NA,NA,Senescence 60%,NA,NA
JB,H15Sa12,NA,H15Sa12,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,3.6,NA,NA,NA,27.82,25.01,21.86,3.48,4.77,3.59,NA,NA,NA,NA,NA,"Senescence 40%, Herbivory 50%",NA,NA
JB,H15Sa14,NA,H15Sa14,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,4.1,NA,NA,NA,22.02,19.37,18.8,4.67,4.29,3.29,NA,NA,NA,NA,NA,"Senescence 15%, nutrient deficiency ",NA,NA
JB,H15Sa16,NA,H15Sa16,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
JB,H15Sa17,NA,H15Sa17,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
JB,H15Sa18,NA,H15Sa18,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,2.8,NA,NA,NA,2.98,3.1,1.99,0.88,0.76,0.92,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
JB,H15Sa19,NA,H15Sa19,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,3,NA,NA,NA,31.91,16.48,13.78,3.32,2.28,1.57,NA,NA,NA,NA,NA,"Senescence 30%, Herbivory 40%",NA,NA
JB,H15Sa20,NA,H15Sa20,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,5.8,NA,NA,NA,17.3,19.6,24.61,4.59,5.23,3.03,NA,NA,NA,NA,NA,"Herbivory 15%, senescence 20%",NA,NA
JB,H15Sa20,NA,H15Sa20,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,1.7,NA,NA,NA,15.95,11.31,10.65,2.47,2.06,2.63,NA,NA,NA,NA,NA,Senescence 20%,NA,NA
JB,H15Sa3,NA,H15Sa3,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,3.4,NA,NA,NA,35.27,11,20.44,4.65,5.49,2.7,NA,NA,NA,NA,NA,"Herbivory 50%, senescence 85%",NA,NA
JB,H15Sa4,NA,H15Sa4,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
JB,H15Sa5,NA,H15Sa5,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
JB,H15Sa7,NA,H15Sa7,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,3.8,NA,NA,NA,40.7,36.02,30.78,8.13,5.38,6.01,NA,NA,NA,NA,NA,"Senescence 20%, Herbivory 20%",NA,NA
JB,H15Sa8,NA,H15Sa8,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
JB,H15Sa9,NA,H15Sa9,2015,Salix arctica,Qikiqtaruk,NA,18/08/2018,8,18,2018,1.5,NA,NA,NA,14.12,17.47,10.84,2.77,1.82,1.19,NA,NA,NA,NA,NA,Senescence 95%,NA,NA
IMS,H15Sp1,NA,H15Sp1,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,6.2,NA,NA,NA,19.02,13.11,16.06,4.39,7.79,4.95,NA,NA,NA,NA,NA,"Browning leaves, 100% senescence ",NA,NA
CF,H15Sp10,NA,H15Sp10,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,4.4,NA,NA,NA,16.27,17.57,22.19,4.47,3.43,2.16,NA,NA,NA,NA,NA,"Senescence 95%, nutrient deficiency ",NA,NA
CF,H15Sp11,NA,H15Sp11,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
CF,H15Sp12,NA,H15Sp12,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,1.5,NA,NA,NA,7.47,6.71,4.84,1.97,1.31,1.32,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
CF,H15Sp13,NA,H15Sp13,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,9.6,NA,NA,NA,22.9,25.06,20.37,4.86,2.71,2.65,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
CF,H15Sp14,NA,H15Sp14,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,10.7,NA,NA,NA,21.84,19.41,17.44,4.05,3.42,2.3,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
CF,H15Sp15,NA,H15Sp15,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,7.9,NA,NA,NA,21.51,18.84,22.2,4.56,4.24,3.53,NA,NA,NA,NA,NA,"Rusty, senescence 80%",NA,NA
CF,H15Sp16,NA,H15Sp16,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
CF,H15Sp17,NA,H15Sp17,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
CF,H15Sp18,NA,H15Sp18,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,17.1,NA,NA,NA,23.04,24.84,25.72,8.13,5.09,3.54,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
CF,H15Sp19,NA,H15Sp19,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,8.3,NA,NA,NA,20.34,18.64,16.2,6.04,4.38,4.18,NA,NA,NA,NA,NA,Senescence 95%,NA,NA
IMS,H15Sp2,NA,H15Sp2,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,2.6,NA,NA,NA,15.68,9.91,8.08,3.17,2.54,1.75,NA,NA,NA,NA,NA,"Browning leaves, 100% senescence ",NA,NA
CF,H15Sp20,NA,H15Sp20,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,5.7,NA,NA,NA,15.78,13.51,11.27,3.75,2.57,1.4,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
MG,H15Sp21,NA,H15Sp21,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
MG,H15Sp22,NA,H15Sp22,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
MG,H15Sp23,NA,H15Sp23,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,3.7,NA,NA,NA,11.77,11.28,12.64,3.14,1.95,1.43,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
MG,H15Sp24,NA,H15Sp24,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,11.3,NA,NA,NA,21.14,23.09,20.79,22.79,24.78,15.4,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
AB,H15Sp25,NA,H15Sp25,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,5.3,NA,NA,NA,20.22,14.64,15.28,3.93,1.93,2.22,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
AB,H15Sp27,NA,H15Sp27,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,10.4,NA,NA,NA,24.44,24.24,24.57,4.45,3.24,3.76,NA,NA,NA,NA,NA,Senescence 70%,NA,NA
AB,H15Sp29,NA,H15Sp29,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,9.6,NA,NA,NA,20.39,22.97,22.34,3.53,3.17,1.4,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
IMS,H15Sp3,NA,H15Sp3,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead,NA,NA
AB,H15Sp30,NA,H15Sp30,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
IMS,H15Sp4,NA,H15Sp4,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not dead ,NA,NA
IMS,H15Sp5,NA,H15Sp5,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,7.4,NA,NA,NA,17.14,20.69,16.68,4.83,4.29,2.75,NA,NA,NA,NA,NA,"Browning leaves, 100% senescence ",NA,NA
IMS,H15Sp6,NA,H15Sp6,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,3.5,NA,NA,NA,5.95,2.99,2.75,1,0.97,0.96,NA,NA,NA,NA,NA,100% senescence ,NA,NA
IMS,H15Sp7,NA,H15Sp7,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
IMS,H15Sp8,NA,H15Sp8,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,7.3,NA,NA,NA,21.63,20.96,22.23,4.79,2.69,2.13,NA,NA,NA,NA,NA,"Browning leaves, 90% senescence ",NA,NA
CF,H15Sp9,NA,H15Sp9,2015,Salix pulchra,Qikiqtaruk,NA,18/08/2018,8,18,2018,15.1,NA,NA,NA,26.48,17.84,23.13,3.57,2.87,2.49,NA,NA,NA,NA,NA,Senescence 100%,NA,NA
LB,H15Sr11,NA,H15Sr11,2015,Salix richardsonii,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,H15Sr12,NA,H15Sr12,2015,Salix richardsonii,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,H15Sr13,NA,H15Sr13,2015,Salix richardsonii,Qikiqtaruk,NA,18/08/2018,8,18,2018,4.3,NA,NA,NA,NA,NA,NA,6.55,NA,NA,NA,NA,NA,NA,NA,100% Senesced,NA,NA
SW,H15Sr14,NA,H15Sr14,2015,Salix richardsonii,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,H15Sr15,NA,H15Sr15,2015,Salix richardsonii,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,H15Sr16,NA,H15Sr16,2015,Salix richardsonii,Qikiqtaruk,NA,18/08/2018,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May still be alive,NA,NA
