"","Bed","SampleID","Bed_old","SampleID_old","Year_planted","Species","Site","Plant_ID_fulcrum","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Fresh_mass","Dry_mass","LA","LDMC","SLA","Notes_canopy_height_prev_cm","August_2021_notes","July_2021_notes","Sample_age","mean_stem_elong","mean_leaf_length"
"1747","SAB","KP16Sa16",NA,"KP16Sa16",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1748","SAB","KP16Sa17",NA,"KP16Sa17",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1749","SAB","KP16Sa18",NA,"KP16Sa18",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1750","SAB","KP16Sa19",NA,"KP16Sa19",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1751","SAB","KP16Sa20",NA,"KP16Sa20",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1752","JA","KP16Sa5",NA,"KP16Sa5",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,1.2,NA,NA,NA,16.43,22.1,18.03,12.78,7.81,9.21,NA,NA,NA,NA,NA,NA,NA,NA,3,18.8533333333333,9.93333333333333
"1753","SAB","KP16Sa6",NA,"KP16Sa6",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,4.6,NA,NA,NA,20.95,27.37,24.96,9.54,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24.4266666666667,NA
"1754","SAB","KP16Sa8",NA,"KP16Sa8",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1755","CF","KP16Sp1",NA,"KP16Sp1",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1756","SL","KP16Sp11",NA,"KP16Sp11",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1757","SL","KP16Sp13",NA,"KP16Sp13",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1758","SL","KP16Sp14",NA,"KP16Sp14",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1759","JG","KP16Sp16",NA,"KP16Sp16",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1760","JG","KP16Sp17",NA,"KP16Sp17",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1761","JG","KP16Sp18",NA,"KP16Sp18",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1762","JG","KP16Sp19",NA,"KP16Sp19",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1763","CF","KP16Sp2",NA,"KP16Sp2",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1764","SL","KP16Sp21",NA,"KP16Sp21",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1765","SL","KP16Sp22",NA,"KP16Sp22",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,20.3,NA,NA,NA,23.67,45.18,52.25,59.09,22.6,22.9,NA,NA,NA,NA,NA,"Isla’s stem diameter: 6.76",NA,NA,3,40.3666666666667,34.8633333333333
"1766","SL","KP16Sp23",NA,"KP16Sp23",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isla’s stem diameter: 6.97",NA,NA,3,NA,NA
"1767","SL","KP16Sp24",NA,"KP16Sp24",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,17.6,NA,NA,NA,46.64,38.04,36.95,46.82,29.02,25.25,NA,NA,NA,NA,NA,"Isla’s stem diameter: 11.71",NA,NA,3,40.5433333333333,33.6966666666667
"1768","SL","KP16Sp25",NA,"KP16Sp25",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1769","IMS","KP16Sp26",NA,"KP16Sp26",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1770","IMS","KP16Sp27",NA,"KP16Sp27",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1771","IMS","KP16Sp28",NA,"KP16Sp28",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead?",NA,NA,3,NA,NA
"1772","IMS","KP16Sp29",NA,"KP16Sp29",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1773","CF","KP16Sp3",NA,"KP16Sp3",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1774","IMS","KP16Sp30",NA,"KP16Sp30",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1775","AB","KP16Sp32",NA,"KP16Sp32",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1776","AB","KP16Sp33",NA,"KP16Sp33",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,26.4,NA,NA,NA,37.57,40.71,40.69,134.5,149.9,101,NA,NA,NA,NA,NA,"Leaves yellowing/browning, Isla’s stem diameter: 10.64",NA,NA,3,39.6566666666667,128.466666666667
"1777","AB","KP16Sp34",NA,"KP16Sp34",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,12,NA,NA,NA,NA,NA,NA,8.77,23.1,15.96,NA,NA,NA,NA,NA,"All leaves dead, Isla’s stem diameter: 14.12",NA,NA,3,NA,15.9433333333333
"1778","AB","KP16Sp35",NA,"KP16Sp35",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1779","JG","KP16Sp36",NA,"KP16Sp36",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1780","JG","KP16Sp37",NA,"KP16Sp37",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1781","JG","KP16Sp38",NA,"KP16Sp38",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1782","JG","KP16Sp39",NA,"KP16Sp39",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1783","IMS","KP16Sp41",NA,"KP16Sp41",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,10.9,NA,NA,NA,29.7,29,27.31,16.1,23.33,7.01,NA,NA,NA,NA,NA,"Yellowing of leaves",NA,NA,3,28.67,15.48
"1784","CF","KP16Sp42",NA,"KP16Sp42",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1785","CF","KP16Sp43",NA,"KP16Sp43",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,17.5,NA,NA,NA,18.08,23.68,21.57,41.1,25.63,17.66,NA,NA,NA,NA,NA,"Aphids",NA,NA,3,21.11,28.13
"1786","CF","KP16Sp44",NA,"KP16Sp44",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1787","CF","KP16Sp45",NA,"KP16Sp45",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead?",NA,NA,3,NA,NA
"1788","CF","KP16Sp46",NA,"KP16Sp46",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,20.1,NA,NA,NA,28.58,36.98,41.7,24.82,38.04,28.94,NA,NA,NA,NA,NA,"4% Herbivory ",NA,NA,3,35.7533333333333,30.6
"1789","MG","KP16Sp47",NA,"KP16Sp47",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1790","MG","KP16Sp48",NA,"KP16Sp48",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1791","CF","KP16Sp5",NA,"KP16Sp5",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1792","CF","KP16Sp51",NA,"KP16Sp51",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,27.4,NA,NA,NA,31.94,37.16,34.5,38.68,37.08,16.73,NA,NA,NA,NA,NA,NA,NA,NA,3,34.5333333333333,30.83
"1793","CF","KP16Sp52",NA,"KP16Sp52",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,17,NA,NA,NA,24.92,26.41,30.61,216,10.37,21.7,NA,NA,NA,NA,NA,NA,NA,NA,3,27.3133333333333,82.69
"1794","CF","KP16Sp53",NA,"KP16Sp53",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1795","CF","KP16Sp54",NA,"KP16Sp54",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1796","CF","KP16Sp55",NA,"KP16Sp55",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,26.2,NA,NA,NA,24.12,24.94,27.25,13.93,23.05,10.06,NA,NA,NA,NA,NA,NA,NA,NA,3,25.4366666666667,15.68
"1797","JG","KP16Sp56",NA,"KP16Sp56",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,15.5,NA,NA,NA,28.79,30.62,30.41,20.6,62.06,34.93,NA,NA,NA,NA,NA,"12% Herbivory",NA,NA,3,29.94,39.1966666666667
"1798","JG","KP16Sp57",NA,"KP16Sp57",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1799","JG","KP16Sp58",NA,"KP16Sp58",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1800","JG","KP16Sp59",NA,"KP16Sp59",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,14.7,NA,NA,NA,49.08,36.66,35.93,40.1,32.83,37.55,NA,NA,NA,NA,NA,NA,NA,NA,3,40.5566666666667,36.8266666666667
"1801","JG","KP16Sp60",NA,"KP16Sp60",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,23.4,NA,NA,NA,32.43,28.16,31.21,44.52,34.69,52.98,NA,NA,NA,NA,NA,NA,NA,NA,3,30.6,44.0633333333333
"1802","LB","KP16Sr1",NA,"KP16Sr1",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1803","EW","KP16Sr11",NA,"KP16Sr11",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1804","EW","KP16Sr12",NA,"KP16Sr12",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1805","EW","KP16Sr12",NA,"KP16Sr12",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1806","EW","KP16Sr13",NA,"KP16Sr13",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1807","EW","KP16Sr16",NA,"KP16Sr16",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1808","EW","KP16Sr17",NA,"KP16Sr17",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1809","EW","KP16Sr18",NA,"KP16Sr18",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1810","EW","KP16Sr19",NA,"KP16Sr19",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1811","EW","KP16Sr20",NA,"KP16Sr20",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1812","LB","KP16Sr21",NA,"KP16Sr21",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1813","LB","KP16Sr22",NA,"KP16Sr22",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1814","LB","KP16Sr23",NA,"KP16Sr23",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1815","LB","KP16Sr24",NA,"KP16Sr24",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1816","LB","KP16Sr25",NA,"KP16Sr25",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1817","IR","KP16Sr26",NA,"KP16Sr26",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,25.5,NA,NA,NA,37.13,40.99,37.15,40.88,35.93,27.38,NA,NA,NA,NA,NA,NA,NA,NA,3,38.4233333333333,34.73
"1818","IR","KP16Sr27",NA,"KP16Sr27",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,23,NA,NA,NA,43.93,43.06,43.44,69.45,35.81,68.91,NA,NA,NA,NA,NA,NA,NA,NA,3,43.4766666666667,58.0566666666667
"1819","IR","KP16Sr28",NA,"KP16Sr28",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1820","IR","KP16Sr29",NA,"KP16Sr29",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1821","IR","KP16Sr30",NA,"KP16Sr30",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1822","AC","KP16Sr31",NA,"KP16Sr31",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1823","AC","KP16Sr32",NA,"KP16Sr32",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1824","AC","KP16Sr33",NA,"KP16Sr33",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1825","AC","KP16Sr34",NA,"KP16Sr34",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1826","AC","KP16Sr35",NA,"KP16Sr35",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1827","GD","KP16Sr36",NA,"KP16Sr36",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,12.8,NA,NA,NA,40.96,40.93,34.86,65.98,26.28,10.97,NA,NA,NA,NA,NA,NA,NA,NA,3,38.9166666666667,34.41
"1828","GD","KP16Sr37",NA,"KP16Sr37",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,45.5,NA,NA,NA,42.98,49.12,49.51,93.22,187,106.1,NA,NA,NA,NA,NA,NA,NA,NA,3,47.2033333333333,128.773333333333
"1829","GD","KP16Sr38",NA,"KP16Sr38",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1830","GD","KP16Sr39",NA,"KP16Sr39",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1831","GD","KP16Sr40",NA,"KP16Sr40",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1832","LB","KP16Sr41",NA,"KP16Sr41",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,18.9,NA,NA,NA,29.29,33.56,33.27,76.14,69.14,63.35,NA,NA,NA,NA,NA,NA,NA,NA,3,32.04,69.5433333333333
"1833","LB","KP16Sr43",NA,"KP16Sr43",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1834","LB","KP16Sr44",NA,"KP16Sr44",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1835","LB","KP16Sr45",NA,"KP16Sr45",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1836","IR","KP16Sr46",NA,"KP16Sr46",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1837","GD","KP16Sr51",NA,"KP16Sr51",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,7.8,NA,NA,NA,25.61,39.24,41.65,85.5,77,41.46,NA,NA,NA,NA,NA,NA,NA,NA,3,35.5,67.9866666666667
"1838","GD","KP16Sr52",NA,"KP16Sr52",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,37.6,NA,NA,NA,43.37,45.68,43.27,46.42,76.12,74.3,NA,NA,NA,NA,NA,NA,NA,NA,3,44.1066666666667,65.6133333333333
"1839","GD","KP16Sr53",NA,"KP16Sr53",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,10,NA,NA,NA,38.95,38.29,27.61,48.06,37.62,36.81,NA,NA,NA,NA,NA,NA,NA,NA,3,34.95,40.83
"1840","GD","KP16Sr54",NA,"KP16Sr54",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1841","GD","KP16Sr55",NA,"KP16Sr55",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1842","EW","KP16Sr56",NA,"KP16Sr56",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1843","EW","KP16Sr57",NA,"KP16Sr57",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,35.4,NA,NA,NA,39.43,38.76,43.81,129.21,116.47,139.34,NA,NA,NA,NA,NA,NA,NA,NA,3,40.6666666666667,128.34
"1844","EW","KP16Sr58",NA,"KP16Sr58",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,8.6,NA,NA,NA,38.9,37.33,37.91,80.08,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,38.0466666666667,NA
"1845","EW","KP16Sr59",NA,"KP16Sr59",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1846","EW","KP16Sr60",NA,"KP16Sr60",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,20,NA,NA,NA,46.95,37.57,38.2,38.41,32.79,22.89,NA,NA,NA,NA,NA,NA,NA,NA,3,40.9066666666667,31.3633333333333
"1847","GD","KP16Sr8",NA,"KP16Sr8",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1848","JB","KP17Sa10",NA,"KP17Sa10",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,3.4,NA,NA,NA,19.32,20.37,21.71,3.3,2,3,NA,NA,NA,NA,NA,"Browning",NA,NA,2,20.4666666666667,2.76666666666667
"1849","JA","KP17Sa13",NA,"KP17Sa13",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1850","JA","KP17Sa2",NA,"KP17Sa2",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,2,NA,NA,NA,41.31,36.55,36.85,6.54,7.28,9.28,NA,NA,NA,NA,NA,NA,NA,NA,2,38.2366666666667,7.7
"1851","JA","KP17Sa4",NA,"KP17Sa4",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,0.6,NA,NA,NA,15.17,17.06,7.99,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.4066666666667,NA
"1852","SAB","KP17Sa6",NA,"KP17Sa6",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,2.7,NA,NA,NA,32.21,31.33,33.47,15.37,11.91,13.01,NA,NA,NA,NA,NA,NA,NA,NA,2,32.3366666666667,13.43
