"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","Bed","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Sample_ID","Sample_age"
"2058","H15SR9",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2059","H17SA1",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2060","H17SA10",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2061","H17SA11",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2062","H17SA12",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2063","H17SA13",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2064","H17SA14",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2065","H17SA15",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2066","H17SA16",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2067","H17SA17",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2068","H17SA18",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2069","H17SA19",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2070","H17SA2",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2071","H17SA20",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2072","H17SA3",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2073","H17SA4",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2074","H17SA5",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2075","H17SA6",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2076","H17SA7",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2077","H17SA8",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2078","H17SA9",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2079","H17SP1",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2080","H17SP10",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2017,6.4,NA,NA,NA,15.27,18.76,14.78,16.27,NA,NA,NA,NA,NA,3
"2081","H17SP11",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2082","H17SP12",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2017,4.1,NA,NA,NA,20.39,20.4,33.51,24.7666666666667,NA,NA,NA,NA,NA,3
"2083","H17SP13",20.21,24.38,20.12,8,19,2020,"Common_garden","Northern","Salix pulchra",21.57,"AB",2017,21.1,NA,NA,NA,12.51,21.78,15.17,16.4866666666667,NA,NA,NA,NA,NA,3
"2084","H17SP14",14.44,17.49,19.7,8,19,2020,"Common_garden","Northern","Salix pulchra",17.21,"AB",2017,15.5,NA,NA,NA,36.21,29.02,27.91,31.0466666666667,NA,NA,NA,NA,NA,3
"2085","H17SP15",16.15,9.11,7.98,8,19,2020,"Common_garden","Northern","Salix pulchra",11.08,"AB",2017,9,NA,NA,NA,11.14,12.28,18.24,13.8866666666667,NA,NA,NA,NA,NA,3
"2086","H17SP15",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2087","H17SP17",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2088","H17SP18",17.79,11.93,15.43,8,19,2020,"Common_garden","Northern","Salix pulchra",15.05,"AB",2017,4.5,NA,NA,NA,19.91,21.66,13.75,18.44,NA,NA,NA,NA,NA,3
"2089","H17SP19",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2090","H17SP2",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2091","H17SP20",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2092","H17SP3",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2017,42,NA,NA,NA,6,10,4,6.66666666666667,NA,NA,NA,NA,NA,3
"2093","H17SP4",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2094","H17SP5",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2095","H17SP6",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2017,5.1,NA,NA,NA,24,13,10,15.6666666666667,NA,NA,NA,NA,NA,3
"2096","H17SP7",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2017,1.8,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,3
"2097","H17SP8",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"SL",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2098","H17SP9",25,29,32,8,19,2020,"Common_garden","Northern","Salix pulchra",28.6666666666667,"CF",2017,16.6,NA,NA,NA,24,21,35,26.6666666666667,NA,NA,NA,NA,NA,3
"2099","H17SR1",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"LB",2017,8.8,NA,NA,NA,7,8,24,13,NA,NA,NA,NA,NA,3
"2100","H17SR10",28,30,30,8,19,2020,"Common_garden","Northern","Salix richardsonii",29.3333333333333,"GD",2017,6.8,NA,NA,NA,33,28,45,35.3333333333333,NA,NA,NA,NA,NA,3
"2101","H17SR11",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2102","H17SR12",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,4.2,NA,NA,NA,9,5,15,9.66666666666667,NA,NA,NA,NA,NA,3
"2103","H17SR13",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,10.9,NA,NA,NA,43,18,31,30.6666666666667,NA,NA,NA,NA,NA,3
"2104","H17SR14",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2105","H17SR15",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,10.8,NA,NA,NA,4,31,45,26.6666666666667,NA,NA,NA,NA,NA,3
"2106","H17SR16",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"IR",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2107","H17SR17",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"IR",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2108","H17SR18",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"IR",2017,5.8,NA,NA,NA,26.67,24.78,21.68,24.3766666666667,NA,NA,NA,NA,NA,3
"2109","H17SR19",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"IR",2017,4.2,NA,NA,NA,26.86,22.2,14.94,21.3333333333333,NA,NA,NA,NA,NA,3
"2110","H17SR2",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"LB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2111","H17SR20",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2112","H17SR21",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2113","H17SR21_CLONE",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2114","H17SR22",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2115","H17SR23",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2116","H17SR24",6.51,12.27,6.89,8,19,2020,"Common_garden","Northern","Salix richardsonii",8.55666666666667,"AC",2017,8.6,NA,NA,NA,6.48,5.65,5.13,5.75333333333333,NA,NA,NA,NA,NA,3
"2117","H17SR25",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,24.93,NA,NA,NA,9.02,7.32,7.36,7.9,NA,NA,NA,NA,NA,3
"2118","H17SR26",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2119","H17SR27",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2120","H17SR28",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2121","H17SR29",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"AC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2122","H17SR3",16,14,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"LB",2017,0.8,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,3
"2123","H17SR30",28,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,9.4,NA,NA,NA,56,28,36,40,NA,NA,NA,NA,NA,3
"2124","H17SR31",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2125","H17SR32",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2126","H17SR33",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2127","H17SR34",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2128","H17SR35",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,9.4,NA,NA,NA,74,53,62,63,NA,NA,NA,NA,NA,3
"2129","H17SR36",32,28,38,8,19,2020,"Common_garden","Northern","Salix richardsonii",32.6666666666667,"EW",2017,14.6,NA,NA,NA,68,56,64,62.6666666666667,NA,NA,NA,NA,NA,3
"2130","H17SR37",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,5.2,NA,NA,NA,28,25,15,22.6666666666667,NA,NA,NA,NA,NA,3
"2131","H17SR38",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2132","H17SR39",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2133","H17SR4",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"LB",2017,12,NA,NA,NA,44,23,18,28.3333333333333,NA,NA,NA,NA,NA,3
"2134","H17SR40",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"EW",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2135","H17SR5",21,24,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"LB",2017,16.2,NA,NA,NA,36,67,32,45,NA,NA,NA,NA,NA,3
"2136","H17SR6",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2137","H17SR7",26,26,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,4.8,NA,NA,NA,31,29,22,27.3333333333333,NA,NA,NA,NA,NA,3
"2138","H17SR8",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2139","H17SR9",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2017,14.1,NA,NA,NA,65,62,34,53.6666666666667,NA,NA,NA,NA,NA,3
"2140","H18SA1",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2141","H18SA10",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2142","H18SA11",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2143","H18SA12",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2144","H18SA13",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2145","H18SA14",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2146","H18SA15",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2147","H18SA16",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2148","H18SA17",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2149","H18SA18",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2150","H18SA19",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2151","H18SA2",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2152","H18SA20",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"JA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2153","H18SA3",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2154","H18SA4",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2155","H18SA5",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2156","H18SA6",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2157","H18SA7",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2158","H18SA8",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2159","H18SA9",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix arctica",NA,"SAB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2160","H18SP1",NA,0,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2018,2.7,NA,NA,NA,9,7,6,7.33333333333333,NA,NA,NA,NA,NA,2
"2161","H18SP1",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2162","H18SP10",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"CF",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2163","H18SP11",25,22,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"SL",2018,4.5,NA,NA,NA,25,29,10,21.3333333333333,NA,NA,NA,NA,NA,2
"2164","H18SP12",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"SL",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2165","H18SP13",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"SL",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2166","H18SP14",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"SL",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2167","H18SP15",25,24,23,8,19,2020,"Common_garden","Northern","Salix pulchra",24,"SL",2018,9.2,NA,NA,NA,32,24,18,24.6666666666667,NA,NA,NA,NA,NA,2
"2168","H18SP16",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"JG",2018,8.8,NA,NA,NA,12,22,15,16.3333333333333,NA,NA,NA,NA,NA,2
"2169","H18SP17",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"JG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2170","H18SP18",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"JG",2018,1.7,NA,NA,NA,10,6,4,6.66666666666667,NA,NA,NA,NA,NA,2
"2171","H18SP19",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"JG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2172","H18SP2",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2018,2.1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2
"2173","H18SP20",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"JG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2174","H18SP21",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"MG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2175","H18SP22",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"MG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2176","H18SP23",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"MG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2177","H18SP24",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"MG",2018,2.2,NA,NA,NA,11,13,10.5,11.5,NA,NA,NA,NA,NA,2
"2178","H18SP25",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"MG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2179","H18SP26",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2180","H18SP27",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2181","H18SP28",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2182","H18SP29",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2183","H18SP3",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2184","H18SP30",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"AB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2185","H18SP4",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2018,19.4,NA,NA,NA,23,22,30,25,NA,NA,NA,NA,NA,2
"2186","H18SP5",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2018,13.5,NA,NA,NA,4,5,22,10.3333333333333,NA,NA,NA,NA,NA,2
"2187","H18SP6",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"IMS",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2188","H18SP7",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"CF",2018,12.1,NA,NA,NA,12,11,14,12.3333333333333,NA,NA,NA,NA,NA,2
"2189","H18SP8",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"CF",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2190","H18SP9",16,14,NA,8,19,2020,"Common_garden","Northern","Salix pulchra",NA,"CF",2018,5.6,NA,NA,NA,3,4,2,3,NA,NA,NA,NA,NA,2
"2191","H18SR1",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"LB",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2192","H18SR10",18,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"GD",2018,5.6,NA,NA,NA,25,32,22,26.3333333333333,NA,NA,NA,NA,NA,2
"2193","H18SR11",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"SW",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2194","H18SR12",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"SW",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2195","H18SR13",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"SW",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2196","H18SR14",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"SW",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2197","H18SR15",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"SW",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2198","H18SR16",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"IR",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2199","H18SR17",NA,NA,NA,8,19,2020,"Common_garden","Northern","Salix richardsonii",NA,"IR",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
