"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","Bed","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Sample_ID","Sample_age"
"718","PC16CWSP5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"719","PC16CWSP6",32,32,18,8,13,2017,"Common_garden","Southern","Salix pulchra",27.3333333333333,"SL",2016,10.6,NA,NA,NA,17,6,6,9.66666666666667,NA,NA,NA,NA,NA,1
"720","PC16CWSP7",55,57,57,8,13,2017,"Common_garden","Southern","Salix pulchra",56.3333333333333,"SL",2016,15,NA,NA,NA,84,15,10,36.3333333333333,NA,NA,NA,NA,NA,1
"721","PC16CWSP8",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"722","PC16CWSP9",40,39,35,8,13,2017,"Common_garden","Southern","Salix pulchra",38,"SL",2016,1.7,NA,NA,NA,64,66,NA,NA,NA,NA,NA,NA,NA,1
"723","PC16CWSR1",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"724","PC16CWSR10",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"725","PC16CWSR2",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"726","PC16CWSR3",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"727","PC16CWSR4",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"728","PC16CWSR5",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"729","PC16CWSR6",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"730","PC16CWSR7",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"731","PC16CWSR8",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"732","PC16CWSR9",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"733","PC16PVSA1",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"734","PC16PVSA2",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"735","PC16PVSA3",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"736","PC16PVSA4",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"737","PC16PVSA5",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"738","PC16PVSP1",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"739","PC16PVSP10",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"740","PC16PVSP2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"741","PC16PVSP3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"742","PC16PVSP4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"743","PC16PVSP5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"744","PC16PVSP6",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"745","PC16PVSP7",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"746","PC16PVSP8",13,12,9,8,13,2017,"Common_garden","Southern","Salix pulchra",11.3333333333333,"SL",2016,6.4,NA,NA,NA,16,35,NA,NA,NA,NA,NA,NA,NA,1
"747","PC16PVSP9",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"748","PC16PVSR1",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"749","PC16PVSR10",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"SW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"750","PC16PVSR2",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"751","PC16PVSR3",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"752","PC16PVSR4",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"753","PC16PVSR5",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"754","PC16PVSR6",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"SW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"755","PC16PVSR7",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"SW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"756","PC16PVSR8",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"SW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"757","PC16PVSR9",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"SW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"758","PP16MSA1",11,16,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,1.3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1
"759","PP16MSA2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"760","PP16MSA3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"761","PP16MSA4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"762","PP16MSA5",23,15,18,8,13,2017,"Common_garden","Southern","Salix arctica",18.6666666666667,"JA",2016,4.2,NA,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA,1
"763","PP16TSP1",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"764","PP16TSP10",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"765","PP16TSP2",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"766","PP16TSP3",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"767","PP16TSP4",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"768","PP16TSP5",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"769","PP16TSP6",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"770","PP16TSP7",35,30,23,8,14,2017,"Common_garden","Southern","Salix pulchra",29.3333333333333,"MG",2016,23,NA,NA,NA,26,16,26,22.6666666666667,NA,NA,NA,NA,NA,1
"771","PP16TSP8",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"772","PP16TSP9",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"773","PP16TSR1",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"774","PP16TSR10",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"775","PP16TSR2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"776","PP16TSR3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"777","PP16TSR4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"778","PP16TSR5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"779","PP16TSR6",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"780","PP16TSR7",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"781","PP16TSR8",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"782","PP16TSR9",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"783","H15SA1",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"784","H15SA10",36.35,28.65,31.8,8,18,2018,"Common_garden","Northern","Salix arctica",32.2666666666667,"JB",2015,3.6,NA,NA,NA,15.63,24.17,9.05,16.2833333333333,NA,NA,NA,NA,NA,3
"785","H15SA11",7.65,8.3,9.54,8,18,2018,"Common_garden","Northern","Salix arctica",8.49666666666667,"JB",2015,0.5,NA,NA,NA,1.96,1.44,1.15,1.51666666666667,NA,NA,NA,NA,NA,3
"786","H15SA12",27.82,25.01,21.86,8,18,2018,"Common_garden","Northern","Salix arctica",24.8966666666667,"JB",2015,3.6,NA,NA,NA,3.48,4.77,3.59,3.94666666666667,NA,NA,NA,NA,NA,3
"787","H15SA14",22.02,19.37,18.8,8,18,2018,"Common_garden","Northern","Salix arctica",20.0633333333333,"JB",2015,4.1,NA,NA,NA,4.67,4.29,3.29,4.08333333333333,NA,NA,NA,NA,NA,3
"788","H15SA16",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"789","H15SA17",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"790","H15SA18",2.98,3.1,1.99,8,18,2018,"Common_garden","Northern","Salix arctica",2.69,"JB",2015,2.8,NA,NA,NA,0.88,0.76,0.92,0.853333333333333,NA,NA,NA,NA,NA,3
"791","H15SA19",31.91,16.48,13.78,8,18,2018,"Common_garden","Northern","Salix arctica",20.7233333333333,"JB",2015,3,NA,NA,NA,3.32,2.28,1.57,2.39,NA,NA,NA,NA,NA,3
"792","H15SA20",17.3,19.6,24.61,8,18,2018,"Common_garden","Northern","Salix arctica",20.5033333333333,"JB",2015,5.8,NA,NA,NA,4.59,5.23,3.03,4.28333333333333,NA,NA,NA,NA,NA,3
"793","H15SA20",15.95,11.31,10.65,8,18,2018,"Common_garden","Northern","Salix arctica",12.6366666666667,"JB",2015,1.7,NA,NA,NA,2.47,2.06,2.63,2.38666666666667,NA,NA,NA,NA,NA,3
"794","H15SA3",35.27,11,20.44,8,18,2018,"Common_garden","Northern","Salix arctica",22.2366666666667,"JB",2015,3.4,NA,NA,NA,4.65,5.49,2.7,4.28,NA,NA,NA,NA,NA,3
"795","H15SA4",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"796","H15SA5",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"797","H15SA7",40.7,36.02,30.78,8,18,2018,"Common_garden","Northern","Salix arctica",35.8333333333333,"JB",2015,3.8,NA,NA,NA,8.13,5.38,6.01,6.50666666666667,NA,NA,NA,NA,NA,3
"798","H15SA8",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"799","H15SA9",14.12,17.47,10.84,8,18,2018,"Common_garden","Northern","Salix arctica",14.1433333333333,"JB",2015,1.5,NA,NA,NA,2.77,1.82,1.19,1.92666666666667,NA,NA,NA,NA,NA,3
"800","H15SP1",19.02,13.11,16.06,8,18,2018,"Common_garden","Northern","Salix pulchra",16.0633333333333,"IMS",2015,6.2,NA,NA,NA,4.39,7.79,4.95,5.71,NA,NA,NA,NA,NA,3
"801","H15SP10",16.27,17.57,22.19,8,18,2018,"Common_garden","Northern","Salix pulchra",18.6766666666667,"CF",2015,4.4,NA,NA,NA,4.47,3.43,2.16,3.35333333333333,NA,NA,NA,NA,NA,3
"802","H15SP11",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"803","H15SP12",7.47,6.71,4.84,8,18,2018,"Common_garden","Northern","Salix pulchra",6.34,"CF",2015,1.5,NA,NA,NA,1.97,1.31,1.32,1.53333333333333,NA,NA,NA,NA,NA,3
"804","H15SP13",22.9,25.06,20.37,8,18,2018,"Common_garden","Northern","Salix pulchra",22.7766666666667,"CF",2015,9.6,NA,NA,NA,4.86,2.71,2.65,3.40666666666667,NA,NA,NA,NA,NA,3
"805","H15SP14",21.84,19.41,17.44,8,18,2018,"Common_garden","Northern","Salix pulchra",19.5633333333333,"CF",2015,10.7,NA,NA,NA,4.05,3.42,2.3,3.25666666666667,NA,NA,NA,NA,NA,3
"806","H15SP15",21.51,18.84,22.2,8,18,2018,"Common_garden","Northern","Salix pulchra",20.85,"CF",2015,7.9,NA,NA,NA,4.56,4.24,3.53,4.11,NA,NA,NA,NA,NA,3
"807","H15SP16",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"808","H15SP17",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"809","H15SP18",23.04,24.84,25.72,8,18,2018,"Common_garden","Northern","Salix pulchra",24.5333333333333,"CF",2015,17.1,NA,NA,NA,8.13,5.09,3.54,5.58666666666667,NA,NA,NA,NA,NA,3
"810","H15SP19",20.34,18.64,16.2,8,18,2018,"Common_garden","Northern","Salix pulchra",18.3933333333333,"CF",2015,8.3,NA,NA,NA,6.04,4.38,4.18,4.86666666666667,NA,NA,NA,NA,NA,3
"811","H15SP2",15.68,9.91,8.08,8,18,2018,"Common_garden","Northern","Salix pulchra",11.2233333333333,"IMS",2015,2.6,NA,NA,NA,3.17,2.54,1.75,2.48666666666667,NA,NA,NA,NA,NA,3
"812","H15SP20",15.78,13.51,11.27,8,18,2018,"Common_garden","Northern","Salix pulchra",13.52,"CF",2015,5.7,NA,NA,NA,3.75,2.57,1.4,2.57333333333333,NA,NA,NA,NA,NA,3
"813","H15SP21",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"814","H15SP22",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"815","H15SP23",11.77,11.28,12.64,8,18,2018,"Common_garden","Northern","Salix pulchra",11.8966666666667,"MG",2015,3.7,NA,NA,NA,3.14,1.95,1.43,2.17333333333333,NA,NA,NA,NA,NA,3
"816","H15SP24",21.14,23.09,20.79,8,18,2018,"Common_garden","Northern","Salix pulchra",21.6733333333333,"MG",2015,11.3,NA,NA,NA,22.79,24.78,15.4,20.99,NA,NA,NA,NA,NA,3
"817","H15SP25",20.22,14.64,15.28,8,18,2018,"Common_garden","Northern","Salix pulchra",16.7133333333333,"AB",2015,5.3,NA,NA,NA,3.93,1.93,2.22,2.69333333333333,NA,NA,NA,NA,NA,3
"818","H15SP27",24.44,24.24,24.57,8,18,2018,"Common_garden","Northern","Salix pulchra",24.4166666666667,"AB",2015,10.4,NA,NA,NA,4.45,3.24,3.76,3.81666666666667,NA,NA,NA,NA,NA,3
"819","H15SP29",20.39,22.97,22.34,8,18,2018,"Common_garden","Northern","Salix pulchra",21.9,"AB",2015,9.6,NA,NA,NA,3.53,3.17,1.4,2.7,NA,NA,NA,NA,NA,3
"820","H15SP3",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"821","H15SP30",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"AB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"822","H15SP4",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"823","H15SP5",17.14,20.69,16.68,8,18,2018,"Common_garden","Northern","Salix pulchra",18.17,"IMS",2015,7.4,NA,NA,NA,4.83,4.29,2.75,3.95666666666667,NA,NA,NA,NA,NA,3
"824","H15SP6",5.95,2.99,2.75,8,18,2018,"Common_garden","Northern","Salix pulchra",3.89666666666667,"IMS",2015,3.5,NA,NA,NA,1,0.97,0.96,0.976666666666667,NA,NA,NA,NA,NA,3
"825","H15SP7",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"826","H15SP8",21.63,20.96,22.23,8,18,2018,"Common_garden","Northern","Salix pulchra",21.6066666666667,"IMS",2015,7.3,NA,NA,NA,4.79,2.69,2.13,3.20333333333333,NA,NA,NA,NA,NA,3
"827","H15SP9",26.48,17.84,23.13,8,18,2018,"Common_garden","Northern","Salix pulchra",22.4833333333333,"CF",2015,15.1,NA,NA,NA,3.57,2.87,2.49,2.97666666666667,NA,NA,NA,NA,NA,3
"828","H15SR11",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"829","H15SR12",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"830","H15SR13",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"SW",2015,4.3,NA,NA,NA,6.55,NA,NA,NA,NA,NA,NA,NA,NA,3
"831","H15SR14",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"832","H15SR15",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"833","H15SR16",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"834","H15SR17",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"835","H15SR18",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"836","H15SR19",17.29,19.58,21.54,8,18,2018,"Common_garden","Northern","Salix richardsonii",19.47,"SW",2015,6.3,NA,NA,NA,18.37,22.19,10.78,17.1133333333333,NA,NA,NA,NA,NA,3
"837","H15SR20",12.55,11.85,12.9,8,18,2018,"Common_garden","Northern","Salix richardsonii",12.4333333333333,"SW",2015,9.2,NA,NA,NA,9.42,5.84,7.09,7.45,NA,NA,NA,NA,NA,3
"838","H15SR22",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"839","H15SR23",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"840","H15SR24",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"841","H15SR25",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"842","H15SR26",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"843","H15SR29",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"AC",2015,3.4,NA,NA,NA,27.51,25.41,16.41,23.11,NA,NA,NA,NA,NA,3
"844","H15SR3",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"845","H15SR30",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"846","H15SR4",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"847","H15SR5",26.83,24.64,23.14,8,18,2018,"Common_garden","Northern","Salix richardsonii",24.87,"LB",2015,9.5,NA,NA,NA,13.45,23.62,12.05,16.3733333333333,NA,NA,NA,NA,NA,3
"848","H15SR6",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"849","H15SR8",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"850","H15SR9",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"851","H17SA1",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"852","H17SA10",13.38,14.31,9.36,8,18,2018,"Common_garden","Northern","Salix arctica",12.35,"JA",2017,2,NA,NA,NA,5.51,4.28,1.89,3.89333333333333,NA,NA,NA,NA,NA,1
"853","H17SA11",NA,NA,NA,8,18,2018,"Common_garden","Northern","Salix arctica",NA,"JA",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"854","H17SA12",21.88,27.95,16.02,8,18,2018,"Common_garden","Northern","Salix arctica",21.95,"SAB",2017,2.3,NA,NA,NA,4,3.45,4,3.81666666666667,NA,NA,NA,NA,NA,1
